sa3_name16,sa3_code16,tot_m,tot_f,tot_p,age_0_4_yr_m,age_0_4_yr_f,age_0_4_yr_p,age_5_14_yr_m,age_5_14_yr_f,age_5_14_yr_p,age_15_19_yr_m,age_15_19_yr_f,age_15_19_yr_p,age_20_24_yr_m,age_20_24_yr_f,age_20_24_yr_p,age_25_34_yr_m,age_25_34_yr_f,age_25_34_yr_p,age_35_44_yr_m,age_35_44_yr_f,age_35_44_yr_p,age_45_54_yr_m,age_45_54_yr_f,age_45_54_yr_p,age_55_64_yr_m,age_55_64_yr_f,age_55_64_yr_p,age_65_74_yr_m,age_65_74_yr_f,age_65_74_yr_p,age_75_84_yr_m,age_75_84_yr_f,age_75_84_yr_p,age_85ov_m,age_85ov_f,age_85ov_p,os_vis_m,os_vis_f,os_vis_p,count_psns_occ_priv_dwgs_m,count_psns_occ_priv_dwgs_f,count_psns_occ_priv_dwgs_p,count_persons_other_dwgs_m,count_persons_other_dwgs_f,count_persons_other_dwgs_p,indig_aboriginal_m,indig_aboriginal_f,indig_aboriginal_p,indig_torres_strait_is_m,indig_torres_strait_is_f,indig_torres_strait_is_p,indig_bth_abor_torres_st_is_m,indig_bth_abor_torres_st_is_f,indig_bth_abor_torres_st_is_p,indig_tot_m,indig_tot_f,indig_tot_p,birthplace_australia_m,birthplace_australia_f,birthplace_australia_p,birthplace_elsewhere_m,birthplace_elsewhere_f,birthplace_elsewhere_p,lang_spoken_home_eng_only_m,lang_spoken_home_eng_only_f,lang_spoken_home_eng_only_p,lang_spoken_home_oth_lang_m,lang_spoken_home_oth_lang_f,lang_spoken_home_oth_lang_p,australian_citizen_m,australian_citizen_f,australian_citizen_p,att_educ_inst_age_0_4_m,att_educ_inst_age_0_4_f,att_educ_inst_age_0_4_p,att_educ_inst_age_5_14_m,att_educ_inst_age_5_14_f,att_educ_inst_age_5_14_p,att_edu_inst_age_15_19_m,att_edu_inst_age_15_19_f,att_edu_inst_age_15_19_p,att_edu_inst_age_20_24_m,att_edu_inst_age_20_24_f,att_edu_inst_age_20_24_p,att_edu_inst_age_25_ov_m,att_edu_inst_age_25_ov_f,att_edu_inst_age_25_ov_p,high_yr_schl_comp_yr_12_eq_m,high_yr_schl_comp_yr_12_eq_f,high_yr_schl_comp_yr_12_eq_p,high_yr_schl_comp_yr_11_eq_m,high_yr_schl_comp_yr_11_eq_f,high_yr_schl_comp_yr_11_eq_p,high_yr_schl_comp_yr_10_eq_m,high_yr_schl_comp_yr_10_eq_f,high_yr_schl_comp_yr_10_eq_p,high_yr_schl_comp_yr_9_eq_m,high_yr_schl_comp_yr_9_eq_f,high_yr_schl_comp_yr_9_eq_p,high_yr_schl_comp_yr_8_belw_m,high_yr_schl_comp_yr_8_belw_f,high_yr_schl_comp_yr_8_belw_p,no_schl_m,no_schl_f,no_schl_p
Hervey Bay,31904,28602,31433,60038,1444,1361,2808,3599,3418,7013,1633,1680,3310,1180,1303,2487,2353,2718,5069,2726,3312,6034,3257,3968,7229,4046,4753,8795,4994,5262,10256,2704,2716,5418,662,948,1615,452,582,1033,27202,29796,56993,1400,1637,3041,1031,1096,2125,44,46,88,54,39,93,1128,1177,2306,21173,22871,44043,4632,5459,10086,24993,27132,52122,1065,1454,2519,24529,26805,51337,291,239,528,3189,3055,6235,954,1023,1976,145,250,390,431,1091,1520,7870,9405,17277,2147,2248,4394,6996,8022,15014,1943,1975,3923,1773,1761,3533,92,74,171
Brisbane Inner - North,30503,43231,44737,87968,2292,2185,4476,4193,4124,8325,2299,2800,5101,4395,4965,9357,9538,9410,18950,6494,6463,12960,5739,5633,11372,4119,4165,8286,2627,2707,5332,1100,1428,2523,433,864,1295,662,871,1531,40893,42139,83027,2336,2602,4937,417,460,878,36,32,67,22,24,47,480,515,996,27939,28969,56911,11156,11453,22611,32264,33061,65327,6931,7440,14370,32826,33883,66708,378,384,764,3888,3805,7695,1786,2235,4024,2019,2438,4454,2452,3048,5502,26216,27122,53344,1708,1662,3370,3456,3926,7382,760,689,1448,649,814,1470,88,105,191
Brisbane Inner - West,30504,27409,28652,56062,1596,1405,3003,3250,3138,6392,1834,1875,3710,3089,3483,6570,5153,5147,10301,3823,4199,8025,3567,3689,7249,2530,2708,5240,1607,1763,3374,728,827,1552,235,424,664,359,521,882,26342,27671,54010,1074,983,2051,210,192,406,17,17,38,24,10,31,249,220,472,19376,20192,39567,6148,6414,12568,22395,22940,45335,3133,3679,6815,22590,23274,45862,335,294,625,3054,2959,6013,1499,1567,3067,1596,1957,3554,1499,1788,3279,17270,18202,35469,975,971,1947,1773,2092,3870,368,395,769,298,420,714,52,47,96
Cairns - North,30601,27775,29620,57397,1775,1634,3410,4054,3848,7903,1820,1751,3564,1314,1467,2779,3038,3555,6593,3724,4506,8233,4061,4765,8823,3698,3954,7655,2937,2851,5789,1118,1010,2134,216,288,504,915,1206,2121,25703,27288,52992,2065,2334,4400,659,664,1321,226,241,468,171,154,329,1049,1060,2111,18788,19325,38115,5876,6791,12670,22465,23169,45632,2359,3104,5463,22342,23212,45554,309,277,582,3622,3437,7059,1169,1151,2319,339,459,800,695,1469,2163,10832,12887,23720,2236,2125,4359,4596,4486,9081,1012,878,1887,543,566,1104,47,55,101
Cairns - South,30602,56555,59362,115919,3607,3407,7014,7592,7227,14819,3572,3672,7242,3860,4112,7977,8005,9151,17154,7348,8458,15808,7783,7982,15763,6800,6963,13763,5121,4963,10090,2249,2340,4589,609,1081,1691,3493,4589,8081,48049,50392,98446,8500,8971,17473,2686,3209,5894,1708,1949,3658,1116,1237,2349,5504,6397,11904,36083,36251,72335,10435,12013,22443,39585,39810,79392,7188,8750,15940,42138,42582,84720,509,468,979,6226,5904,12127,1875,1953,3828,491,717,1212,1270,2551,3819,18425,21075,39499,3945,3660,7603,9278,9232,18513,2123,1957,4077,1943,1980,3930,412,423,836
Innisfail - Cassowary Coast,30603,19621,18638,38259,1086,994,2080,2498,2255,4751,1053,971,2025,1187,1079,2264,2216,2090,4308,1874,2027,3904,2551,2492,5045,2962,2878,5842,2655,2335,4996,1225,1056,2277,308,459,762,589,530,1116,18402,17655,36055,1222,985,2201,2193,2337,4526,233,241,473,311,312,617,2735,2886,5619,14731,13826,28560,2379,2537,4910,15692,14891,30586,1636,1715,3355,16423,15591,32019,133,118,250,2145,1931,4072,531,552,1085,74,116,193,188,456,647,5156,5578,10729,1533,1436,2971,4443,4136,8585,1144,858,2002,1291,1118,2406,88,99,190
Port Douglas - Daintree,30604,9819,10142,19969,463,424,890,960,805,1765,351,413,764,374,476,847,1120,1334,2453,1211,1229,2437,1386,1503,2884,1659,1781,3439,1527,1492,3023,648,569,1214,119,119,235,1125,1369,2497,6426,6348,12777,3397,3798,7195,336,348,683,32,21,57,67,69,142,438,445,880,5615,5428,11040,1625,1749,3374,6820,6634,13455,527,636,1158,6632,6488,13121,68,70,146,667,547,1214,140,160,293,21,45,67,109,226,338,3283,3543,6830,693,790,1484,1501,1350,2850,366,293,652,254,196,449,16,4,21
Tablelands (East) - Kuranda,30605,20845,21458,42300,1142,1082,2224,2821,2637,5458,1201,1154,2355,1037,992,2030,1899,2115,4014,2063,2346,4412,2659,2981,5638,3116,3329,6441,3037,2870,5910,1463,1409,2877,401,545,948,432,428,862,20051,20702,40754,798,756,1551,1514,1633,3151,163,110,279,176,174,353,1848,1926,3780,15342,15622,30968,2937,3223,6163,17200,17650,34847,1393,1514,2912,17637,18118,35759,168,157,324,2417,2271,4693,659,703,1362,66,144,210,212,610,817,5963,6880,12841,1325,1375,2698,4544,4700,9245,1120,932,2046,1404,1227,2631,82,98,180
Darling Downs (West) - Maranoa,30701,25847,22153,47998,1667,1530,3194,3259,2926,6188,1200,1084,2286,1355,1247,2600,3673,3056,6731,3429,2793,6222,3874,2943,6819,3367,2830,6202,2522,2156,4670,1199,1137,2336,302,457,764,134,139,273,21866,21071,42934,3982,1084,5063,1439,1471,2913,27,38,65,36,32,66,1507,1540,3049,19632,17623,37254,1912,1620,3527,20979,18799,39780,827,725,1553,20790,18612,39404,229,230,464,2772,2513,5288,607,602,1207,93,170,265,293,646,938,6660,7362,14023,1491,1216,2707,5748,4382,10133,1267,855,2119,1645,1189,2835,97,65,164
Darling Downs - East,30702,21049,20699,41753,1386,1344,2732,3098,2994,6087,1383,1239,2622,1181,1123,2299,2243,2210,4453,2337,2473,4813,2821,2756,5576,2799,2647,5440,2266,2171,4437,1187,1170,2358,357,581,934,83,72,152,20387,20134,40520,670,567,1229,1005,1031,2042,28,11,40,31,17,52,1065,1066,2128,17511,17143,34654,1649,1706,3352,18650,18414,37067,776,740,1514,18576,18310,36884,232,230,467,2753,2671,5420,764,764,1527,114,185,304,252,603,852,5254,6494,11756,1176,1221,2401,5327,4606,9931,1238,909,2148,1663,1290,2952,72,46,113
Sunnybank,30306,25056,25563,50619,1626,1630,3256,2817,2866,5681,1635,1459,3094,2643,2245,4892,4948,4712,9661,3372,3444,6814,2647,2911,5560,2448,2870,5323,1814,1885,3699,808,932,1740,299,593,897,573,803,1378,24865,25179,50046,191,381,571,179,199,373,9,13,25,17,18,34,199,230,430,10284,10185,20470,13152,13515,26671,10350,10224,20578,13140,13532,26670,16394,16612,33005,266,235,497,2540,2623,5159,1251,1200,2449,1406,1205,2612,1378,1633,3012,14057,13652,27712,966,863,1827,2462,2626,5095,560,616,1178,751,1075,1826,274,386,656
Centenary,30401,15712,16636,32352,1095,952,2044,2329,2149,4477,1104,1099,2199,934,887,1824,1778,1940,3717,2220,2465,4689,2117,2467,4585,1941,2121,4060,1462,1511,2965,552,650,1202,178,396,572,138,238,376,15557,16315,31872,155,320,475,126,131,263,4,9,14,9,9,18,141,146,291,10223,10480,20705,5010,5549,10559,12017,12278,24297,3273,3791,7062,13663,14306,27973,222,172,398,2209,2066,4279,894,927,1823,414,441,854,451,682,1130,8605,9027,17634,802,785,1588,1752,2175,3924,335,327,664,215,339,557,54,53,108
Kenmore - Brookfield - Moggill,30402,21822,23192,45014,1258,1227,2481,3739,3321,7059,1842,1789,3631,1421,1333,2755,1724,1853,3578,2745,3366,6108,3317,3669,6986,2438,2777,5216,2030,2146,4175,969,1115,2093,343,596,941,228,380,607,21676,22832,44508,149,357,504,99,93,194,6,14,13,6,4,10,114,111,222,14280,14973,29248,6739,7230,13967,18141,18813,36950,2860,3287,6144,18878,19847,38727,313,301,612,3561,3163,6724,1541,1522,3064,755,722,1481,661,1006,1668,12665,13461,26124,913,1024,1934,1807,2297,4102,435,436,871,195,279,473,27,24,47
Sherwood - Indooroopilly,30403,25000,26882,51887,1158,1191,2353,2731,2519,5250,2483,2742,5227,4246,4717,8967,4279,4143,8420,3054,3195,6253,2448,2798,5243,2072,2306,4379,1518,1796,3315,693,910,1607,321,565,882,647,912,1559,23300,24896,48196,1704,1993,3691,142,128,268,20,14,34,5,7,21,165,156,317,14946,15652,30595,8337,9130,17467,17385,18069,35450,5935,6734,12667,18149,18998,37149,238,242,480,2554,2337,4889,2148,2418,4570,2914,3252,6172,1845,1985,3828,16841,17836,34672,745,783,1519,1333,1752,3085,326,362,688,201,318,519,56,61,113
The Gap - Enoggera,30404,24095,25429,49530,1712,1646,3351,3673,3298,6976,1744,1589,3328,1880,1551,3439,3086,3206,6290,3544,3976,7523,3145,3447,6587,2321,2656,4974,1802,2091,3890,836,1185,2020,350,791,1144,159,212,369,23234,24911,48141,870,526,1392,382,362,741,59,44,100,18,23,40,460,417,879,18486,19249,37731,4674,5044,9719,21267,21978,43249,1940,2400,4339,21428,22447,43871,339,338,683,3488,3165,6655,1257,1250,2510,543,660,1203,778,1207,1987,12547,13141,25686,1307,1145,2456,2904,3643,6551,553,603,1150,447,729,1177,61,63,124
Brisbane Inner,30501,41727,39990,81718,1171,1151,2318,2026,1949,3976,1871,2085,3952,5202,5752,10947,11692,11130,22826,6429,5456,11880,5253,4423,9670,4110,3749,7865,2544,2463,5006,1076,1068,2150,349,761,1110,3565,3701,7268,32458,31782,64240,9261,8211,17474,366,331,698,36,29,69,27,28,62,432,390,822,18624,17369,35989,14133,14164,28294,22890,20944,43833,9830,10607,20436,23625,22315,45939,156,159,313,1622,1603,3232,1252,1391,2638,2108,2425,4530,3168,3583,6748,23886,23148,47041,1639,1371,3013,2799,2740,5539,610,452,1071,623,696,1327,185,186,373
Brisbane Inner - East,30502,19435,20340,39774,1302,1264,2564,2412,2208,4624,1078,1077,2158,1550,1695,3242,3868,4235,8106,3241,3337,6580,2660,2754,5415,1728,1884,3609,997,1098,2092,455,502,953,137,290,428,191,273,464,19185,20203,39390,248,138,387,216,226,441,17,18,37,20,12,26,252,255,506,13612,14271,27890,4589,4677,9268,16046,16561,32608,2205,2434,4641,15882,16685,32568,237,247,486,2234,2074,4307,862,858,1714,649,709,1355,870,1278,2148,11204,12048,23251,906,837,1737,1773,1890,3667,343,330,680,307,391,698,36,51,81
Granite Belt,30703,19736,20242,39976,1169,1112,2279,2745,2515,5257,1319,1117,2437,1024,938,1960,1763,1879,3641,1962,2271,4232,2528,2695,5218,2816,3061,5873,2736,2643,5374,1308,1405,2718,363,620,982,100,126,230,19228,19701,38927,508,545,1048,792,812,1603,23,34,57,20,30,46,834,872,1700,16320,16553,32873,1883,2083,3966,17681,18066,35745,743,861,1603,17730,18159,35889,170,152,321,2516,2301,4811,818,729,1544,84,159,248,219,590,807,5339,6430,11770,1276,1208,2486,4935,5015,9947,1197,1012,2207,1422,1246,2670,53,64,117
Central Highlands (Qld),30801,18960,14736,33691,1301,1270,2570,2407,2224,4634,887,761,1647,1094,959,2053,3236,2435,5671,3045,2029,5077,2885,1956,4841,2293,1677,3969,1308,1016,2326,435,327,760,65,80,142,380,109,484,15025,14148,29181,3929,582,4513,1023,997,2016,25,19,42,66,61,125,1117,1072,2188,13289,11203,24492,1825,1645,3465,14528,12272,26797,748,740,1488,14292,12066,26350,192,201,392,2060,1928,3990,482,416,895,78,110,186,236,512,745,5098,5061,10156,1207,956,2164,3848,2719,6566,787,448,1241,698,399,1104,43,27,69
Rockhampton,30803,57442,59096,116546,3855,3707,7560,8320,7633,15953,4003,3968,7970,3615,3565,7176,7059,7385,14442,6579,7051,13634,7383,7997,15382,7252,7489,14737,5641,5579,11225,2838,3269,6108,900,1449,2352,317,395,711,54496,56887,111378,2950,2213,5164,3198,3311,6504,246,208,446,264,228,493,3705,3743,7445,47081,48458,95537,5644,5839,11483,49865,52022,101888,2807,2801,5606,49886,52026,101916,484,547,1036,7541,6920,14466,2493,2596,5094,578,896,1476,1081,2213,3294,17128,20326,37463,3730,3696,7426,12581,12910,25494,2961,2565,5527,3436,3133,6572,217,153,367
Biloela,30804,8439,7137,15574,525,526,1054,1093,1012,2108,383,370,751,472,366,839,1180,956,2140,1193,957,2150,1255,968,2228,1132,849,1989,731,638,1367,382,374,748,85,125,207,44,36,77,7384,6935,14317,1048,207,1252,263,275,547,14,6,17,17,19,37,299,302,606,6667,5853,12517,734,615,1352,7070,6218,13289,426,327,746,7089,6208,13303,76,81,159,973,897,1873,185,202,382,35,55,94,113,208,318,2245,2362,4605,544,433,980,1988,1450,3443,423,294,719,610,444,1053,40,15,61
Gladstone,30805,32728,30782,63507,2315,2259,4574,4750,4594,9341,2031,1759,3790,1910,1763,3675,4248,4448,8702,4541,4376,8916,4942,4414,9361,4221,3525,7746,2601,2340,4937,965,964,1928,205,334,546,259,301,562,30844,30033,60876,1888,744,2631,1123,1107,2226,36,48,85,99,112,217,1264,1262,2523,25026,23583,48608,4724,4550,9277,27993,26380,54375,1990,1975,3966,27492,25747,53241,346,338,688,4259,4168,8422,1195,1127,2320,189,320,515,466,1222,1684,9911,10587,20499,2696,2281,4976,7498,6360,13864,1596,1221,2818,1229,1066,2294,75,46,122
Broadbeach - Burleigh,30901,33604,36405,70009,1783,1728,3516,3438,3306,6749,1597,1534,3132,1883,2240,4123,5020,5492,10515,4634,4810,9447,4262,4593,8855,3938,4593,8530,4020,4404,8433,2285,2572,4856,740,1131,1870,1493,1712,3203,29372,31600,60969,4234,4803,9040,336,356,692,18,17,40,10,10,27,370,383,760,21264,22705,43968,7712,8571,16286,26008,27588,53598,3165,3879,7051,25481,27415,52898,317,348,664,2929,2814,5743,1016,1026,2049,533,705,1233,958,1485,2444,14359,15618,29978,2290,2353,4641,5413,6145,11554,1213,1263,2480,800,1012,1814,77,108,187
Coolangatta,30902,27818,29756,57573,1552,1423,2975,3181,2891,6074,1546,1496,3045,1493,1458,2951,3172,3527,6694,3470,3744,7220,3481,3972,7450,3695,4241,7934,3450,3641,7093,2005,2234,4240,772,1123,1891,532,629,1160,25668,27254,52926,2152,2499,4650,527,536,1067,43,24,63,36,34,70,605,599,1198,20487,21448,41937,4605,5303,9908,23880,25217,49096,1382,1726,3105,23267,24671,47936,278,293,573,2891,2592,5484,1076,1037,2110,331,497,826,627,1086,1719,10411,11648,22064,1991,2044,4032,5814,6398,12214,1362,1387,2745,855,987,1838,72,40,113
Gold Coast - North,30903,31669,35250,66914,1684,1653,3338,3338,3103,6441,1703,1729,3433,2129,2164,4289,3821,4063,7883,3906,4378,8281,4164,4705,8868,3887,4842,8725,4002,4731,8737,2273,2671,4939,765,1221,1986,482,586,1065,30530,33910,64437,1142,1335,2474,461,508,963,36,18,53,24,16,38,522,538,1058,19112,20696,39807,9572,11158,20730,24715,27128,51841,4153,4935,9089,24171,26841,51011,323,300,624,2913,2754,5670,1099,1202,2303,711,799,1510,838,1374,2217,12822,14419,27244,2324,2365,4689,6004,7105,13108,1423,1563,2984,1016,1308,2319,118,147,260
Gold Coast Hinterland,30904,9668,9903,19572,458,458,916,1269,1223,2493,577,559,1135,427,383,815,907,903,1807,1215,1345,2557,1530,1649,3182,1474,1559,3034,1208,1208,2415,476,488,961,123,132,252,92,109,202,8876,9298,18175,789,606,1399,147,132,285,3,10,16,10,7,15,169,148,319,6553,6738,13290,1967,2105,4071,8227,8414,16642,398,463,860,7905,8144,16049,85,81,166,1113,1101,2212,386,393,774,98,104,203,217,354,564,3691,4129,7822,678,648,1329,1907,1858,3762,385,334,718,242,203,447,10,12,21
Beaudesert,31101,6831,7098,13926,386,389,779,972,1007,1983,458,436,893,357,375,737,676,719,1394,791,855,1643,941,1001,1942,913,883,1795,808,835,1641,393,400,797,128,194,325,28,38,67,6574,6895,13466,255,200,456,317,345,660,12,14,27,17,19,33,344,379,721,5482,5656,11131,737,813,1553,6013,6399,12416,161,190,354,5895,6208,12101,59,61,124,874,919,1785,256,297,550,30,71,103,77,221,300,1760,2165,3927,457,442,897,1584,1652,3234,451,386,841,462,446,909,15,17,37
Beenleigh,31102,19822,20818,40638,1557,1546,3104,2947,2771,5717,1311,1298,2607,1483,1452,2930,2671,2984,5659,2525,2602,5127,2427,2585,5021,2059,2299,4363,1744,1978,3722,847,990,1831,248,315,559,79,108,192,19735,20728,40463,82,93,177,653,722,1371,51,45,92,25,32,57,730,792,1525,13759,14102,27866,4681,5192,9871,16700,17379,34077,1882,2073,3952,15869,16626,32498,256,267,524,2631,2473,5105,763,844,1609,207,307,517,348,830,1176,6269,7026,13297,1453,1529,2979,4210,4432,8644,1125,1073,2202,877,917,1787,100,106,205
Browns Plains,31103,39128,40394,79520,3286,3201,6493,6497,6175,12668,3074,2824,5894,2933,2932,5859,5632,6073,11707,4991,5343,10334,4827,5290,10118,4133,4277,8404,2505,2616,5120,978,1167,2146,269,502,773,176,306,481,38920,40052,78971,209,333,544,1104,1130,2236,71,54,126,83,82,167,1265,1267,2530,25543,25721,51264,10768,11594,22366,29438,29873,59314,7034,7659,14694,30701,31456,62161,494,478,975,5738,5476,11216,1851,1845,3699,492,700,1193,647,1507,2152,12848,14521,27367,2827,2744,5575,7627,7474,15101,1919,1686,3609,1405,1491,2889,302,381,685
Jimboomba,31104,22534,22648,45188,1641,1600,3241,3928,3764,7691,1789,1771,3560,1368,1335,2701,2557,2802,5361,3297,3505,6807,3350,3458,6811,2412,2384,4797,1627,1420,3049,463,487,949,105,113,216,94,158,259,22472,22602,45071,64,48,117,625,621,1253,30,44,77,22,18,42,682,692,1374,17351,17228,34584,3749,3858,7607,20141,20057,40201,1091,1232,2329,19504,19600,39106,306,296,608,3558,3445,7007,1100,1177,2279,212,335,539,312,815,1127,6989,8428,15412,1726,1581,3303,5131,4601,9734,1193,829,2020,676,544,1219,79,73,144
Loganlea - Carbrook,31105,29080,30398,59474,2203,2066,4274,4223,3964,8182,2107,2005,4107,2102,2056,4159,4090,4319,8403,3884,4119,8001,3512,3890,7399,3204,3593,6797,2422,2523,4945,1002,1256,2257,331,616,951,173,218,387,28787,29900,58690,286,502,786,695,717,1414,44,58,103,56,57,119,798,837,1639,19253,19697,38949,7822,8483,16305,23601,24179,47779,3672,4173,7842,23269,24273,47538,390,344,733,3829,3569,7398,1324,1348,2678,462,556,1017,637,1196,1830,10991,12194,23181,2048,1946,3998,5359,5628,10989,1265,1202,2472,997,1133,2126,169,199,368
Springwood - Kingston,31106,38176,38990,77167,3051,2943,5992,5727,5532,11264,2767,2577,5342,2806,2598,5397,5658,5789,11446,5241,5414,10660,4457,4704,9159,3879,4365,8244,3137,3281,6418,1146,1250,2402,309,536,845,257,353,607,37891,38652,76541,286,334,624,1071,1207,2275,113,121,233,86,96,178,1269,1423,2687,22399,22905,45300,12995,13178,26173,25966,26639,52603,9706,9718,19427,28566,29355,57918,447,429,876,5059,4961,10026,1756,1763,3521,689,764,1447,1150,1757,2904,14514,15132,29645,2361,2259,4616,6192,6513,12700,1569,1505,3079,1754,1823,3576,526,597,1120
Bowen Basin - North,31201,26370,17796,44160,1435,1347,2782,2480,2296,4772,891,771,1658,1292,1142,2429,4850,3212,8067,4732,2417,7152,4517,2352,6872,3474,2018,5491,1871,1472,3344,666,563,1228,159,203,362,264,326,594,16968,15962,32930,9401,1835,11236,841,751,1589,93,90,182,79,93,170,1009,931,1937,17108,12767,29870,2567,2207,4772,18838,14179,33015,1054,1031,2087,18551,13934,32487,197,198,395,2137,1999,4139,442,433,874,69,103,169,335,567,904,6654,5673,12327,1766,1103,2872,5530,3467,8999,1094,727,1819,918,608,1527,58,37,95
Robina,30908,23476,26372,49849,1392,1359,2748,3040,2912,5956,1848,1841,3691,1885,1970,3851,3217,3509,6721,3066,3543,6605,2874,3454,6322,2389,3097,5489,2115,2415,4531,1191,1393,2583,464,890,1352,348,388,736,22547,25155,47703,931,1218,2145,259,329,584,12,15,30,8,12,17,279,354,632,13957,15339,29298,7700,8837,16536,17757,19530,37278,4005,4777,8776,17874,19968,37845,295,316,607,2792,2624,5414,1329,1374,2698,762,866,1626,777,1218,1994,10749,12185,22933,1604,1816,3415,3562,4255,7813,778,913,1690,495,566,1059,65,63,127
Southport,30909,29765,31490,61251,1465,1470,2936,3155,2901,6057,2172,2062,4236,2959,3040,6001,4543,4505,9047,3785,3953,7736,3641,4080,7720,3233,3552,6780,2773,3084,5860,1471,1740,3209,572,1100,1671,642,769,1405,27882,29659,57545,1880,1832,3712,509,514,1019,22,25,55,19,11,28,551,556,1103,17017,17453,34470,9435,10791,20218,20968,21898,42866,5612,6522,12136,21338,22449,43789,285,259,543,2684,2578,5267,1377,1490,2863,1318,1484,2799,1265,1707,2971,13199,14423,27616,1960,1915,3873,4737,5183,9924,1164,1174,2343,820,969,1787,108,138,242
Surfers Paradise,30910,28083,29368,57454,1192,1064,2256,2504,2479,4983,1371,1524,2893,2305,2579,4882,4719,4802,9518,3614,3712,7324,3567,4017,7588,3282,3643,6922,3375,3335,6712,1706,1611,3322,454,593,1047,3245,4051,7301,20096,20374,40471,7994,8990,16978,209,207,417,4,17,23,4,7,16,224,235,458,12669,12619,25292,7885,8402,16279,15804,15820,31622,4801,5235,10038,16174,16281,32457,201,178,386,1643,1601,3238,704,766,1473,691,741,1435,1059,1387,2445,11484,11595,23080,1544,1544,3088,3259,3606,6870,761,823,1589,548,529,1079,85,93,177
Forest Lake - Oxley,31001,36366,36071,72433,2712,2674,5386,5042,4858,9901,2682,2384,5067,2895,2593,5485,5939,5754,11694,5422,5080,10502,4717,4730,9446,3444,3508,6956,2059,2411,4474,1079,1408,2494,371,666,1035,279,413,696,33402,35372,68776,2966,697,3661,1241,1015,2257,89,62,151,82,83,169,1412,1160,2568,20267,18772,39042,13262,14088,27345,18681,19258,37943,12391,13420,25810,25865,26857,52724,390,356,749,4408,4256,8670,1787,1763,3551,820,939,1758,1102,1741,2841,14001,14869,28871,1961,1836,3796,4482,4679,9160,1103,1250,2352,1390,1783,3172,531,760,1294
Ipswich Hinterland,31002,31475,30983,62453,1879,1804,3686,4467,4183,8650,2109,1939,4054,1760,1695,3456,3220,3216,6440,3579,3814,7393,4362,4544,8901,4415,4299,8716,3669,3386,7053,1623,1507,3128,396,586,983,153,121,274,30246,30566,60807,1232,417,1647,1115,1058,2173,58,41,102,62,61,129,1235,1163,2399,25514,24807,50329,3132,3331,6466,27777,27630,55410,723,903,1621,27381,27274,54650,272,269,544,3989,3728,7718,1247,1211,2454,231,413,641,361,993,1351,7882,9698,17580,1927,1953,3878,7668,7112,14783,2023,1555,3579,2326,1922,4253,86,65,149
Ipswich Inner,31003,50777,52741,103519,3989,3685,7673,7755,7392,15149,3600,3400,7001,3545,3545,7088,6881,7583,14462,6545,6820,13370,6584,6991,13575,5510,5749,11258,3743,4055,7797,1984,2463,4451,633,1065,1695,148,213,369,49720,51725,101447,1054,1017,2067,2344,2317,4654,109,88,202,99,101,195,2554,2504,5054,40642,42116,82761,6579,6933,13511,44916,46409,91322,2617,2946,5563,44365,46080,90452,639,556,1195,7030,6724,13750,2258,2252,4512,675,934,1617,1124,2365,3490,16703,19170,35870,3458,3086,6537,10402,10707,21108,2547,2261,4802,2493,2802,5297,209,188,401
Springfield - Redbank,31004,41273,42373,83640,4235,3940,8176,7299,6897,14195,3088,2955,6043,3061,3226,6288,6763,7644,14405,5979,6256,12232,4818,4994,9815,3340,3503,6843,1881,1952,3834,653,767,1416,151,244,398,252,360,616,41122,42228,83344,153,141,296,1300,1377,2674,97,83,188,70,68,135,1469,1526,2995,26046,26280,52333,12450,13066,25518,30518,30702,61224,8142,8873,17014,31733,32267,63995,617,590,1203,6585,6222,12808,1954,2004,3961,598,872,1472,1126,2104,3233,15341,16925,32274,2901,2804,5706,6451,6466,12913,1448,1295,2741,1048,1125,2173,193,302,497
Mackay,31202,55846,57015,112860,3954,3792,7746,8267,7817,16083,3688,3566,7249,3237,3292,6524,6960,7696,14656,6945,7531,14481,7807,8130,15934,7153,6974,14123,4905,4691,9592,2305,2469,4772,633,1055,1689,268,351,621,54282,55833,110115,1564,1185,2748,1732,1879,3619,599,677,1271,448,483,935,2782,3044,5818,44975,45606,90577,6403,7079,13477,48903,49704,98611,2901,3407,6315,48714,49776,98489,639,583,1217,7524,7107,14635,2216,2307,4524,408,714,1127,844,2128,2969,16315,19736,36053,4240,3892,8127,13038,12452,25491,2804,2413,5216,2876,2600,5476,141,108,247
Whitsunday,31203,14334,14347,28673,774,736,1514,1533,1419,2951,669,727,1398,1078,1293,2373,2359,2569,4932,1866,1890,3758,1951,1866,3819,1933,1984,3912,1595,1292,2885,474,419,898,93,135,231,1206,1620,2829,9866,9783,19647,4466,4563,9031,238,261,493,46,25,71,19,30,45,299,313,616,8854,8328,17183,2041,2310,4357,10357,9938,20299,701,821,1522,9955,9506,19457,127,120,242,1218,1141,2361,290,313,595,71,115,189,160,416,581,4251,4771,9024,1020,942,1956,2694,2263,4954,557,473,1031,370,316,683,24,15,39
