sa3_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,sa3_name16
30909,0,170,284,453,70,48,120,5196,2527,7724,40,11,51,5304,2591,7891,355,380,731,19043,20249,39289,150,195,337,19546,20818,40359,132,133,265,5615,6062,11676,45,36,74,5788,6233,12020,178,195,371,11010,11708,22725,89,127,218,11279,12027,23311,275,284,562,12962,13870,26829,77,91,172,13320,14242,27561,Southport
30910,3,118,161,279,34,32,69,3152,1462,4615,17,12,24,3204,1502,4710,115,108,221,12441,12367,24803,98,99,188,12647,12570,25218,49,56,105,4460,4655,9115,36,39,77,4544,4751,9297,54,55,110,6526,6589,13115,55,59,114,6637,6699,13340,108,106,207,10121,10204,20327,65,70,140,10295,10376,20667,Surfers Paradise
31001,7,236,373,612,107,103,211,4687,2595,7286,30,22,44,4823,2720,7548,691,822,1517,24197,25550,49748,200,218,413,25089,26591,51678,198,147,344,4882,4971,9852,42,37,83,5123,5155,10276,421,522,949,14992,15839,30833,129,155,282,15547,16515,32062,376,359,736,12468,13181,25650,78,81,160,12922,13625,26543,Forest Lake - Oxley
31002,9,240,449,693,130,126,261,6553,3236,9785,69,24,91,6749,3390,10135,812,855,1664,22789,22544,45338,316,306,622,23926,23708,47634,238,254,495,3732,3989,7716,57,60,118,4024,4304,8326,422,431,851,15680,15197,30874,226,208,436,16331,15837,32167,501,558,1060,9556,10082,19640,115,122,240,10171,10766,20935,Ipswich Hinterland
31003,3,448,742,1185,322,266,591,10797,5721,16523,67,28,99,11196,6018,17210,1775,1702,3476,35764,37048,72809,335,380,711,37871,39130,76997,631,636,1263,7672,8133,15805,64,75,142,8366,8840,17206,902,844,1745,23072,23652,46721,216,232,452,24188,24724,48915,1229,1248,2473,18111,19556,37665,143,166,312,19482,20964,40450,Ipswich Inner
31004,3,347,527,876,185,200,386,7412,4408,11824,33,21,53,7637,4629,12261,1017,1018,2038,28354,28766,57124,208,208,417,29579,29994,59579,358,407,772,7572,7876,15449,49,44,94,7979,8331,16316,512,506,1024,15364,15183,30543,108,118,229,15986,15811,31798,705,765,1470,17997,19103,37094,112,101,210,18803,19968,38770,Springfield - Redbank
31101,0,52,94,150,35,34,66,1314,688,2002,7,3,15,1355,725,2078,233,273,512,4614,4863,9477,57,84,144,4907,5224,10134,69,79,153,1010,1132,2135,13,9,29,1090,1225,2312,111,123,237,2986,3066,6046,24,47,73,3122,3234,6356,150,192,342,2398,2656,5056,33,37,72,2575,2890,5465,Beaudesert
31102,0,168,322,487,96,91,188,4150,2290,6440,40,13,54,4288,2391,6680,485,504,990,13910,14610,28517,151,130,283,14546,15237,29788,184,244,423,3218,3419,6644,21,27,50,3426,3688,7115,254,252,500,8558,8814,17372,91,95,183,8899,9160,18060,331,389,721,7705,8335,16036,58,51,108,8100,8775,16871,Beenleigh
31104,5,149,290,438,112,78,187,5824,2608,8434,42,15,60,5979,2701,8681,513,529,1042,16706,16591,33293,150,138,287,17368,17249,34619,135,138,279,3351,3383,6729,37,21,58,3523,3542,7058,295,299,595,11151,10722,21874,111,91,203,11559,11111,22669,280,306,588,7943,8331,16273,60,48,113,8284,8685,16967,Jimboomba
31105,8,219,343,564,127,113,237,6406,3226,9634,37,16,52,6568,3353,9920,558,601,1162,21092,21868,42961,159,189,350,21808,22659,44476,193,194,388,4514,4685,9203,27,32,58,4732,4912,9643,314,322,645,13503,13880,27387,119,131,246,13940,14335,28274,335,391,724,10919,11618,22540,45,78,120,11300,12087,23382,Loganlea - Carbrook
31106,7,310,478,793,135,160,295,6553,3469,10024,68,14,85,6757,3642,10400,955,1031,1982,27634,27972,55608,256,240,496,28843,29245,58085,248,285,532,5547,5610,11158,49,56,99,5835,5951,11789,548,574,1126,17587,17929,35517,174,171,346,18311,18683,36989,508,622,1134,13833,13937,27766,93,103,195,14437,14660,29095,Springwood - Kingston
31201,0,118,248,364,136,94,228,3843,1506,5348,46,15,57,4023,1605,5633,607,602,1203,11067,9692,20761,158,152,312,11832,10435,22271,243,250,491,2627,2674,5305,30,39,64,2900,2961,5862,301,290,592,6445,5304,11751,92,88,178,6841,5680,12526,440,450,891,6365,6207,12571,70,83,155,6873,6744,13618,Bowen Basin - North
31202,6,322,745,1063,440,280,717,15113,5727,20842,98,32,136,15648,6040,21690,2058,2116,4175,40687,39738,80429,396,442,839,43144,42289,85434,627,755,1386,7491,8143,15636,63,62,123,8183,8970,17149,1128,1117,2249,26603,25278,51877,278,277,557,28008,26676,54684,1245,1456,2700,19343,20494,39842,123,186,316,20719,22137,42855,Mackay
31203,0,85,151,234,41,23,67,2766,1090,3849,33,6,39,2842,1121,3961,195,205,397,6928,6365,13288,100,84,187,7217,6654,13870,76,83,159,1879,1961,3835,28,16,48,1984,2055,4037,111,101,207,4096,3667,7754,53,50,102,4257,3812,8064,131,155,289,4254,4271,8525,57,43,100,4441,4468,8910,Whitsunday
31301,4,103,199,305,65,53,116,4023,1647,5676,38,19,54,4126,1723,5846,327,341,664,11582,12319,23899,141,140,275,12041,12798,24846,108,96,206,2330,2510,4834,24,41,60,2457,2639,5102,167,167,330,7387,7780,15172,83,87,174,7637,8029,15672,218,228,451,6320,6789,13113,68,75,145,6608,7095,13703,Bribie - Beachmere
31302,13,318,515,834,203,206,405,6966,4180,11141,48,27,78,7216,4409,11622,1096,1165,2256,22336,23116,45452,227,251,479,23656,24535,48191,373,418,795,5376,5855,11230,52,45,97,5804,6312,12118,509,519,1026,13101,13394,26492,134,142,277,13739,14053,27791,760,886,1647,13068,14306,27374,111,114,226,13939,15301,29248,Caboolture
31303,0,48,95,146,28,19,48,1344,599,1949,23,0,23,1396,623,2015,136,151,281,4414,4402,8824,66,51,125,4619,4606,9228,32,35,72,812,811,1618,6,9,16,856,856,1713,80,81,163,2942,2872,5817,40,23,69,3064,2982,6042,73,87,155,2037,2093,4133,25,32,55,2139,2207,4348,Caboolture Hinterland
31304,8,226,372,602,155,127,280,7210,3695,10907,46,27,72,7411,3849,11256,747,764,1514,22810,23366,46173,220,225,449,23782,24354,48131,207,266,471,4274,4515,8787,39,39,73,4514,4818,9333,424,403,829,15055,15235,30285,154,159,320,15633,15796,31434,427,512,939,10919,11700,22620,76,94,172,11424,12305,23728,Narangba - Burpengary
31305,5,189,333,529,132,109,236,6241,3148,9385,44,17,63,6416,3270,9684,564,628,1191,20508,22355,42857,195,227,425,21265,23209,44467,225,235,463,4126,4683,8814,43,43,92,4401,4966,9367,291,306,602,12962,14027,26988,120,146,267,13380,14477,27854,403,460,868,11012,12339,23353,87,107,191,11502,12907,24410,Redcliffe
31401,4,209,366,577,102,66,164,8580,3631,12206,49,21,64,8727,3718,12443,433,419,856,34015,34663,68682,217,216,433,34666,35301,69972,104,115,218,5089,5300,10392,26,27,49,5219,5445,10663,253,238,486,23593,23933,47530,154,159,316,23997,24338,48335,235,264,506,13925,14610,28538,76,64,140,14237,14944,29182,The Hills District
31402,3,275,424,699,153,117,274,7017,4154,11179,29,12,37,7205,4287,11489,537,589,1122,23616,24921,48542,123,161,286,24275,25664,49946,237,288,526,7059,7752,14814,33,44,73,7331,8078,15407,209,228,432,11942,12472,24414,76,82,157,12223,12782,24999,464,536,998,16781,18345,35135,59,86,147,17310,18970,36283,North Lakes
31403,0,155,247,405,87,70,157,4070,2196,6268,19,7,30,4179,2278,6453,416,483,904,13621,14000,27623,106,100,202,14152,14581,28728,108,126,238,2479,2625,5104,20,8,27,2608,2765,5369,244,256,493,9173,9363,18530,69,65,140,9483,9685,19164,226,286,519,6236,6612,12845,45,36,75,6501,6935,13441,Strathpine
31501,0,226,314,543,1072,780,1852,1886,606,2491,36,13,54,3000,1395,4397,7002,7228,14230,5275,4388,9664,124,93,219,12397,11710,24111,758,802,1559,1136,1092,2233,37,31,63,1926,1925,3849,5552,5802,11355,3460,2736,6197,90,66,159,9101,8608,17711,1416,1485,2901,2635,2486,5118,55,45,97,4104,4013,8117,Far North
31502,0,105,162,265,325,217,540,3062,963,4031,14,10,17,3403,1185,4591,2777,2937,5713,7870,6744,14616,91,104,199,10739,9788,20528,511,621,1132,1928,1888,3812,23,22,46,2468,2527,4993,1986,2162,4145,4764,3931,8697,62,65,130,6809,6159,12971,936,1051,1990,4524,4186,8713,41,43,82,5509,5278,10781,Outback - North
31701,10,583,920,1495,397,290,689,13976,7414,21384,89,50,130,14457,7753,22207,1925,2041,3966,50584,54310,104892,438,489,928,52953,56835,109791,720,787,1508,11493,12417,23902,82,92,176,12295,13291,25584,959,996,1953,31159,33403,64562,309,332,642,32429,34733,67161,1392,1530,2927,28131,30627,58758,163,184,351,29684,32346,62031,Toowoomba
31905,9,208,379,590,119,83,199,5140,2340,7483,53,16,69,5310,2436,7747,634,665,1298,15961,16055,32012,218,200,420,16809,16919,33727,195,195,389,2660,2919,5580,38,38,73,2895,3148,6041,321,310,630,11155,10995,22154,152,142,296,11632,11447,23079,421,440,856,6813,7275,14087,77,75,157,7312,7792,15096,Maryborough
40203,4,279,336,609,53,74,128,4917,2564,7478,22,20,47,4992,2654,7648,419,481,907,24608,24977,49582,196,213,405,25222,25672,50896,89,110,200,5312,5159,10469,36,29,69,5433,5301,10735,225,265,485,14938,15534,30470,136,136,270,15294,15937,31229,215,289,503,13512,13180,26689,71,68,141,13801,13538,27339,Port Adelaide - East
40204,9,639,1023,1666,174,183,356,12627,6942,19567,87,41,127,12887,7160,20051,970,1025,1993,52291,52866,105154,438,432,869,53693,54321,108017,283,255,541,8452,8495,16950,67,74,139,8806,8819,17623,604,621,1219,36585,36832,73422,330,340,666,37518,37789,75309,486,560,1045,21342,21779,43116,134,119,253,21963,22455,44418,Salisbury
40205,3,365,588,954,71,60,127,10226,4866,15093,85,21,112,10379,4954,15330,315,326,639,37336,39065,76402,252,269,519,37900,39656,77562,78,87,164,4535,4862,9394,24,25,48,4636,4974,9611,202,181,383,27961,28943,56901,206,212,413,28367,29336,57703,160,185,348,12586,13609,26202,56,69,129,12806,13865,26670,Tea Tree Gully
40303,3,170,231,394,20,33,50,4101,1876,5978,35,14,45,4155,1918,6078,111,125,235,24515,26443,50960,157,161,312,24781,26725,51507,39,43,85,3558,3938,7501,20,14,33,3620,4005,7625,67,73,137,17655,18898,36548,124,126,251,17845,19097,36941,81,88,166,9564,10742,20309,48,44,87,9687,10879,20568,Mitcham
40304,9,806,1378,2189,161,168,325,19230,9800,29027,133,67,203,19527,10030,29561,953,981,1931,64523,67045,131566,581,659,1247,66062,68687,134749,212,274,482,9145,9790,18936,70,81,147,9426,10142,19567,539,529,1066,45763,46940,92700,420,455,875,46723,47919,94643,488,600,1085,25004,27232,52233,189,216,401,25673,28048,53725,Onkaparinga
40401,4,377,531,909,106,84,194,9533,4364,13896,77,23,104,9727,4473,14197,540,591,1130,40596,42907,83502,340,378,719,41476,43868,85349,141,171,308,7090,7231,14322,52,52,104,7286,7451,14743,344,355,696,28507,30090,58593,249,288,536,29094,30730,59824,286,346,626,17657,18432,36086,116,120,237,18051,18900,36954,Charles Sturt
40101,0,72,62,138,8,9,20,763,461,1219,3,10,8,772,476,1248,47,38,83,6212,6047,12261,37,49,90,6302,6142,12438,38,71,101,3261,3337,6603,17,15,34,3312,3422,6733,20,18,35,2783,2712,5494,21,23,45,2820,2751,5574,57,81,140,6556,6581,13138,36,33,67,6647,6696,13345,Adelaide City
40102,5,233,421,653,37,29,66,6727,3211,9939,61,24,89,6822,3273,10093,222,200,430,28295,29142,57437,273,280,552,28794,29625,58413,54,65,116,3870,4166,8037,40,37,76,3963,4266,8229,122,115,238,20384,20633,41019,203,196,400,20711,20947,41661,118,122,244,10571,11431,22003,89,89,175,10778,11640,22421,Adelaide Hills
40105,3,85,125,212,15,14,26,1915,927,2851,11,4,14,1939,946,2887,76,78,150,12544,13799,26336,74,88,162,12687,13964,26654,24,21,51,2830,3020,5848,14,12,33,2871,3058,5933,55,49,99,8158,9121,17282,55,61,115,8263,9231,17498,39,51,87,6853,7321,14179,28,39,69,6922,7413,14331,Norwood - Payneham - St Peters
40107,0,68,110,182,13,8,20,1634,959,2592,9,5,14,1656,970,2628,53,59,106,13467,15124,28591,84,119,202,13599,15306,28906,28,13,37,2722,3101,5822,9,12,22,2756,3127,5878,39,33,70,9116,10265,19384,55,88,141,9209,10384,19594,30,37,66,6658,7625,14280,28,36,62,6714,7693,14405,Unley
40201,5,169,269,436,44,35,81,3688,2078,5766,30,5,33,3756,2124,5879,193,229,419,13058,13480,26534,131,129,265,13382,13838,27218,64,71,127,2054,2236,4296,24,21,41,2142,2328,4469,122,135,250,9025,9154,18179,90,92,188,9238,9378,18618,115,140,251,5524,6059,11588,55,47,100,5691,6248,11937,Gawler - Two Wells
40202,13,609,923,1534,157,171,327,8034,5103,13136,61,33,97,8256,5306,13558,1088,1115,2205,32434,32689,65128,358,365,724,33879,34169,68051,286,352,637,5832,6309,12136,56,70,122,6173,6731,12903,539,547,1087,21082,20793,41868,228,235,460,21847,21571,43421,640,752,1390,14728,15938,30666,139,120,260,15509,16809,32313,Playford
40402,0,251,348,598,105,91,192,5166,2627,7792,30,16,48,5299,2733,8033,550,588,1132,21657,22487,44145,184,208,396,22393,23285,45670,156,154,308,3398,3559,6954,27,26,54,3582,3735,7315,367,383,746,15225,15860,31084,154,157,315,15747,16399,32140,278,294,574,8954,9370,18323,41,56,99,9280,9721,19001,Port Adelaide - West
40104,0,137,205,337,26,22,41,3767,1828,5598,35,8,38,3824,1857,5683,99,106,203,19612,20882,40498,174,169,339,19880,21162,41046,19,30,51,3053,3117,6177,17,16,31,3088,3173,6262,65,78,147,13922,15010,28929,127,131,253,14113,15218,29331,43,57,96,7948,8334,16280,45,44,94,8038,8432,16466,Campbelltown (SA)
40106,0,77,93,167,22,7,31,1686,798,2488,6,6,11,1715,812,2527,85,72,151,10643,10827,21469,75,80,153,10799,10972,21777,22,27,52,2026,1997,4022,10,12,22,2058,2039,4094,51,41,93,7228,7602,14830,43,58,103,7332,7696,15027,49,60,107,5027,4928,9952,29,16,43,5107,5002,10110,Prospect - Walkerville
40403,0,226,287,512,32,35,68,4820,2251,7070,12,17,30,4864,2304,7169,221,205,424,22322,23533,45855,137,162,298,22671,23906,46574,63,66,125,4646,4880,9523,20,25,43,4731,4970,9700,135,114,248,14736,15809,30541,86,121,209,14947,16042,30991,127,138,264,11441,11844,23290,62,48,107,11632,12034,23662,West Torrens
40501,5,150,301,451,31,16,44,3827,1971,5797,33,16,51,3892,2006,5896,154,144,298,14290,14266,28552,152,179,332,14596,14584,29179,46,26,80,1759,1902,3662,9,17,27,1819,1949,3763,96,87,188,10156,10011,20167,105,111,221,10359,10209,20567,84,74,157,5128,5458,10585,38,68,106,5250,5596,10847,Barossa
40502,0,108,172,284,24,19,49,2184,1072,3258,31,4,36,2238,1102,3337,144,150,296,8910,8755,17660,128,105,233,9179,9010,18194,38,34,79,1121,1171,2294,17,10,24,1181,1218,2396,95,99,190,6528,6274,12797,102,88,197,6726,6460,13186,70,75,138,3046,3211,6252,36,22,56,3143,3311,6450,Lower North
40503,3,146,216,362,37,46,83,2801,1291,4097,28,10,40,2871,1351,4220,327,353,682,10506,10502,20999,143,120,259,10971,10966,21941,75,95,173,1235,1358,2597,15,12,28,1321,1477,2799,216,204,422,7990,7902,15896,103,95,191,8306,8201,16513,140,195,334,3286,3566,6861,37,20,55,3459,3788,7246,Mid North
40504,3,93,179,271,43,37,79,2719,1223,3939,28,10,40,2792,1269,4064,241,248,493,9891,9659,19551,159,145,300,10296,10047,20349,55,65,124,1229,1246,2479,28,20,50,1319,1337,2659,146,130,278,7232,6912,14145,111,112,221,7485,7159,14644,121,152,273,3470,3597,7066,59,40,95,3645,3792,7435,Yorke Peninsula
40601,3,293,437,730,139,124,265,6203,2649,8851,58,28,84,6409,2796,9203,1051,1055,2106,20904,20346,41252,277,264,544,22230,21669,43901,274,332,610,2909,3048,5954,31,27,65,3218,3412,6624,643,661,1304,15239,14655,29898,220,195,420,16103,15517,31621,505,581,1084,7526,7759,15287,56,75,134,8086,8415,16503,Eyre Peninsula and South West
40602,3,136,175,312,226,171,397,2774,875,3649,34,4,38,3034,1052,4081,1982,2115,4097,7568,6788,14360,108,108,219,9658,9014,18676,323,373,699,1542,1383,2924,27,34,62,1891,1794,3689,1485,1594,3076,5290,4619,9911,75,71,146,6845,6288,13137,592,683,1278,3442,3120,6562,46,46,94,4077,3853,7933,Outback - North and East
40701,4,230,406,636,53,47,102,5496,2637,8135,53,35,89,5604,2717,8322,265,255,515,18727,19800,38528,217,268,483,19211,20323,39528,77,95,168,2932,3238,6171,36,45,78,3042,3370,6410,130,134,261,12882,13392,26275,167,183,349,13175,13709,26885,174,183,360,8195,9010,17206,71,101,169,8442,9300,17737,Fleurieu - Kangaroo Island
40702,10,294,605,900,80,71,151,6609,3390,9999,53,26,83,6743,3495,10235,453,393,850,24946,24530,49474,277,291,569,25681,25211,50892,110,133,244,3810,3821,7623,53,39,94,3971,3991,7962,283,234,514,17919,17403,35322,210,223,430,18409,17851,36262,226,235,464,9484,9712,19196,83,89,174,9795,10041,19835,Limestone Coast
40703,5,325,562,890,159,132,288,6494,3495,9994,66,20,90,6719,3651,10373,904,916,1821,26048,25652,51698,404,349,748,27356,26913,54266,224,262,494,3902,4085,7985,58,39,99,4192,4388,8575,571,562,1135,18929,18359,37295,322,265,584,19832,19183,39018,427,493,922,9807,10172,19979,111,89,201,10343,10760,21099,Murray and Mallee
50101,3,176,364,541,58,31,86,5600,2581,8183,44,24,67,5702,2631,8333,295,300,596,17892,18546,36433,174,186,361,18359,19037,37398,76,79,158,3917,4216,8131,32,34,62,4019,4327,8347,125,138,260,10585,10745,21327,108,103,209,10816,10987,21801,206,205,410,10165,11075,21235,72,80,150,10436,11359,21792,Augusta - Margaret River - Busselton
50102,3,399,922,1321,172,116,290,11728,5659,17383,86,62,150,11993,5828,17816,929,1037,1960,37146,37842,74983,313,385,689,38383,39256,77639,286,312,595,6514,7127,13646,61,69,130,6857,7506,14363,501,537,1040,24014,24085,48102,227,257,483,24744,24879,49627,574,675,1253,17546,18991,36533,112,157,264,18232,19816,38056,Bunbury
50103,0,84,180,268,26,36,62,2330,1065,3393,35,9,44,2389,1104,3501,194,202,402,8599,8525,17119,109,122,226,8899,8847,17750,46,47,96,1188,1334,2516,21,21,43,1254,1397,2653,137,144,280,6299,6049,12347,82,98,176,6519,6284,12804,77,90,166,3120,3434,6553,33,44,82,3233,3563,6796,Manjimup
50201,4,372,659,1027,149,110,261,11327,5125,16452,113,41,153,11584,5282,16862,696,743,1441,33534,35409,68940,286,333,621,34518,36489,71005,264,281,550,7357,8096,15456,51,55,109,7676,8434,16108,326,349,674,19776,20272,40044,191,236,422,20293,20853,41146,503,572,1080,19730,21842,41574,134,143,272,20367,22559,42926,Mandurah
50301,0,68,167,232,14,12,25,1846,849,2697,17,3,17,1878,863,2740,117,121,236,24273,25855,50122,122,125,247,24505,26094,50602,49,47,102,5527,5730,11257,27,19,48,5607,5800,11411,45,41,89,15180,16611,31799,74,88,160,15304,16743,32048,111,122,238,14008,14383,28391,67,49,115,14186,14557,28742,Cottesloe - Claremont
50302,0,220,266,487,53,30,84,5004,2338,7337,34,12,51,5088,2379,7470,208,201,411,32462,32902,65363,184,212,397,32858,33314,66171,101,116,213,11203,11431,22632,59,38,98,11360,11584,22944,104,105,208,17998,18760,36754,118,125,248,18216,18992,37210,187,198,379,24422,24383,48803,104,113,217,24710,24685,49394,Perth City
50401,4,248,361,609,86,57,142,7071,2990,10068,32,16,48,7192,3070,10263,430,448,872,29217,29915,59131,205,222,425,29845,30584,60436,141,130,275,6110,6065,12179,19,36,58,6277,6233,12510,260,237,502,18972,19632,38607,138,152,287,19367,20028,39393,244,298,541,15184,15188,30366,68,83,157,15502,15564,31065,Bayswater - Bassendean
50402,3,119,216,338,59,31,93,4613,1842,6455,30,5,41,4705,1878,6588,369,363,730,15664,15895,31560,121,136,260,16154,16393,32551,79,73,156,1981,2090,4068,16,13,27,2078,2179,4256,249,225,469,11100,11246,22347,97,100,201,11444,11574,23017,169,180,349,5964,6203,12168,37,37,69,6171,6421,12587,Mundaring
50403,4,473,859,1330,211,166,375,12907,6212,19114,77,26,101,13190,6402,19592,1155,1195,2349,46318,46779,93100,354,349,701,47827,48316,96146,372,409,783,9372,9709,19086,56,52,109,9800,10172,19975,644,669,1307,28038,28109,56151,246,238,484,28924,29017,57943,720,775,1495,24806,25640,50446,114,135,246,25647,26544,52186,Swan
50501,3,418,783,1203,73,42,113,16210,6181,22389,103,29,130,16381,6252,22638,366,393,762,61071,62601,123676,365,342,705,61799,63338,125140,85,92,176,9045,9257,18297,51,52,98,9185,9393,18574,214,215,427,43174,44452,87623,282,255,539,43670,44920,88594,201,214,412,24866,25500,50368,118,115,230,25186,25823,51013,Joondalup
50502,0,524,797,1316,134,91,223,14520,6281,20800,84,34,115,14742,6411,21150,660,738,1405,68469,72303,140771,423,473,897,69561,73512,143071,236,249,489,15021,15294,30314,79,84,164,15341,15628,30963,399,460,859,42234,45588,87819,304,366,675,42934,46420,89359,433,462,893,38058,39105,77162,145,137,285,38639,39703,78348,Stirling
40103,3,66,129,196,5,7,14,1602,893,2500,15,4,15,1622,905,2528,53,57,108,16265,18345,34611,105,141,244,16425,18535,34961,10,13,20,2850,3101,5951,16,19,37,2871,3141,6010,36,30,63,11049,12460,23511,74,103,176,11157,12589,23749,24,35,56,7693,8541,16232,39,46,89,7751,8627,16373,Burnside
50503,14,637,1168,1808,170,110,282,19486,9215,28696,112,48,164,19768,9378,29142,945,995,1939,68770,70266,139033,481,510,990,70190,71777,141964,259,300,565,13854,14679,28538,89,76,172,14204,15057,29265,556,557,1113,40339,40925,81259,325,303,631,41221,41779,83001,520,607,1132,37660,39632,77293,196,214,402,38380,40451,78826,Wanneroo
50601,8,307,527,830,113,89,204,8069,3985,12059,42,16,57,8224,4085,12313,660,720,1378,28703,28858,57556,188,186,370,29545,29755,59309,229,266,491,5828,6222,12048,37,38,81,6097,6520,12616,357,390,747,16356,16311,32671,115,108,226,16835,16812,33648,411,486,898,16109,16869,32979,91,89,179,16612,17443,34050,Armadale
50602,0,217,277,501,94,73,164,5665,2384,8054,38,14,51,5801,2466,8272,483,511,997,23201,22851,46058,159,139,300,23845,23502,47350,161,174,333,7188,6744,13933,32,24,58,7375,6941,14321,261,300,562,13218,13394,26608,116,82,194,13594,13776,27370,327,319,653,16004,14980,30985,50,67,119,16385,15366,31758,Belmont - Victoria Park
50603,3,290,380,666,63,48,111,6510,2766,9279,34,9,39,6608,2831,9434,315,341,663,33774,34462,68243,176,215,392,34270,35021,69298,87,116,207,8546,8014,16562,44,29,72,8675,8162,16836,179,213,389,21026,22161,43180,128,146,277,21326,22516,43851,191,209,404,19858,18878,38737,77,81,161,20128,19168,39304,Canning
50604,9,444,698,1140,128,117,250,10866,4627,15488,38,14,53,11028,4763,15790,823,951,1772,44501,43730,88226,274,287,560,45593,44962,90553,229,289,517,8172,8162,16333,47,42,80,8449,8489,16937,545,633,1179,28682,28284,56968,186,204,389,29416,29124,58541,410,488,902,21479,21085,42560,104,99,201,21989,21668,43663,Gosnells
50605,3,163,342,507,68,36,104,6291,2591,8880,36,15,49,6396,2643,9038,373,420,798,22300,22846,45142,140,129,274,22814,23404,46214,97,94,194,3010,3110,6124,26,20,43,3133,3229,6360,231,267,495,15375,15652,31027,109,91,200,15713,16006,31723,183,220,405,8989,9474,18463,46,44,87,9219,9742,18959,Kalamunda
50606,0,78,208,281,36,27,61,3321,1533,4854,15,3,18,3373,1561,4935,165,174,345,9712,9577,19291,65,61,123,9938,9814,19753,62,68,130,2041,2204,4242,11,13,24,2112,2284,4394,63,69,135,5349,5140,10492,38,36,66,5449,5249,10696,127,152,284,5670,5974,11637,39,30,70,5833,6156,11989,Serpentine - Jarrahdale
50607,0,72,145,220,25,12,43,2159,1052,3204,5,7,11,2190,1065,3258,184,169,354,14427,15179,29603,68,88,164,14682,15435,30117,76,62,143,3788,3879,7667,14,15,24,3880,3956,7835,82,102,184,8478,9344,17818,46,69,115,8607,9509,18115,158,111,272,9309,9373,18683,32,35,69,9504,9523,19029,South Perth
50701,0,314,621,934,117,65,180,10549,4409,14959,62,25,91,10731,4500,15226,586,598,1189,37062,38200,75265,276,271,544,37923,39072,77000,139,150,288,7457,7883,15345,41,42,80,7631,8078,15706,346,396,741,23368,23974,47343,172,184,355,23882,24555,48441,294,315,611,19126,19969,39101,104,105,206,19527,20392,39915,Cockburn
50702,0,80,129,207,30,8,37,2461,1005,3460,29,10,38,2512,1026,3539,176,177,358,12511,13559,26071,92,110,201,12781,13848,26632,49,39,87,2696,2901,5593,9,12,24,2753,2955,5706,98,96,195,8015,8733,16750,67,76,139,8180,8908,17082,106,95,199,6799,7321,14120,36,43,75,6937,7455,14394,Fremantle
50703,4,157,303,464,68,45,118,3788,1901,5692,27,8,37,3885,1958,5844,375,372,747,13033,13015,26051,84,76,163,13489,13472,26957,121,135,253,3298,3385,6680,28,27,54,3446,3548,6991,214,216,433,7130,7017,14146,56,51,108,7397,7286,14681,231,238,472,8114,8406,16520,42,42,83,8385,8689,17078,Kwinana
