sa3_name16,sa3_code16,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot
Parramatta,12504,0,0,7,21,75,89,117,63,9,10,4,14,3,4,14,429,0,0,5,35,112,815,1176,860,183,551,227,145,156,81,114,4470,0,0,0,6,39,53,92,84,17,14,21,26,19,11,15,402,0,0,0,13,0,12,7,0,0,0,4,0,0,0,3,33,0,0,3,130,64,73,77,20,5,0,7,0,8,0,22,396,17,182,433,635,270,230,204,162,43,49,41,45,43,25,96,2464,0,0,7,24,22,27,58,56,26,29,26,31,28,32,11,378,0,0,0,16,286,160,55,57,16,21,17,14,36,15,36,723,0,0,0,0,5,5,41,58,4,7,3,5,6,5,3,150,3,129,148,641,636,1325,1962,1690,304,310,419,441,478,337,280,9105,46,947,1607,3185,3670,8636,13537,15581,2757,3569,4265,4912,5197,3623,2414,73943
Pennant Hills - Epping,12601,0,0,5,7,50,55,92,42,7,9,4,7,8,16,10,324,0,0,3,31,62,247,138,107,0,19,20,17,15,17,10,696,0,0,0,4,14,17,42,20,3,9,3,7,3,3,7,122,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,5,10,13,0,0,0,0,0,0,0,0,0,32,4,102,174,310,160,146,244,148,31,21,34,9,25,9,43,1465,3,4,10,18,14,38,53,38,18,14,15,9,13,9,0,256,0,0,0,6,171,43,34,17,0,3,9,9,7,3,10,312,0,0,0,3,7,3,14,11,0,0,0,0,0,0,0,47,9,70,59,160,152,469,370,253,39,77,50,55,78,66,62,1970,41,326,558,962,1665,4274,4682,3169,665,807,759,823,1016,583,670,21014
Ryde - Hunters Hill,12602,0,0,19,40,91,117,211,105,24,13,13,31,23,34,48,767,0,4,13,78,96,305,196,164,30,31,47,33,45,37,25,1102,0,0,3,16,33,80,145,112,18,21,32,22,35,16,27,557,0,0,14,59,9,13,11,0,0,0,5,0,6,3,11,118,0,0,3,56,42,34,22,27,3,5,4,3,3,4,3,207,25,216,404,631,411,446,568,321,79,83,62,41,50,44,106,3495,0,3,16,48,32,83,117,111,15,33,20,29,34,27,19,600,0,0,7,23,404,141,89,107,21,39,43,44,45,36,16,1012,0,0,4,0,9,6,30,29,9,4,7,3,11,17,3,127,17,139,241,782,729,1295,1155,1052,220,272,341,434,479,338,293,7804,100,1203,2291,3971,5041,10027,11466,9087,1979,2359,2566,3212,3416,2101,2049,60880
Bringelly - Green Valley,12701,0,0,0,11,37,17,63,39,0,0,0,3,3,0,6,176,0,0,0,10,14,32,33,34,0,8,0,0,0,0,5,135,0,0,0,0,53,141,67,35,4,16,14,9,15,3,9,355,0,0,14,188,62,103,33,8,3,4,0,0,3,0,6,430,0,0,0,62,32,53,43,19,3,0,0,5,0,0,5,222,0,70,258,346,157,83,79,69,14,22,15,17,8,3,41,1189,0,0,3,13,12,18,43,20,4,3,10,0,11,6,3,151,0,0,0,13,1059,1416,535,353,69,85,66,66,41,32,140,3895,0,0,0,0,0,0,69,86,22,5,0,3,0,0,0,190,0,54,130,1370,2047,2742,1725,569,111,111,169,126,123,97,276,9653,15,720,1524,3736,5462,9854,8034,3961,651,630,795,574,527,362,1045,37906
Fairfield,12702,0,0,5,13,39,11,7,17,0,8,0,0,4,0,0,108,0,0,0,44,24,30,26,3,0,27,16,3,0,0,4,178,0,0,0,6,227,406,226,141,12,26,56,86,73,26,75,1352,0,0,52,398,105,118,40,9,3,3,10,5,5,0,31,775,0,0,3,207,94,99,85,31,6,4,15,8,12,3,16,581,12,106,345,413,139,65,41,40,6,8,16,20,3,7,50,1262,0,0,3,12,17,29,53,31,12,3,5,8,24,8,3,197,0,0,3,105,8044,9384,3729,2748,534,630,771,630,588,304,1106,28582,0,0,0,0,3,0,14,22,0,0,0,3,6,0,3,50,11,182,362,3116,5714,5671,3839,1796,309,461,498,758,888,569,828,24990,53,1602,3448,8047,17935,22268,16564,10394,2148,2547,3745,2962,2769,1898,3415,99804
Liverpool,12703,0,0,0,29,73,84,103,44,7,13,3,6,8,0,4,380,0,0,8,34,37,145,83,55,13,13,26,7,12,0,5,444,0,0,0,0,53,92,74,63,7,7,11,13,7,3,5,345,0,0,22,238,69,154,182,42,6,3,11,13,8,0,9,763,0,0,0,119,59,85,100,47,6,11,0,10,5,10,9,470,10,100,336,486,197,128,115,121,15,33,37,22,14,9,54,1676,0,0,0,9,17,25,44,35,8,11,5,9,12,3,0,174,0,0,3,14,851,915,389,279,40,66,53,60,57,41,96,2865,0,0,0,0,3,3,111,91,0,3,18,8,13,3,3,259,10,89,168,1289,1170,2553,3117,1359,231,219,296,302,313,210,288,11604,24,786,1714,3811,4454,9809,11463,7494,1379,1379,1862,1530,1375,864,1236,49176
Cronulla - Miranda - Caringbah,12801,0,3,11,42,109,89,133,105,10,8,13,7,4,17,12,562,0,0,3,8,6,8,13,5,0,0,0,0,3,0,0,53,0,0,0,3,15,34,71,51,5,16,17,19,11,9,7,249,0,0,21,119,29,35,30,9,0,3,3,3,0,0,9,266,0,0,0,34,24,10,3,3,4,0,0,0,0,0,0,82,43,345,693,966,463,424,603,461,108,99,114,103,78,42,153,4705,0,8,12,53,35,66,76,54,19,9,14,15,18,10,12,388,0,0,0,4,105,43,18,7,3,0,0,3,3,0,3,193,0,0,0,7,0,9,17,14,3,8,0,5,0,0,0,59,11,117,181,642,433,464,582,442,75,106,91,158,100,72,107,3590,95,1130,2040,3092,2226,2916,3404,2249,480,523,481,531,461,247,641,20516
Sutherland - Menai - Heathcote,12802,0,0,9,35,134,100,223,85,8,4,9,13,8,0,11,642,0,0,4,7,6,35,10,18,3,0,4,5,0,3,6,95,0,0,0,4,9,29,47,37,9,13,12,6,9,6,11,185,0,0,23,201,18,42,31,12,0,0,0,0,0,0,4,335,0,0,0,5,6,14,12,5,0,0,0,0,0,0,0,42,34,294,651,1026,487,466,709,464,79,70,91,45,28,11,114,4582,0,5,9,53,24,52,89,50,17,9,12,16,20,6,10,375,0,0,0,9,95,48,30,17,0,3,3,0,10,0,3,225,0,0,0,3,3,4,24,9,3,3,0,0,0,0,0,57,0,94,206,663,357,472,595,452,57,73,77,63,72,36,75,3288,68,847,1770,3187,2205,2813,3440,2028,358,347,391,287,272,137,483,18621
Ballarat,20101,0,3,3,15,15,13,90,35,5,6,0,3,9,3,3,210,0,3,0,0,5,14,11,45,10,9,12,3,3,0,3,124,0,0,0,3,0,13,29,22,3,3,3,6,8,3,10,111,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,5,0,0,3,5,0,0,0,0,0,0,0,15,11,292,557,669,258,171,206,171,41,44,35,27,32,9,95,2616,0,0,14,29,19,26,53,29,11,16,4,7,9,0,3,234,0,0,0,0,14,19,5,28,0,9,12,9,5,3,11,99,0,0,0,4,8,0,18,13,3,0,0,0,0,0,0,49,0,71,99,136,90,92,230,261,28,44,29,33,41,50,36,1240,19,871,1171,1214,725,692,1300,1577,270,366,311,267,321,259,374,9731
Creswick - Daylesford - Ballan,20102,0,0,3,4,13,6,15,16,4,0,0,0,0,0,4,62,0,6,3,5,0,3,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,14,3,0,0,0,0,0,0,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,124,279,396,156,95,122,74,7,11,4,6,4,0,62,1342,0,3,3,17,12,11,19,14,0,3,4,0,4,0,3,97,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,31,58,133,58,65,37,29,9,3,9,8,15,6,24,477,11,354,564,782,435,315,346,257,45,30,41,47,37,17,158,3445
Maryborough - Pyrenees,20103,0,0,0,6,9,3,3,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,115,286,364,98,50,31,31,4,0,3,4,0,0,56,1052,0,0,4,14,4,3,5,7,0,0,0,0,0,0,0,42,0,0,0,0,4,0,0,0,0,0,0,3,7,3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,32,47,28,28,33,22,3,3,0,6,0,0,21,256,10,253,474,556,266,173,143,140,23,18,20,35,28,17,158,2311
Bendigo,20201,0,0,3,13,22,18,62,53,17,11,10,6,3,0,0,204,0,0,0,11,12,15,45,46,8,11,3,3,11,6,11,179,0,0,0,0,4,4,24,177,28,19,38,43,25,20,23,404,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,27,205,370,456,192,145,161,121,24,9,22,7,11,5,72,1831,0,0,3,25,18,10,28,15,7,3,3,3,10,0,5,140,0,0,0,0,5,6,13,20,3,3,3,4,6,10,6,76,0,0,0,0,0,7,16,15,3,0,0,3,0,0,0,36,6,37,58,84,66,51,132,408,45,59,110,66,80,46,72,1334,41,460,669,826,555,554,1012,1590,256,232,336,260,292,189,342,7620
Heathcote - Castlemaine - Kyneton,20202,0,0,4,13,18,16,40,19,0,0,0,4,0,0,4,113,0,0,3,12,5,6,0,0,0,3,0,0,0,0,8,38,0,0,0,0,3,4,4,3,0,0,5,0,0,0,6,26,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,6,190,439,567,216,157,228,125,19,19,8,25,6,0,106,2116,0,3,3,47,27,19,34,16,0,0,0,0,0,0,4,150,0,0,0,3,4,3,0,4,0,0,0,0,0,0,51,65,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,39,66,114,65,42,79,40,14,18,14,28,43,10,106,682,15,493,819,1001,571,452,625,395,63,95,78,88,84,26,507,5309
Loddon - Elmore,20203,0,0,3,0,0,0,4,7,0,0,0,5,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,78,83,26,15,18,3,0,0,0,0,0,0,17,281,0,0,0,4,3,6,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,9,8,3,0,5,0,0,0,0,0,7,76,0,82,153,157,84,56,54,74,18,18,26,14,6,16,43,793
Barwon - West,20301,0,0,3,7,3,4,10,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68,167,200,96,70,68,67,14,10,0,3,3,0,33,798,0,0,3,4,3,3,7,5,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,11,0,13,26,60,26,18,15,13,0,4,9,4,0,0,7,194,5,180,304,369,192,176,181,164,22,31,19,23,14,7,84,1769
Geelong,20302,0,0,11,61,47,62,103,118,33,20,3,20,13,10,7,497,0,0,8,24,20,39,43,94,14,41,18,17,26,23,10,377,0,0,0,0,14,24,54,185,33,28,44,35,38,35,26,516,0,10,131,302,69,65,28,3,4,0,0,0,3,0,12,628,0,0,0,48,15,19,15,7,0,0,0,3,6,3,17,137,30,708,1665,1876,667,523,541,588,106,61,100,81,62,25,271,7311,0,0,5,53,35,42,108,87,23,18,19,15,22,16,17,465,0,0,0,9,110,81,51,62,21,20,20,9,22,18,77,505,0,0,0,0,7,0,47,41,3,0,6,3,0,0,3,118,9,375,646,857,326,466,640,801,151,206,318,202,222,151,261,5633,73,2763,4378,4787,2186,2553,3352,4390,799,922,1147,998,1205,834,1413,31802
Surf Coast - Bellarine Peninsula,20303,0,5,4,23,40,23,62,62,9,7,3,3,16,0,4,252,0,3,0,13,3,3,6,5,0,6,3,0,0,0,0,41,0,0,0,0,0,8,9,16,0,3,3,0,0,0,0,47,0,0,8,16,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,9,3,0,3,0,0,0,0,0,0,0,0,14,28,368,737,816,346,272,357,370,88,58,60,26,42,24,130,3714,0,3,0,37,34,31,45,44,10,6,25,11,13,0,9,275,0,0,0,5,8,3,3,5,0,0,0,5,0,0,3,36,0,0,0,0,0,5,5,12,0,0,3,0,0,0,0,34,7,81,105,147,57,60,88,91,27,24,29,18,30,15,36,826,48,1019,1438,1521,811,680,929,1018,215,172,200,142,158,60,332,8735
Upper Goulburn Valley,20401,0,0,12,8,14,13,23,14,5,0,0,0,0,3,0,97,0,0,0,12,0,5,3,4,0,0,8,0,0,0,0,35,0,0,0,0,3,9,11,22,0,9,0,7,3,0,4,68,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,16,11,242,496,590,194,119,99,89,15,13,15,13,14,8,79,1995,0,3,3,17,7,17,25,5,5,3,3,11,16,3,6,119,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,18,6,71,90,137,76,55,57,64,12,9,10,17,40,19,54,722,28,672,974,1066,550,444,512,462,126,107,104,99,196,136,338,5828
Wangaratta - Benalla,20402,0,0,3,9,9,3,14,15,0,3,0,0,0,0,5,70,0,0,5,3,7,0,9,19,8,3,0,3,0,0,0,50,0,0,0,0,0,3,3,4,4,0,3,0,10,0,6,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,11,9,162,283,301,104,66,73,32,7,3,0,6,9,0,48,1099,0,0,0,9,13,13,19,6,9,3,3,0,3,0,4,85,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,11,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8,5,48,66,74,36,37,44,63,16,6,3,12,13,0,21,443,38,529,719,589,323,231,360,335,66,53,41,60,74,19,156,3590
Wodonga - Alpine,20403,0,0,3,18,20,6,46,43,6,4,0,0,0,3,3,165,0,0,4,3,3,0,13,36,8,3,0,0,0,6,0,80,0,0,0,3,0,12,14,12,5,3,4,3,3,9,6,71,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,220,439,567,243,170,219,154,27,21,12,23,25,3,111,2241,0,0,4,40,18,22,31,16,10,10,10,12,6,3,7,181,0,0,0,0,5,3,4,4,0,0,0,0,0,0,6,24,0,0,3,0,9,3,10,13,0,0,0,0,0,0,3,39,7,125,187,235,102,88,128,241,50,60,34,34,61,54,71,1485,28,853,1178,1251,723,612,817,977,173,212,136,154,179,144,356,7813
Baw Baw,20501,0,0,5,13,24,19,21,32,4,6,6,0,0,0,4,124,0,0,6,17,3,8,6,16,0,0,3,3,0,0,3,68,0,0,0,0,0,4,3,9,0,3,0,0,7,0,4,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,6,243,452,570,217,103,147,113,10,35,26,18,4,3,59,2014,0,8,0,23,12,6,22,7,0,4,7,5,0,0,0,108,0,0,0,0,0,5,0,7,0,0,0,0,3,0,12,26,0,0,0,0,3,0,6,8,3,4,0,0,0,0,0,22,5,35,74,142,69,56,69,68,17,12,4,11,22,9,37,629,21,623,852,1023,576,399,522,480,88,115,72,75,72,32,208,5163
Gippsland - East,20502,0,0,5,8,14,8,27,14,3,0,4,9,0,0,0,95,0,0,0,5,0,0,3,3,0,6,4,3,0,0,0,28,0,0,0,0,0,7,7,3,0,4,0,4,6,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,22,279,493,574,160,116,102,80,7,9,0,9,3,3,94,1958,0,3,4,21,14,5,14,13,0,0,3,0,0,0,3,75,0,0,0,3,9,3,23,6,0,0,4,3,4,0,0,58,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,12,4,40,75,106,56,33,38,38,0,20,0,20,25,6,29,487,42,662,920,919,463,345,394,363,47,89,60,89,69,25,237,4732
Gippsland - South West,20503,0,0,4,20,21,14,29,16,8,5,0,6,0,0,4,127,0,7,5,21,9,6,0,9,0,7,0,0,0,0,0,67,0,0,0,0,0,12,13,16,8,5,10,3,3,0,5,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,15,28,378,767,1010,320,189,166,90,24,12,5,10,17,3,153,3176,0,3,3,18,13,24,28,18,0,6,3,13,6,0,4,137,0,0,0,4,3,3,9,14,6,0,4,0,0,0,3,53,0,0,0,4,3,3,3,5,0,0,0,0,0,0,4,21,4,69,99,142,75,69,85,114,7,11,9,18,5,8,27,744,49,1003,1503,1641,828,593,646,589,122,110,104,111,86,41,334,7760
Latrobe Valley,20504,0,3,0,4,25,3,44,49,4,9,4,3,0,3,8,155,0,4,8,6,3,7,10,34,8,6,10,7,9,0,0,109,0,0,0,0,3,5,18,24,3,4,10,8,4,3,8,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,544,695,596,280,141,90,75,27,13,3,10,13,8,114,2614,0,0,4,18,9,9,23,21,0,3,4,3,4,0,0,105,0,0,0,3,8,14,12,11,0,5,0,4,0,3,7,65,0,0,0,0,8,0,3,18,0,3,0,4,0,0,0,29,3,107,110,202,113,70,182,247,31,23,29,21,19,20,36,1217,35,1497,1689,1308,876,591,775,946,135,146,149,174,168,91,341,8921
Wellington,20505,0,0,4,7,8,7,13,42,3,0,0,0,4,3,6,94,0,4,3,4,3,0,5,17,0,15,0,0,4,0,6,55,0,0,0,0,0,3,7,15,0,0,4,0,3,0,15,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,12,11,172,346,407,150,86,67,100,5,13,14,9,8,8,61,1461,0,0,3,22,6,8,16,14,0,0,5,8,10,4,5,106,0,0,0,3,3,12,7,14,0,4,0,3,0,0,77,123,0,0,0,0,3,3,6,0,4,0,0,3,0,0,0,20,0,46,45,73,41,37,53,33,8,7,7,30,21,6,75,484,14,484,642,700,391,306,362,482,89,103,113,99,146,51,480,4460
Brunswick - Coburg,20601,0,0,0,13,32,43,53,31,10,10,10,11,3,3,7,219,0,3,5,19,25,66,34,31,6,3,7,12,14,10,4,237,0,0,0,3,8,21,46,44,4,10,12,14,24,11,15,226,0,0,7,42,7,3,6,3,0,0,0,0,0,0,4,81,0,0,0,223,102,115,28,26,9,0,7,0,8,0,22,542,11,68,205,300,251,303,476,354,113,97,98,110,105,69,79,2627,0,3,7,41,56,61,88,101,38,38,32,29,49,31,23,586,0,0,0,4,176,131,53,82,4,12,24,14,27,19,19,566,0,0,0,3,8,8,14,4,0,0,0,0,0,0,0,45,0,78,144,406,305,426,479,893,121,221,324,421,476,309,137,4724,39,1164,3231,3433,2123,2441,2852,3278,779,998,1250,1337,1563,1042,861,26389
Darebin - South,20602,0,0,3,4,25,38,32,31,0,3,0,4,3,3,6,153,0,0,5,10,11,29,15,29,0,9,10,6,6,12,0,148,0,0,0,0,9,11,21,31,5,11,16,7,13,4,9,130,0,9,23,88,23,19,5,5,0,0,0,0,6,0,3,185,0,3,0,16,10,8,10,3,0,0,0,3,0,0,0,53,0,61,154,260,206,225,294,260,55,72,69,70,62,23,53,1855,0,0,3,29,28,47,69,34,17,19,13,14,12,8,19,306,0,0,0,3,154,127,53,31,4,6,12,9,12,9,14,443,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,25,3,78,66,208,195,186,226,299,56,80,101,116,118,59,60,1847,25,706,1961,1957,1170,1366,1565,1598,330,443,461,478,450,260,434,13195
Essendon,20603,0,0,0,3,13,19,41,28,6,3,7,3,10,5,4,156,0,3,9,31,14,56,19,49,15,17,11,13,18,6,3,267,0,0,0,0,3,24,42,45,11,10,15,17,21,11,12,198,0,0,3,32,0,8,4,3,0,0,0,0,0,0,0,62,0,0,0,43,20,29,26,13,4,4,0,3,0,0,6,150,6,93,210,284,156,167,222,156,54,51,46,38,42,34,55,1603,0,0,4,14,26,28,46,49,14,22,16,16,18,9,11,275,0,0,0,3,367,363,118,106,26,34,39,31,52,34,43,1224,0,0,0,0,3,6,10,5,0,3,3,0,0,0,0,31,0,86,131,299,252,540,753,717,136,165,213,271,278,185,147,4190,13,830,1694,1827,1426,2050,2476,2629,643,724,830,937,1043,698,551,18376
Melbourne City,20604,0,3,13,19,77,86,147,104,18,16,24,28,24,43,16,616,0,3,5,26,42,124,102,99,15,40,51,48,65,78,27,717,0,0,0,3,25,49,163,278,70,96,122,185,311,253,210,1768,0,0,3,23,11,21,13,11,3,3,4,3,0,0,5,115,0,0,0,46,25,34,36,30,6,4,9,10,19,17,23,267,16,147,352,540,391,475,613,521,187,179,193,217,342,227,160,4561,0,4,13,51,62,96,186,154,52,47,71,111,143,129,55,1181,0,0,3,12,418,333,152,217,85,86,102,133,170,154,73,1929,0,0,0,0,14,9,34,22,0,6,3,6,4,3,3,104,16,91,131,288,369,930,1518,1345,421,620,775,1177,1861,1334,783,11670,55,641,1144,1739,2524,4717,8410,10756,3485,4832,6028,8791,12167,9145,4263,78709
Port Phillip,20605,0,3,15,36,94,133,188,106,30,27,26,20,25,20,17,742,0,0,10,35,19,58,36,37,10,13,13,10,7,3,3,260,0,0,0,4,14,30,69,70,17,13,15,26,19,0,15,300,0,0,7,21,7,13,16,8,0,0,0,0,0,0,0,69,0,0,3,43,25,23,16,22,4,4,3,6,8,6,7,173,13,144,440,694,425,504,825,838,281,328,309,315,410,248,172,5958,0,9,13,65,69,122,165,169,61,47,82,97,114,54,39,1096,0,0,0,7,99,56,32,53,20,20,9,17,15,15,17,351,0,0,0,0,13,10,30,12,7,3,0,3,14,0,3,91,13,190,222,464,540,1076,943,894,254,323,334,409,526,335,270,6797,56,839,1754,2491,2306,3468,4509,4860,1445,1621,1758,1925,2306,1429,1077,31854
Boroondara,20701,3,0,29,60,176,165,296,152,13,21,13,21,17,10,16,1000,0,8,34,144,132,258,196,172,29,32,47,44,64,58,34,1239,0,0,0,12,26,36,109,101,16,30,18,31,38,17,24,458,0,17,30,38,0,19,14,9,0,0,0,0,0,0,3,138,0,0,3,47,26,25,19,12,4,4,6,11,7,9,7,173,73,404,717,979,555,636,864,622,175,129,108,108,146,66,152,5738,0,7,32,90,89,116,243,165,58,44,35,58,58,36,46,1065,0,0,5,34,776,291,117,198,48,59,82,93,135,85,60,1989,0,0,3,0,19,15,42,26,5,0,3,3,5,3,4,133,39,365,323,535,489,932,834,741,149,196,252,328,367,286,239,6082,213,2061,3423,3996,4676,7225,8053,7250,1597,1906,2152,2581,2896,1731,1612,51377
