sa3_name16,sa3_code16,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total
Wynnum - Manly,30103,13837,7424,7846,10317,9574,7151,5183,2740,1286,65365,14,3,7,10,3,10,7,3,4,62,7,14,21,10,14,41,45,33,8,195,0,3,7,3,9,18,21,15,4,78,209,264,214,170,156,175,124,55,37,1401,0,0,8,0,0,4,7,0,0,22,3,3,0,5,4,7,4,0,0,19,4,7,3,3,3,0,4,3,0,33,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,229,297,257,196,186,248,210,100,52,1773,240,300,269,206,187,257,215,104,51,1837,21,98,83,37,31,104,91,32,5,507,14103,7823,8194,10567,9791,7516,5487,2874,1349,67706
Bald Hills - Everton Park,30201,7439,5018,5215,5414,5291,4395,3418,1986,974,39151,3,3,4,3,0,3,0,3,0,28,0,7,6,5,8,18,13,3,0,70,0,3,4,4,3,6,10,3,4,35,115,158,177,99,87,73,69,50,27,862,0,0,3,0,0,0,10,0,0,16,3,0,3,3,0,4,4,0,0,21,0,3,0,0,0,3,4,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,126,174,197,122,102,111,111,64,32,1034,128,176,204,122,106,117,111,66,35,1057,31,81,41,26,38,84,87,7,3,393,7602,5277,5454,5562,5434,4596,3609,2058,1013,40606
Chermside,30202,11960,8126,10883,9780,8503,6583,4739,3545,1994,66106,3,6,5,4,0,0,4,6,3,35,3,16,15,16,21,27,31,9,8,154,8,7,20,0,3,11,28,7,0,92,247,305,367,217,237,288,266,200,158,2281,0,3,0,0,3,6,7,0,0,19,3,0,15,11,5,0,5,0,0,44,3,0,0,3,3,3,5,0,0,27,0,0,0,0,5,3,3,0,0,13,0,0,3,0,0,9,5,0,0,20,0,0,0,0,0,0,0,0,0,0,264,338,429,256,281,348,361,224,166,2658,262,339,433,258,281,350,362,228,169,2690,55,138,109,64,76,113,52,15,0,628,12280,8608,11428,10104,8851,7045,5158,3788,2161,69418
Nundah,30203,6113,4633,7216,5766,4584,3864,2542,1399,728,36851,11,6,7,0,0,4,0,0,0,39,13,14,16,14,11,10,12,3,3,99,3,5,11,13,11,3,12,8,0,59,117,146,176,94,103,84,69,30,21,842,0,3,0,4,0,3,3,0,0,16,0,3,3,3,7,0,0,0,0,22,0,0,0,0,3,3,3,0,0,14,0,3,0,0,3,3,0,0,0,12,5,0,5,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,141,171,208,130,143,110,106,49,26,1077,150,181,211,127,142,110,107,51,29,1110,43,88,69,36,31,81,55,6,4,413,6305,4902,7502,5934,4762,4052,2704,1455,756,38373
Sandgate,30204,10644,6487,7980,8218,7546,6155,4618,2676,1281,55598,13,20,4,4,4,10,4,3,0,64,0,9,13,5,10,22,21,13,0,96,7,4,3,5,8,7,21,7,7,65,159,231,201,139,128,152,122,93,60,1281,0,3,0,0,0,0,3,9,0,16,0,4,8,4,5,0,3,3,0,24,0,0,0,0,3,0,0,11,0,12,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,173,254,229,158,156,186,179,137,62,1530,184,270,235,160,161,195,183,139,64,1590,46,79,58,36,47,148,82,15,3,512,10874,6834,8275,8410,7747,6500,4880,2825,1349,57699
Carindale,30301,9094,6488,7022,7060,6588,5300,3369,2041,1115,48074,10,9,4,4,3,4,0,4,3,44,0,8,5,4,10,15,26,12,3,86,4,4,9,6,7,6,14,11,0,59,131,167,198,140,119,94,87,48,18,1007,0,0,3,3,0,3,4,0,0,13,0,0,0,0,0,6,7,0,0,8,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,142,184,221,161,138,130,136,73,26,1203,149,195,229,165,136,132,136,82,28,1249,55,134,71,49,64,91,50,26,0,541,9294,6815,7315,7276,6796,5522,3557,2141,1144,49861
Holland Park - Yeronga,30302,10365,10721,14637,10157,8246,6161,3785,2307,1279,67655,9,8,8,3,0,3,6,3,0,48,7,25,38,16,20,34,33,18,0,188,0,13,10,11,7,21,9,7,4,88,209,443,508,280,291,351,338,239,146,2806,0,0,5,3,3,3,16,4,0,26,4,5,6,3,3,3,3,0,0,23,0,0,5,0,0,11,8,0,0,28,0,0,6,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,224,480,576,319,325,433,402,268,150,3185,231,491,585,323,327,440,411,275,150,3234,62,324,220,63,119,139,66,14,3,1016,10663,11539,15439,10547,8691,6737,4254,2598,1436,71907
Mt Gravatt,30303,12378,10739,11217,9526,8486,6521,5161,3071,1351,68454,4,20,16,9,10,0,4,3,7,66,4,17,23,31,29,35,33,7,6,184,6,10,25,8,23,21,32,12,3,145,177,295,317,164,140,140,117,59,20,1433,4,3,4,3,6,7,13,3,0,44,5,0,3,0,3,3,0,0,0,27,0,4,0,0,3,3,9,3,0,29,0,0,4,0,0,0,4,0,0,14,0,0,3,3,3,6,3,3,0,20,0,0,0,0,0,0,0,0,0,0,198,331,385,211,209,215,214,84,26,1882,200,352,398,221,218,219,216,86,34,1950,147,363,241,117,173,333,157,44,8,1580,12722,11454,11858,9864,8874,7074,5535,3202,1391,71986
Nathan,30304,6826,5550,6465,5608,4740,3379,2324,1556,745,37208,3,12,5,3,3,0,0,0,0,29,3,24,12,11,13,13,21,5,0,96,5,3,6,7,3,3,0,8,3,39,81,194,223,95,110,105,98,70,39,1008,0,0,0,0,3,4,4,0,0,8,0,0,4,3,0,3,0,0,0,15,0,0,0,0,0,5,0,3,0,4,4,0,3,0,0,0,0,0,0,11,3,3,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,92,231,250,111,128,131,125,84,46,1200,98,239,260,110,133,131,125,88,46,1230,50,230,104,60,53,98,57,12,0,653,6970,6023,6824,5783,4921,3611,2505,1653,799,39091
Rocklea - Acacia Ridge,30305,12325,7864,9989,8590,7248,5763,3471,1541,706,57504,8,6,10,4,4,0,3,6,3,51,9,6,25,10,21,14,3,10,0,99,8,6,9,10,22,11,4,6,0,73,206,204,267,132,114,76,45,27,11,1084,5,0,3,3,0,3,9,4,0,20,4,3,3,8,3,4,0,0,0,19,0,0,0,0,3,3,5,0,0,13,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,229,225,313,161,164,112,67,45,12,1325,234,234,319,167,169,111,69,48,19,1376,75,125,168,69,178,428,180,39,4,1268,12638,8223,10481,8824,7599,6303,3720,1628,725,60141
Mudgeeraba - Tallebudgera,30905,7480,3866,3089,4842,4964,3746,2628,1107,350,32076,5,4,0,3,3,8,4,3,4,37,18,8,27,22,24,27,28,18,3,170,0,10,11,10,10,23,22,14,3,105,80,121,83,66,50,55,43,29,0,525,0,0,0,4,0,0,4,3,0,15,0,0,0,0,0,8,3,0,0,12,0,3,0,3,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,99,139,126,104,85,114,113,72,11,852,106,141,126,107,83,122,120,71,14,886,31,83,28,29,22,32,23,9,0,259,7619,4088,3252,4968,5071,3894,2768,1194,366,33222
Nerang,30906,13464,8058,8111,9218,9096,7347,5469,2722,1143,64638,7,8,6,3,0,3,13,6,3,47,19,36,24,30,31,56,65,26,9,295,0,5,9,9,15,22,35,25,3,124,204,241,250,172,125,134,99,47,22,1296,0,0,0,0,3,3,18,9,3,36,0,0,3,4,4,4,11,3,0,38,0,0,3,0,11,11,13,14,3,56,0,0,5,0,3,4,0,0,0,21,0,0,5,0,0,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,232,290,300,222,189,242,240,125,42,1884,239,295,305,228,193,247,252,129,49,1931,105,128,74,78,91,107,71,24,4,678,13803,8480,8493,9520,9381,7698,5789,2876,1198,67249
Ormeau - Oxenford,30907,28661,15149,16377,17634,15327,10805,8037,3176,1066,116244,9,25,6,11,12,7,3,3,3,82,35,43,58,57,43,107,123,32,14,510,39,16,27,25,42,60,88,34,10,343,374,462,451,294,247,267,186,53,31,2376,5,0,3,3,4,17,14,7,5,63,6,10,6,12,6,10,7,0,0,61,3,0,5,4,6,7,19,7,6,60,0,5,3,3,4,4,0,0,0,21,0,4,3,0,6,9,4,0,0,24,0,0,0,0,0,0,0,0,0,3,461,544,558,407,358,482,445,138,71,3470,468,572,565,416,374,491,449,146,73,3552,135,154,101,89,157,198,150,64,11,1049,29263,15873,17044,18139,15859,11494,8635,3381,1153,120847
Outback - South,31503,3141,1625,1921,1805,2290,2356,1590,849,313,15887,9,5,5,6,10,7,7,3,3,58,31,30,30,27,64,224,472,109,10,987,10,3,13,15,35,231,389,118,13,832,121,217,211,211,323,554,524,94,16,2266,3,5,12,17,38,77,144,36,0,335,0,3,4,0,5,37,50,14,0,117,4,0,3,5,7,32,48,3,0,100,3,0,3,0,3,7,4,0,0,25,0,0,12,0,3,3,26,0,0,46,0,0,0,0,0,0,0,0,0,0,180,255,286,270,489,1173,1654,372,34,4713,188,265,289,281,499,1179,1656,381,37,4766,6,61,40,7,6,14,13,0,0,148,3328,1949,2252,2089,2795,3546,3259,1229,353,20805
Buderim,31601,10486,7004,5456,6570,7082,5666,4829,3136,1449,51679,4,8,7,0,3,7,3,6,0,36,19,16,15,16,21,30,37,14,3,153,16,18,14,18,18,31,51,32,4,201,144,304,220,122,118,152,139,87,38,1331,3,9,0,0,3,10,7,14,0,51,6,0,0,3,0,11,3,7,0,25,0,3,0,3,3,10,11,9,0,43,0,6,0,0,4,0,0,0,0,11,0,0,0,0,0,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,192,349,251,160,164,248,257,158,51,1830,198,363,257,163,166,257,253,163,49,1864,56,361,79,40,44,46,48,22,3,701,10735,7728,5798,6770,7289,5969,5139,3318,1508,54245
Caloundra,31602,14107,8132,7672,9478,10079,9361,9209,5646,2491,76167,10,19,15,7,11,9,23,21,5,113,22,17,37,37,65,106,201,79,8,584,19,13,35,32,38,176,362,280,69,1026,350,513,449,352,348,466,424,196,104,3204,19,0,10,14,12,35,69,54,10,233,6,0,6,8,12,16,9,5,0,57,0,0,3,4,6,37,87,47,4,187,3,0,0,0,0,3,9,0,0,22,10,0,4,3,6,13,23,16,0,72,0,0,0,0,0,0,0,0,0,0,431,547,545,448,500,846,1187,684,198,5383,438,559,558,452,505,854,1213,701,206,5498,114,178,113,69,94,128,224,106,17,1055,14660,8876,8342,10001,10682,10347,10648,6455,2713,82719
Maroochy,31603,8047,5896,6930,6517,7397,7519,5892,3339,1436,52969,6,3,8,15,10,9,4,13,3,69,63,30,77,68,77,192,406,212,20,1140,86,13,90,103,129,473,1370,837,155,3261,328,343,440,360,338,475,364,140,44,2836,8,14,0,19,17,71,211,92,14,443,3,0,8,6,11,22,18,7,0,74,5,4,9,4,22,94,249,119,10,519,3,0,9,6,0,6,0,0,0,28,0,0,0,5,5,22,57,14,3,113,0,0,0,0,0,3,0,0,0,3,499,411,637,569,612,1342,2672,1426,256,8424,504,418,647,580,619,1352,2679,1436,259,8494,189,304,190,121,223,393,758,379,65,2625,8739,6620,7770,7219,8238,9265,9333,5154,1753,64092
Noosa,31605,7024,3465,3082,4906,5452,5464,5441,2719,1203,38765,3,3,4,0,0,8,12,0,3,46,82,19,88,89,100,206,282,143,27,1033,244,36,173,218,186,484,947,640,142,3059,193,174,289,253,220,235,246,123,26,1769,27,3,18,20,28,75,147,67,5,401,4,0,3,8,13,13,13,9,0,70,5,3,12,9,13,45,126,72,13,299,0,0,3,0,0,4,0,0,0,11,4,0,0,3,15,25,57,48,11,154,0,0,0,0,0,0,0,0,0,0,564,238,590,593,573,1083,1825,1099,223,6787,565,241,587,599,577,1092,1841,1105,225,6833,201,379,190,144,219,268,383,171,25,1975,7790,4087,3863,5647,6248,6821,7659,3996,1457,47567
Sunshine Coast Hinterland,31606,8752,4826,4003,5659,7064,7097,6032,2650,866,46950,18,7,4,5,5,12,4,5,9,65,17,7,12,9,17,28,81,36,3,214,4,4,15,9,3,30,75,26,3,178,196,269,280,204,222,281,183,67,31,1739,13,0,6,12,8,14,15,0,0,60,0,0,10,3,12,11,9,3,0,39,0,0,3,0,9,11,15,9,0,44,4,0,0,5,3,0,3,0,0,27,0,4,4,3,0,11,12,0,0,26,0,0,0,0,0,0,0,0,0,3,234,290,335,239,275,383,390,141,46,2333,249,300,337,249,283,398,392,141,48,2399,32,127,136,24,34,42,30,18,3,453,9040,5245,4479,5935,7381,7541,6463,2805,917,49799
Nambour,31607,8154,4247,4271,5195,5779,5321,4298,2200,951,40411,12,3,8,6,9,5,5,5,0,53,13,9,9,13,18,42,43,19,10,171,4,4,13,3,4,30,41,20,7,136,185,285,225,179,164,184,189,148,62,1622,3,3,0,3,4,6,22,9,0,52,3,0,0,3,0,10,9,0,0,25,3,3,0,4,3,5,9,0,0,26,0,0,6,0,0,3,3,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,209,302,252,202,201,274,318,201,82,2041,223,309,255,207,207,282,323,200,80,2100,24,53,27,13,29,32,37,11,3,226,8400,4601,4554,5422,6014,5637,4664,2416,1032,42739
Noosa Hinterland,31608,3924,1898,1294,2524,3433,3428,2689,1058,279,20532,0,0,0,3,0,6,0,0,0,21,3,9,14,0,12,33,48,9,7,129,19,13,12,8,16,37,47,30,7,187,62,101,105,86,91,106,104,37,13,713,0,0,0,0,3,14,18,0,0,33,0,3,0,3,0,5,4,0,0,22,3,0,0,3,3,5,9,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,5,0,20,0,0,0,0,0,0,0,0,0,0,94,122,127,104,124,200,241,90,30,1129,94,128,127,107,128,207,238,90,33,1151,19,51,27,5,26,9,21,7,0,157,4042,2072,1452,2635,3576,3647,2946,1156,309,21837
Charters Towers - Ayr - Ingham,31801,7877,4576,3769,4386,5296,5585,4643,2718,1043,39892,18,20,22,14,25,12,9,4,7,129,25,9,22,11,36,120,328,84,11,643,23,3,9,12,28,116,250,80,13,528,209,370,278,253,307,463,474,159,24,2542,4,0,3,5,7,33,64,29,0,158,0,0,4,3,7,18,25,3,0,66,0,0,4,4,3,25,39,20,0,88,0,4,0,0,0,5,0,0,0,8,4,0,0,0,5,9,11,3,0,34,0,0,0,0,0,0,0,0,0,0,266,395,332,293,387,795,1187,369,49,4073,281,408,350,311,412,806,1195,379,57,4200,8,205,183,16,17,29,29,10,0,499,8172,5193,4301,4710,5723,6416,5864,3102,1099,44589
Townsville,31802,36769,27077,25561,23334,22812,19061,12885,6115,2210,175817,54,36,43,24,18,29,13,10,4,228,76,119,116,97,160,344,435,151,30,1521,74,91,103,93,150,384,602,289,56,1838,940,1713,1252,871,1096,1302,1165,483,163,8987,3,27,31,26,32,74,118,44,11,367,29,16,27,27,41,61,60,23,5,281,7,5,13,14,24,74,92,23,11,268,24,38,25,17,16,8,11,0,0,141,7,9,12,9,32,52,33,24,3,174,0,0,0,0,0,0,0,0,0,4,1158,2020,1582,1164,1548,2299,2518,1039,267,13587,1209,2055,1624,1190,1567,2328,2527,1047,270,13817,142,570,364,145,184,223,188,74,12,1899,38123,29696,27549,24664,24553,21615,15602,7230,2499,191535
Bundaberg,31901,15195,9118,8291,8792,10739,11472,10782,6017,2159,82565,11,14,13,14,3,13,17,21,6,121,26,24,44,23,47,201,354,140,16,880,20,16,26,30,40,171,552,258,24,1136,319,580,458,372,467,608,611,240,85,3746,3,3,5,6,8,39,102,48,7,225,10,3,11,3,12,17,17,9,0,77,0,0,3,4,7,41,88,27,0,174,3,3,3,0,8,0,0,0,0,17,0,0,0,0,0,12,15,6,0,38,0,0,0,0,0,0,0,0,0,0,380,629,554,447,592,1084,1752,719,136,6289,392,645,573,464,598,1097,1763,743,140,6409,32,460,421,38,34,49,69,45,3,1151,15620,10222,9285,9289,11369,12618,12618,6803,2299,90130
Burnett,31902,8987,4678,4237,4912,6263,6726,6292,2999,1035,46140,20,24,12,11,16,15,17,16,3,126,10,12,16,8,15,89,162,40,0,355,3,10,3,3,12,48,121,36,0,228,217,302,276,243,337,407,384,127,42,2331,0,0,5,0,6,10,26,8,3,57,8,3,6,4,3,11,11,9,0,53,0,3,0,0,7,10,10,4,0,36,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,239,328,312,263,377,574,703,224,46,3071,257,347,325,272,399,588,720,239,47,3197,8,114,175,41,24,19,13,4,0,404,9257,5141,4742,5229,6678,7338,7026,3242,1087,49734
Gympie - Cooloola,31903,8826,4631,4138,4919,6500,7060,6473,2928,983,46451,15,11,3,3,9,19,19,14,4,86,22,16,23,20,29,74,139,40,5,371,15,15,9,20,29,80,150,41,4,365,210,324,256,230,302,428,334,107,38,2236,4,0,3,0,6,26,34,9,0,85,6,3,7,3,3,17,15,0,0,58,0,0,0,0,3,17,26,0,0,46,8,5,0,0,3,3,3,0,0,20,0,0,0,3,0,15,9,0,3,39,0,0,0,0,0,0,0,0,0,0,263,362,307,279,381,664,710,200,51,3214,281,370,307,277,390,685,724,212,55,3305,38,280,82,26,40,34,22,13,0,537,9146,5287,4526,5224,6931,7770,7219,3151,1038,50298
Hervey Bay,31904,9361,5174,4520,5556,6619,7587,8391,4628,1482,53315,9,5,3,9,3,9,13,10,0,68,36,24,46,49,50,176,374,166,19,929,24,12,29,28,62,254,632,281,50,1370,250,333,305,272,338,524,447,188,52,2699,8,3,0,8,7,36,133,72,3,271,0,4,3,0,4,14,22,3,0,58,3,0,0,4,11,44,122,31,0,226,0,0,0,3,0,3,3,0,0,7,0,0,5,6,3,21,12,10,0,60,0,0,0,0,0,0,0,0,0,0,325,380,387,367,469,1075,1751,750,122,5622,337,385,388,380,472,1079,1761,756,120,5685,127,240,155,98,138,129,101,31,6,1033,9823,5805,5069,6034,7229,8795,10256,5418,1615,60038
Brisbane Inner,30501,5238,11352,18751,9381,7082,5721,3593,1622,916,63660,0,14,23,12,12,9,4,4,3,79,45,142,396,349,363,307,185,62,10,1866,27,81,255,283,251,162,163,44,3,1271,580,973,1211,853,807,804,638,275,154,6304,15,21,49,66,75,74,43,17,5,373,8,28,87,110,107,103,42,17,0,498,5,5,18,14,29,25,22,14,3,127,8,13,28,14,17,24,4,0,0,98,4,12,44,36,38,24,11,0,0,168,0,0,0,3,0,0,0,0,0,6,691,1282,2091,1718,1689,1522,1109,429,175,10712,691,1298,2113,1728,1702,1534,1116,430,180,10789,362,2256,1966,778,891,612,295,102,16,7268,6302,14901,22826,11880,9670,7865,5006,2150,1110,81718
Brisbane Inner - East,30502,7044,4996,7793,6412,5247,3436,1922,896,412,38160,3,9,3,0,4,3,4,0,0,30,0,13,9,15,13,17,17,8,0,89,0,8,12,10,13,12,15,3,4,79,108,191,195,89,92,86,81,25,8,871,0,0,0,3,6,7,6,3,0,22,3,0,12,3,6,0,0,0,0,17,0,0,0,0,3,3,3,3,0,16,0,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,115,214,229,124,124,124,126,43,18,1120,114,224,233,123,131,127,129,48,17,1149,29,183,80,38,33,47,42,12,0,464,7187,5398,8106,6580,5415,3609,2092,953,428,39774
Brisbane Inner - North,30503,12163,13190,17733,12184,10601,7495,4650,2258,1194,81464,4,8,22,3,13,8,4,4,0,67,35,41,89,63,98,81,68,21,11,496,8,26,62,43,44,49,50,12,3,291,467,720,650,456,422,428,406,183,79,3813,0,5,17,12,10,20,18,7,3,83,4,4,32,13,19,28,13,3,0,110,3,3,9,4,11,8,12,0,0,51,0,3,5,3,4,0,0,0,0,25,0,3,5,5,6,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,508,806,864,601,616,614,563,228,95,4902,514,817,890,602,633,618,566,232,97,4971,119,453,326,174,137,173,115,34,4,1531,12799,14456,18950,12960,11372,8286,5332,2523,1295,87968
Brisbane Inner - West,30504,9118,9446,9739,7716,6908,4832,3016,1353,595,52724,0,5,7,0,0,3,0,0,0,22,10,34,24,23,30,37,33,14,4,207,10,12,12,13,25,22,21,5,0,124,190,455,329,195,187,213,223,142,49,1989,0,0,6,0,10,17,11,4,0,44,0,0,12,3,3,9,4,7,0,40,6,0,0,0,0,5,3,0,0,15,0,3,0,0,0,0,0,0,0,3,0,4,8,0,0,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,213,511,395,234,255,296,303,181,59,2443,216,514,401,239,255,297,305,177,61,2460,63,315,165,66,87,106,55,16,0,882,9399,10274,10301,8025,7249,5240,3374,1552,664,56062
Cairns - North,30601,10581,5575,5896,7547,7901,6361,4005,1402,379,49654,12,4,10,5,7,3,4,7,0,54,61,37,57,73,80,183,263,106,19,881,160,47,112,160,168,381,614,263,48,1962,184,238,219,194,234,263,289,95,24,1744,19,6,30,20,33,83,182,77,12,460,15,10,15,20,20,35,54,15,7,188,7,0,5,3,11,52,78,23,3,184,3,9,14,9,5,0,4,0,0,45,3,11,16,5,14,27,27,14,0,110,0,0,0,0,0,0,0,0,0,0,445,350,468,482,571,1026,1504,607,109,5571,457,357,474,493,584,1025,1513,615,109,5626,271,411,223,193,344,264,277,121,11,2121,11314,6344,6593,8233,8823,7655,5789,2134,504,57397
Cairns - South,30602,20063,11749,13664,13533,13067,10859,7479,3471,1446,95340,38,23,25,18,25,15,8,6,3,159,61,130,219,169,243,361,509,211,46,1959,118,101,216,197,176,383,481,270,52,1996,671,976,1115,805,909,931,686,270,79,6450,35,25,59,44,90,155,217,104,10,743,41,29,56,38,77,113,109,28,4,490,11,5,15,26,50,82,91,30,5,313,20,39,33,31,16,12,9,4,0,170,8,4,42,22,15,23,55,23,9,208,0,0,0,0,0,0,0,0,0,0,961,1311,1759,1324,1579,2076,2167,948,212,12332,1001,1336,1780,1344,1599,2085,2172,956,219,12496,769,2133,1704,936,1098,816,434,161,27,8081,21841,15220,17154,15808,15763,13763,10090,4589,1691,115919
