sa3_name16,sa3_code16,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Stirling,50502,0,15,12,18,0,0,0,6,11,14,6,0,6,7,11,21,0,0,0,18,8,18,0,0,0,18,8,18,76,64,137,2139,2032,4176,255,213,472,2475,2308,4784,78,64,145,2243,2135,4374,260,218,482,2578,2416,4992,918,990,1915,61151,63536,124688,359,411,770,62434,64935,127369,21,31,52,0,0,3,0,0,0,24,33,54,0,3,3,0,0,0,0,0,0,3,3,3,19,23,45,0,0,3,0,0,0,17,27,42,6,4,16,0,0,0,0,0,0,6,10,12,18,11,26,1218,1173,2389,15,6,21,1247,1191,2434,191,174,364,9454,9082,18538,70,67,138,9719,9324,19043,66,72,133,3839,3942,7781,18,28,48,3919,4045,7964,13,22,36,2527,2462,4984,15,10,33,2556,2491,5052,24,41,67,3661,4976,8640,16,19,31,3706,5034,8741,222,272,493,46258,48592,94847,194,207,402,46674,49066,95740,121,128,253,6142,5917,12060,30,39,69,6292,6085,12380,191,225,417,11264
Wanneroo,50503,0,5,4,18,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,3,0,55,50,107,1665,1564,3228,107,102,209,1826,1719,3541,57,55,112,1741,1649,3387,102,105,215,1905,1803,3713,1224,1307,2530,67236,68357,135591,465,483,946,68917,70153,139070,18,23,43,0,0,0,0,0,0,18,23,43,0,0,0,0,0,0,0,0,0,0,0,0,18,27,40,0,0,0,0,0,0,18,27,40,9,9,18,0,0,0,0,0,0,8,9,21,31,32,62,1473,1411,2880,18,13,32,1522,1455,2979,345,307,653,12860,12134,24988,97,103,203,13303,12546,25848,78,84,161,4856,4792,9644,30,33,64,4960,4910,9873,25,12,35,1773,2008,3785,6,4,10,1801,2026,3834,23,49,75,2115,3762,5875,14,22,33,2152,3831,5976,244,293,537,35110,39285,74397,182,175,364,35539,39755,75288,120,145,269,8053,7839,15894,46,49,94,8217,8038,16252,224,263,487,15349
Armadale,50601,0,4,3,8,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,3,61,50,117,834,840,1674,87,59,149,985,953,1937,61,56,117,885,887,1765,85,66,148,1031,1006,2034,900,1004,1903,28701,28745,57445,206,197,406,29807,29951,59756,30,26,58,5,0,4,0,0,0,34,27,63,0,0,0,0,0,0,0,0,0,0,0,0,27,27,51,6,0,3,0,0,0,30,27,57,17,6,23,0,0,0,0,0,0,17,6,23,24,40,67,620,616,1237,0,8,9,654,663,1313,190,233,424,4792,4537,9332,35,29,68,5018,4804,9819,48,68,110,1553,1625,3173,8,7,17,1606,1695,3300,6,13,20,586,702,1284,3,4,8,592,712,1304,8,43,50,980,1683,2663,0,8,8,989,1730,2722,150,197,346,13916,15637,29557,60,62,115,14127,15895,30024,103,118,220,3377,3311,6686,23,21,48,3503,3451,6951,207,215,420,7525
Belmont - Victoria Park,50602,6,13,4,16,0,0,0,3,0,3,3,0,3,7,0,7,0,0,0,0,3,5,0,0,0,0,3,5,51,57,108,1240,878,2120,450,243,693,1743,1178,2924,55,53,115,1280,913,2190,450,245,699,1782,1211,3002,643,683,1327,21556,20613,42167,147,135,282,22345,21425,43773,30,27,56,0,0,0,0,0,0,30,27,56,0,0,0,0,0,0,0,0,0,0,0,0,30,28,54,0,0,0,0,0,0,30,28,54,7,4,13,0,0,0,0,0,0,7,4,13,9,13,24,363,358,720,3,0,4,376,375,751,135,102,236,2715,2583,5298,14,20,33,2860,2709,5568,24,35,63,1066,1070,2136,8,0,9,1099,1109,2207,14,17,26,1327,1130,2461,0,9,10,1338,1153,2496,17,29,46,1803,2195,3999,3,5,12,1818,2228,4054,169,181,351,17394,17232,34625,75,58,137,17638,17471,35109,75,81,155,2326,2025,4359,21,11,33,2426,2114,4539,141,138,276,4383
Canning,50603,0,3,8,10,0,0,0,4,7,10,0,0,0,4,8,11,0,0,0,8,3,11,0,0,0,9,3,6,36,33,67,914,819,1737,86,59,148,1037,913,1949,36,33,67,955,860,1811,91,65,154,1082,950,2033,414,462,878,25336,25609,50953,166,195,362,25916,26269,52184,14,12,26,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,14,12,26,0,0,4,0,0,0,0,0,0,0,0,4,3,11,14,473,504,975,6,3,4,481,521,999,95,87,180,5140,4809,9948,36,32,68,5263,4929,10192,32,43,71,2765,2603,5367,12,11,24,2815,2656,5472,13,13,30,2609,2229,4842,9,11,17,2628,2253,4886,12,15,26,2456,2614,5068,11,12,21,2478,2635,5113,106,107,215,24281,24010,48292,73,96,177,24460,24220,48679,46,47,95,2862,2775,5639,17,16,33,2923,2840,5760,72,111,186,5506
Gosnells,50604,0,4,5,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,8,0,0,0,5,3,8,167,74,237,1129,1018,2154,73,52,127,1366,1146,2513,167,75,241,1196,1081,2280,74,52,123,1436,1206,2647,1073,1251,2322,35762,34817,70581,250,257,502,37087,36322,73408,31,43,75,3,0,4,0,0,0,32,43,77,0,0,0,0,0,0,0,0,0,0,0,0,31,41,70,3,0,4,0,0,0,32,45,76,11,16,21,0,0,0,0,0,0,11,16,21,15,36,53,842,774,1618,0,4,8,866,814,1678,274,281,550,7265,6724,13991,46,33,79,7589,7037,14626,79,75,148,2846,2736,5587,14,12,29,2938,2826,5761,13,32,41,1357,1403,2759,4,8,14,1375,1440,2814,21,41,62,1662,2588,4248,9,7,17,1690,2643,4327,203,267,470,22766,23640,46410,96,107,201,23066,24012,47081,105,136,237,4661,4486,9152,25,37,60,4793,4656,9447,210,287,499,9983
Kalamunda,50605,3,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,60,666,600,1265,71,65,139,768,696,1466,24,39,62,687,621,1306,72,68,143,786,721,1509,465,503,969,22995,23188,46187,160,152,309,23620,23845,47468,9,13,26,0,0,0,0,0,0,9,13,26,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,0,0,0,0,0,0,9,12,25,0,3,3,0,0,0,0,0,0,3,3,3,13,5,16,354,348,705,3,4,9,370,360,728,137,126,263,3466,3391,6852,33,20,48,3632,3535,7162,27,63,99,1423,1381,2797,15,11,23,1465,1457,2915,9,3,14,395,540,936,0,7,9,404,551,960,12,15,28,519,971,1488,3,0,3,535,989,1520,100,123,218,10540,11934,22473,37,49,84,10674,12098,22779,48,68,117,2662,2511,5172,14,11,30,2729,2583,5314,88,109,195,5582
Serpentine - Jarrahdale,50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,19,279,286,571,16,12,27,309,305,614,12,4,19,300,300,596,16,12,27,326,313,644,235,253,492,10930,10936,21869,68,54,125,11240,11251,22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,225,198,419,0,0,3,230,204,431,68,78,151,1812,1692,3498,15,17,28,1895,1783,3679,17,21,38,517,572,1092,3,9,10,537,599,1139,0,0,3,124,184,312,4,0,4,128,188,320,4,7,13,222,407,628,0,0,0,224,417,641,41,55,99,3895,4779,8675,15,16,36,3952,4856,8804,21,30,52,1237,1328,2564,7,5,11,1263,1365,2628,47,38,83,3009
South Perth,50607,0,7,3,4,0,0,0,7,0,6,3,0,3,8,0,7,0,0,0,4,0,5,0,0,0,4,0,5,36,32,67,673,642,1313,96,75,168,806,744,1553,37,32,70,700,660,1359,100,75,174,836,765,1598,244,221,458,14465,14868,29333,65,90,160,14773,15182,29954,26,15,40,0,0,3,0,0,0,27,17,47,0,0,0,0,0,0,0,0,0,0,0,0,20,15,41,0,0,3,0,0,0,22,17,44,0,3,6,0,0,0,0,0,0,0,3,6,4,3,9,224,192,418,0,0,0,235,200,426,53,56,108,1931,1768,3696,18,14,34,2007,1832,3839,66,12,75,1170,1024,2191,8,3,12,1244,1041,2284,7,7,15,1016,1029,2046,13,3,14,1035,1044,2073,8,5,11,1067,1232,2303,0,0,0,1074,1244,2316,60,58,114,11913,12246,24161,38,45,91,12009,12348,24363,39,21,60,1111,1132,2241,4,4,10,1154,1155,2307,52,45,105,1874
Cockburn,50701,0,9,6,9,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,0,0,3,0,0,0,0,0,3,69,54,125,1037,1038,2079,78,54,132,1186,1148,2335,76,54,125,1079,1086,2161,83,56,137,1234,1193,2424,724,762,1490,35593,36267,71856,266,259,530,36588,37291,73877,17,13,33,3,0,3,0,0,0,16,13,33,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29,3,0,3,0,0,0,17,13,31,6,7,14,0,0,0,0,0,0,6,7,14,17,16,35,711,762,1468,3,5,14,731,785,1519,185,177,363,5977,5707,11690,48,52,98,6209,5938,12152,61,51,105,2170,2309,4474,21,15,39,2244,2373,4619,9,12,19,1036,1176,2213,4,0,9,1044,1190,2236,28,30,59,1343,2219,3563,11,12,24,1376,2262,3636,154,203,351,20255,22628,42887,92,94,183,20503,22918,43426,76,73,146,4017,3718,7735,31,25,53,4117,3817,7935,143,155,297,8247
Fremantle,50702,12,15,17,32,0,0,0,13,11,24,3,3,5,12,16,29,0,0,0,0,0,0,0,0,0,0,0,0,34,38,76,778,803,1586,206,244,448,1019,1089,2107,34,38,76,806,832,1635,206,244,448,1046,1109,2152,227,224,453,13567,14306,27869,91,108,206,13888,14641,28523,9,5,12,3,0,4,0,0,0,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,3,0,4,0,0,0,12,9,17,0,3,3,0,0,0,0,0,0,0,3,3,7,4,10,153,205,363,0,0,0,162,207,369,48,38,83,1585,1630,3215,12,7,19,1648,1677,3323,10,12,24,647,716,1363,8,3,7,664,734,1398,3,3,7,370,461,832,3,3,3,379,464,839,13,15,22,662,1039,1703,3,5,9,675,1057,1736,54,51,103,8832,9912,18746,56,48,106,8935,10021,18957,21,24,47,1095,985,2081,9,7,16,1120,1024,2146,48,45,99,2094
Kwinana,50703,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,52,437,411,843,38,15,56,498,448,950,28,24,54,443,421,862,37,15,59,511,467,977,507,515,1015,13339,13253,26588,105,98,207,13950,13864,27816,4,7,10,0,0,0,0,0,0,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,4,6,14,0,0,3,0,0,0,0,0,0,0,0,3,16,9,19,292,285,577,3,3,7,306,298,602,121,106,229,2305,2149,4451,16,17,38,2444,2273,4716,39,29,70,704,705,1404,6,4,14,742,745,1491,7,3,17,273,370,642,0,0,0,280,373,654,6,20,27,470,805,1268,0,0,3,476,823,1303,89,89,179,6306,7093,13395,27,29,56,6420,7215,13635,60,53,106,1632,1622,3253,18,11,27,1704,1678,3382,91,128,218,3524
Melville,50704,0,3,0,9,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,3,0,6,0,0,0,3,0,6,29,27,54,1249,1319,2568,208,236,440,1487,1579,3065,29,27,54,1280,1354,2630,211,236,446,1522,1609,3135,307,319,626,36413,38382,74795,229,245,477,36947,38948,75897,0,7,6,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,7,9,4,3,4,0,0,0,0,0,0,3,3,5,12,9,13,583,613,1203,3,5,6,593,625,1221,62,76,140,5837,5464,11299,36,34,71,5942,5576,11513,28,19,47,2845,2859,5704,19,16,34,2894,2895,5784,13,6,22,1717,1721,3443,10,3,10,1744,1735,3479,16,18,29,1580,2153,3733,3,10,11,1598,2178,3777,94,94,190,25688,27423,53111,112,108,216,25894,27627,53522,33,24,53,2903,3167,6071,18,23,43,2956,3217,6172,57,58,110,5837
Rockingham,50705,3,15,15,26,0,0,0,17,8,27,8,0,12,26,10,33,0,0,0,0,0,0,0,0,0,0,0,0,59,42,97,1832,1464,3293,495,202,699,2387,1702,4093,57,42,99,1942,1546,3490,534,213,748,2532,1799,4333,1192,1269,2456,51238,52078,103311,375,401,777,52801,53746,106543,15,22,38,0,3,3,0,0,0,19,26,38,0,0,0,0,0,0,0,0,0,0,0,0,15,22,38,0,3,3,0,0,0,19,26,38,7,4,15,0,0,4,0,0,0,5,9,19,37,25,58,930,828,1760,4,8,13,966,865,1829,281,303,587,8290,7897,16185,73,57,129,8642,8256,16901,91,87,173,2680,2724,5401,27,30,51,2798,2839,5629,14,23,36,696,967,1663,7,5,9,718,993,1710,21,65,80,998,2337,3339,8,14,22,1023,2413,3437,254,273,533,19407,22175,41582,113,114,224,19774,22562,42337,127,128,256,6203,6088,12288,40,39,81,6371,6256,12625,240,270,513,12565
Albany,50901,0,0,3,8,0,0,0,4,5,5,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,53,45,104,1327,1187,2516,273,206,477,1653,1443,3094,64,50,110,1380,1246,2624,275,204,479,1718,1501,3217,935,915,1855,23824,24181,48004,269,282,546,25030,25380,50411,25,16,39,0,0,0,0,0,0,24,16,45,0,0,0,0,0,0,0,0,0,0,0,0,25,17,43,0,0,0,0,0,0,24,17,41,6,3,5,0,0,0,0,0,0,6,3,5,22,16,39,277,256,532,3,7,6,302,282,580,243,231,477,3313,3058,6370,54,44,103,3605,3335,6945,47,48,89,1079,1029,2113,9,17,32,1144,1091,2231,8,10,12,141,198,333,3,0,0,147,204,351,15,23,41,361,815,1174,3,11,15,376,849,1227,156,165,315,8616,10365,18981,59,86,151,8835,10615,19453,74,95,174,2428,2561,4991,26,33,52,2526,2691,5219,200,205,410,6400
Wheat Belt - North,50902,0,3,0,3,0,0,0,3,0,6,3,0,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0,3,100,73,180,1967,1258,3229,478,224,703,2547,1559,4105,106,83,187,2013,1304,3316,475,227,708,2599,1613,4212,1137,1166,2304,23146,21749,44894,252,277,529,24529,23195,47728,29,26,46,3,0,3,0,0,3,31,24,53,0,0,0,0,0,0,0,0,0,0,0,0,24,26,45,3,0,3,0,0,3,25,24,50,3,3,4,0,0,0,4,0,3,6,5,7,16,21,36,285,275,559,4,3,6,308,302,607,247,262,507,2803,2660,5464,50,40,90,3102,2965,6064,78,61,141,823,756,1578,7,9,17,909,828,1739,3,9,10,182,176,358,0,0,0,190,180,363,6,25,34,230,657,881,6,8,14,240,690,925,147,169,318,7559,8414,15977,64,87,153,7778,8670,16446,97,125,216,2423,2412,4828,29,20,49,2541,2548,5089,274,283,559,6755
Wheat Belt - South,50903,0,0,0,3,0,0,0,3,3,10,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,39,31,69,1041,466,1503,198,62,258,1274,552,1830,40,33,75,1067,480,1554,196,62,253,1308,576,1878,437,468,909,8385,7951,16336,120,109,227,8943,8528,17468,10,0,10,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,3,13,9,0,11,0,0,0,0,0,0,9,0,11,5,6,17,107,89,196,4,3,3,118,101,223,113,90,207,1017,1041,2051,21,13,41,1156,1148,2299,15,15,29,238,265,499,7,8,13,254,290,548,0,0,0,30,43,67,0,0,0,30,44,70,0,13,15,66,247,312,0,4,4,70,265,330,58,57,111,2885,3076,5963,22,32,47,2960,3168,6125,29,46,76,790,862,1653,4,13,21,825,920,1748,102,122,221,2207
Kimberley,51001,30,124,77,200,0,0,0,65,57,127,10,13,18,73,69,147,0,0,0,0,0,0,0,0,0,0,0,0,458,514,965,5861,5627,11492,1032,1036,2069,7353,7175,14529,541,599,1145,5909,5662,11571,1042,1040,2078,7485,7304,14792,3831,4317,8155,7478,7030,14503,137,115,250,11442,11461,22911,2367,2548,4916,9,11,17,6,0,5,2383,2562,4942,203,192,393,0,0,0,0,0,0,203,192,393,2061,2237,4297,9,11,17,3,0,6,2076,2251,4330,169,137,306,0,0,0,0,0,0,167,137,305,125,131,262,111,100,207,0,3,4,236,229,473,1263,1279,2541,903,897,1799,25,20,52,2192,2199,4392,264,251,516,199,167,367,15,0,14,476,420,896,26,26,58,51,65,107,0,3,3,75,90,164,73,110,185,216,511,730,3,3,8,293,629,918,973,1208,2182,3479,4231,7704,23,30,54,4476,5470,9949,642,843,1482,758,682,1433,12,12,25,1412,1534,2942,1200,1374,2580,1876
East Pilbara,51002,14,38,8,46,0,0,0,0,0,3,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,389,228,615,6045,1504,7547,2700,574,3274,9128,2302,11433,394,231,626,6084,1513,7599,2701,578,3285,9178,2324,11504,1505,1316,2824,8319,5431,13751,118,71,189,9940,6826,16760,685,752,1432,3,0,4,3,7,8,690,755,1440,50,71,124,0,0,0,3,0,3,55,70,125,613,660,1272,3,0,4,0,4,3,614,660,1281,97,81,179,0,0,0,0,0,0,97,81,179,47,38,78,105,109,211,3,0,3,152,143,296,389,359,753,868,854,1727,19,12,23,1281,1225,2501,92,92,189,167,191,352,5,3,7,259,289,555,8,7,13,42,72,117,0,0,0,55,83,135,19,36,54,294,402,697,3,5,7,315,438,759,395,381,777,3986,3077,7063,40,26,63,4421,3478,7900,251,251,502,1349,623,1970,14,11,26,1613,883,2495,482,463,949,2242
West Pilbara,51003,15,49,14,57,0,0,0,9,3,13,6,0,6,17,7,21,0,0,0,0,0,0,0,0,0,0,0,0,390,153,545,10146,2356,12500,3553,625,4173,14090,3130,17218,397,159,554,10241,2372,12621,3562,628,4195,14202,3160,17367,1491,1366,2854,13667,8603,22274,161,83,241,15325,10052,25377,339,321,661,7,0,7,0,0,3,342,324,668,16,10,23,0,0,0,0,0,0,16,10,23,310,301,613,7,0,7,0,0,3,318,302,620,83,63,145,0,0,0,0,0,0,83,63,145,37,38,76,244,207,451,3,4,3,282,245,533,356,337,699,1598,1405,3004,22,20,41,1979,1760,3743,101,75,182,320,267,587,7,5,14,432,353,785,11,13,25,40,81,116,3,0,3,51,94,145,16,19,39,416,485,907,6,3,10,441,510,956,320,310,628,6657,4561,11217,60,27,80,7034,4890,11930,210,193,404,2030,973,3008,19,11,34,2260,1179,3444,437,377,816,3507
Esperance,51101,3,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,24,623,428,1047,182,123,305,825,556,1379,18,13,30,640,436,1076,187,125,312,841,566,1411,266,282,551,6511,6326,12833,109,105,207,6888,6711,13595,12,9,19,0,0,0,0,0,0,14,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,10,7,14,5,6,6,0,0,0,0,0,0,5,6,6,7,8,11,69,83,152,3,0,3,74,89,164,67,58,128,891,856,1755,22,22,42,981,938,1922,43,44,91,276,252,532,7,9,9,320,304,631,0,0,3,29,39,68,0,0,4,28,42,75,0,3,4,63,183,250,0,4,7,68,189,257,27,46,77,2072,2456,4527,30,30,59,2126,2535,4663,39,50,88,740,772,1514,9,11,18,787,825,1618,56,73,134,1743
Gascoyne,51102,0,4,13,15,0,0,0,30,18,50,7,3,9,32,24,61,0,0,0,0,0,0,0,0,0,0,0,0,53,43,95,3155,2776,5928,458,397,856,3668,3212,6884,53,46,102,3169,2779,5946,473,400,877,3695,3221,6922,560,552,1108,3270,2873,6150,38,38,71,3868,3467,7329,32,28,54,0,0,0,0,0,0,34,28,56,0,0,0,0,0,0,0,0,0,0,0,0,32,21,54,0,0,0,0,0,0,34,21,58,8,0,8,0,0,0,0,0,0,8,0,8,13,15,24,47,34,78,0,0,0,60,52,106,146,109,252,417,357,770,4,7,13,565,480,1043,21,21,45,66,81,149,0,0,3,92,107,200,4,3,4,13,17,29,0,0,0,9,19,30,3,12,15,39,112,153,0,0,0,48,126,169,72,78,153,1180,1359,2536,12,12,29,1259,1456,2714,63,78,147,382,361,742,8,0,4,445,445,893,131,148,276,954
Goldfields,51103,12,29,15,42,0,0,0,5,0,3,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,182,158,342,3723,1186,4901,1697,449,2141,5599,1787,7391,197,181,379,3753,1202,4953,1702,451,2145,5647,1831,7475,1270,1378,2651,14115,12207,26322,118,118,239,15503,13705,29212,880,955,1831,11,5,13,3,15,18,898,965,1865,166,145,313,0,0,0,0,4,3,170,145,315,654,739,1394,13,5,14,3,9,13,662,754,1412,89,82,169,0,0,0,0,0,0,89,84,168,50,48,95,225,233,456,0,6,6,275,285,561,465,423,888,1938,1915,3857,14,24,39,2421,2367,4790,82,87,171,544,548,1086,3,9,11,632,641,1268,6,10,14,146,149,297,0,0,0,154,158,312,9,28,43,379,663,1043,3,7,5,396,697,1091,210,283,497,5361,5418,10778,33,30,66,5607,5736,11346,166,228,401,1872,1497,3378,15,5,23,2058,1740,3794,404,477,885,3986
Mid West,51104,0,7,12,21,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,0,0,3,0,0,0,0,0,3,192,193,386,3696,2262,5955,1127,502,1627,5020,2955,7972,208,203,405,3755,2301,6057,1137,502,1634,5094,3007,8100,2112,2311,4429,20582,19815,40405,258,224,484,22960,22359,45314,135,162,290,8,3,10,0,0,0,140,160,304,10,0,6,0,0,0,0,0,0,10,0,6,128,155,284,8,3,10,0,0,0,136,159,292,18,18,31,0,0,0,0,0,0,18,18,31,50,38,88,258,252,507,5,4,3,313,290,606,548,527,1075,2700,2613,5314,45,34,77,3290,3177,6467,126,133,259,885,902,1779,17,15,29,1028,1048,2070,10,16,24,103,216,319,0,0,0,109,233,342,18,52,67,299,780,1083,3,5,10,323,836,1154,334,446,780,6812,7924,14739,45,60,101,7186,8428,15616,207,279,483,2495,2524,5013,31,30,57,2725,2829,5558,466,562,1024,5847
