yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,sa3_code16,sa3_name16,ogc_fid
2012,28555.0,42.0,1388664879.0,39489.0,48631.0,67.0,5976.0,49.0,127059703.0,10326.0,21262.0,8.3,26935.0,50.0,336097457.0,800.0,12478.0,21.7,1717.0,59.0,40363337.0,15267.0,23508.0,2.2,36643.0,47.0,1873957979.0,38742.0,51141.0,6.09,2.0,0.33,0.13,0.498,8.9,22.5,33.9,29.2,25.3,22.4,23.0,2671.0,77.7,3220.0,29092.0,,19.0,638.0,308.0,,,,,,,,,,,,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,42
2013,29728.0,42.0,1487669490.0,40540.0,50043.0,67.0,6171.0,49.0,130949017.0,10092.0,21220.0,8.4,27548.0,50.0,346573215.0,725.0,12581.0,21.5,1743.0,59.0,38691563.0,14736.0,22198.0,2.1,37514.0,47.0,1972947082.0,40006.0,52592.0,5.73,1.98,0.34,0.13,0.493,8.8,22.3,33.6,29.3,25.7,22.7,22.3,3197.0,100.5,2376.0,31427.0,,17.0,582.0,300.0,,,,,,,,,4243.0,3446.0,,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,43
2014,31269.0,42.0,1613103634.0,41904.0,51588.0,67.0,6392.0,49.0,148428678.0,11436.0,23221.0,8.5,29023.0,50.0,392998115.0,632.0,13541.0,21.5,1792.0,59.0,44361999.0,15439.0,24756.0,2.2,39174.0,47.0,2153829990.0,41304.0,54981.0,5.64,1.96,0.35,0.13,0.498,9.6,23.2,34.4,29.0,25.6,22.9,22.5,3591.0,186.1,3211.0,51815.0,,17.0,548.0,285.0,,,,,,,,,4223.0,3498.0,,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,44
2015,33384.0,42.0,1780435160.0,43081.0,53332.0,67.0,6843.0,48.0,161110971.0,11410.0,23544.0,8.8,30975.0,50.0,410597751.0,581.0,13256.0,21.6,1817.0,59.0,49010261.0,17701.0,26973.0,2.1,41068.0,47.0,2327382750.0,42498.0,56671.0,5.64,1.97,0.35,0.13,0.496,9.2,22.9,34.2,28.6,25.6,22.8,23.0,4028.0,164.8,3961.0,40914.0,9595.0,19.0,499.0,255.0,592.0,,1707.0,1615.0,549.0,,469.0,169.0,4253.0,3481.0,,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,45
2016,34252.0,42.0,1891599632.0,44786.0,55226.0,67.0,6945.0,48.0,165927906.0,12272.0,23892.0,8.7,31998.0,50.0,414508158.0,500.0,12954.0,21.5,1774.0,59.0,47071675.0,18824.0,26534.0,2.1,42328.0,47.0,2446353398.0,43979.0,57795.0,5.65,1.97,0.35,0.13,0.493,8.5,22.1,33.5,28.0,25.6,22.8,23.6,3947.0,175.9,2951.0,44567.0,9965.0,21.0,480.0,237.0,620.0,,1660.0,1640.0,571.0,,505.0,148.0,4231.0,3258.0,,28.6,25.1,22.8,4.6,2.9,7.2,0.4,848.0,20303,Surf Coast - Bellarine Peninsula,46
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9730.0,15.0,423.0,203.0,610.0,1673.0,1604.0,1540.0,584.0,135.0,443.0,144.0,4140.0,3113.0,3295.0,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,47
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9819.0,,,,649.0,1770.0,1624.0,1546.0,545.0,109.0,399.0,139.0,3989.0,2996.0,3195.0,,,,,,,,,20303,Surf Coast - Bellarine Peninsula,48
2011,42966.0,34.0,2138263687.0,42887.0,49766.0,83.0,6350.0,39.0,112173663.0,7317.0,17665.0,6.2,31964.0,37.0,157509721.0,385.0,4928.0,9.2,917.0,58.0,16876359.0,13239.0,18404.0,0.8,45488.0,36.0,2360667469.0,43362.0,51896.0,4.71,1.81,0.38,0.19,0.436,6.0,18.0,28.9,22.6,24.5,25.9,27.1,2325.0,61.1,2173.0,26271.0,,,,,,,,,,,,,,,,,,,,,,,874.0,20601,Brunswick - Coburg,49
2012,44433.0,34.0,2305863627.0,44721.0,51895.0,83.0,6598.0,39.0,125493917.0,7954.0,19020.0,6.5,33536.0,38.0,182191094.0,395.0,5433.0,9.2,978.0,58.0,22015243.0,14823.0,22510.0,1.0,46764.0,36.0,2552778714.0,45611.0,54589.0,4.56,1.8,0.39,0.2,0.43200000000000005,5.9,18.0,28.9,22.7,24.5,26.5,26.3,1988.0,44.4,1570.0,22324.0,,,195.0,96.0,,,,,,,,,,,,,,,,,,,,20601,Brunswick - Coburg,50
2013,46480.0,34.0,2485448156.0,46010.0,53473.0,83.0,6965.0,39.0,134939997.0,7993.0,19374.0,6.6,34731.0,38.0,188976017.0,342.0,5441.0,9.1,975.0,58.0,21512439.0,12981.0,22064.0,0.9,48169.0,36.0,2721856096.0,47160.0,56506.0,4.44,1.79,0.4,0.21,0.431,6.0,18.0,28.9,23.1,24.4,26.3,26.2,2252.0,44.6,1339.0,19811.0,,,173.0,92.0,,,,,,,,,3371.0,2983.0,,,,,,,,,,20601,Brunswick - Coburg,51
2014,48068.0,34.0,2631852273.0,46777.0,54753.0,83.0,7213.0,39.0,139366695.0,7752.0,19322.0,6.8,35814.0,38.0,188273917.0,306.0,5257.0,9.2,980.0,58.0,21006253.0,13787.0,21435.0,0.9,49388.0,36.0,2833390278.0,47638.0,57370.0,4.54,1.82,0.4,0.2,0.433,5.8,17.9,28.8,23.5,24.8,25.6,26.1,2751.0,75.8,2294.0,27549.0,,,144.0,90.0,,,,,,,,,3231.0,2861.0,,,,,,,,,,20601,Brunswick - Coburg,52
2015,51253.0,34.0,2934272952.0,48876.0,57251.0,82.0,7606.0,39.0,154922044.0,8628.0,20368.0,6.8,38134.0,37.0,212082229.0,271.0,5561.0,9.5,1044.0,58.0,25278835.0,14686.0,24213.0,0.9,51531.0,36.0,3085268445.0,49482.0,59872.0,4.46,1.8,0.4,0.2,0.435,6.1,18.3,29.2,22.6,24.9,25.8,26.7,3092.0,79.9,2584.0,25827.0,8027.0,,137.0,77.0,822.0,,2670.0,2808.0,345.0,,2008.0,237.0,3064.0,2729.0,,,,,,,,,,20601,Brunswick - Coburg,53
2016,52456.0,34.0,3134546346.0,51085.0,59756.0,82.0,8076.0,38.0,168102151.0,9212.0,20815.0,7.1,39668.0,37.0,215108259.0,236.0,5423.0,9.4,987.0,59.0,24417834.0,16166.0,24739.0,0.9,53195.0,36.0,3284425894.0,51331.0,61743.0,4.61,1.8,0.39,0.19,0.43700000000000006,5.9,18.2,29.2,22.6,24.2,25.9,27.4,3144.0,94.4,2081.0,30035.0,7923.0,,121.0,60.0,829.0,,2504.0,2589.0,313.0,,1909.0,208.0,2924.0,2402.0,,26.3,21.6,26.8,6.6,3.3,7.5,0.4,1067.0,20601,Brunswick - Coburg,54
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7613.0,,109.0,56.0,797.0,2396.0,2368.0,2447.0,313.0,163.0,1743.0,207.0,2721.0,2164.0,4877.0,,,,,,,,,20601,Brunswick - Coburg,55
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7296.0,,,,810.0,2382.0,2319.0,2343.0,280.0,126.0,1617.0,160.0,2498.0,1971.0,4364.0,,,,,,,,,20601,Brunswick - Coburg,56
2011,40481.0,36.0,1776429923.0,38843.0,43883.0,81.0,5898.0,40.0,105927971.0,10270.0,17960.0,7.3,28718.0,40.0,143810920.0,404.0,5008.0,10.7,901.0,58.0,16146279.0,10177.0,17920.0,1.0,44063.0,38.0,1991502650.0,38652.0,45197.0,4.72,1.78,0.38,0.17,0.431,5.7,17.4,28.1,25.6,27.1,26.8,20.5,1761.0,44.2,2749.0,25078.0,,,,,,,,,,,,,,,,,,,,,,,662.0,20902,Darebin - North,57
2012,41395.0,36.0,1889760589.0,40277.0,45652.0,81.0,6041.0,41.0,105768029.0,10442.0,17508.0,7.3,30141.0,40.0,154944529.0,391.0,5141.0,10.7,931.0,58.0,18260261.0,13498.0,19614.0,1.0,44607.0,38.0,2105314191.0,40411.0,47197.0,4.61,1.77,0.38,0.18,0.428,5.7,17.4,28.1,26.0,27.2,27.1,19.7,1430.0,40.9,2069.0,28577.0,,,454.0,353.0,,,,,,,,,,,,,,,,,,,,20902,Darebin - North,58
2013,42704.0,36.0,2011826988.0,41611.0,47111.0,81.0,6173.0,41.0,105576367.0,10519.0,17103.0,7.3,31054.0,40.0,165489615.0,337.0,5329.0,10.7,980.0,58.0,20579995.0,11922.0,21000.0,1.0,45216.0,39.0,2223738369.0,42031.0,49180.0,4.4,1.77,0.4,0.19,0.424,5.7,17.3,28.0,26.0,27.4,27.1,19.5,1624.0,38.3,1580.0,23563.0,,,395.0,333.0,,,,,,,,,5946.0,5150.0,,,,,,,,,,20902,Darebin - North,59
2014,43929.0,36.0,2117745567.0,42295.0,48208.0,80.0,6382.0,40.0,113101387.0,11283.0,17722.0,7.6,31843.0,41.0,170415701.0,305.0,5352.0,10.6,1000.0,58.0,20724383.0,12612.0,20724.0,1.0,46175.0,39.0,2313944055.0,42572.0,50112.0,4.49,1.78,0.4,0.19,0.429,5.8,17.5,28.2,26.6,27.1,26.7,19.6,2059.0,61.2,2428.0,29736.0,,16.0,351.0,301.0,,,,,,,,,5841.0,5195.0,,,,,,,,,,20902,Darebin - North,60
2015,46318.0,36.0,2305779197.0,43702.0,49781.0,80.0,6683.0,40.0,122761834.0,11375.0,18369.0,7.7,33690.0,40.0,187214923.0,259.0,5557.0,10.9,1063.0,58.0,24122811.0,13798.0,22693.0,1.1,47806.0,38.0,2471451092.0,43873.0,51698.0,4.47,1.78,0.4,0.19,0.43,5.9,17.6,28.4,26.4,26.9,26.8,19.8,2217.0,69.7,3132.0,31426.0,11603.0,13.0,317.0,258.0,1333.0,,4200.0,3685.0,745.0,,1792.0,310.0,5611.0,4961.0,,,,,,,,,,20902,Darebin - North,61
2016,47576.0,36.0,2472147796.0,45847.0,51962.0,80.0,7180.0,40.0,132477900.0,10891.0,18451.0,7.9,35274.0,40.0,180644960.0,213.0,5121.0,10.7,987.0,58.0,22152809.0,14124.0,22445.0,1.1,49472.0,38.0,2631470380.0,45447.0,53191.0,4.58,1.78,0.39,0.19,0.43,5.6,17.4,28.2,26.0,26.5,26.9,20.6,2216.0,68.0,2269.0,30671.0,11474.0,12.0,279.0,221.0,1315.0,,3967.0,3408.0,734.0,,1770.0,287.0,5434.0,4584.0,,31.6,22.1,20.5,3.7,1.4,10.2,0.6,790.0,20902,Darebin - North,62
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11065.0,10.0,244.0,186.0,1259.0,3285.0,3777.0,3355.0,695.0,357.0,1619.0,305.0,5245.0,4197.0,6072.0,,,,,,,,,20902,Darebin - North,63
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10639.0,,,,1270.0,3242.0,3790.0,3252.0,673.0,310.0,1599.0,252.0,4990.0,3993.0,5949.0,,,,,,,,,20902,Darebin - North,64
2011,29394.0,36.0,1332922335.0,40740.0,45347.0,80.0,4083.0,40.0,71272142.0,11706.0,17456.0,7.4,20684.0,41.0,98122125.0,400.0,4744.0,11.1,892.0,59.0,17818754.0,12916.0,19976.0,1.5,32871.0,38.0,1488199370.0,39175.0,45274.0,4.7,1.78,0.38,0.17,0.425,5.3,16.7,27.4,25.2,26.9,26.9,21.0,1471.0,37.2,2447.0,25317.0,,,,,,,,,,,,,,,,,,,,,,,651.0,21003,Moreland - North,65
2012,30247.0,36.0,1428284215.0,42423.0,47221.0,79.0,4330.0,40.0,75084001.0,11438.0,17340.0,7.5,21846.0,41.0,107699038.0,381.0,4930.0,11.3,847.0,59.0,17949982.0,15915.0,21192.0,1.4,33469.0,39.0,1584908214.0,41001.0,47355.0,4.58,1.77,0.39,0.18,0.423,5.4,16.8,27.4,25.4,27.0,27.2,20.3,1171.0,25.7,1761.0,21987.0,,20.0,366.0,347.0,,,,,,,,,,,,,,,,,,,,21003,Moreland - North,66
2013,31580.0,36.0,1553837979.0,44041.0,49203.0,80.0,4574.0,40.0,75166751.0,11007.0,16433.0,7.8,22790.0,41.0,115345445.0,318.0,5061.0,10.9,859.0,59.0,17307377.0,13556.0,20148.0,1.2,34388.0,39.0,1705989926.0,42837.0,49610.0,4.35,1.76,0.41,0.19,0.419,5.4,16.7,27.4,25.4,26.9,27.2,20.5,1237.0,25.0,1160.0,20228.0,,13.0,313.0,315.0,,,,,,,,,5169.0,4622.0,,,,,,,,,,21003,Moreland - North,67
2014,33106.0,36.0,1660187761.0,45024.0,50148.0,80.0,4868.0,39.0,82626093.0,11859.0,16973.0,8.1,23781.0,41.0,118317584.0,275.0,4975.0,10.6,874.0,59.0,17668528.0,13051.0,20216.0,1.2,35746.0,38.0,1804491378.0,43593.0,50481.0,4.39,1.77,0.4,0.19,0.42100000000000004,5.4,16.6,27.3,25.7,26.7,27.2,20.4,1513.0,46.2,2453.0,30530.0,,10.0,275.0,297.0,,,,,,,,,5280.0,4674.0,,,,,,,,,,21003,Moreland - North,68
2015,35032.0,36.0,1812800213.0,46162.0,51747.0,79.0,5318.0,38.0,93704140.0,12183.0,17620.0,8.7,25300.0,40.0,122714708.0,230.0,4850.0,10.7,921.0,59.0,20657999.0,14731.0,22430.0,1.3,37390.0,38.0,1938733313.0,44788.0,51852.0,4.38,1.77,0.4,0.19,0.42100000000000004,5.3,16.7,27.4,25.6,26.6,27.2,20.6,1713.0,45.4,2785.0,26483.0,9843.0,10.0,234.0,275.0,1313.0,,2850.0,2503.0,587.0,,991.0,285.0,5233.0,4665.0,,,,,,,,,,21003,Moreland - North,69
2016,36084.0,36.0,1957356918.0,48321.0,54244.0,79.0,5611.0,38.0,101900280.0,12638.0,18161.0,8.7,26300.0,40.0,122443898.0,186.0,4656.0,10.5,902.0,59.0,22323464.0,14751.0,24749.0,1.2,38686.0,38.0,2084026175.0,46270.0,53870.0,4.41,1.78,0.4,0.19,0.423,5.4,16.7,27.5,24.8,26.6,27.0,21.5,1760.0,49.1,2485.0,27922.0,9667.0,5.0,198.0,239.0,1291.0,,2681.0,2334.0,564.0,,955.0,231.0,5266.0,4450.0,,30.5,22.6,21.5,4.0,1.4,10.3,0.5,799.0,21003,Moreland - North,70
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9230.0,5.0,168.0,182.0,1245.0,2919.0,2539.0,2393.0,546.0,479.0,903.0,246.0,5203.0,4197.0,4154.0,,,,,,,,,21003,Moreland - North,71
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8855.0,,,,1261.0,2921.0,2483.0,2291.0,486.0,432.0,801.0,227.0,4972.0,3971.0,3988.0,,,,,,,,,21003,Moreland - North,72
2011,72472.0,40.0,3287120090.0,39513.0,45357.0,77.0,13369.0,47.0,248647352.0,11442.0,18599.0,8.8,56013.0,46.0,398105539.0,358.0,7107.0,12.3,2362.0,58.0,46714319.0,12873.0,19777.0,1.2,83248.0,43.0,3914880477.0,39329.0,47027.0,4.63,1.79,0.39,0.17,0.441,6.8,18.8,29.4,24.3,27.5,26.7,21.5,4480.0,136.9,2785.0,30551.0,,,,,,,,,,,,,,,,,,,,,,,758.0,21105,Yarra Ranges,73
2012,73354.0,41.0,3462141496.0,41204.0,47198.0,77.0,13359.0,47.0,254674093.0,11718.0,19064.0,8.6,57360.0,47.0,413742571.0,356.0,7213.0,12.5,2357.0,58.0,52394204.0,14832.0,22229.0,1.3,83676.0,44.0,4099589910.0,41235.0,48994.0,4.5,1.78,0.4,0.18,0.436,6.5,18.5,29.2,24.7,27.5,27.1,20.7,3632.0,108.5,2094.0,29866.0,,11.0,811.0,333.0,,,,,,,,,,,,,,,,,,,,21105,Yarra Ranges,74
2013,74413.0,41.0,3623040709.0,42223.0,48688.0,77.0,13330.0,47.0,250011688.0,11179.0,18756.0,8.6,57349.0,47.0,434295178.0,300.0,7573.0,12.7,2415.0,58.0,52541290.0,12997.0,21756.0,1.3,83563.0,44.0,4245840046.0,42429.0,50810.0,4.34,1.78,0.41,0.19,0.436,6.7,18.7,29.3,25.2,27.5,26.9,20.4,4196.0,107.4,1440.0,25593.0,,9.0,786.0,304.0,,,,,,,,,11625.0,9641.0,,,,,,,,,,21105,Yarra Ranges,75
2014,75987.0,41.0,3786017749.0,43368.0,49825.0,77.0,13348.0,47.0,256681897.0,12239.0,19230.0,8.6,58394.0,47.0,453225264.0,271.0,7762.0,12.7,2460.0,58.0,53396308.0,13060.0,21706.0,1.3,84489.0,44.0,4395539016.0,43553.0,52025.0,4.33,1.78,0.41,0.19,0.436,6.8,18.6,29.2,25.1,27.5,26.9,20.4,4522.0,120.9,2421.0,26741.0,,11.0,733.0,286.0,,,,,,,,,11214.0,9350.0,,,,,,,,,,21105,Yarra Ranges,76
2015,79322.0,41.0,4092447711.0,44887.0,51593.0,76.0,13738.0,47.0,282258130.0,12922.0,20546.0,8.8,61073.0,47.0,460231727.0,237.0,7536.0,12.8,2492.0,58.0,56618461.0,13782.0,22720.0,1.3,86789.0,44.0,4645025100.0,44966.0,53521.0,4.35,1.76,0.41,0.19,0.435,6.6,18.5,29.2,25.0,27.1,27.3,20.7,5002.0,186.8,2736.0,37343.0,15648.0,10.0,637.0,267.0,1056.0,,4841.0,3816.0,1397.0,,1270.0,462.0,10809.0,9124.0,,,,,,,,,,21105,Yarra Ranges,77
2016,79152.0,41.0,4239304910.0,46829.0,53559.0,76.0,13727.0,47.0,291066103.0,13414.0,21204.0,8.8,62066.0,46.0,480096774.0,206.0,7735.0,12.9,2462.0,58.0,56925651.0,13499.0,23122.0,1.3,87375.0,44.0,4819890813.0,46407.0,55163.0,4.4,1.77,0.4,0.18,0.43700000000000006,6.6,18.4,29.2,24.4,27.0,27.3,21.4,5021.0,187.2,2707.0,37277.0,16134.0,9.0,589.0,257.0,1070.0,,4659.0,3588.0,1347.0,,1172.0,384.0,10363.0,8181.0,,28.4,25.8,23.6,4.1,1.8,8.1,0.5,877.0,21105,Yarra Ranges,78
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15791.0,8.0,537.0,219.0,1031.0,3451.0,4454.0,3459.0,1297.0,361.0,1071.0,417.0,9697.0,7266.0,5694.0,,,,,,,,,21105,Yarra Ranges,79
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15558.0,,,,1058.0,3561.0,4378.0,3391.0,1207.0,299.0,917.0,361.0,9007.0,6791.0,5471.0,,,,,,,,,21105,Yarra Ranges,80
2011,37549.0,34.0,1814700530.0,41845.0,48329.0,85.0,4956.0,39.0,86625373.0,9026.0,17479.0,6.5,24147.0,38.0,84961381.0,250.0,3519.0,7.0,635.0,57.0,11268307.0,10820.0,17745.0,0.7,38673.0,36.0,1939891742.0,42387.0,50161.0,4.64,1.79,0.39,0.19,0.429,5.8,17.6,28.4,23.0,25.0,26.8,25.2,1605.0,45.0,2989.0,28056.0,,,,,,,,,,,,,,,,,,,,,,,794.0,21303,Maribyrnong,81
2012,39092.0,35.0,1981243672.0,44163.0,50682.0,85.0,5227.0,39.0,100362373.0,9190.0,19201.0,6.5,25812.0,38.0,96756119.0,255.0,3748.0,7.2,632.0,58.0,12298312.0,12441.0,19459.0,0.7,40047.0,36.0,2115423950.0,44891.0,52824.0,4.54,1.76,0.39,0.2,0.425,5.7,17.5,28.2,23.2,24.7,27.2,24.9,1368.0,32.7,2340.0,23880.0,,4.0,537.0,133.0,,,,,,,,,,,,,,,,,,,,21303,Maribyrnong,82
2013,40805.0,35.0,2142193504.0,45549.0,52498.0,85.0,5400.0,39.0,102440937.0,9527.0,18971.0,6.7,26969.0,38.0,108080411.0,224.0,4008.0,7.2,653.0,57.0,14350915.0,11410.0,21977.0,0.7,41264.0,36.0,2272259429.0,46544.0,55066.0,4.29,1.77,0.41,0.21,0.423,5.7,17.5,28.3,23.0,25.0,27.3,24.6,1574.0,44.1,2030.0,28001.0,,5.0,526.0,131.0,,,,,,,,,4483.0,4068.0,,,,,,,,,,21303,Maribyrnong,83
2014,42665.0,35.0,2285089056.0,46329.0,53559.0,85.0,5794.0,39.0,112074650.0,9420.0,19343.0,6.8,28175.0,38.0,116532628.0,200.0,4136.0,7.2,717.0,57.0,14156647.0,11285.0,19744.0,0.7,42855.0,36.0,2404047600.0,47362.0,56097.0,4.38,1.78,0.41,0.2,0.425,5.6,17.4,28.3,23.5,24.7,27.3,24.5,1912.0,55.3,2671.0,28909.0,,4.0,545.0,115.0,,,,,,,,,4420.0,4011.0,,,,,,,,,,21303,Maribyrnong,84
2015,45802.0,35.0,2542049169.0,47906.0,55501.0,85.0,6184.0,39.0,122390925.0,9574.0,19792.0,6.9,30759.0,37.0,127497838.0,167.0,4145.0,7.6,768.0,57.0,17255634.0,12382.0,22468.0,0.8,45175.0,36.0,2606489031.0,48594.0,57698.0,4.42,1.78,0.4,0.2,0.429,5.8,17.7,28.7,23.4,24.8,27.1,24.6,2166.0,56.2,3059.0,25925.0,6041.0,,538.0,96.0,851.0,,2662.0,3781.0,591.0,,1665.0,333.0,4293.0,3959.0,,,,,,,,,,21303,Maribyrnong,85
2016,47644.0,35.0,2739987653.0,49170.0,57510.0,84.0,6803.0,38.0,131762642.0,9094.0,19368.0,7.1,32609.0,37.0,137426513.0,147.0,4214.0,7.7,778.0,57.0,16573045.0,12881.0,21302.0,0.7,47414.0,36.0,2809189015.0,49523.0,59248.0,4.55,1.81,0.4,0.2,0.433,5.8,17.8,28.8,23.3,25.0,26.2,25.5,2176.0,70.4,2408.0,32365.0,6016.0,,534.0,79.0,841.0,,2511.0,3517.0,566.0,,1693.0,271.0,4086.0,3535.0,,26.4,21.4,24.0,5.9,2.9,9.7,0.6,975.0,21303,Maribyrnong,86
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5925.0,,523.0,62.0,817.0,1885.0,2440.0,3243.0,523.0,311.0,1425.0,255.0,3953.0,3201.0,4781.0,,,,,,,,,21303,Maribyrnong,87
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5746.0,,,,808.0,1915.0,2422.0,3149.0,485.0,239.0,1298.0,218.0,3658.0,2969.0,4376.0,,,,,,,,,21303,Maribyrnong,88
2011,24609.0,33.0,1459720417.0,40913.0,59317.0,75.0,3131.0,47.0,160272512.0,7655.0,51189.0,4.7,21778.0,41.0,315668632.0,709.0,14495.0,17.9,891.0,59.0,26613619.0,20607.0,29869.0,1.4,27667.0,38.0,1938602081.0,44271.0,70069.0,7.15,2.11,0.29,0.13,0.5710000000000001,14.0,30.8,42.8,26.8,20.4,19.7,33.1,3044.0,117.4,3117.0,38571.0,,,,,,,,,,,,,,,,,,,,,,,1024.0,30403,Sherwood - Indooroopilly,89
2012,25366.0,33.0,1610694273.0,43846.0,63498.0,76.0,3233.0,47.0,178213542.0,8196.0,55123.0,4.8,22318.0,41.0,358490431.0,699.0,16063.0,17.5,910.0,59.0,27554497.0,22081.0,30280.0,1.4,28227.0,38.0,2151146652.0,47694.0,76209.0,6.86,2.1,0.31,0.14,0.574,14.4,31.5,43.3,26.1,20.1,20.2,33.6,2672.0,107.8,2621.0,40342.0,,7.0,203.0,159.0,,,,,,,,,,,,,,,,,,,,30403,Sherwood - Indooroopilly,90
