gml_id,sa3_name16,sa3_code16,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_580f,Tablelands (East) - Kuranda,"30605","179","706","17","896","4851","641","51","6441","47","538","5","593","4522","749","44","5910","11","91","0","103","2277","488","14","2877","3","9","0","12","768","164","3","948","5396","2277","343","8019","21868","3947","789","34616"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5810,Darling Downs (West) - Maranoa,"30701","179","702","9","888","4366","915","31","6202","41","400","0","446","3453","747","22","4670","3","76","0","83","1817","426","4","2336","5","7","0","6","596","154","3","764","7500","2255","249","10003","22186","6169","259","38620"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5811,Darling Downs - East,"30702","148","732","9","890","4063","479","14","5440","24","425","5","449","3480","501","6","4437","10","85","0","93","1867","393","5","2358","0","7","0","7","701","228","0","934","6525","2267","280","9081","20480","3232","142","32933"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5812,Granite Belt,"30703","178","709","7","890","4506","469","9","5873","37","523","0","559","4244","548","17","5374","8","80","0","88","2242","372","6","2718","3","12","0","18","823","146","0","982","5699","2233","247","8182","21220","2837","200","32440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5813,Central Highlands (Qld),"30801","102","444","8","553","2708","692","18","3969","13","177","0","195","1807","308","21","2326","7","29","0","36","563","155","9","760","0","3","0","4","110","32","3","142","5910","1545","226","7683","13664","4668","476","26488"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5814,Rockhampton,"30803","455","2316","32","2806","10582","1242","109","14737","64","1241","15","1316","8595","1229","82","11225","17","233","0","252","4864","966","29","6108","0","14","0","18","1748","578","4","2352","18097","7143","897","26131","57126","9117","658","93028"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5815,Biloela,"30804","57","264","0","320","1442","225","3","1989","11","132","0","147","1019","191","11","1367","5","21","0","30","609","116","0","748","3","0","0","3","172","34","3","207","2611","786","101","3498","7339","1498","76","12418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5816,Gladstone,"30805","219","1017","15","1246","5777","659","61","7746","40","468","3","510","3884","494","49","4937","9","73","0","78","1557","271","19","1928","9","0","0","8","454","76","3","546","11358","3270","524","15153","29506","4439","500","49590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5817,Broadbeach - Burleigh,"30901","289","1077","12","1381","5846","890","408","8530","81","1126","8","1219","5606","1009","596","8433","19","194","3","216","3601","801","243","4856","5","16","0","18","1494","312","45","1870","9484","3760","314","13561","37169","6270","2751","59753"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5818,Coolangatta,"30902","268","1103","14","1388","5677","709","166","7934","64","966","6","1035","5072","740","246","7093","12","152","3","167","3332","611","126","4240","4","14","0","16","1516","321","39","1891","8395","3340","302","12036","30984","4449","1054","48526"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5819,Gold Coast - North,"30903","287","1066","12","1359","6525","664","174","8725","56","1058","3","1123","6649","833","138","8737","20","172","0","188","3954","734","58","4939","4","6","0","9","1537","427","10","1986","8803","3678","326","12808","38041","5369","922","57141"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581a,Gold Coast Hinterland,"30904","103","426","0","536","2142","308","41","3034","24","363","0","395","1775","227","26","2415","6","59","0","70","754","133","5","961","0","0","0","0","211","35","3","252","2903","1258","150","4312","9809","1857","185","16157"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581b,Robina,"30908","228","750","5","987","4055","344","96","5489","53","667","7","730","3391","333","83","4531","5","127","3","137","1961","456","22","2583","3","3","0","7","677","665","3","1352","8109","2603","260","10963","26015","3497","669","41145"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581c,Southport,"30909","288","784","10","1083","4996","578","132","6780","67","683","0","754","4407","561","139","5860","17","117","0","131","2558","479","35","3209","3","5","0","4","1277","383","7","1671","8297","2791","287","11372","34572","5041","1277","52263"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581d,Surfers Paradise,"30910","221","642","4","867","4255","1093","711","6922","56","687","8","747","4279","1119","570","6712","12","133","0","145","2250","694","228","3322","3","8","0","9","717","277","45","1047","5697","2261","170","8131","27781","8174","6123","50208"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581e,Forest Lake - Oxley,"31001","353","860","20","1227","4910","643","178","6956","69","663","6","741","3149","489","96","4474","7","146","3","163","1905","391","34","2494","3","7","0","16","720","298","3","1035","11600","3458","400","15455","33266","7799","626","57150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_581f,Ipswich Hinterland,"31002","250","1294","9","1558","6319","817","19","8716","53","768","3","823","5404","798","23","7053","14","104","0","119","2558","448","8","3128","8","11","0","19","803","161","3","983","9265","3827","460","13558","30932","5398","243","50124"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5820,Ipswich Inner,"31003","381","1927","26","2341","8120","753","46","11258","83","1195","6","1282","5810","674","30","7797","11","194","0","203","3665","560","16","4451","0","9","0","10","1434","253","3","1695","17667","6554","840","25056","49188","6149","301","80696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5821,Springfield - Redbank,"31004","289","1249","19","1566","4639","498","139","6843","57","624","5","683","2671","369","108","3834","9","78","0","85","1132","183","23","1416","3","3","0","5","327","60","0","398","16765","4711","748","22229","34073","4415","558","61270"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5822,Beaudesert,"31101","48","252","3","305","1284","203","5","1795","17","164","3","189","1276","173","12","1641","3","40","0","40","642","116","0","797","0","3","0","0","285","31","0","325","2035","811","100","2946","6967","1193","59","11167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5823,Beenleigh,"31102","135","716","10","863","3165","301","34","4363","36","485","0","517","2877","297","27","3722","3","71","0","76","1514","237","11","1831","0","3","0","3","475","82","0","559","6626","2537","339","9508","19668","2477","167","31822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5824,Browns Plains,"31103","333","1366","25","1730","6033","554","90","8404","57","665","6","731","3869","467","62","5120","5","84","0","91","1773","262","21","2146","3","8","0","12","670","87","6","773","13942","4672","611","19229","36079","4628","422","60356"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5825,Jimboomba,"31104","160","804","7","968","3496","306","24","4797","22","507","0","534","2280","217","22","3049","7","80","0","84","762","85","11","949","3","3","0","6","185","28","0","216","8918","2815","341","12084","19710","2267","193","34249"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5826,Loganlea - Carbrook,"31105","247","1196","13","1456","4819","447","67","6797","43","759","8","811","3638","453","44","4945","5","94","0","101","1842","285","24","2257","4","3","0","6","818","121","4","951","10173","3817","456","14451","28707","3519","340","47019"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5827,Springwood - Kingston,"31106","341","1287","26","1647","5911","562","120","8244","64","1070","5","1133","4722","503","53","6418","9","134","3","143","1921","311","18","2402","0","14","0","14","716","116","6","845","12597","4685","531","17810","37120","4458","530","59908"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5828,Bowen Basin - North,"31201","148","462","3","616","3675","1162","39","5491","23","164","0","187","2679","440","36","3344","7","32","0","35","980","196","17","1228","3","3","0","7","274","80","9","362","7396","1680","289","9362","18387","8273","577","36609"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5829,Mackay,"31202","388","2187","20","2598","10319","1117","89","14123","66","1068","7","1141","7374","1024","58","9592","16","200","4","218","3846","681","30","4772","4","18","0","18","1444","213","9","1689","18867","6397","868","26128","54940","7438","528","89033"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582a,Whitsunday,"31203","87","402","3","490","2602","568","260","3912","24","251","0","279","2057","449","98","2885","5","31","0","37","680","147","37","898","0","0","0","0","168","62","5","231","3531","1179","144","4853","12908","3808","2643","24211"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582b,Bribie - Beachmere,"31301","126","703","8","837","4149","355","27","5374","35","602","5","638","5520","562","36","6758","9","84","0","94","2953","458","26","3532","0","7","0","6","807","302","3","1123","3650","2010","175","5830","20137","2449","210","28623"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582c,Caboolture,"31302","213","1122","10","1342","5186","631","44","7196","48","663","8","720","4277","605","35","5637","3","78","0","88","1948","507","13","2550","5","13","0","12","670","512","0","1195","11349","3915","621","15886","31326","4760","763","52728"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582d,Caboolture Hinterland,"31303","58","240","0","302","1311","209","6","1832","10","188","0","194","1204","178","6","1584","0","15","0","22","490","107","3","616","0","0","0","0","189","36","0","229","1800","732","68","2599","6251","2058","59","10967"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582e,Narangba - Burpengary,"31304","271","1265","17","1553","4997","386","34","6960","43","745","8","793","3951","379","33","5159","7","98","0","106","1923","364","17","2408","0","11","0","11","564","260","0","830","11149","4077","591","15822","28955","3255","236","48267"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_582f,Redcliffe,"31305","226","1265","10","1506","6111","530","81","8231","52","1072","11","1134","5559","712","88","7488","9","171","0","182","3380","635","33","4236","0","16","0","13","1430","503","9","1954","8295","4019","434","12744","32594","4311","682","50331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5830,The Hills District,"31401","437","1777","15","2227","7175","323","69","9791","73","1749","11","1835","4756","322","59","6967","13","262","0","268","1922","231","12","2429","6","11","0","13","648","110","8","780","17165","5790","731","23690","39361","2529","407","65984"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5831,North Lakes,"31402","237","1128","19","1374","4077","262","99","5811","49","738","7","794","3186","283","74","4342","11","101","0","107","1565","218","33","1932","0","3","0","3","726","165","4","905","14879","3966","731","19580","30087","3069","453","53185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5832,Strathpine,"31403","145","795","3","946","3030","200","26","4204","25","607","7","639","2291","196","30","3166","3","67","0","76","981","172","3","1235","0","3","0","3","316","158","0","478","6461","2529","316","9304","17901","1794","146","29146"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5833,Far North,"31501","196","456","15","664","3314","687","47","4719","30","248","9","282","2205","504","43","3033","9","47","0","56","636","140","14","844","4","7","0","8","130","34","0","182","5094","2206","333","7635","15669","4783","586","28672"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5834,Outback - North,"31502","110","388","16","514","3028","640","44","4219","23","212","0","235","2484","574","27","3326","3","43","0","44","710","215","3","969","0","0","0","0","140","40","0","184","5141","1673","306","7123","16194","4198","242","27762"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5835,Toowoomba,"31701","566","2693","27","3286","12604","1212","99","17200","112","1797","16","1924","10325","1227","66","13538","23","315","3","340","6258","1216","25","7848","14","19","0","35","2533","883","6","3456","23703","8790","1073","33564","74805","9801","945","119124"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5836,Maryborough,"31905","160","781","12","943","5788","724","40","7500","44","469","0","511","5935","906","22","7374","10","57","0","63","2627","540","13","3242","4","6","0","11","822","199","3","1033","5714","2250","257","8228","25366","4569","330","38493"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5837,Mitcham,"40303","392","1191","12","1593","5855","340","107","7893","69","1774","9","1851","4079","377","53","6359","9","375","0","383","2969","432","9","3798","3","26","5","32","1938","376","3","2352","10575","4586","490","15655","33441","2712","543","52342"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5838,Onkaparinga,"40304","662","4064","44","4773","15131","1034","81","21020","140","3455","22","3616","11906","1078","75","16667","28","460","3","486","6398","915","17","7822","14","26","0","45","2782","576","3","3399","27645","12479","1426","41545","83791","7806","595","133735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5839,Charles Sturt,"40401","488","1993","29","2510","10048","662","153","13373","95","2015","8","2118","7185","670","76","10047","38","502","0","544","5486","641","15","6690","9","24","0","34","3067","417","5","3520","15672","6675","527","22877","62038","5343","640","90891"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583a,Port Adelaide - West,"40402","320","1061","18","1394","5959","448","75","7873","65","798","7","870","3773","447","47","5138","14","143","0","152","2351","334","8","2848","4","17","0","23","1312","249","3","1591","8261","3317","296","11879","33069","3154","425","48524"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583b,Campbelltown (SA),"40104","239","878","14","1131","4176","173","142","5620","51","1082","9","1137","3458","208","71","4869","23","341","0","364","3102","311","18","3799","9","13","0","19","1488","138","7","1659","8011","3223","230","11456","28373","1759","487","42074"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583c,Prospect - Walkerville,"40106","188","450","4","643","2772","162","57","3631","33","539","0","572","1578","140","32","2327","3","106","0","111","1179","105","8","1406","6","11","0","15","699","65","0","781","4456","1607","159","6221","15669","1203","279","23371"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583d,West Torrens,"40403","289","847","13","1151","4924","320","138","6525","58","1047","5","1108","3424","342","61","4941","13","261","4","279","3095","391","15","3780","4","21","0","31","1690","467","0","2186","9030","3381","298","12706","35629","3132","584","52057"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583e,Barossa,"40501","150","935","8","1088","3735","359","10","5187","20","602","4","625","2826","301","5","3758","5","87","0","97","1535","217","0","1841","10","6","0","12","681","118","0","810","5667","2487","277","8420","17923","2003","154","28498"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_583f,Lower North,"40502","97","506","6","619","2748","261","7","3630","20","352","0","373","2317","269","14","2971","3","54","0","61","1161","193","4","1422","4","4","0","10","549","109","0","664","3184","1485","147","4822","11857","1515","62","18257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5840,Mid North,"40503","112","606","5","724","3125","296","8","4158","30","344","0","376","2703","360","9","3445","7","61","0","66","1573","261","0","1905","7","0","0","6","678","127","0","812","3677","1678","151","5500","15173","1950","81","22710"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5841,Yorke Peninsula,"40504","102","523","9","635","3224","282","5","4146","22","340","0","360","3412","350","4","4132","12","48","0","58","1826","308","6","2195","10","5","0","10","706","185","0","900","2967","1420","121","4504","14587","1754","49","20900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5842,Adelaide City,"40101","87","288","3","375","1955","530","259","3120","20","366","0","396","1484","420","137","2431","4","73","0","80","729","204","29","1040","6","6","0","12","414","138","0","563","2212","1219","84","3512","18188","4388","2228","28321"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5843,Adelaide Hills,"40102","440","1615","22","2075","7256","491","27","9841","68","1706","5","1774","5018","397","23","7212","9","228","0","242","2413","322","3","2977","15","13","0","26","1108","138","3","1270","12421","5218","661","18303","35026","3075","245","56656"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5844,Norwood - Payneham - St Peters,"40105","225","478","10","710","3182","186","86","4161","36","801","0","836","2240","168","46","3293","6","194","3","204","1822","193","12","2230","0","12","0","16","1134","124","3","1277","5133","2137","156","7427","20794","1582","378","30179"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5845,Unley,"40107","280","591","8","879","3501","198","50","4629","43","923","3","969","2301","184","48","3497","13","189","0","205","1592","162","14","1965","7","13","0","23","1434","171","0","1622","5802","2364","240","8409","21096","1565","355","31427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5846,Gawler - Two Wells,"40201","134","733","11","875","3159","282","13","4327","27","478","8","509","2282","274","8","3079","8","67","0","73","1543","204","3","1825","0","0","0","3","628","116","3","753","5560","2309","242","8111","17490","1862","80","27548"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5847,Playford,"40202","309","1439","13","1758","6732","709","28","9231","56","775","3","835","4548","609","25","6014","9","107","0","112","3018","617","13","3759","0","10","0","12","1162","276","3","1450","14916","5169","667","20750","42387","5803","197","69148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5848,Port Adelaide - East,"40203","292","900","16","1203","4987","422","261","6874","61","993","7","1062","3660","424","133","5282","12","159","0","168","2565","356","18","3113","0","14","0","14","1390","192","4","1603","11344","3428","323","15096","36094","4193","807","56188"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5849,Salisbury,"40204","562","2570","29","3167","11022","742","245","15172","132","1743","17","1884","8204","723","121","10935","22","259","3","279","4784","615","15","5701","7","17","0","21","1772","251","7","2051","22511","8274","771","31556","70539","6222","937","109255"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584a,Tea Tree Gully,"40205","352","2427","29","2806","8495","374","127","11806","61","2289","3","2360","6621","432","85","9495","15","300","5","322","4123","476","15","4936","3","18","3","22","1727","283","0","2024","15183","7238","708","23128","48882","3220","478","75708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584b,Burnside,"40103","372","751","11","1129","4185","236","95","5656","70","1311","12","1389","3235","253","76","4954","24","334","0","354","2218","247","23","2842","4","19","4","26","1379","206","4","1617","7329","3114","263","10702","23403","1749","515","36366"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584c,Eyre Peninsula and South West,"40601","191","1222","11","1425","5868","836","26","8160","46","693","3","740","4645","704","11","6096","17","116","0","132","2521","504","10","3162","6","16","3","23","1029","251","0","1308","8835","3752","464","13052","28788","5105","209","47151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584d,Outback - North and East,"40602","102","474","10","586","2947","639","37","4203","16","252","4","271","2095","421","21","2809","3","46","3","48","836","204","7","1093","0","0","3","9","259","64","0","327","4302","1801","287","6388","14214","4108","266","24970"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584e,Fleurieu - Kangaroo Island,"40701","233","1216","16","1466","5906","526","50","7951","62","1155","3","1219","6679","598","21","8521","14","145","0","158","3765","573","11","4512","4","7","0","14","1496","340","4","1853","6317","3611","322","10253","27824","3389","399","41872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_584f,Limestone Coast,"40702","273","1456","8","1735","6305","589","28","8661","63","846","4","917","4946","610","26","6495","4","132","0","134","2866","569","3","3573","15","11","0","24","1249","370","0","1644","10037","4157","479","14678","31914","4444","317","51358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5850,Murray and Mallee,"40703","268","1383","10","1660","7453","746","41","9901","74","957","8","1037","6549","891","22","8500","17","144","0","166","3713","603","9","4492","16","8","0","21","1562","312","0","1898","9447","4238","449","14133","37547","5520","745","57942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5851,Augusta - Margaret River - Busselton,"50101","208","910","3","1123","4760","569","84","6540","46","744","3","794","3936","517","71","5322","18","101","0","123","2063","392","31","2606","8","3","0","5","800","250","7","1064","8762","2727","430","11923","23571","3730","879","40100"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5852,Bunbury,"50102","394","2073","29","2495","8985","960","68","12512","68","1232","9","1308","6776","921","39","9049","16","171","0","192","3614","764","16","4588","9","6","0","16","1449","314","0","1782","16934","6082","769","23785","47745","7067","468","79059"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5853,Manjimup,"50103","118","431","8","552","2825","316","31","3730","35","301","0","334","2352","334","7","3033","5","60","0","66","1057","238","6","1360","4","0","0","7","340","97","0","445","3167","1288","131","4588","11723","1942","285","18533"
