sa3_name16,sa3_code16,presch_indig_m,presch_indig_f,presch_indig_p,presch_nonind_m,presch_nonind_f,presch_nonind_p,presch_indig_st_nsm,presch_indig_st_nsf,presch_indig_st_nsp,presch_totm,presch_totf,presch_totp,infprim_indig_m,infprim_indig_f,infprim_indig_p,infprim_nonind_m,infprim_nonind_f,infprim_nonind_p,infprim_indig_st_nsm,infprim_indig_st_nsf,infprim_indig_st_nsp,infprim_totm,infprim_totf,infprim_totp,sec_indig_m,sec_indig_f,sec_indig_p,sec_nonind_m,sec_nonind_f,sec_nonind_p,sec_indig_st_nsm,sec_indig_st_nsf,sec_indig_st_nsp,sec_totm,sec_totf,sec_totp,tfei_ft_st_15_24_in_m,tfei_ft_st_15_24_id_f,tfei_ft_st_15_24_id_p,tfei_ft_st_15_24_no_id_m,tfei_ft_st_15_24_no_id_f,tfei_ft_st_15_24_no_id_p,tfei_ft_st_15_24_i_s_n_s_m,tfei_ft_st_15_24_i_s_n_s_f,tfei_ft_st_15_24_i_s_n_s_p,tfei_ft_st_15_24_totm,tfei_ft_st_15_24_totf,tfei_ft_st_15_24_totp,tfei_ft_st_25over_id_m,tfei_ft_st_25over_id_f,tfei_ft_st_25over_id_p,tfei_ft_st_25ov_non_id_m,tfei_ft_st_25ov_non_id_f,tfei_ft_st_25ov_non_id_p,tfei_ft_st_25ov_i_s_n_st_m,tfei_ft_st_25ov_i_s_n_st_f,tfei_ft_st_25ov_i_s_n_st_p,tfei_ft_st_25ov_totm,tfei_ft_st_25ov_totf,tfei_ft_st_25ov_totp,tfei_pt_st_15_24_id_m,tfei_pt_st_15_24_id_f,tfei_pt_st_15_24_id_p,tfei_pt_st_15_24_non_id_m,tfei_pt_st_15_24_no_id_f,tfei_pt_st_15_24_no_id_p,tfei_pt_st_15_24_i_s_n_s_m,tfei_pt_st_15_24_i_s_n_s_f,tfei_pt_st_15_24_i_s_n_s_p,tfei_pt_st_15_24_totm,tfei_pt_st_15_24_totf,tfei_pt_st_15_24_totp,tfei_pt_st_25ov_id_m,tfei_pt_st_25ov_id_f,tfei_pt_st_25ov_id_p,tfei_pt_st_25ov_non_id_m,tfei_pt_st_25ov_non_id_f,tfei_pt_st_25ov_non_id_p,tfei_pt_st_25ov_i_s_n_s_m,tfei_pt_st_25ov_i_s_n_s_f,tfei_pt_st_25ov_id_s_n_s_p,tfei_pt_st_25ov_totm,tfei_pt_st_25ov_totf,tfei_pt_st_25ov_totp,tfei_ft_pt_s_s_nt_st_id_m,tfei_ft_pt_s_s_nt_st_id_f,tfei_ft_pt_s_s_nt_st_id_p,tfei_ft_pt_s_s_nt_s_n_i_m,tfei_ft_pt_s_s_n_st_n_i_f,tfei_ft_pt_s_s_n_s_no_id_p,tfei_f_p_s_s_n_s_i_s_n_s_m,tfei_f_p_s_s_n_s_i_s_n_s_f,tfei_f_p_s_s_n_s_i_s_n_s_p,tfei_ft_pt_s_s_nt_st_to_m,tfei_ft_pt_s_s_nt_st_to_f,tfei_ft_pt_s_s_nt_st_to_p,tfei_tot_indig_m,tfei_tot_indig_f,tfei_tot_indig_p,tfei_tot_nonind_m,tfei_tot_nonind_f,tfei_tot_nonind_p,tfei_tot_indst_nsm,tfei_tot_indst_nsf,tfei_tot_indst_nsp,tfei_tot_totm,tfei_tot_totf,tfei_tot_totp,ut_ft_s_15_24_ind_m,ut_ft_s_15_24_ind_f,ut_ft_s_15_24_ind_p,ut_ft_s_15_24_nonind_m,ut_ft_s_15_24_nonind_f,ut_ft_s_15_24_nonind_p,ut_ft_s_15_24_in_st_nsm,ut_ft_s_15_24_in_st_nsf,ut_ft_s_15_24_in_st_nsp,ut_ft_s_15_24_totm,ut_ft_s_15_24_totf,ut_ft_s_15_24_totp,ut_ft_s_25_over_ind_m,ut_ft_s_25_over_ind_f,ut_ft_s_25_over_ind_p,ut_ft_s_25ov_nonind_m,ut_ft_s_25ov_nonind_f,ut_ft_s_25ov_nonind_p,ut_ft_s_25ov_indst_nsm,ut_ft_s_25ov_indst_nsf,ut_ft_s_25ov_indst_nsp,ut_ft_s_25ov_totm,ut_ft_s_25ov_totf,ut_ft_s_25ov_totp,ut_pt_s_15_24_ind_m,ut_pt_s_15_24_ind_f,ut_pt_s_15_24_ind_p,ut_pt_s_15_24_no_ind_m,ut_pt_s_15_24_nonind_f,ut_pt_s_15_24_nonind_p,ut_pt_s_15_24_in_st_nsm,ut_pt_s_15_24_in_st_nsf,ut_pt_s_15_24_in_st_nsp,ut_pt_s_15_24_totm,ut_pt_s_15_24_totf,ut_pt_s_15_24_totp,ut_pt_s_25over_in_m,ut_pt_s_25over_in_f,ut_pt_s_25over_in_p,ut_pt_s_25over_non_in_m,ut_pt_s_25over_non_in_f,ut_pt_s_25over_non_in_p,ut_pt_s_25ov_in_s_nsm,ut_pt_s_25ov_in_s_nsf,ut_pt_s_25ov_in_s_nsp,ut_pt_s_25over_totm,ut_pt_s_25over_totf,ut_pt_s_25over_totp,ut_ft_pt_stud_st_ns_ind_m,ut_ft_pt_stud_st_ns_ind_f,ut_ft_pt_stud_st_ns_ind_p,ut_ft_pt_stu_st_ns_nonind_m,ut_ft_pt_stu_st_ns_nonind_f,ut_ft_pt_stu_st_ns_nonind_p,ut_ft_pt_st_st_ns_in_st_nsm,ut_ft_pt_st_st_ns_in_st_nsf,ut_ft_pt_st_st_ns_in_st_nsp,ut_ft_pt_stu_st_ns_totm,ut_ft_pt_stu_st_ns_totf,ut_ft_pt_stu_st_ns_totp,ut_tot_indig_m,ut_tot_indig_f,ut_tot_indig_p,ut_tot_nonind_m,ut_tot_nonind_f,ut_tot_nonind_p,ut_tot_indigstat_nsm,ut_tot_indigstat_nsf,ut_tot_indigstat_nsp,ut_tot_totm,ut_tot_totf,ut_tot_totp,oei_ind_m,oei_ind_f,oei_ind_p,oei_nonind_m,oei_nonind_f,oei_nonind_p,oei_indst_nsm,oei_indst_nsf,oei_indst_nsp,oei_totm,oei_totf,oei_totp,t_ei_ns_ind_m,t_ei_ns_ind_f,t_ei_ns_ind_p,t_ei_ns_nonind_m,t_ei_ns_nonind_f,t_ei_ns_nonind_p,t_ei_ns_indst_nsm,t_ei_ns_indst_nsf
Ballarat,20101,30,24,52,865,837,1703,12,8,17,902,869,1772,120,123,245,4330,4141,8468,45,31,84,4496,4304,8797,75,86,159,3324,3254,6585,35,27,70,3443,3371,6814,11,7,18,162,147,311,5,0,4,175,158,331,0,3,8,67,116,184,0,0,0,66,122,188,4,10,11,236,150,380,0,0,0,237,161,398,0,3,4,233,309,543,0,4,4,242,314,554,0,0,0,11,4,19,0,0,0,11,5,17,15,20,37,712,729,1439,7,8,15,733,758,1487,9,20,26,1162,1540,2698,3,9,12,1173,1565,2742,5,12,16,385,528,911,0,5,5,392,548,944,3,3,5,109,180,290,3,3,3,121,183,300,3,5,8,403,736,1135,0,4,4,407,744,1156,0,0,0,9,4,18,0,0,0,9,4,18,21,42,67,2067,2989,5060,5,20,23,2100,3048,5150,10,8,13,303,415,725,7,9,10,319,435,747,28,38,63,901,1064,1962,2443,2636
Creswick - Daylesford - Ballan,20102,5,3,8,191,179,364,4,3,6,204,187,386,26,24,53,1108,1082,2192,15,14,27,1151,1121,2270,10,20,26,748,789,1534,12,8,21,770,814,1583,0,0,0,27,21,50,0,0,0,27,28,56,0,0,0,10,11,29,0,0,0,10,12,29,0,0,0,66,37,107,0,0,0,65,37,103,0,0,0,56,82,141,0,0,0,63,85,142,0,0,0,4,7,8,0,0,0,4,7,8,0,4,4,167,164,337,0,0,0,171,169,337,0,0,0,84,125,210,0,0,0,84,129,212,0,0,3,44,97,140,0,0,0,39,97,144,0,0,0,26,27,51,0,0,0,25,27,53,0,0,3,73,204,276,0,0,0,73,206,275,0,0,0,0,3,3,0,0,0,0,3,3,4,6,8,216,463,683,0,4,4,220,470,690,0,0,0,63,121,191,0,0,0,64,121,189,8,3,9,331,339,669,970,1042
Maryborough - Pyrenees,20103,3,3,3,158,171,332,3,0,3,163,173,340,35,34,66,940,853,1795,10,18,33,988,909,1895,18,25,43,697,677,1373,10,7,18,730,704,1435,0,0,0,25,26,52,0,0,0,24,28,51,0,0,0,6,17,21,0,0,0,6,17,21,0,0,0,45,25,69,0,0,0,43,21,71,0,0,0,33,59,91,0,0,0,33,54,86,0,0,0,3,0,3,0,0,0,5,0,5,3,0,3,111,125,235,0,0,3,110,125,243,0,4,4,58,92,150,0,0,3,63,97,151,0,0,3,16,47,63,0,0,0,15,49,66,0,0,0,11,23,42,0,0,0,11,28,44,0,0,0,49,81,127,0,0,0,50,82,135,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4,134,244,382,3,4,6,137,252,392,0,5,4,56,88,142,0,3,4,57,99,150,24,8,35,699,388,1084,691,669
Bendigo,20201,26,20,53,764,689,1453,14,5,18,805,716,1521,144,115,257,3820,3592,7414,49,45,96,4011,3755,7763,75,82,164,2941,2771,5705,32,28,56,3051,2876,5928,3,6,12,176,224,398,3,0,5,182,230,416,0,0,0,109,182,295,0,0,0,109,183,293,8,3,13,242,167,406,0,0,0,253,168,425,6,3,11,197,354,549,0,6,9,198,358,561,0,0,0,9,4,16,0,0,0,9,7,15,19,22,35,738,925,1656,9,5,12,757,947,1712,0,16,18,764,1291,2055,3,12,15,767,1316,2081,3,10,17,211,355,569,0,0,0,219,366,580,3,0,3,66,129,195,0,0,0,73,126,198,3,6,9,268,489,759,0,3,3,275,495,772,0,0,0,7,10,15,0,0,0,7,10,15,11,34,42,1316,2274,3588,4,12,19,1332,2313,3647,7,14,25,231,360,591,0,0,3,240,371,611,40,39,79,1031,1178,2210,2464,2556
Heathcote - Castlemaine - Kyneton,20202,3,3,8,372,313,686,12,10,19,380,326,712,23,32,53,1854,1744,3599,38,35,72,1912,1811,3719,20,24,43,1371,1411,2785,23,26,47,1410,1466,2879,0,0,0,53,60,116,0,3,3,59,59,120,0,0,0,21,58,81,0,0,0,21,62,81,0,0,0,111,56,162,3,0,0,110,58,165,0,3,4,92,127,224,0,0,0,96,128,229,0,0,0,3,0,3,0,0,0,3,0,3,3,3,8,274,305,579,5,3,8,286,312,597,4,3,5,126,235,366,3,0,5,134,239,375,0,3,3,66,134,194,0,0,0,64,133,201,0,0,0,18,31,55,0,0,0,22,31,56,0,0,3,106,292,397,0,3,4,107,293,407,0,0,0,0,4,4,0,0,0,0,3,9,8,3,16,318,700,1021,4,5,5,333,710,1042,0,3,3,81,175,254,0,0,0,81,174,256,59,12,69,1154,571,1723,1482,1603
Loddon - Elmore,20203,3,3,7,84,56,142,0,0,0,87,62,147,8,20,28,409,394,803,8,7,18,422,428,845,5,9,18,333,362,695,7,8,16,349,379,725,0,0,0,12,8,22,0,0,0,12,8,22,0,0,0,4,12,19,0,0,0,6,12,21,0,0,0,22,7,28,0,0,0,22,7,28,0,0,0,13,29,41,0,0,0,13,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,64,109,0,0,0,50,64,109,0,0,0,21,38,57,0,0,0,21,38,57,0,0,0,4,17,19,0,0,0,4,17,19,0,0,0,4,0,12,0,0,0,6,0,9,0,0,0,9,42,50,0,0,0,9,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,97,137,0,0,0,43,97,137,0,0,0,13,44,57,0,0,0,13,43,56,0,3,9,145,149,294,471,416
Barwon - West,20301,0,0,0,192,169,362,4,0,7,201,169,367,14,15,26,980,925,1900,10,14,19,1006,944,1954,14,9,21,713,669,1380,13,14,23,741,692,1428,0,0,0,15,20,34,0,0,0,15,21,39,0,0,0,10,19,31,0,0,0,10,16,27,0,0,0,63,36,102,3,0,4,72,38,102,0,0,0,36,91,125,0,0,0,36,93,125,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,127,168,297,4,6,7,136,170,305,0,0,0,97,120,212,0,0,3,93,118,216,0,0,0,13,50,63,0,0,0,13,55,65,0,0,0,19,29,48,0,0,0,19,29,48,0,0,4,50,93,138,0,0,0,45,98,146,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,180,288,468,0,3,4,180,299,477,3,0,3,36,86,121,0,0,0,35,86,121,3,4,6,235,223,459,445,414
Geelong,20302,27,38,66,1514,1345,2853,16,19,33,1553,1397,2956,137,153,290,7111,6841,13949,76,59,134,7327,7055,14381,108,135,241,5953,5706,11655,43,63,109,6105,5901,12011,5,8,12,371,422,790,6,6,9,378,441,818,0,11,12,168,338,505,0,5,3,170,344,517,12,4,24,517,305,822,3,0,3,536,313,849,6,7,13,494,657,1154,3,3,5,505,667,1167,0,0,0,7,12,17,0,3,3,7,18,23,23,33,59,1558,1737,3294,15,13,27,1593,1786,3374,13,20,37,2367,2838,5210,8,11,15,2391,2871,5257,0,12,14,838,883,1718,0,4,4,842,893,1738,3,4,8,225,323,549,3,0,6,230,332,561,11,18,25,581,1076,1658,0,8,7,591,1101,1695,0,0,3,10,17,28,3,0,0,11,22,39,25,55,82,4023,5140,9162,13,25,38,4060,5221,9286,10,15,18,653,994,1642,8,16,20,666,1022,1686,89,37,124,2563,1967,4529,4361,4602
Surf Coast - Bellarine Peninsula,20303,5,5,18,672,599,1268,4,7,8,685,607,1293,52,42,91,3198,3038,6238,55,30,88,3304,3118,6419,35,32,65,2248,2099,4354,29,20,52,2314,2152,4470,0,3,3,93,98,189,0,0,0,90,103,190,0,0,0,40,92,131,0,0,0,40,92,131,0,0,0,202,94,295,5,0,5,210,95,300,3,0,3,188,231,421,0,3,3,194,238,430,0,0,0,6,0,3,0,0,0,6,0,3,3,6,5,526,513,1036,7,3,9,531,517,1055,8,3,9,409,569,970,0,0,0,413,571,983,0,4,3,137,250,383,0,0,0,133,253,386,0,0,0,61,84,144,0,0,0,63,84,148,0,3,5,204,469,675,0,7,7,207,477,687,0,0,0,0,4,11,0,0,0,0,4,11,13,14,28,803,1374,2179,4,3,8,820,1395,2213,3,4,8,160,279,436,3,4,6,161,283,447,15,6,17,479,620,1103,1691,1687
Upper Goulburn Valley,20401,13,0,14,393,356,748,6,0,8,412,363,774,41,68,113,1986,1862,3845,35,26,62,2058,1966,4025,45,27,74,1595,1583,3179,31,36,64,1671,1646,3316,3,0,6,88,79,168,0,0,0,93,82,179,0,0,0,26,51,75,0,0,0,26,50,79,5,3,7,156,102,261,0,4,4,161,102,267,0,4,3,118,196,310,0,0,0,117,199,318,0,0,0,3,3,3,0,0,0,3,3,3,7,5,16,397,431,821,3,3,8,409,444,849,0,0,4,125,198,325,0,3,3,130,200,333,0,0,0,32,97,132,0,0,0,32,103,140,0,0,0,30,49,78,0,0,0,29,49,79,0,0,0,107,278,383,3,0,3,109,276,382,0,0,0,0,3,3,0,0,0,0,3,3,0,3,9,294,627,918,8,3,7,299,639,934,3,3,4,152,205,357,3,0,3,157,208,368,13,25,41,719,817,1539,1846,1811
Wangaratta - Benalla,20402,7,7,13,291,298,587,4,9,14,307,308,617,59,60,114,1746,1610,3359,28,20,54,1839,1694,3528,38,39,75,1386,1404,2784,24,27,50,1447,1466,2909,0,3,7,63,67,133,0,0,0,66,72,140,0,0,0,25,77,102,0,0,0,25,81,105,6,3,3,127,79,207,0,0,0,131,79,210,0,3,3,86,178,269,0,0,0,91,184,272,0,0,0,0,7,10,0,0,0,0,7,10,6,8,14,305,409,713,0,3,3,315,423,737,0,3,4,70,163,235,0,0,3,72,165,240,0,0,3,26,73,97,0,0,3,33,73,104,0,0,3,13,32,37,0,0,0,9,35,45,0,5,5,71,213,279,0,0,3,68,219,286,0,0,0,0,3,7,0,0,0,0,3,7,0,8,16,175,478,655,4,7,7,186,496,676,0,5,4,72,129,196,3,0,3,77,129,209,13,16,24,577,743,1319,1298,1374
Wodonga - Alpine,20403,18,27,41,615,573,1186,4,10,11,637,607,1240,107,122,228,2899,2751,5653,37,45,82,3045,2915,5962,74,70,144,2184,2189,4373,29,26,59,2289,2285,4575,5,7,16,188,141,323,0,0,0,192,148,345,0,4,4,75,136,212,0,0,0,75,138,215,13,8,21,275,167,444,0,0,8,288,184,470,4,4,9,192,361,556,0,0,0,200,372,567,0,0,0,7,3,12,0,0,0,9,3,12,24,35,53,738,806,1543,4,3,9,763,843,1606,0,3,3,139,299,437,0,0,0,139,302,443,0,4,4,84,182,268,0,0,0,84,187,276,0,3,0,28,62,96,0,0,0,30,64,96,3,4,6,188,441,627,3,3,5,190,445,635,0,0,0,0,4,3,0,0,0,3,4,6,4,14,25,438,986,1429,3,3,6,451,1007,1454,5,16,21,229,300,531,5,3,4,246,317,561,49,22,72,849,753,1603,2004,1948
Baw Baw,20501,7,10,19,375,368,736,4,3,8,383,374,764,38,42,81,2117,1989,4108,18,23,41,2176,2053,4225,30,27,53,1465,1529,2991,13,13,28,1510,1564,3075,3,0,6,68,89,156,0,0,0,74,84,164,0,0,4,23,80,99,0,0,0,23,78,102,3,0,3,162,92,252,0,0,3,165,93,261,0,3,3,87,201,292,3,0,4,88,210,297,0,0,0,0,0,3,0,0,0,0,0,3,10,4,10,342,463,800,3,0,6,355,469,823,3,6,9,171,309,485,0,0,0,174,313,492,0,0,0,56,175,224,0,0,0,56,177,229,0,0,0,33,53,92,0,0,0,33,53,92,0,0,0,104,275,380,0,0,0,104,271,382,0,0,0,0,5,9,0,0,0,0,5,9,3,6,10,362,818,1182,0,0,0,369,823,1199,0,0,3,106,205,310,0,3,9,106,212,316,17,20,32,437,559,995,1318,1389
Gippsland - East,20502,20,24,39,276,274,551,7,4,8,299,300,604,110,118,221,1460,1387,2841,42,29,70,1605,1524,3132,57,63,120,1147,1086,2233,21,21,44,1227,1181,2404,5,10,12,37,66,106,0,0,0,44,76,118,3,3,10,18,68,84,0,0,0,21,73,90,9,8,11,81,67,150,3,0,4,90,70,162,0,0,3,79,151,229,0,0,0,84,155,234,0,0,0,3,3,11,0,0,0,3,6,6,21,16,41,216,353,574,3,3,9,240,376,617,0,3,3,40,93,126,0,0,0,41,97,136,0,4,4,14,64,78,0,0,0,14,71,87,0,0,0,10,26,39,0,0,0,10,26,38,3,3,4,65,207,272,0,0,0,68,205,277,0,0,0,0,3,3,0,0,0,0,3,3,3,16,19,133,392,520,0,0,0,133,403,539,5,10,12,71,148,217,3,0,3,80,157,235,42,27,72,564,711,1275,1570,1605
Gippsland - South West,20503,12,11,17,441,418,860,13,3,19,467,430,897,51,44,94,2233,2218,4453,43,46,88,2325,2308,4633,36,29,61,1667,1711,3374,30,36,58,1725,1768,3497,0,0,0,67,78,138,0,0,0,67,83,142,0,7,7,28,68,103,0,0,0,35,76,104,3,0,6,150,87,234,3,0,4,155,89,242,0,8,6,121,207,329,0,3,0,120,218,337,0,0,0,4,7,9,0,0,0,4,7,9,3,12,14,369,448,812,0,6,5,371,464,838,0,4,4,101,149,256,0,3,5,106,155,260,0,0,3,51,108,159,0,0,0,55,114,165,0,0,0,10,40,54,0,0,0,10,40,54,0,0,3,81,308,385,0,4,4,87,312,394,0,0,0,0,3,3,0,0,0,0,3,3,3,8,13,250,607,858,3,3,5,257,621,876,7,0,5,142,236,380,3,0,3,144,240,389,11,17,33,742,829,1568,1833,1921
Latrobe Valley,20504,20,25,46,459,438,895,8,3,10,482,464,953,71,85,161,2838,2662,5496,38,38,70,2941,2782,5727,53,58,120,2061,2120,4178,28,24,56,2143,2209,4355,7,6,6,112,149,258,0,0,0,114,153,271,3,3,9,56,124,176,0,3,3,56,130,185,7,5,9,228,142,367,0,3,4,232,154,382,3,0,5,155,244,399,0,0,0,155,249,408,0,0,0,8,0,13,0,0,0,11,8,16,12,17,34,551,666,1216,4,8,7,569,691,1260,3,6,6,312,507,821,0,0,0,317,511,827,3,9,10,127,214,345,0,0,0,134,222,355,0,0,0,44,97,141,0,3,3,40,97,141,3,6,8,159,324,479,0,3,3,160,332,495,0,0,0,3,4,4,0,0,0,3,4,4,8,17,28,640,1148,1791,0,8,8,656,1166,1825,10,8,24,186,310,495,8,3,4,205,325,523,33,40,75,776,896,1676,2378,2441
Wellington,20505,10,10,22,318,275,600,11,3,16,342,296,631,35,50,92,1690,1547,3238,31,28,51,1756,1629,3384,28,31,55,1254,1287,2544,23,15,41,1304,1335,2636,0,3,3,45,37,82,0,0,0,44,41,88,0,0,0,19,57,72,0,0,0,19,57,72,0,5,5,109,64,168,0,0,0,109,66,176,0,0,0,70,158,228,0,0,0,70,162,230,0,0,0,0,3,3,0,0,0,0,3,3,0,10,17,240,317,560,0,0,4,246,332,574,8,0,3,77,146,228,0,0,0,85,147,232,0,0,0,19,82,96,0,0,0,19,81,100,0,0,0,19,43,66,0,0,0,19,43,66,0,3,3,82,222,301,0,0,0,82,225,308,0,0,0,0,0,3,0,0,0,0,0,3,8,9,8,202,494,698,0,0,0,206,498,710,4,3,6,84,152,237,3,0,3,93,157,247,68,19,89,1212,519,1728,1359,1305
Brunswick - Coburg,20601,3,6,11,644,594,1238,4,7,14,653,607,1258,14,21,33,2494,2402,4894,32,10,45,2535,2430,4968,9,9,21,1604,1615,3215,18,20,35,1632,1639,3270,3,3,10,166,155,319,3,0,3,167,156,325,0,3,5,219,202,424,0,0,3,221,205,433,0,0,0,109,68,177,0,0,0,106,68,175,3,0,6,259,280,538,0,0,0,265,279,540,0,0,0,3,9,12,0,0,0,3,8,10,11,8,21,752,715,1463,7,3,6,767,724,1492,8,18,21,1805,2234,4038,9,8,14,1820,2257,4073,7,7,16,1248,1452,2699,3,9,9,1262,1464,2726,0,0,3,148,254,402,3,0,3,150,251,402,0,7,11,701,1168,1870,0,4,4,705,1180,1884,0,0,0,16,12,27,0,0,0,16,14,25,18,30,56,3914,5115,9028,10,20,32,3948,5170,9112,0,4,6,324,481,803,0,3,3,323,487,811,14,12,27,463,561,1020,2066,2085
Darebin - South,20602,3,0,7,466,400,868,5,4,11,470,414,886,14,16,27,1887,1868,3763,18,21,41,1920,1905,3825,14,18,33,1255,1145,2402,14,3,18,1280,1167,2450,0,3,3,86,82,172,0,0,0,87,87,174,0,0,0,109,129,238,0,0,0,107,132,240,0,0,0,69,31,105,0,0,0,69,34,103,0,0,0,157,172,326,0,0,0,157,172,326,0,0,0,3,3,5,0,0,0,3,3,5,3,6,9,427,419,846,0,0,0,424,426,849,3,12,15,719,1004,1726,3,0,7,731,1020,1747,7,4,11,407,605,1015,0,3,3,416,616,1032,0,4,0,63,106,167,0,0,0,64,105,169,3,4,9,404,745,1146,3,4,6,411,755,1163,0,0,0,4,4,7,0,0,0,4,4,7,13,24,39,1607,2465,4071,3,14,14,1623,2492,4122,0,0,0,141,257,395,3,5,7,139,260,399,0,8,10,303,360,665,1307,1396
Essendon,20603,3,0,3,493,469,962,5,5,14,501,473,977,13,18,28,2368,2266,4630,20,16,31,2391,2302,4695,13,9,23,1809,1876,3685,14,11,30,1841,1899,3734,0,0,0,121,134,254,0,0,0,122,136,256,0,0,0,112,171,278,0,0,3,114,172,280,3,3,7,111,53,163,0,0,0,113,59,166,0,0,0,146,176,322,0,5,5,151,182,331,0,0,0,8,0,8,0,0,0,8,0,8,3,4,9,498,532,1026,3,4,6,499,540,1043,13,4,11,1310,1459,2769,4,7,10,1327,1468,2796,5,0,5,564,589,1155,0,0,3,567,597,1163,0,0,0,132,150,282,0,0,0,139,150,288,0,4,3,407,627,1033,0,0,0,408,631,1039,0,0,0,9,13,18,0,0,0,9,13,18,18,13,24,2427,2840,5262,9,4,15,2445,2857,5305,0,0,0,257,500,753,3,0,3,263,495,761,4,6,10,485,597,1085,1814,1874
Melbourne City,20604,0,0,3,394,375,769,5,4,11,402,377,774,11,3,15,1331,1314,2641,10,12,23,1347,1330,2682,12,11,17,1237,1232,2465,13,13,23,1260,1248,2511,0,3,3,678,757,1437,3,3,7,687,760,1449,0,0,0,685,907,1592,7,3,9,695,910,1601,3,3,5,153,115,262,0,0,0,157,115,272,5,3,3,424,546,969,3,0,4,434,545,977,0,0,0,7,7,16,0,0,0,7,7,16,7,7,12,1954,2330,4285,12,7,15,1969,2345,4314,20,55,70,10673,13898,24572,21,38,62,10713,13996,24707,9,10,13,3274,3316,6592,6,6,15,3288,3333,6618,0,0,0,286,361,645,0,3,3,287,363,647,13,3,11,1005,1274,2277,0,5,12,1013,1284,2298,0,0,0,39,40,84,0,0,0,39,40,83,37,61,105,15274,18895,34164,37,59,91,15345,19012,34363,4,0,5,1427,1960,3388,17,12,30,1443,1970,3414,52,9,61,1169,963,2139,7062,6993
Port Phillip,20605,0,3,4,624,592,1214,3,3,4,633,600,1224,8,14,24,2328,2226,4555,22,18,39,2362,2257,4617,9,16,24,1480,1463,2942,13,12,25,1504,1490,2993,0,3,3,125,129,256,0,0,0,122,137,255,0,3,0,191,247,436,0,0,3,188,250,444,3,0,5,73,86,161,0,0,0,74,85,161,0,0,3,285,365,652,0,0,3,283,368,653,0,0,0,5,10,11,0,0,0,5,10,16,4,9,11,674,840,1513,4,0,7,685,850,1529,0,7,10,1152,1349,2501,0,11,10,1151,1365,2519,5,0,11,702,934,1640,0,7,7,710,945,1654,0,3,3,123,178,299,0,0,0,123,181,306,3,9,15,786,1183,1965,0,3,5,792,1192,1986,0,0,0,9,13,24,0,0,0,13,13,26,13,21,32,2776,3656,6432,6,19,21,2794,3699,6489,5,3,6,458,698,1159,0,3,3,463,700,1163,8,10,20,520,563,1075,4663,4635
Yarra,20607,0,4,4,442,455,900,3,3,11,446,464,914,12,7,25,1882,1854,3735,25,23,46,1923,1889,3810,10,4,22,1203,1338,2542,14,18,33,1230,1364,2594,0,0,4,142,130,269,0,0,0,140,134,276,0,0,0,198,259,460,0,0,7,199,264,465,0,0,0,74,70,139,0,0,0,74,70,144,3,0,3,290,308,599,0,4,7,293,305,606,0,0,0,5,7,20,0,0,0,5,7,20,6,3,8,707,772,1481,0,7,13,721,780,1499,15,14,23,1354,1871,3227,3,0,4,1368,1883,3254,8,6,12,984,1191,2180,0,3,9,999,1203,2202,0,0,0,155,207,362,0,3,3,157,212,364,0,6,7,916,1374,2293,3,9,11,923,1392,2315,0,0,0,7,10,17,0,0,0,9,10,23,20,31,53,3419,4663,8080,6,16,22,3454,4700,8156,0,0,3,355,652,1006,3,6,11,359,661,1018,3,10,11,609,658,1264,3462,3545
Boroondara,20701,6,5,4,1430,1327,2758,5,4,13,1440,1331,2772,7,8,18,7075,6794,13869,39,33,72,7132,6829,13958,20,19,34,6517,6520,13040,47,41,89,6588,6581,13172,3,0,4,304,211,510,0,0,0,306,209,516,3,3,4,213,284,497,0,0,0,216,285,500,0,0,0,175,75,242,0,0,0,175,73,242,0,0,0,327,400,726,0,0,0,326,404,731,0,0,0,0,6,6,0,0,0,7,6,6,8,3,10,1019,971,1988,3,3,4,1026,977,2008,6,15,23,4873,4761,9634,34,22,52,4918,4798,9709,3,3,6,1330,1396,2723,3,5,3,1338,1399,2741,0,0,0,401,433,833,4,0,5,405,435,839,3,4,8,991,1425,2416,0,3,7,993,1429,2425,0,0,0,16,28,46,0,0,0,19,28,43,15,16,36,7615,8045,15659,38,29,70,7669,8094,15761,6,0,3,494,826,1320,0,4,5,500,825,1326,13,4,16,775,951,1730,3324,3420
