gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_635c,"11002","57","63","63","50","19","4","302","3","29","68","71","84","43","15","3","309","81","374","479","428","402","320","93","26","2197","72","214","378","459","474","316","130","30","2061","531","967","898","1088","1097","735","266","66","5636","97","91","74","74","86","38","18","3","488","68","71","98","144","166","118","36","11","722","698","1131","1072","1310","1346","893","316","77","6852","12","24","16","24","47","50","38","4","211","508","458","502","597","806","904","620","305","4691","1372","2278","2570","2940","3213","2578","1221","445","16622",Inverell - Tenterfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_635d,"11003","70","59","43","22","4","0","275","3","55","38","54","41","21","5","0","220","81","513","405","295","243","109","47","7","1704","58","211","279","297","255","144","45","12","1307","356","749","677","650","605","322","125","17","3490","38","69","46","55","32","24","3","0","272","28","49","70","97","76","47","22","3","399","425","864","789","800","721","389","147","17","4158","8","20","16","24","20","28","10","0","121","479","426","455","573","542","499","375","132","3494","1066","2161","2049","2112","1856","1220","633","180","11271",Moree - Narrabri
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_635e,"11004","248","236","185","88","34","7","1044","12","142","177","159","191","87","28","6","805","283","1413","1330","941","898","515","195","53","5626","164","757","936","1067","998","565","221","70","4773","1293","2684","2337","2386","2036","1191","502","112","12540","198","199","179","179","157","99","29","5","1036","108","182","218","289","332","251","95","31","1504","1599","3063","2734","2854","2526","1541","616","148","15077","46","68","59","56","86","87","67","20","492","1095","955","920","1053","1227","1223","960","433","7864","3217","6627","6397","6374","6113","4098","2127","736","35684",Tamworth - Gunnedah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_635f,"11101","714","614","546","300","96","19","2780","15","230","344","313","446","202","46","12","1606","563","2807","3096","2133","1847","1076","369","85","11980","397","1272","1737","1970","1745","992","419","136","8673","1803","3599","3521","4105","3267","2309","1188","395","20182","268","180","236","211","200","112","46","9","1259","143","214","297","500","568","525","225","75","2538","2218","3992","4050","4812","4030","2941","1460","480","23979","35","73","103","125","182","203","84","31","833","688","595","617","771","955","1161","1230","757","6773","3922","9451","10664","10733","9747","6876","3710","1517","56620",Lake Macquarie - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6360,"11102","300","291","298","255","104","17","1499","14","104","138","144","205","120","41","8","774","249","1339","1168","841","948","685","272","87","5587","290","788","1020","1058","1049","663","338","86","5284","1278","2550","2485","2630","2309","1503","703","223","13681","196","147","165","108","104","70","19","3","811","105","144","251","284","340","321","174","57","1676","1585","2847","2894","3023","2748","1891","896","282","16172","15","51","54","74","101","109","71","25","501","491","415","408","523","617","826","732","740","4755","2650","5756","5983","5959","5963","4558","2455","1250","34569",Lake Macquarie - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6361,"11103","1809","1306","1023","535","158","39","6662","50","430","546","550","616","265","61","19","2531","1709","6914","5129","3246","2651","1343","504","129","21624","825","2238","2444","2444","2000","1118","436","170","11678","2688","5141","4015","4357","3607","2139","1050","394","23404","439","346","270","243","198","115","29","17","1659","243","294","399","538","606","473","191","58","2797","3371","5787","4687","5137","4412","2731","1271","471","27862","90","146","144","156","168","177","92","53","1019","1225","1338","1147","1455","1604","1562","1565","1448","11344","7340","18602","15900","14281","12476","7723","4073","2337","82728",Newcastle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6362,"11201","430","502","569","367","98","23","2275","13","128","271","294","433","215","48","8","1402","231","1594","2226","2024","1972","1214","369","121","9755","182","776","1141","1379","1542","1018","380","120","6543","755","1722","2051","2308","2437","1487","586","201","11552","122","117","100","131","140","103","17","6","732","98","144","212","321","402","329","124","41","1671","971","1984","2363","2761","2982","1916","730","254","13955","23","46","62","92","114","151","66","30","578","935","911","1096","1303","1567","1389","963","711","8872","2364","5721","7583","8356","9173","6273","2647","1268","43387",Richmond Valley - Coastal
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6363,"11202","245","255","314","199","44","12","1208","8","76","167","214","254","162","27","10","927","217","979","1383","1184","1263","612","224","60","5923","177","486","730","905","1085","601","194","67","4245","1030","1907","1907","2209","2129","1155","423","127","10880","236","186","145","176","151","66","17","3","992","81","151","184","301","320","234","91","32","1396","1349","2246","2238","2681","2602","1454","529","159","13266","27","37","36","46","111","85","49","15","397","962","667","738","991","1182","991","747","412","6693","2749","4629","5536","6278","6811","4102","1810","730","32653",Richmond Valley - Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6364,"11203","346","336","352","234","57","19","1552","8","133","244","240","324","173","41","8","1177","254","1380","1847","1437","1392","935","354","99","7693","242","888","1225","1478","1449","1034","422","115","6858","1055","2175","2616","2838","2880","2077","1124","334","15108","149","142","163","154","160","98","25","6","897","105","197","247","338","459","376","186","76","1990","1308","2515","3026","3334","3496","2553","1341","420","17985","26","47","68","97","122","142","107","33","648","843","700","826","1091","1439","1664","1515","1056","9151","2695","5866","7583","8006","8581","6737","3836","1759","45059",Tweed Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6365,"11301","127","109","64","34","8","5","468","13","72","93","78","83","24","14","0","371","171","890","735","533","395","176","60","21","2983","112","477","462","501","372","199","88","27","2236","790","1494","1289","1293","1070","515","191","50","6697","104","96","97","101","72","40","8","4","515","72","108","104","194","176","94","27","10","781","967","1694","1489","1582","1319","643","230","62","7994","32","44","33","38","46","43","20","10","268","746","698","652","736","831","742","641","409","5460","2047","3996","3593","3577","3121","1865","1055","534","19787",Griffith - Murrumbidgee (West)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6366,"11302","29","22","30","21","3","0","132","0","14","28","24","39","14","5","0","123","43","215","205","155","133","92","38","14","889","28","94","158","154","200","123","50","15","831","192","412","404","463","406","237","94","23","2231","29","32","21","36","21","24","6","0","166","15","42","46","45","45","32","12","5","240","231","479","472","546","473","294","111","29","2634","0","5","8","3","16","9","7","0","42","197","199","235","263","295","257","200","137","1791","508","1028","1135","1167","1188","797","412","202","6439",Tumut - Tumbarumba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6367,"11303","415","408","341","173","49","13","1731","15","198","226","232","256","88","24","6","1045","537","2188","1975","1276","1063","557","243","61","7903","306","971","1081","1118","1038","619","231","72","5427","2057","3310","2600","2729","2322","1197","484","158","14854","312","228","186","225","159","83","19","4","1216","137","213","219","344","380","252","99","42","1679","2508","3750","3003","3297","2852","1534","610","199","17753","33","72","46","55","92","100","63","19","480","1258","1077","1036","1057","1208","1119","919","440","8122","4677","8574","7786","7444","6851","4199","2127","807","42458",Wagga Wagga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6368,"11401","313","348","426","343","104","19","1781","21","169","204","229","355","225","56","8","1272","250","1206","1341","1159","1493","1024","374","94","6943","232","759","1165","1414","1565","1147","475","107","6863","1412","2841","2707","3134","3239","2504","1254","360","17462","246","229","189","199","204","124","38","9","1233","112","174","253","396","504","480","191","73","2183","1764","3242","3152","3735","3955","3112","1480","440","20875","27","66","70","94","156","205","83","29","721","1133","974","947","1177","1470","1823","1484","926","9932","3444","6641","7185","8153","9417","7877","4052","1624","48401",Shoalhaven
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6369,"11402","317","322","382","372","149","23","1714","8","71","112","177","239","174","51","6","845","137","685","986","1002","1014","982","451","109","5358","135","375","619","778","772","803","380","114","3977","607","1170","1188","1390","1203","890","448","117","7013","69","63","65","97","83","70","24","3","480","44","72","128","194","257","313","158","43","1206","723","1312","1384","1686","1542","1267","630","161","8698","7","27","27","44","80","96","45","27","353","375","294","379","510","529","711","556","352","3699","1394","2910","3817","4505","4552","4401","2268","793","24640",Southern Highlands
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636a,"11501","3571","2680","1745","754","205","34","11118","37","273","673","703","616","308","70","18","2700","2066","5514","7019","5631","4200","2197","637","167","27435","732","1540","2544","3042","2411","1537","568","220","12588","1107","1666","2103","2612","2060","1446","720","228","11936","104","104","171","189","167","119","26","9","890","138","190","366","598","691","565","205","75","2833","1347","1962","2637","3403","2917","2129","949","313","15661","45","130","217","256","303","251","133","45","1380","563","557","617","680","687","795","718","884","5506","4925","11976","17278","16398","12885","7967","3287","1678","76386",Baulkham Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636b,"11502","206","284","221","144","34","7","1065","5","32","60","105","111","57","13","3","394","294","559","746","787","634","397","126","34","3575","131","273","430","564","429","289","115","36","2265","315","521","605","837","574","455","183","57","3557","33","15","44","41","25","26","10","0","190","29","38","79","134","143","108","45","21","597","378","576","728","1016","741","583","239","80","4343","3","20","27","53","51","53","30","17","252","233","111","162","256","245","240","159","83","1485","1061","1713","2362","3066","2433","1769","706","267","13382",Dural - Wisemans Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636c,"11503","83","142","124","71","20","3","555","4","38","50","77","101","50","0","3","327","125","350","426","432","395","222","58","11","2017","135","255","397","507","373","207","65","18","1958","528","852","904","1073","724","388","130","34","4638","55","42","60","46","37","16","3","0","259","31","47","77","102","131","70","21","3","488","612","939","1042","1220","890","478","158","33","5384","10","8","24","39","31","34","13","9","169","275","175","226","351","324","263","99","38","1744","1190","1853","2247","2770","2242","1317","419","112","12157",Hawkesbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636d,"11504","456","305","151","56","15","5","1330","3","67","127","92","84","31","12","0","414","280","1007","1393","841","462","212","59","13","4264","165","430","751","690","373","198","44","8","2663","413","817","1104","1016","612","330","114","22","4438","37","39","67","52","36","15","3","0","251","43","62","118","147","103","66","23","8","569","492","914","1291","1212","750","420","138","32","5252","16","28","46","66","48","33","14","0","244","190","162","213","233","178","177","89","27","1280","1161","2928","4274","3445","2054","1119","373","89","15441",Rouse Hill - McGraths Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636e,"11601","1992","815","568","212","49","13","6079","44","293","368","273","196","85","12","0","1267","1292","5452","4165","2518","1927","922","231","47","16545","876","2634","2249","1810","1268","593","183","50","9658","1447","3214","3104","2813","2110","1212","585","166","14654","206","230","253","199","179","61","21","5","1155","151","304","440","423","431","268","72","32","2117","1810","3749","3795","3439","2721","1539","675","203","17933","77","237","237","231","205","110","43","17","1152","1125","1337","1165","1082","1111","1008","715","433","7970","5363","15990","13966","10162","7991","4475","1909","755","60612",Blacktown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_636f,"11602","2299","975","515","188","36","10","5548","17","268","441","227","150","60","4","0","1169","937","4105","4661","2497","1342","597","123","24","14283","506","1644","2122","1506","813","312","79","13","6991","913","2041","2392","1887","1196","598","170","39","9232","124","121","166","143","105","24","9","0","694","113","191","315","336","248","139","36","0","1385","1154","2354","2876","2365","1549","762","214","42","11309","29","127","187","145","111","71","26","0","699","653","1028","1040","665","541","400","179","55","4557","3356","11003","13633","8391","5014","2378","654","140","44567",Blacktown - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6370,"11603","889","343","207","97","16","3","2599","25","144","187","115","74","31","11","0","581","825","2889","2428","1691","1256","518","103","41","9746","703","1842","1497","1172","769","268","95","32","6383","1548","2755","2314","2274","1673","756","303","66","11677","256","273","233","207","153","52","6","7","1176","188","323","401","380","286","127","55","5","1763","1994","3348","2941","2855","2109","935","364","77","14622","66","148","175","153","127","78","25","8","776","1455","1308","1197","1279","1026","910","539","172","7890","5141","10634","9313","7611","5569","2837","1154","334","42591",Mount Druitt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6371,"11701","866","422","214","85","17","4","2881","18","112","161","132","69","19","7","0","521","814","2779","1744","987","552","267","89","14","7241","316","880","939","731","407","186","88","27","3578","400","1012","949","935","642","385","209","51","4585","49","63","69","63","48","23","10","3","320","46","102","147","161","151","80","40","3","737","498","1177","1161","1156","843","486","255","58","5642","53","79","59","82","68","36","23","8","405","524","795","674","656","545","459","323","189","4156","2297","7020","5609","4157","2699","1538","799","302","24419",Botany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6372,"11703","6473","3589","2358","1125","290","54","25434","154","1596","1214","902","672","320","58","4","4926","8590","27525","11833","5792","3800","1954","660","177","60327","2224","5990","3782","2534","1706","1015","398","104","17750","1530","4042","2180","1940","1290","769","277","96","12132","222","263","197","167","121","53","18","6","1056","245","555","452","459","394","273","106","41","2523","1996","4867","2840","2565","1806","1096","405","135","15705","323","570","324","229","201","155","68","19","1894","6448","11366","6563","5490","3957","2388","1277","581","38063","20449","62741","33026","21103","14498","8047","3156","1075","164095",Sydney Inner City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6373,"11702","1375","927","557","214","43","9","4719","26","349","358","298","215","87","10","3","1344","1155","4688","2953","1677","821","352","96","11","11758","341","1152","1050","788","441","184","59","20","4038","367","1159","853","754","471","246","150","41","4047","43","64","77","60","44","19","3","0","309","46","101","138","161","148","96","22","8","725","452","1326","1068","975","669","367","178","53","5081","15","89","65","62","44","42","13","4","333","542","1186","827","616","451","357","307","179","4468","2610","10312","7694","5333","3197","1599","701","279","31737",Marrickville - Sydenham - Petersham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6374,"11801","3470","2493","1648","1130","352","102","12640","24","663","708","547","467","274","98","20","2791","1898","11538","7892","5201","3501","2348","895","357","33634","413","2110","2053","1699","1347","1042","500","204","9368","427","1572","1078","1034","751","748","406","187","6198","52","96","94","91","61","39","19","5","466","106","272","268","334","319","326","135","91","1863","578","1949","1438","1468","1131","1120","560","283","8527","52","263","188","182","197","218","107","59","1270","1276","3349","2128","1669","1324","1377","1100","772","13002","4385","23167","17875","13254","9620","7504","3615","1809","81228",Eastern Suburbs - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6375,"11802","3523","2310","1326","719","201","55","12483","67","580","722","491","405","214","73","16","2567","3903","9916","6725","4287","2597","1297","484","206","29414","717","2171","2276","2037","1403","811","341","148","9898","800","2416","1988","1901","1470","1030","560","257","10423","113","126","126","136","108","83","26","8","714","145","260","308","411","416","299","129","64","2026","1052","2806","2426","2440","1988","1410","711","330","13170","169","217","207","196","207","141","95","38","1268","2153","2742","2065","1655","1448","1298","1037","754","13167","8375","22473","17935","13419","9369","5886","2940","1558","81959",Eastern Suburbs - South
