gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b03,Barossa,"40501","4534","103","17","94","26","4778","5575","64","6","24","28","5696","902","125","39","0","0","1063","89","55","20","0","0","162","799","45","6","6","6","858","44","57","28","0","0","129","142","13","3","13","9","175","81","4","5","0","0","94","2048","295","98","23","13","2476","124","85","16","5","3","242","682","47","26","35","10","803","12969","605","162","182","74","13991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b02,Lower North,"40502","3673","52","15","94","34","3869","2690","28","0","29","20","2766","532","34","22","5","7","599","110","38","18","0","4","158","779","25","11","11","11","830","53","29","24","0","0","114","192","3","0","25","0","223","86","7","0","4","3","101","1754","134","76","44","25","2023","95","24","0","5","0","130","608","23","17","68","12","725","8821","258","109","240","90","9515"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b01,Mid North,"40503","4245","117","8","106","46","4521","3211","77","3","19","25","3331","863","206","20","8","5","1106","298","346","68","0","0","708","691","41","4","6","15","759","33","25","13","0","0","64","160","12","6","43","3","218","86","13","3","3","0","102","2129","639","106","60","26","2954","82","22","3","8","0","115","665","122","20","99","11","910","10323","968","142","290","111","11839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b00,Yorke Peninsula,"40504","4741","90","42","176","23","5068","2642","28","7","18","16","2705","895","39","46","0","0","985","230","129","10","0","0","369","783","28","20","9","8","841","42","13","9","0","0","64","124","3","3","29","4","165","107","6","0","3","3","126","2182","219","89","49","21","2550","103","20","23","11","0","156","623","38","27","70","11","762","10284","394","183","317","65","11243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aff,Eyre Peninsula and South West,"40601","6306","597","78","469","50","7505","5771","950","38","107","24","6896","1363","635","240","16","5","2260","663","1421","268","0","7","2355","1386","322","77","75","21","1884","117","69","18","0","0","209","349","74","26","162","11","625","172","47","8","17","4","249","4054","2569","644","278","51","7590","131","27","12","53","3","226","1186","473","112","420","40","2227","17454","4612","879","1328","171","24441"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6afe,Outback - North and East,"40602","2324","86","8","316","84","2808","2048","67","12","24","23","2173","877","214","101","3","4","1201","753","253","144","0","3","1151","461","47","32","15","19","572","140","21","17","0","0","180","649","122","48","95","38","959","110","19","11","6","12","160","2986","682","348","118","83","4218","73","11","4","24","6","120","786","138","78","278","57","1337","8214","982","450","755","246","10657"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6afd,Fleurieu - Kangaroo Island,"40701","8423","272","53","163","29","8941","6172","73","25","24","28","6328","1854","223","139","11","9","2242","207","49","31","0","0","283","1326","105","52","14","16","1511","73","74","17","0","0","168","206","12","3","45","4","268","131","11","6","0","4","152","3797","467","256","69","35","4621","312","138","7","5","8","465","1267","88","40","52","20","1472","19973","1037","380","324","121","21828"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6afc,Limestone Coast,"40702","8257","232","109","98","30","8718","8062","215","67","31","26","8401","2016","537","551","4","20","3127","575","476","149","0","0","1195","1368","86","94","15","16","1572","86","75","16","0","0","183","460","44","35","58","10","610","207","28","15","5","3","260","4711","1244","855","90","47","6943","288","20","8","9","6","330","1366","175","125","76","18","1759","22682","1886","1163","297","121","26150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6afb,Murray and Mallee,"40703","9468","210","76","305","88","10152","8036","118","23","57","58","8287","2345","403","214","5","18","2978","745","419","100","0","0","1268","2043","109","78","27","13","2266","112","88","44","0","0","242","597","53","27","82","45","803","238","26","11","6","4","281","6080","1095","470","120","78","7840","281","153","25","10","3","471","1844","221","103","180","39","2386","25703","1797","693","673","270","29140"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6afa,Augusta - Margaret River - Busselton,"50101","5324","322","11","412","25","6094","6255","159","3","42","28","6489","1980","284","6","0","5","2274","354","257","26","0","0","638","1550","109","9","24","15","1706","24","24","20","3","0","64","215","18","3","138","16","382","130","17","3","9","4","164","4250","706","62","166","44","5237","153","73","19","18","3","259","1162","158","15","139","28","1505","17136","1424","111","781","133","19586"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af9,Bunbury,"50102","10172","551","171","232","38","11161","14043","413","60","31","36","14590","3610","830","261","3","15","4713","575","597","111","0","3","1283","2510","342","80","12","6","2951","45","71","98","0","0","219","275","61","17","82","10","449","168","37","12","9","3","228","7184","1941","578","109","37","9844","179","87","127","5","0","400","2445","372","159","182","38","3200","34020","3366","1090","564","152","39192"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af8,Manjimup,"50103","3589","34","3","51","21","3703","2746","20","7","28","17","2814","567","33","55","7","0","666","162","66","23","0","0","244","668","24","8","8","10","715","14","17","25","0","0","52","160","5","3","9","8","176","114","3","3","3","0","122","1682","153","111","20","15","1980","99","19","0","8","5","129","778","48","15","50","8","894","8894","268","139","154","58","9518"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af7,Mandurah,"50201","9703","1464","254","275","25","11719","12577","545","144","23","27","13315","3984","932","229","8","9","5164","368","450","60","0","0","881","2268","374","112","12","3","2767","80","69","84","0","0","227","201","49","25","72","3","351","123","27","17","3","0","171","7023","1904","519","97","25","9561","371","346","315","4","3","1039","2002","477","168","229","8","2894","31673","4738","1398","638","85","38531"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af6,Cottesloe - Claremont,"50301","7767","1196","782","3","9","9758","5711","704","447","4","9","6878","1520","722","1479","0","3","3719","76","177","145","0","0","397","849","333","515","0","3","1705","14","42","53","0","0","112","130","33","70","0","10","234","56","29","28","3","3","120","2644","1333","2288","3","17","6292","85","67","236","0","3","400","735","264","584","0","15","1602","16942","3569","4339","14","60","24928"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af5,Perth City,"50302","6191","1568","1887","23","31","9699","6187","2045","3498","24","28","11786","1870","1959","8008","42","40","11916","79","364","945","4","5","1398","1391","846","2215","12","18","4486","21","57","233","0","0","309","73","59","273","0","0","411","68","46","91","0","4","209","3501","3330","11761","60","73","18729","93","47","269","0","5","418","1025","646","3074","303","31","5080","17007","7635","20487","415","165","45708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af4,Bayswater - Bassendean,"50401","7887","1115","281","3","17","9299","8879","1791","533","4","30","11241","2607","1465","898","0","12","4981","354","597","200","0","3","1150","1906","712","376","3","14","3004","46","96","19","0","0","163","153","70","47","0","0","274","88","35","16","0","0","138","5160","2971","1555","7","29","9717","94","142","17","0","0","255","1341","565","305","25","12","2252","23355","6587","2689","36","91","32760"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af3,Burnside,"40103","5556","1291","339","3","9","7197","4246","753","265","0","11","5279","766","883","586","3","3","2244","6","49","100","0","0","153","509","405","267","0","5","1197","4","38","30","0","0","74","34","26","19","0","0","77","44","16","12","0","0","78","1370","1422","1019","7","13","3818","57","200","83","0","0","339","362","242","146","4","6","759","11594","3905","1850","15","34","17390"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af2,Mundaring,"50402","4988","162","3","22","9","5182","6661","92","4","13","11","6776","759","87","8","0","0","847","117","188","9","0","0","313","682","77","8","3","4","772","14","46","0","0","0","63","48","20","0","0","0","68","58","9","0","0","0","64","1676","420","19","6","6","2128","60","21","0","0","0","83","813","73","8","14","4","910","14201","767","36","45","28","15076"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af1,Swan,"50403","8253","798","13","191","22","9274","21275","1748","58","33","28","23146","3214","1234","252","3","13","4712","606","569","101","0","0","1273","2190","446","25","12","13","2684","61","45","12","3","5","120","261","41","7","40","3","352","124","34","9","0","0","168","6452","2371","400","56","37","9307","147","43","4","4","3","200","2342","506","109","110","19","3084","38469","5460","580","394","104","45014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6af0,Joondalup,"50501","16844","1467","278","135","9","18733","23469","1302","170","17","22","24973","4029","809","492","3","7","5338","162","170","33","0","0","368","2553","511","186","9","11","3269","29","27","0","0","0","61","152","21","12","8","7","196","102","14","6","3","0","125","7030","1559","723","19","28","9357","181","79","32","0","0","297","1878","338","132","24","8","2384","49404","4744","1333","197","68","55742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aef,Stirling,"50502","16502","5273","687","72","17","22561","15818","9068","884","7","71","25849","4260","6576","1612","8","30","12488","752","1876","396","0","5","3025","3014","3243","536","3","18","6815","75","259","81","3","0","417","346","306","61","13","3","727","190","161","24","0","3","380","8641","12426","2707","19","61","23855","192","409","165","3","3","767","2549","2475","600","39","28","5693","43701","29654","5036","141","185","78714"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aee,Wanneroo,"50503","10899","1016","10","104","4","12035","31573","1980","21","13","34","33623","6516","1270","65","6","13","7867","709","665","10","0","0","1389","3487","424","5","11","10","3940","66","74","4","0","0","144","366","60","0","30","0","455","171","26","0","0","0","200","11308","2516","95","48","27","13988","346","500","0","0","3","853","3433","555","41","62","10","4098","57561","6572","159","231","75","64601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aed,Armadale,"50601","5608","418","24","24","5","6079","13463","957","39","5","13","14472","2353","889","66","4","17","3323","284","330","61","0","0","678","1504","274","21","0","10","1807","31","41","7","0","0","87","158","27","0","44","0","227","74","16","0","0","0","99","4405","1583","156","51","26","6227","91","110","0","0","0","204","1608","376","38","37","8","2063","25177","3448","249","117","54","29048"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aec,Belmont - Victoria Park,"50602","4746","974","363","25","9","6116","5923","1681","782","12","26","8418","2806","1930","1837","4","27","6603","709","723","167","0","0","1595","1669","800","454","3","11","2937","46","75","6","0","0","127","162","91","36","0","7","296","82","39","15","0","3","140","5467","3655","2511","13","51","11697","88","58","21","0","0","169","1475","848","844","43","25","3238","17692","7224","4515","88","116","29630"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aeb,Canning,"50603","8800","919","177","3","9","9914","9666","1271","220","8","10","11177","3083","1483","307","8","25","4905","425","458","155","0","3","1048","2082","795","127","0","12","3020","78","141","84","0","6","310","204","103","17","0","0","329","99","40","6","0","0","150","5978","3027","698","9","41","9754","227","214","108","0","0","554","1300","540","154","7","12","2021","25967","5965","1361","28","80","33408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aea,Gosnells,"50604","9317","717","57","68","10","10169","17309","1070","113","26","22","18543","3359","925","144","12","17","4454","613","360","51","3","0","1027","2508","321","52","15","7","2903","45","97","9","3","0","160","327","41","4","50","0","430","135","33","0","0","0","175","6987","1781","261","83","31","9149","212","246","31","3","0","487","1921","418","41","53","23","2463","35748","4236","511","236","87","40809"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae9,Kalamunda,"50605","6593","279","4","89","12","6977","9070","180","5","17","13","9279","1410","157","0","0","4","1573","143","106","9","0","0","261","1138","88","0","3","5","1237","12","39","28","0","0","77","71","4","0","17","3","99","65","9","0","0","4","71","2839","396","40","22","19","3317","91","126","0","4","0","222","1138","97","3","48","9","1299","19727","1085","53","184","56","21097"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae8,Serpentine - Jarrahdale,"50606","1819","4","5","4","5","1841","5223","39","5","5","9","5286","561","15","0","0","0","583","4","0","0","0","0","4","448","5","0","0","3","462","7","6","0","0","0","11","65","0","0","0","0","67","35","0","0","0","0","37","1118","38","0","4","4","1160","31","0","0","0","0","32","527","8","3","4","0","546","8718","94","11","23","26","8870"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae7,South Perth,"50607","3163","1561","363","7","13","5114","2850","1442","382","3","10","4686","891","1668","920","0","13","3487","357","205","143","0","0","697","555","796","318","0","10","1678","25","39","17","0","0","78","57","41","25","4","9","132","43","50","12","0","0","99","1916","2788","1432","6","31","6175","105","90","55","0","3","256","490","494","372","6","5","1372","8535","6379","2601","24","66","17600"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae6,Cockburn,"50701","7953","924","172","119","8","9175","14817","1396","450","6","24","16697","3225","1055","715","3","14","5015","541","503","168","0","4","1215","1793","429","151","0","6","2383","39","70","22","0","0","132","171","60","15","22","3","272","98","18","11","0","0","133","5870","2136","1080","28","31","9139","102","99","7","0","0","206","1728","443","301","67","73","2621","30461","5009","2005","227","140","37838"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae5,Fremantle,"50702","3423","889","292","76","22","4687","3498","800","340","16","19","4671","764","647","557","9","12","1987","229","573","242","0","0","1049","670","329","208","8","11","1225","24","39","13","0","0","74","57","43","13","19","14","148","50","25","12","3","3","95","1800","1660","1051","40","34","4583","97","39","16","5","4","162","622","413","395","62","68","1561","9428","3796","2099","191","153","15667"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae4,Kwinana,"50703","2005","73","19","8","3","2106","6661","200","93","38","24","7009","1600","155","120","6","9","1884","231","147","118","0","0","498","780","43","55","7","3","880","21","15","27","0","0","57","82","7","10","0","0","96","32","6","0","0","0","40","2748","367","321","19","11","3464","40","22","0","0","0","69","934","83","105","41","6","1173","12392","745","539","105","39","13822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae3,Melville,"50704","12445","2325","274","5","20","15072","10345","1903","169","5","39","12458","2653","1379","371","3","9","4416","330","450","19","0","3","795","1621","765","104","0","4","2495","22","35","25","0","0","90","97","46","18","0","0","162","99","43","7","0","0","145","4816","2714","543","3","23","8101","132","221","257","0","0","610","1207","577","214","3","17","2017","28953","7742","1455","17","102","38257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae2,Rockingham,"50705","9103","638","144","121","5","10015","19688","488","137","22","27","20359","5315","772","342","6","10","6443","461","231","114","0","0","812","2588","293","120","12","3","3030","30","24","27","0","0","82","530","52","23","37","0","641","105","21","14","3","0","140","9035","1403","641","53","14","11147","123","169","8","4","0","302","2792","346","206","51","8","3396","40733","3045","1134","255","60","45225"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae1,Albany,"50901","7864","244","11","231","44","8399","6310","74","3","31","42","6463","1886","224","29","9","12","2160","676","251","14","0","6","947","1796","98","11","14","6","1924","90","150","18","0","0","262","485","62","5","62","10","629","255","19","3","5","4","286","5188","808","87","88","42","6208","215","86","0","8","9","313","1740","183","37","87","12","2054","21321","1394","134","443","148","23429"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ae0,Wheat Belt - North,"50902","8025","50","19","245","83","8414","6441","15","8","65","48","6580","849","42","30","0","0","924","675","136","68","0","3","889","1760","39","17","20","20","1857","72","37","16","0","3","132","791","48","17","74","28","958","295","3","6","9","3","316","4444","307","157","109","61","5078","199","11","0","18","5","231","2103","63","52","156","76","2451","21210","451","235","590","275","22758"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6adf,Wheat Belt - South,"50903","3049","24","14","74","36","3196","1938","11","0","12","11","1965","297","27","19","0","0","339","238","85","21","5","0","351","711","9","9","11","5","744","32","33","17","21","0","101","388","20","6","13","12","440","131","10","3","0","0","138","1791","188","69","56","14","2118","85","0","0","21","0","108","774","57","13","35","17","891","7638","277","87","193","82","8277"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ade,Kimberley,"51001","915","33","19","2840","46","3855","1615","51","41","197","20","1933","767","234","174","41","12","1229","2393","294","130","10","30","2854","481","50","46","129","13","722","270","17","7","7","10","309","933","209","87","483","40","1756","157","19","13","57","9","255","5005","816","458","729","115","7122","91","3","6","130","11","242","1195","251","143","933","46","2565","8813","1160","670","4824","242","15707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6add,East Pilbara,"51002","313","20","15","281","5","630","457","20","16","16","6","512","1139","121","290","3","7","1563","633","62","29","0","7","729","144","10","18","12","0","185","118","0","11","0","0","128","1797","162","245","47","38","2284","83","4","16","7","3","120","3915","368","601","73","56","5004","69","4","7","18","5","109","776","115","195","310","63","1459","5524","523","833","695","137","7707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6adc,West Pilbara,"51003","412","22","5","689","11","1131","893","52","7","37","4","997","1330","241","163","10","0","1735","523","157","16","4","3","704","271","30","17","24","0","336","91","4","6","3","0","102","3133","390","124","95","24","3770","128","20","8","7","6","167","5474","835","324","142","39","6818","59","4","8","27","10","115","745","124","92","267","54","1276","7591","1039","444","1163","116","10344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6adb,Esperance,"51101","1752","75","9","92","38","1956","1538","16","7","15","23","1601","436","80","20","0","0","542","148","74","17","0","5","249","514","50","21","7","8","601","11","41","0","0","0","53","260","26","3","15","24","321","93","7","0","0","3","99","1458","282","65","26","35","1858","40","10","0","0","0","52","598","84","9","53","87","834","5375","462","87","182","187","6299"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ada,Gascoyne,"51102","723","17","10","1838","53","2628","702","14","3","91","17","823","311","42","25","10","0","385","361","67","3","0","5","436","231","27","13","41","5","314","17","12","0","3","0","38","256","33","10","202","11","506","49","6","4","23","0","78","1225","177","60","276","24","1768","22","4","0","75","4","104","440","81","8","520","74","1129","3114","294","83","2798","163","6453"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad9,Goldfields,"51103","1949","101","8","234","59","2342","4423","259","14","24","12","4731","1373","681","105","0","5","2168","755","294","40","0","10","1097","783","127","15","12","10","946","73","28","33","0","3","139","543","144","26","137","28","871","84","25","3","8","4","128","3615","1295","225","160","54","5354","39","11","3","13","5","69","1144","299","67","410","98","2021","11173","1960","312","848","225","14520"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad8,Mid West,"51104","5751","323","36","816","116","7043","5766","179","24","85","20","6078","1622","435","105","8","11","2176","690","268","127","17","3","1104","1503","193","48","39","15","1793","85","34","11","0","0","133","577","44","41","149","25","840","190","16","7","11","3","221","4677","978","342","223","57","6271","131","41","6","36","8","223","1570","215","98","370","84","2329","17891","1741","505","1524","284","21951"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad7,Brighton,"60101","1363","15","85","0","4","1465","2345","5","118","4","11","2475","483","22","140","0","0","641","685","31","82","0","0","799","279","3","63","0","0","350","52","5","10","0","0","75","41","0","4","0","0","54","31","0","4","0","0","36","1569","62","307","4","3","1943","24","0","3","0","0","31","389","24","47","8","0","468","5687","111","546","15","16","6376"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad6,Hobart - North East,"60102","7138","122","62","34","10","7366","7467","102","49","18","13","7642","1567","188","139","0","3","1897","750","258","50","0","0","1056","1241","105","60","3","9","1417","82","33","4","0","0","121","110","12","5","13","3","139","80","9","4","0","0","87","3828","596","260","16","11","4716","156","41","7","6","0","208","937","93","49","33","7","1118","19526","956","422","100","44","21048"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad5,Hobart - North West,"60103","5809","195","312","34","9","6355","6735","120","238","22","7","7124","1846","279","646","19","3","2793","877","305","457","0","5","1644","1489","134","363","24","9","2018","84","91","69","0","0","243","160","44","66","6","0","286","79","26","25","3","0","133","4537","883","1622","50","13","7104","90","31","18","0","0","136","1186","184","261","18","3","1653","18356","1405","2457","122","33","22371"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad4,Hobart - South and West,"60104","4309","129","50","21","3","4501","4533","106","46","8","6","4702","1028","156","58","11","4","1257","221","80","14","0","0","314","708","68","50","3","3","839","84","30","23","0","0","141","57","4","7","7","0","77","38","3","3","0","0","46","2131","345","159","17","10","2662","92","12","14","0","0","112","536","46","20","11","0","613","11602","636","280","57","17","12598"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad3,Hobart Inner,"60105","5842","361","462","20","14","6701","4930","384","364","15","7","5698","1364","667","1575","22","29","3649","160","115","348","0","0","625","1060","448","837","28","27","2397","27","58","135","0","0","226","62","31","56","3","7","154","67","12","27","0","0","100","2740","1328","2972","59","54","7151","81","54","121","0","0","251","752","180","458","64","24","1483","14344","2310","4372","156","102","21287"
