sa3_name16,sa3_code16,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Fairfield,12702,63,10,0,0,0,71,50,49,37,31,171,60,67,38,30,12,207,9,5,0,0,0,9,129,133,90,65,43,456,10,12,36,60,129,133,98,76,82,519,82,82,21,6,0,0,0,23,82,145,140,98,78,82,626,7449,795,177,51,19,8486,5791,8080,4813,2781,21466,3353,2876,1553,640,343,8760,743,202,52,21,16,1027,11539,9670,9855,5517,3160,39745,585,821,2501,3906,11539,9670,10439,6338,5664,43648,7993,7993,830,186,70,31,29,1148,7993,12368,9861,10508,6366,5689,52789
Liverpool,12703,91,6,6,0,0,106,41,97,47,29,216,59,70,35,14,13,192,10,4,0,0,0,17,163,129,136,59,39,530,8,12,21,40,163,129,147,67,64,569,102,102,35,0,3,3,0,43,102,195,125,150,73,69,715,5628,409,69,17,7,6127,4532,6263,3014,1484,15297,1934,1410,675,275,106,4396,329,81,23,8,0,438,7890,6431,7031,3309,1605,26259,257,350,810,1420,7890,6431,7288,3659,2412,27682,6103,6103,545,97,32,9,3,683,6103,8431,6528,7319,3668,2420,34462
Cronulla - Miranda - Caringbah,12801,115,12,3,0,0,126,65,91,33,20,219,35,39,24,3,0,99,6,3,0,0,0,8,155,119,120,36,20,458,4,6,18,27,155,119,126,39,37,482,113,113,35,8,3,0,0,42,113,185,130,132,39,37,638,9695,366,39,3,3,10110,4319,6038,2641,691,13683,2014,1212,394,90,30,3747,318,43,6,0,0,370,12027,5938,6479,2733,724,27903,194,198,316,710,12027,5938,6677,2936,1037,28615,9692,9692,905,138,36,3,4,1092,9692,12939,6078,6713,2935,1041,39396
Sutherland - Menai - Heathcote,12802,87,15,3,0,0,104,83,130,55,20,286,32,41,12,4,5,99,3,0,0,0,0,3,127,138,147,58,25,496,10,9,12,35,127,138,159,69,40,529,52,52,18,4,0,0,0,20,52,144,147,159,69,40,604,8293,303,43,5,4,8649,4704,7134,3035,743,15613,1582,1229,398,102,32,3344,254,52,5,0,0,316,10129,6285,7581,3139,779,27916,245,256,365,870,10129,6285,7827,3400,1141,28789,6161,6161,498,59,20,3,3,585,6161,10624,6343,7848,3403,1143,35530
Ballarat,20101,99,10,0,0,0,108,63,78,43,29,210,72,73,39,31,13,226,5,10,0,0,0,19,173,158,115,76,45,562,3,7,7,14,173,158,114,82,48,577,123,123,37,5,3,0,0,50,123,211,162,119,83,48,749,9379,256,34,3,3,9679,3380,4527,1923,664,10498,2120,1497,595,183,75,4469,311,64,11,4,0,383,11804,5196,5171,2116,742,25032,66,80,94,242,11804,5196,5239,2195,835,25272,11257,11257,1271,308,144,35,19,1779,11257,13076,5508,5386,2232,854,38307
Creswick - Daylesford - Ballan,20102,37,0,0,0,0,37,11,13,13,12,52,19,4,3,3,0,28,0,0,0,0,0,0,53,15,18,15,12,112,0,0,4,4,53,15,15,15,15,120,24,24,3,0,0,0,0,3,24,58,15,15,15,15,144,3191,93,6,0,0,3292,974,1114,529,199,2816,474,270,125,46,11,921,55,5,0,0,0,66,3717,1349,1248,571,208,7093,29,27,52,109,3717,1349,1275,605,264,7205,2993,2993,230,14,6,0,0,250,2993,3949,1360,1278,601,264,10446
Maryborough - Pyrenees,20103,42,8,0,0,0,47,15,10,15,11,45,18,16,9,0,3,49,0,0,0,0,0,4,62,38,27,13,7,146,0,0,0,3,62,38,26,13,10,150,36,36,8,4,0,0,0,10,36,67,42,28,13,10,201,2955,79,4,0,0,3038,776,859,384,198,2222,513,268,116,41,17,961,61,0,0,0,0,61,3523,1132,978,430,218,6279,30,27,29,84,3523,1132,1006,455,245,6358,3243,3243,257,23,7,3,3,289,3243,3788,1151,1006,452,249,9893
Bendigo,20201,115,10,4,0,0,124,52,59,54,38,202,77,69,59,17,15,239,12,5,0,0,0,20,205,139,126,71,49,593,9,8,9,26,205,139,135,78,66,619,152,152,24,13,4,0,0,44,152,231,150,138,83,66,815,8692,250,45,3,0,8989,3152,3744,1732,619,9249,2017,1395,537,183,82,4213,318,68,13,0,0,401,11030,4868,4335,1917,708,22850,96,80,107,287,11030,4868,4434,2000,813,23137,10115,10115,1063,301,84,26,15,1493,10115,12095,5164,4516,2026,828,34745
Heathcote - Castlemaine - Kyneton,20202,42,3,0,0,0,44,20,27,25,7,73,19,10,9,3,0,44,5,0,0,0,0,5,59,40,36,28,6,165,0,0,7,8,59,40,37,29,10,169,41,41,12,0,4,0,0,15,41,71,40,39,29,10,225,5176,130,15,3,0,5330,1647,2084,858,279,4864,822,540,177,59,18,1612,127,22,3,0,0,145,6124,2330,2282,919,299,11951,51,41,53,149,6124,2330,2330,962,356,12097,4794,4794,396,44,13,6,11,469,4794,6520,2378,2341,969,360,17357
Loddon - Elmore,20203,17,3,0,0,0,21,12,6,3,4,21,11,0,3,3,0,21,0,0,0,0,0,0,29,15,10,9,9,63,0,0,0,0,29,15,10,9,9,72,13,13,7,0,0,0,0,8,13,33,15,9,9,9,91,1353,36,3,0,0,1389,368,388,226,93,1067,173,100,39,10,3,326,28,4,0,0,0,30,1550,507,424,241,94,2815,11,11,19,33,1550,507,435,248,112,2848,1325,1325,108,3,0,0,0,114,1325,1663,508,435,248,112,4280
Barwon - West,20301,14,3,0,0,0,21,11,8,7,6,33,0,4,4,0,0,8,0,0,0,0,0,0,15,14,9,7,6,56,0,3,0,11,15,14,15,7,10,63,3,3,3,0,0,0,0,3,3,23,14,15,7,10,76,1832,38,0,0,0,1874,703,1089,532,178,2506,233,184,79,24,7,524,38,3,3,0,0,43,2105,925,1165,562,187,4945,33,25,47,102,2105,925,1196,583,235,5044,1074,1074,89,7,0,3,0,101,1074,2197,940,1201,585,235,6226
Geelong,20302,124,12,3,0,0,139,100,111,52,39,304,94,105,54,23,15,286,13,4,0,0,0,17,228,224,168,74,56,752,11,8,16,31,228,224,180,81,76,778,180,180,36,18,6,3,0,62,180,266,239,189,79,76,1020,16819,590,107,19,11,17538,6805,8446,3429,1086,19762,3977,2623,990,322,125,8038,579,123,25,3,3,738,21377,10144,9570,3767,1216,46071,209,219,272,699,21377,10144,9780,3981,1495,46770,19793,19793,1794,510,228,89,86,2705,19793,23167,10654,10005,4071,1579,69271
Surf Coast - Bellarine Peninsula,20303,45,4,0,0,0,52,21,43,22,14,100,29,16,13,3,0,55,3,0,0,0,0,3,75,42,53,24,14,213,4,3,4,11,75,42,59,26,17,218,26,26,11,3,0,0,0,16,26,92,49,57,28,17,263,7951,153,26,0,0,8132,2482,3595,1567,415,8053,1087,738,306,79,18,2234,131,18,6,0,0,154,9172,3389,3932,1649,433,18579,66,73,70,209,9172,3389,3999,1724,507,18789,6368,6368,498,83,30,10,0,621,6368,9667,3478,4034,1733,503,25779
Upper Goulburn Valley,20401,67,3,0,0,0,73,36,40,24,17,117,31,29,10,6,6,83,0,4,0,0,0,4,108,64,51,32,22,277,7,3,0,13,108,64,54,40,26,290,59,59,16,0,0,0,0,24,59,123,64,59,40,26,368,5952,160,15,4,0,6131,1667,2036,911,316,4931,958,612,241,77,22,1914,125,17,3,0,0,149,7038,2460,2297,992,345,13124,55,60,83,191,7038,2460,2349,1050,422,13316,5924,5924,427,34,11,12,15,499,5924,7463,2494,2359,1067,439,19741
Wangaratta - Benalla,20402,52,3,0,0,0,51,41,33,25,13,104,39,25,12,4,5,84,0,4,0,0,0,4,88,68,42,36,15,255,3,4,0,9,88,68,48,38,21,262,48,48,18,3,0,0,0,22,48,108,74,48,38,21,332,5370,99,8,3,0,5487,1469,1752,817,256,4291,884,550,217,62,23,1743,136,13,0,0,0,152,6392,2138,1986,884,279,11671,61,34,32,133,6392,2138,2044,919,314,11808,5519,5519,400,33,11,8,0,453,5519,6791,2172,2057,926,316,17779
Wodonga - Alpine,20403,97,9,0,0,0,109,50,60,36,19,166,52,58,44,19,8,180,3,8,0,0,0,10,160,124,104,58,31,467,9,0,3,11,160,124,110,57,35,483,99,99,33,0,3,6,0,40,99,185,122,113,64,35,622,7510,191,23,0,0,7726,2341,2881,1298,432,6957,1269,844,351,101,43,2599,156,22,6,0,0,188,8935,3399,3259,1397,476,17472,60,62,74,196,8935,3399,3325,1462,552,17668,6901,6901,575,74,29,8,3,686,6901,9506,3472,3353,1468,554,25256
Baw Baw,20501,36,8,0,0,0,47,23,25,23,14,81,17,23,13,13,7,61,0,3,0,0,0,3,57,54,35,32,17,195,7,0,0,7,57,54,44,30,21,206,31,31,8,0,0,0,0,8,31,64,54,44,30,21,239,5227,143,10,0,0,5391,1620,2008,1065,406,5105,820,595,262,75,26,1773,115,8,7,0,0,132,6167,2366,2286,1146,434,12401,54,50,78,178,6167,2366,2343,1198,505,12575,4439,4439,344,26,10,6,3,385,4439,6506,2395,2348,1197,512,17407
Gippsland - East,20502,94,6,0,0,0,100,50,60,42,16,171,48,59,32,19,6,157,13,4,0,0,0,21,148,125,94,59,27,446,3,4,11,17,148,125,98,62,35,462,100,100,19,4,0,0,0,26,100,172,123,98,62,36,582,5804,126,9,0,0,5944,1284,1485,632,236,3633,775,450,172,63,26,1489,88,9,5,0,0,109,6668,1868,1671,697,261,11170,37,43,33,118,6668,1868,1711,738,292,11286,5334,5334,357,38,7,3,7,407,5334,7024,1913,1720,743,297,17033
Gippsland - South West,20503,64,3,0,0,0,67,25,22,16,18,80,19,28,19,11,0,78,3,0,0,0,0,3,86,57,42,22,17,228,5,3,7,13,86,57,45,28,25,244,40,40,10,0,0,0,0,14,40,100,63,48,28,25,301,7468,143,16,0,0,7628,1836,2199,1115,383,5537,1102,729,259,95,22,2205,139,17,0,0,0,155,8710,2735,2470,1208,404,15522,52,58,65,175,8710,2735,2523,1261,470,15697,7474,7474,507,44,9,3,0,568,7474,9216,2780,2538,1265,466,23741
Latrobe Valley,20504,77,11,0,0,0,90,45,65,35,30,166,47,55,36,18,14,174,8,3,0,0,0,7,133,110,100,52,46,439,3,4,4,8,133,110,97,58,45,445,113,113,26,0,0,0,0,28,113,157,112,99,58,45,587,7169,182,24,0,0,7376,2488,2901,1131,413,6939,1678,1073,428,156,59,3395,186,34,5,0,0,231,9030,3778,3358,1288,477,17937,66,64,78,204,9030,3778,3423,1351,554,18145,8655,8655,651,92,19,0,3,770,8655,9680,3875,3448,1357,560,27565
Wellington,20505,48,3,0,0,0,48,33,37,28,17,107,27,19,13,10,8,72,7,0,0,0,0,7,80,55,50,33,21,236,3,0,0,4,80,55,52,36,23,242,58,58,11,0,0,0,0,14,58,89,56,52,32,23,309,4703,104,12,3,0,4819,1414,1613,830,281,4132,700,462,188,71,14,1439,108,19,4,0,0,131,5510,1999,1813,903,296,10521,36,25,33,94,5510,1999,1855,924,329,10617,4694,4694,347,46,11,7,5,407,4694,5853,2042,1865,935,334,15720
Brunswick - Coburg,20601,58,6,4,0,0,72,14,10,11,0,41,19,10,8,0,0,40,7,3,0,0,0,9,85,36,24,15,0,154,0,0,4,4,85,36,21,15,4,156,50,50,43,26,9,4,4,86,50,123,63,36,15,6,297,7695,513,179,42,33,8471,3119,3742,1111,328,8296,1373,749,206,53,24,2408,458,125,36,12,11,638,9529,4508,4168,1219,387,19813,104,78,130,315,9529,4508,4269,1298,518,20122,9466,9466,2280,1153,520,161,59,4174,9466,11807,5658,4784,1462,580,33760
Darebin - South,20602,36,0,4,0,0,36,10,18,6,0,34,13,20,3,0,0,38,7,0,0,0,0,5,55,28,26,3,0,118,0,0,0,0,55,28,26,3,7,117,40,40,22,16,3,0,4,42,40,77,46,29,8,7,204,4361,236,78,9,6,4689,1983,2634,775,187,5577,845,483,142,30,4,1506,212,70,20,3,0,306,5422,2768,2876,815,200,12086,50,49,58,159,5422,2768,2926,859,258,12240,5891,5891,1135,499,230,63,17,1943,5891,6551,3267,3159,923,279,20077
Essendon,20603,24,8,0,0,0,31,11,10,12,3,34,19,14,3,0,0,35,6,3,0,0,0,9,48,27,15,11,5,108,3,3,0,4,48,27,14,17,5,113,36,36,19,10,0,0,0,28,36,65,41,19,17,5,174,5413,290,69,8,10,5796,2531,3426,1268,305,7534,1187,622,236,61,35,2142,383,85,20,5,3,500,6979,3535,3755,1349,352,15967,61,57,70,191,6979,3535,3819,1406,426,16159,7548,7548,1137,404,117,24,18,1699,7548,8121,3935,3936,1431,439,25405
Melbourne City,20604,64,5,3,0,0,73,9,3,3,0,16,10,7,4,0,0,21,3,0,0,0,0,3,75,26,11,3,0,119,0,0,0,0,75,26,11,3,0,118,80,80,43,17,9,0,3,73,80,122,37,22,6,3,269,12714,1020,378,87,52,14251,3045,1782,481,202,5513,1414,667,196,61,28,2372,1546,357,87,18,16,2028,15673,5089,2448,651,300,24161,59,58,41,169,15673,5089,2511,714,346,24328,20563,20563,7282,2891,1118,381,174,11853,20563,22955,7979,3628,1088,519,56742
Port Phillip,20605,50,11,0,0,0,60,14,13,7,0,32,15,11,3,0,0,36,4,3,0,0,0,6,70,34,14,11,0,129,0,0,0,0,70,34,14,11,0,129,107,107,33,8,3,0,0,44,107,99,43,17,9,3,282,11830,459,107,16,5,12426,3316,2957,812,209,7284,1659,735,136,33,7,2572,536,101,25,3,0,664,14034,4615,3226,862,219,22952,61,37,33,138,14034,4615,3282,904,258,23084,17699,17699,3090,754,149,38,19,4046,17699,17126,5364,3439,933,275,44830
Stonnington - West,20606,30,3,3,0,0,42,4,7,0,0,19,7,3,0,0,0,10,4,0,0,0,0,9,42,17,12,0,3,75,0,0,0,0,42,17,15,0,3,78,36,36,15,14,5,0,0,33,36,57,25,21,3,3,145,7585,315,76,7,3,7983,1771,1611,561,131,4072,879,431,121,33,8,1478,408,81,16,4,0,502,8873,2597,1823,606,148,14036,53,26,30,103,8873,2597,1874,632,174,14145,10851,10851,2344,660,140,22,11,3176,10851,11216,3258,2013,654,180,28164
Yarra,20607,38,3,0,0,0,46,17,9,8,3,40,13,11,4,0,4,30,0,6,0,0,0,6,55,34,15,10,9,121,0,0,0,0,55,34,15,10,9,121,67,67,29,22,7,5,4,66,67,89,56,25,11,11,260,9411,578,195,47,6,10234,2529,2495,667,194,5887,1427,770,214,73,49,2529,464,138,34,10,8,645,11299,4015,2936,791,259,19299,59,32,59,151,11299,4015,2999,822,322,19449,11758,11758,2884,1478,543,145,41,5087,11758,14177,5490,3543,964,358,36290
Boroondara,20701,31,4,7,0,0,49,13,28,8,5,53,7,9,3,0,3,22,0,3,0,0,0,3,39,28,33,9,7,124,0,0,0,0,39,28,33,11,5,128,33,33,20,7,6,0,0,33,33,60,33,39,10,6,193,13271,538,163,50,22,14039,6499,10094,4094,971,21662,2513,1647,531,111,38,4839,715,166,39,17,4,945,16503,8855,10821,4272,1033,41486,180,196,250,625,16503,8855,11004,4470,1287,42116,14443,14443,1991,673,277,104,52,3096,14443,18494,9526,11287,4570,1333,59656
Manningham - West,20702,17,3,0,0,0,20,6,7,10,0,22,8,10,4,3,0,22,0,0,0,0,0,0,26,15,17,12,5,68,4,3,3,6,26,15,16,13,6,77,15,15,0,0,0,0,0,3,15,26,16,18,13,6,92,7995,379,81,30,14,8495,4280,5341,1945,464,12026,1611,1023,299,101,29,3063,301,78,18,4,5,408,9910,5760,5742,2073,512,23992,196,260,378,829,9910,5760,5932,2335,887,24821,6170,6170,483,160,67,23,13,750,6170,10396,5918,5999,2360,900,31740
Whitehorse - West,20703,21,3,0,0,0,25,3,13,7,0,22,9,5,3,0,0,23,3,0,0,0,0,6,35,12,25,5,0,73,0,0,4,6,35,12,26,9,3,83,23,23,10,3,3,3,0,23,23,43,24,25,14,4,131,7365,537,187,74,47,8213,4098,5718,1964,518,12295,1894,1177,339,97,37,3549,397,107,37,16,14,575,9652,5924,6280,2154,617,24623,130,206,232,572,9652,5924,6412,2357,849,25196,8957,8957,1137,601,341,161,124,2367,8957,10792,6525,6750,2526,972,36527
Bayside,20801,17,3,0,0,0,20,17,9,8,0,43,14,5,5,0,0,20,0,0,0,0,0,3,32,27,14,8,0,87,0,0,0,5,32,27,17,12,3,88,21,21,9,0,0,0,0,14,21,43,30,17,12,3,117,8565,211,18,8,3,8803,3925,6447,2430,497,13298,1623,1035,307,50,13,3032,245,30,11,3,0,294,10434,5205,6786,2489,517,25427,71,73,75,224,10434,5205,6854,2561,591,25647,8542,8542,603,91,21,11,7,732,8542,11036,5300,6877,2574,597,34916
Darebin - North,20902,52,7,4,0,0,64,29,25,18,14,86,37,41,16,10,7,110,9,4,0,0,0,11,92,82,48,30,21,271,9,4,5,16,92,82,59,31,23,289,96,96,39,16,7,0,0,61,96,133,96,64,31,21,449,7101,482,149,45,34,7815,3520,4163,1508,589,9781,1885,1095,392,102,49,3523,485,123,35,12,9,664,9468,5227,4738,1663,680,21777,139,158,270,557,9468,5227,4872,1818,951,22343,9296,9296,1386,570,242,90,97,2375,9296,10851,5799,5113,1909,1041,34009
Nillumbik - Kinglake,20903,32,0,0,0,0,33,19,29,17,3,65,7,3,3,0,0,20,0,0,0,0,0,3,43,27,30,19,4,120,3,3,3,9,43,27,33,23,8,128,19,19,3,0,0,0,0,8,19,41,28,33,21,8,154,5126,167,17,3,0,5318,2824,4640,1914,482,9866,862,736,229,67,16,1908,116,22,0,0,0,136,6106,3743,4897,1989,507,17231,89,90,149,329,6106,3743,4985,2076,653,17556,3086,3086,220,31,9,4,0,262,3086,6324,3775,4992,2079,651,20906
Whittlesea - Wallan,20904,95,17,5,0,0,108,89,133,68,43,323,62,85,50,23,6,227,7,3,0,0,0,8,158,193,188,93,50,673,6,14,21,43,158,193,189,105,74,720,86,86,26,0,0,0,0,31,86,186,192,194,106,74,834,14118,743,181,38,18,15102,9199,12554,5156,1998,28909,3466,2939,1233,392,161,8189,627,166,35,4,6,841,18207,13042,14001,5597,2186,53039,389,585,1011,1987,18207,13042,14393,6181,3202,55025,11116,11116,1171,308,183,59,36,1758,11116,19375,13353,14578,6242,3233,67897
Keilor,21001,21,0,0,0,0,23,19,11,8,5,38,8,6,6,0,0,22,0,0,0,0,0,0,30,23,18,9,5,82,0,0,0,5,30,23,18,6,3,85,8,8,5,0,0,0,0,7,8,34,23,20,6,3,103,5092,199,26,5,3,5330,2497,3484,1298,357,7628,1170,795,261,47,11,2291,239,40,8,3,0,297,6510,3535,3782,1350,368,15542,81,123,142,346,6510,3535,3861,1479,509,15885,4483,4483,340,87,19,14,0,454,4483,6845,3617,3882,1492,513,20831
Macedon Ranges,21002,22,0,0,0,0,20,8,31,12,6,49,3,7,3,0,0,15,0,0,0,0,0,0,24,10,32,14,3,84,0,0,3,4,24,10,32,15,9,88,12,12,4,0,0,0,0,6,12,27,10,32,15,9,105,2787,88,3,0,0,2880,1159,1789,803,278,4032,356,272,125,39,11,796,35,8,0,0,0,43,3183,1523,1923,847,286,7753,46,32,52,129,3183,1523,1966,879,330,7878,1698,1698,134,15,3,0,0,149,1698,3310,1532,1973,879,330,9720
Kingston,20803,50,3,3,0,0,54,33,42,13,7,100,35,26,8,0,3,63,4,0,0,0,0,4,84,59,59,12,12,224,0,0,0,7,84,59,58,16,16,224,36,36,18,6,0,0,0,26,36,101,59,60,19,16,286,10110,372,40,6,5,10535,4958,6870,2317,500,14650,2443,1561,393,87,22,4511,408,59,8,0,0,479,12961,6957,7317,2410,528,30171,141,163,177,478,12961,6957,7452,2574,713,30651,12066,12066,1008,139,43,23,12,1221,12066,13970,7093,7493,2597,722,43933
Stonnington - East,20804,8,0,3,0,0,13,3,10,3,0,18,3,3,0,0,0,5,0,0,0,0,0,0,11,6,7,3,3,34,0,0,0,0,11,6,7,3,3,34,11,11,3,0,0,0,0,8,11,16,12,7,3,3,49,3526,149,41,17,8,3738,1498,2357,1013,198,5067,567,368,116,31,3,1083,182,45,10,4,0,244,4271,2057,2524,1060,214,10127,37,34,39,112,4271,2057,2559,1092,252,10234,4121,4121,597,248,92,46,20,999,4121,4864,2308,2652,1139,275,15357
Banyule,20901,59,3,0,0,0,63,34,38,19,14,98,43,36,11,4,3,105,3,3,0,0,0,12,104,82,48,18,12,273,3,6,3,17,104,82,58,23,20,285,62,62,20,4,3,0,0,23,62,121,80,61,23,17,374,10407,406,93,19,9,10927,5204,7126,2521,656,15509,2431,1509,478,111,44,4582,458,107,14,8,9,594,13294,7226,7711,2657,718,31612,183,145,197,530,13294,7226,7894,2805,916,32139,10519,10519,943,282,106,46,18,1405,10519,14235,7515,8001,2852,933,44058
Moreland - North,21003,37,4,0,0,0,40,13,16,13,6,50,22,18,12,4,0,55,3,0,3,0,0,7,67,38,26,19,8,154,0,0,3,3,67,38,28,17,9,155,39,39,15,4,0,0,0,20,39,84,40,28,17,9,218,5611,358,110,27,9,6120,2990,3552,1406,723,8673,1422,934,316,91,44,2800,338,80,34,17,9,467,7370,4357,4012,1541,778,18062,122,131,249,508,7370,4357,4138,1668,1028,18566,6894,6894,705,238,100,66,64,1180,6894,8082,4596,4241,1738,1097,26642
Sunbury,21004,32,4,0,0,0,35,21,35,22,5,81,17,16,3,5,0,43,3,0,0,0,0,4,52,44,38,26,9,165,3,0,4,10,52,44,39,27,14,174,24,24,9,0,0,0,0,9,24,57,44,39,27,14,201,3118,142,10,4,0,3269,1616,2163,936,292,5005,749,617,236,56,14,1671,121,13,4,0,0,140,3991,2387,2419,997,305,10091,67,71,100,242,3991,2387,2484,1065,411,10332,2817,2817,251,27,12,0,0,290,2817,4244,2411,2490,1065,411,13438
Tullamarine - Broadmeadows,21005,58,13,0,0,0,70,36,53,45,24,149,42,68,33,15,13,168,6,0,0,0,0,7,107,116,86,57,31,392,7,7,19,33,107,116,95,64,48,429,50,50,16,4,0,3,0,27,50,126,118,93,71,48,503,7816,519,103,27,8,8470,5853,8246,4368,2669,21137,2492,2147,1041,424,209,6312,448,119,27,6,7,606,10758,8638,9419,4821,2887,36526,323,451,1186,1964,10758,8638,9740,5270,4080,38485,7285,7285,744,176,94,37,32,1078,7285,11501,8809,9836,5310,4109,46851
Glen Eira,20802,26,9,0,0,0,35,21,14,10,5,49,3,8,4,0,0,17,9,0,0,0,0,9,38,36,18,10,5,107,0,0,3,3,38,36,18,9,3,106,33,33,8,10,0,0,0,23,33,53,44,15,9,5,164,12090,668,174,42,30,12998,6165,8711,3038,817,18733,2371,1515,456,90,35,4472,578,128,22,10,8,744,15039,8478,9369,3174,893,36954,168,169,205,545,15039,8478,9538,3346,1098,37496,14326,14326,1917,714,288,101,63,3082,14326,16953,9188,9828,3453,1157,54901
