sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Auburn,12501,0,0,0,9,3,5,19,9,5,4,0,0,4,12,10,85,0,11,102,46,280,1797,2735,2863,429,430,428,516,449,239,409,10735,0,3,59,202,10,11,11,3,0,0,0,4,0,0,14,314,0,0,5,43,17,44,51,51,11,14,10,14,12,5,12,287,0,0,4,13,57,141,96,53,9,5,8,13,13,4,29,446,0,27,11,4,10,7,33,10,3,5,9,0,0,0,10,137,0,6,86,64,3,3,0,0,4,3,0,0,0,0,10,175,0,0,0,23,153,328,211,87,17,33,25,38,36,30,39,1014,0,0,0,50,49,200,469,978,93,152,194,334,329,190,107,3131,0,0,0,7,35,82,236,95,37,11,14,18,20,8,26,586,0,0,0,0,10,44,97,113,43,88,105,14,33,20,20,585,0,0,0,5,6,92,384,122,52,43,61,40,43,7,40,893,0,6,8,25,5,6,5,20
Carlingford,12502,0,0,3,10,9,11,20,10,0,0,3,4,3,0,4,77,5,15,59,58,168,1632,2791,1721,300,281,331,335,332,175,304,8525,0,3,24,48,7,4,0,3,0,0,0,0,0,0,6,99,0,5,12,36,10,42,11,10,4,0,0,0,9,3,0,141,0,0,3,20,50,101,69,20,4,3,7,7,4,0,14,299,0,27,26,27,14,15,25,18,7,0,4,0,3,3,5,172,0,17,56,40,5,7,0,0,0,4,0,0,0,0,6,138,0,0,14,58,262,1022,525,148,21,26,26,30,29,12,36,2205,0,9,10,53,69,270,445,315,51,73,74,71,107,62,38,1637,0,3,0,14,53,110,208,62,17,9,10,6,6,3,8,508,0,3,0,20,58,138,165,119,51,83,136,16,30,16,13,850,0,0,0,8,9,21,39,16,0,4,0,7,14,4,3,132,0,3,10,13,12,22,21,29
Merrylands - Guildford,12503,0,0,0,6,7,10,11,14,0,0,3,0,5,0,3,60,0,9,81,27,214,1171,1494,1480,203,194,221,224,162,88,262,5828,0,8,111,292,22,63,39,0,0,3,3,0,0,0,26,561,0,18,39,113,31,132,94,86,17,20,27,14,27,17,31,663,0,0,3,27,147,512,405,184,26,32,24,18,17,13,67,1475,0,114,63,40,21,26,23,11,3,0,0,4,4,3,14,321,0,26,206,172,33,23,12,0,0,3,0,4,0,0,25,510,0,0,5,23,103,231,89,49,3,11,12,15,16,4,20,563,0,5,13,149,76,260,761,1332,119,129,208,366,321,214,126,4083,0,3,0,15,61,94,143,84,19,13,10,6,9,4,33,491,0,0,0,25,32,145,334,277,157,293,676,63,50,18,83,2136,0,0,4,40,44,227,1073,581,139,151,283,117,58,81,82,2884,0,3,16,87,24,26,22,11
Parramatta,12504,0,0,10,20,18,33,30,26,7,3,10,13,3,12,0,190,3,16,38,46,176,1419,2361,1905,322,325,334,343,312,170,265,8039,0,6,45,91,11,48,31,3,0,0,3,0,0,3,15,261,0,14,21,67,25,66,45,35,3,3,21,5,22,14,17,371,0,0,3,34,130,382,292,113,34,23,19,21,27,14,37,1117,0,64,37,38,22,18,33,27,4,4,5,10,7,8,18,291,3,50,189,107,19,9,4,3,0,8,0,3,3,0,29,424,0,0,7,42,164,421,245,99,15,21,26,24,30,11,17,1125,0,11,10,96,106,677,3689,8203,1200,1532,2206,3177,3425,2505,822,27667,0,0,6,18,57,84,210,106,9,17,9,9,18,3,15,561,0,0,0,15,46,231,346,251,138,177,346,82,96,25,53,1809,0,0,0,13,10,57,145,58,18,20,41,3,13,12,20,422,0,10,12,44,14,42,34,30
Pennant Hills - Epping,12601,0,0,8,19,15,14,21,4,3,4,3,0,3,0,0,97,5,12,32,20,90,878,1511,1198,241,287,326,405,405,211,298,5909,0,0,5,9,0,0,4,0,0,0,0,0,0,0,0,27,0,4,5,15,3,7,4,4,0,0,3,0,0,0,3,54,0,0,3,9,16,28,38,8,3,3,0,0,3,0,3,112,5,32,32,18,7,7,26,7,0,0,5,4,0,3,5,158,0,5,10,6,3,3,3,0,0,0,0,0,0,0,3,39,0,7,15,41,214,913,328,79,29,44,14,19,29,13,28,1778,0,3,11,31,98,408,476,361,89,97,88,139,179,116,48,2146,0,4,5,12,21,39,56,31,12,9,3,3,0,4,7,208,0,0,0,4,28,55,36,54,38,25,19,11,25,0,6,306,0,0,0,0,3,3,0,6,0,0,0,3,5,0,0,25,0,3,6,16,17,32,23,8
Ryde - Hunters Hill,12602,0,0,7,34,34,46,37,34,4,3,10,10,10,9,9,254,6,55,89,95,312,2353,3836,3314,759,790,886,1266,1232,644,623,16248,0,3,77,147,18,26,21,4,0,0,0,0,3,0,7,310,0,33,68,99,38,78,28,19,4,5,4,8,14,7,22,435,0,10,13,34,76,114,74,23,3,12,6,10,8,7,22,395,3,83,54,41,27,37,67,50,11,13,4,7,12,12,21,444,0,57,216,128,17,13,7,0,3,3,3,3,3,3,15,485,3,3,37,135,555,1307,539,190,46,60,54,77,76,35,73,3185,0,10,16,125,143,417,678,791,171,232,305,408,520,404,125,4344,0,5,11,51,116,189,440,201,28,47,41,56,70,50,24,1330,0,0,6,107,191,298,205,228,61,126,141,56,103,33,35,1580,0,0,7,19,23,31,49,27,7,0,3,28,12,0,4,201,3,11,30,49,32,106,85,50
Bringelly - Green Valley,12701,0,0,3,0,6,9,20,9,3,0,0,0,3,0,0,56,0,0,9,12,182,353,213,138,24,27,24,25,18,4,42,1075,0,13,77,278,48,107,200,0,0,0,0,0,0,0,20,736,0,10,17,52,24,103,54,53,8,6,10,6,17,3,3,357,0,0,0,25,202,1300,1074,403,65,40,45,47,20,23,61,3306,0,84,29,34,18,22,24,7,4,0,0,0,3,0,8,239,0,7,71,74,17,22,18,11,3,6,5,0,0,0,10,251,0,0,0,3,23,54,25,4,0,0,0,0,0,0,0,118,0,3,0,25,38,193,271,255,33,30,38,20,23,23,22,973,0,0,0,11,24,52,58,26,0,3,0,4,3,0,6,196,0,0,0,31,73,165,118,49,15,16,20,0,0,0,0,481,0,0,13,130,219,873,1773,1037,154,118,237,90,87,91,55,4873,0,3,8,19,14,14,3,4
Fairfield,12702,0,0,0,8,4,12,18,12,0,0,0,0,3,0,0,61,3,18,131,44,645,981,709,498,67,86,89,68,65,31,196,3617,0,31,306,919,60,188,328,4,9,4,5,3,4,3,72,1926,0,25,35,84,33,78,47,23,6,3,16,6,8,4,11,379,0,0,3,31,171,463,314,102,14,31,17,17,12,9,46,1232,0,178,105,64,33,17,37,8,0,3,0,3,3,0,7,459,0,23,109,128,38,21,56,8,0,10,3,3,7,0,34,441,0,0,10,12,100,158,51,22,0,0,6,4,3,0,18,398,0,7,5,41,49,88,81,234,6,23,25,45,40,28,17,693,0,0,0,26,79,116,73,55,6,0,4,17,4,3,12,401,0,0,0,123,155,284,255,133,64,101,202,27,23,10,47,1427,0,3,19,588,615,2190,4960,3548,866,793,1754,1005,737,755,368,18198,0,0,12,41,27,18,7,0
Liverpool,12703,0,0,0,6,3,14,24,5,0,0,3,0,0,5,5,85,3,5,20,20,82,428,432,400,51,59,55,55,50,33,62,1759,0,8,86,144,26,119,635,21,3,3,5,3,9,3,15,1083,0,15,42,98,46,258,225,180,20,58,53,33,16,14,22,1082,0,0,4,46,214,1229,1094,454,92,57,74,81,48,33,77,3498,0,110,70,28,19,21,47,18,0,0,3,4,4,0,11,343,0,34,250,236,33,40,19,17,8,16,6,0,0,0,39,705,0,3,0,19,60,73,47,21,0,0,3,3,3,0,7,246,0,3,7,56,70,636,1141,1467,153,193,221,192,199,129,79,4553,0,0,3,14,69,125,292,101,16,12,4,12,12,5,21,693,0,0,0,12,14,44,94,100,21,45,106,21,16,3,3,485,0,0,0,19,24,191,1210,1395,418,270,611,412,315,233,76,5181,0,6,12,25,11,32,20,11
Cronulla - Miranda - Caringbah,12801,0,3,9,27,23,39,79,19,5,11,3,8,0,5,3,253,0,18,22,18,27,426,518,305,60,44,63,44,61,19,55,1676,0,6,60,83,11,29,11,0,0,0,0,0,0,0,10,208,0,59,103,134,40,77,56,24,6,3,9,6,10,0,17,545,3,0,3,18,39,46,38,11,0,0,0,0,0,0,3,175,4,88,87,57,42,18,62,35,9,11,0,10,4,7,10,441,0,66,290,181,23,9,17,7,3,15,6,13,0,0,19,648,3,0,14,26,64,143,62,21,0,3,5,5,11,3,4,364,0,11,9,63,32,45,81,133,30,35,26,18,38,19,20,548,0,3,12,17,36,66,71,30,8,3,3,3,4,0,6,265,0,0,0,5,5,13,8,25,6,0,3,6,0,4,0,78,0,0,0,3,3,13,10,0,0,0,0,0,0,0,0,35,0,6,22,51,31,98,61,52
Sutherland - Menai - Heathcote,12802,0,0,10,33,20,26,43,34,8,10,9,3,4,4,6,200,0,12,23,26,43,277,395,219,54,59,49,31,40,15,54,1301,0,3,57,106,3,11,10,0,0,0,0,0,0,0,4,201,0,34,58,82,28,48,64,22,6,4,5,4,0,0,14,371,0,3,10,26,40,49,25,9,0,0,0,3,4,0,6,176,0,86,105,51,42,29,56,21,7,8,4,6,3,0,16,432,0,30,157,136,23,10,5,3,4,0,0,3,3,0,12,389,0,3,0,30,68,131,55,25,3,3,3,3,4,0,6,337,0,10,3,69,42,79,139,100,13,14,20,20,12,16,14,561,0,3,7,14,25,54,59,28,10,3,8,0,3,0,3,224,0,0,0,0,5,6,6,13,3,5,3,4,0,0,0,58,0,0,0,5,6,3,5,9,0,0,0,0,0,0,0,28,0,0,15,66,28,112,89,67
Ballarat,20101,0,0,5,12,4,10,17,16,0,4,0,0,0,0,3,82,0,0,3,0,6,20,119,159,29,35,48,71,77,104,39,713,0,3,51,45,3,3,3,3,0,0,0,0,0,0,5,115,0,5,3,3,0,3,10,13,0,0,0,0,4,3,0,41,0,3,0,4,8,14,7,8,0,10,4,5,0,3,3,68,0,131,58,30,20,13,18,9,0,3,3,0,3,3,9,302,0,10,31,15,4,3,0,0,0,0,0,0,0,0,4,62,0,0,0,5,3,12,13,10,0,0,0,0,3,0,6,49,0,6,3,23,12,17,107,389,49,55,58,43,48,39,34,864,0,5,0,3,3,4,6,16,0,4,0,6,0,0,0,51,0,0,0,0,4,4,10,18,11,5,12,0,0,0,0,62,0,0,0,0,0,0,8,10,0,0,0,3,4,0,0,37,0,14,9,28,13,17,22,13
Creswick - Daylesford - Ballan,20102,0,0,0,12,8,5,11,3,0,0,0,0,0,3,0,46,0,0,5,0,0,0,9,9,0,0,6,0,0,0,3,34,0,0,10,35,3,7,0,0,0,0,0,0,0,0,3,56,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,58,34,21,17,10,7,10,0,0,8,0,0,0,9,177,0,6,17,12,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,9,0,4,7,13,3,0,3,20,0,0,0,3,3,0,8,64,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,7,4,7,9
Maryborough - Pyrenees,20103,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,18,0,0,4,0,0,10,3,10,3,3,0,3,0,0,0,27,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,17,0,33,29,22,12,0,5,0,0,0,0,0,0,0,4,111,0,0,6,8,4,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,3,9,0,0,8,44,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,3,4,4,0
Bendigo,20201,0,0,3,16,8,7,26,10,3,4,0,3,11,3,0,87,0,0,0,0,4,15,53,90,20,24,9,20,21,11,11,281,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,6,14,9,3,0,9,3,0,0,0,55,0,3,0,0,3,7,10,16,3,0,0,7,0,8,0,55,0,72,36,15,11,11,11,11,0,0,3,0,0,0,10,179,0,3,20,14,3,0,0,0,0,0,0,0,0,0,3,44,0,0,7,0,4,6,9,3,0,0,6,0,0,0,0,40,0,0,8,14,4,3,100,306,25,34,33,47,54,34,26,690,0,0,0,0,4,3,15,15,3,0,0,0,3,3,3,58,0,0,0,0,0,0,3,9,0,0,12,6,3,7,0,47,0,0,0,0,0,3,11,8,0,0,0,0,3,0,0,27,0,12,21,19,3,18,13,14
Heathcote - Castlemaine - Kyneton,20202,0,0,3,16,14,8,12,6,3,0,0,0,0,0,4,66,0,0,0,0,4,11,17,20,0,0,4,3,7,0,16,85,0,0,12,28,3,0,3,0,0,0,0,0,0,0,3,49,0,3,0,3,0,0,3,0,0,0,0,4,0,0,3,25,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,18,0,72,59,31,14,14,13,10,3,0,3,0,0,0,14,230,0,6,14,12,5,0,0,0,0,0,0,0,0,0,4,46,0,3,3,0,0,0,0,8,0,0,0,3,4,0,14,33,0,6,3,17,3,8,9,45,0,4,11,0,0,7,21,143,0,9,3,0,3,3,0,3,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,9,0,11,21,11,4,8,12,7
Loddon - Elmore,20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,7,3,0,0,0,0,0,0,0,0,0,0,37,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barwon - West,20301,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,6,0,0,9,16,0,0,4,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,16,9,10,4,0,4,0,0,3,0,0,0,3,85,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,8,4,3
Geelong,20302,0,0,9,20,16,21,53,39,3,8,3,9,7,11,13,221,3,0,85,9,12,74,184,387,72,77,70,124,151,141,57,1450,0,33,280,584,47,118,113,14,3,0,3,0,0,0,47,1247,0,4,8,17,3,7,24,17,0,3,3,8,0,3,3,94,0,0,0,7,3,19,13,22,5,10,10,6,7,0,0,104,4,508,205,67,45,36,37,32,8,4,3,4,3,7,48,1015,4,36,135,113,11,12,6,0,0,0,0,0,0,0,29,343,0,0,3,8,15,31,26,29,3,12,10,20,18,5,14,177,4,11,9,51,18,45,134,895,92,78,146,196,279,193,72,2223,0,6,11,7,5,23,57,35,9,3,13,26,6,4,0,202,0,0,0,3,12,24,42,57,22,84,104,40,39,8,10,449,0,0,0,0,0,4,26,13,6,15,24,5,45,52,17,219,0,21,51,79,29,57,36,56
Surf Coast - Bellarine Peninsula,20303,0,0,3,22,13,9,30,25,9,6,8,0,5,4,4,150,0,4,7,0,0,8,23,40,0,7,8,4,12,3,3,114,0,5,35,51,0,4,0,3,0,0,0,0,0,0,3,97,0,10,23,9,3,0,0,0,0,0,0,0,0,0,5,48,0,0,0,5,3,8,0,3,0,0,4,0,0,0,0,25,0,166,91,30,32,19,23,13,3,4,0,3,3,3,14,398,0,20,72,41,9,0,3,0,0,3,0,0,0,0,3,158,0,0,4,4,4,3,0,4,0,0,0,0,4,0,0,35,0,11,3,30,8,11,10,52,9,4,9,3,10,3,8,164,0,5,3,0,3,0,10,3,0,4,0,3,7,0,0,45,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,19,49,23,21,21,35
Upper Goulburn Valley,20401,0,0,5,10,10,8,10,4,0,0,6,10,3,0,0,66,0,0,3,3,0,4,32,24,12,3,7,11,52,53,75,280,0,3,5,18,0,0,3,0,0,0,0,0,0,0,3,40,0,5,4,8,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,111,74,33,25,10,14,8,0,5,0,3,0,0,10,293,0,10,17,15,0,3,0,0,0,0,0,0,0,0,0,52,0,0,0,0,8,3,3,3,3,0,0,4,6,4,3,44,0,8,6,20,3,4,11,82,7,11,15,3,4,11,3,187,0,3,0,0,0,0,8,7,0,0,0,4,5,3,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,0,11,20,21,14,5,14,18
Wangaratta - Benalla,20402,0,0,3,4,7,5,6,0,0,0,3,3,0,0,0,31,0,0,3,0,0,3,19,24,0,3,0,3,3,0,4,60,0,5,16,8,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,19,0,79,69,23,16,6,14,3,0,0,0,3,0,0,8,214,0,0,14,11,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,15,0,3,3,0,0,4,24,54,5,7,4,6,10,4,8,142,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,12,0,4,5,5
Wodonga - Alpine,20403,0,0,4,22,14,7,28,13,3,7,0,4,3,3,3,110,0,3,0,0,0,12,20,28,4,0,3,8,5,3,7,113,0,5,55,60,6,3,3,0,0,0,0,0,0,0,5,150,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0,11,0,4,3,0,3,10,8,8,3,0,0,0,0,0,0,46,0,202,148,61,26,24,18,19,6,5,3,0,0,0,21,533,0,4,9,12,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,5,4,5,0,0,0,3,3,4,0,6,0,41,0,4,0,13,4,5,40,185,10,22,17,11,19,11,12,360,0,4,0,3,0,8,5,3,0,0,0,0,0,0,0,24,0,0,0,0,0,3,4,0,9,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,16,16,11,7
Baw Baw,20501,0,0,3,9,16,4,7,3,0,0,0,0,0,0,0,43,0,0,3,3,3,9,9,24,0,4,0,7,4,3,11,79,0,0,5,31,3,0,0,0,0,0,0,0,0,0,0,46,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,19,0,0,3,0,0,7,9,4,0,3,0,0,0,0,0,23,0,75,72,23,22,4,10,5,0,0,0,0,0,3,5,230,0,3,11,11,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,6,3,3,0,0,0,0,0,0,0,8,22,0,4,3,15,3,9,23,78,0,0,8,9,6,4,4,163,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,8,8,6,9
Gippsland - East,20502,0,0,0,3,8,10,10,9,0,0,3,0,4,0,3,49,0,0,0,0,3,3,15,25,8,7,3,3,4,3,4,76,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,3,0,0,0,4,0,0,3,0,0,0,3,21,0,0,0,0,12,3,6,7,0,0,0,0,0,0,3,29,0,98,74,32,22,14,9,5,0,0,0,0,3,0,4,280,0,5,10,18,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,4,6,7,0,3,0,0,0,0,0,0,3,15,3,7,4,6,3,3,20,48,3,9,8,7,7,0,14,136,0,4,0,0,4,0,3,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,7,13,21,4,4,5,3
Gippsland - South West,20503,0,0,4,11,4,10,7,4,0,3,10,0,0,4,3,64,0,7,5,0,3,13,10,41,3,7,7,7,9,0,5,115,0,3,11,13,10,0,0,0,0,0,0,0,0,0,0,33,0,12,9,3,0,3,0,3,0,0,0,0,0,0,0,36,0,0,3,4,3,11,4,0,0,0,0,3,0,0,0,22,4,112,91,45,27,7,22,8,0,7,0,3,4,0,8,333,0,13,33,29,3,0,3,0,0,0,0,0,0,0,0,89,0,0,0,3,7,12,4,7,0,0,0,0,0,0,0,26,0,9,13,20,5,6,18,78,11,8,11,18,18,4,10,224,0,3,0,0,3,3,10,0,0,0,0,3,0,0,0,28,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,21,40,11,14,11,8
Latrobe Valley,20504,0,0,6,11,8,3,13,18,0,0,0,0,0,8,0,69,0,3,4,0,0,20,55,63,9,14,10,26,42,7,16,268,0,3,15,43,3,5,0,0,0,0,0,0,0,0,0,70,0,0,11,3,3,0,4,9,4,0,0,0,0,4,0,31,0,0,0,0,7,15,4,6,0,0,0,0,0,0,0,40,5,238,96,29,21,9,8,0,0,4,0,0,3,0,15,438,3,13,38,30,6,0,0,0,0,0,0,0,0,0,9,101,0,0,3,0,5,4,8,7,0,0,0,3,0,3,0,34,0,3,3,8,7,4,40,149,12,17,18,15,20,9,7,309,0,4,0,4,3,9,3,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7,0,4,3,4,3,3,3,26,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,17,25,18,16,16,3,7
Wellington,20505,0,0,3,12,3,5,3,4,0,0,0,6,0,0,4,45,0,0,3,0,0,0,9,10,3,0,6,0,0,0,30,60,0,3,8,30,5,4,0,0,0,0,0,0,0,0,0,50,0,4,3,4,0,0,0,4,3,0,0,0,0,0,0,17,0,0,3,3,0,9,0,8,3,0,0,0,0,0,3,29,0,81,35,13,13,3,9,6,0,0,0,0,4,0,9,172,0,7,7,3,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,7,0,0,0,0,0,3,0,0,14,27,0,3,3,5,3,0,15,94,15,13,12,3,7,6,12,187,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,9,3,6,3,3
