sa3_name16,sa3_code16,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Wangaratta - Benalla,20402,51,3,0,0,0,0,0,0,0,49,91,0,0,0,0,0,0,0,0,94,54,14,13,0,0,0,0,0,0,80,44,11,3,0,0,0,0,0,0,56,29,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,4,136,22,10,3,0,0,0,3,0,178,3,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,9,292,26,10,3,0,0,3,3,0,332,6893,226,92,21,14,3,13,49,23,7281,5536,77,36,0,5,4,13,18,20,5690,1451,389,216,0,0,0,7,7,11,2070,413,153,77,0,0,0,0,0,0,642,837,113,41,0,3,0,3,3,5,1006,28,37,10,0,0,0,0,0,0,72,82,5,5,11,9,0,0,16,7,122,97,16,3,0,0,0,0,4,4,125
Wodonga - Alpine,20403,74,0,3,0,0,0,0,0,0,84,145,0,0,0,0,0,0,0,0,153,148,20,12,0,0,0,0,0,0,178,56,19,5,0,0,0,0,0,0,85,40,3,0,0,0,0,0,0,0,48,5,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,4,287,46,21,0,0,0,0,0,0,350,4,0,0,0,0,0,0,0,0,10,24,3,0,0,0,0,0,0,0,29,544,46,27,0,0,0,0,4,4,622,8337,268,88,30,12,0,16,63,67,8824,8247,159,50,4,0,0,17,20,71,8546,2881,725,221,0,0,0,11,11,12,3853,599,244,73,0,0,0,0,0,0,924,1296,154,71,3,3,0,14,20,21,1559,37,18,12,0,0,0,0,0,0,72,389,25,20,9,10,0,4,20,3,455,123,15,10,0,0,0,0,3,4,148
Baw Baw,20501,37,0,0,0,0,0,0,0,3,42,79,0,0,0,0,0,0,0,0,79,38,0,0,0,0,0,0,0,0,42,33,6,0,0,0,0,0,0,0,42,21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,91,10,5,0,3,0,0,3,0,107,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,222,10,5,0,7,0,0,7,3,239,6117,158,343,34,38,0,4,74,26,6720,6407,56,33,3,6,0,7,14,19,6530,1641,244,188,0,4,0,3,8,7,2087,134,76,45,0,0,0,0,0,0,252,822,54,52,0,3,0,0,7,5,939,16,19,9,0,0,0,0,0,0,42,78,3,10,16,26,0,0,39,7,142,82,8,11,0,0,0,0,0,0,99
Gippsland - East,20502,93,4,0,0,0,0,0,0,0,91,103,0,0,0,0,0,0,0,0,107,93,11,6,0,0,0,0,0,0,111,108,15,12,0,0,0,0,0,0,131,36,0,0,0,0,0,0,0,3,46,22,3,4,0,0,0,0,0,0,32,16,0,0,0,0,0,0,0,0,17,5,3,0,0,0,0,0,0,0,9,284,29,24,0,0,0,0,0,4,348,3,0,0,0,0,0,0,0,0,3,26,6,0,0,0,0,0,0,0,34,517,38,24,0,0,0,0,6,11,582,7396,156,78,75,87,3,15,184,46,7855,4699,46,18,3,3,4,6,21,26,4812,1480,222,105,0,0,0,6,10,15,1833,236,91,33,0,0,0,0,0,3,364,876,43,17,3,0,0,6,14,22,969,66,15,5,0,0,0,0,0,0,87,158,10,13,14,22,0,4,43,12,229,120,4,8,0,0,0,0,4,5,135
Gippsland - South West,20503,53,3,0,0,0,0,0,0,0,57,89,0,0,0,0,0,0,0,0,87,87,4,0,0,0,0,0,0,0,96,12,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,8,134,4,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,282,6,7,0,0,0,0,3,0,301,9725,319,113,68,65,3,15,152,31,10334,7125,62,32,5,0,0,18,24,37,7275,2423,247,125,0,0,0,8,8,13,2821,177,159,44,0,0,0,0,0,0,378,1299,45,52,0,3,0,5,13,12,1416,47,40,32,0,0,0,0,0,0,120,197,14,6,21,6,0,3,37,8,258,200,15,7,0,0,0,0,0,0,221
Latrobe Valley,20504,65,3,3,0,0,0,0,0,0,71,171,0,0,0,0,0,0,0,0,171,125,19,17,0,0,0,0,0,0,159,70,19,17,0,0,0,0,0,0,104,31,0,0,0,0,0,0,0,0,33,11,3,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,252,41,31,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,22,507,46,33,0,0,0,0,0,0,587,9315,384,175,18,41,3,4,67,16,9952,9156,132,103,3,4,3,3,9,15,9413,2901,513,704,0,0,0,3,3,13,4142,659,277,213,0,0,0,0,0,3,1153,1181,98,88,0,4,0,3,4,12,1385,82,54,32,0,0,0,0,0,0,167,86,38,8,9,13,0,0,18,14,163,77,18,9,0,0,0,0,0,3,116
Wellington,20505,40,0,0,0,0,0,0,0,0,45,112,0,0,0,0,0,0,0,0,113,56,3,3,0,0,0,0,0,0,62,34,0,4,0,0,0,0,0,0,36,17,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,119,13,6,0,0,0,0,0,0,136,4,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,14,285,9,9,3,0,0,0,4,4,309,5981,100,75,32,26,4,16,80,22,6262,5174,45,22,7,0,4,11,16,29,5286,1478,176,194,0,0,0,10,6,6,1871,258,95,44,0,0,0,0,0,0,396,757,18,14,3,3,0,3,8,7,809,39,21,6,0,0,0,0,0,0,73,288,12,3,6,10,0,0,19,0,319,122,5,8,0,0,0,0,3,0,135
Brunswick - Coburg,20601,18,0,0,0,0,0,0,0,0,24,35,10,10,0,0,0,0,0,0,61,38,51,53,0,0,0,0,0,0,148,0,7,8,0,0,0,0,0,0,12,8,17,9,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,54,72,72,0,0,0,0,0,3,203,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,3,9,107,92,92,0,0,0,3,3,3,297,7004,1525,565,0,0,0,21,21,26,9149,5392,2115,1562,0,0,0,24,21,37,9128,2331,3429,5116,0,0,0,84,84,42,11004,106,306,311,0,0,0,0,0,0,725,907,718,636,0,0,0,40,35,20,2313,19,51,64,0,0,0,0,0,3,137,42,33,47,0,0,0,4,4,8,133,70,50,30,0,0,0,0,0,0,152
Darebin - South,20602,19,7,0,0,0,0,0,0,0,20,24,6,9,0,0,0,0,0,0,38,26,24,23,0,0,0,3,3,0,80,12,12,16,0,0,0,0,0,0,28,3,3,3,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,42,0,0,0,3,3,0,132,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,95,60,52,0,0,0,3,3,0,204,4333,1044,321,0,0,0,19,20,15,5734,3477,1387,802,0,0,0,18,18,15,5693,1348,1941,2693,0,0,0,48,50,31,6067,63,176,328,0,0,0,0,0,0,569,445,372,285,0,0,0,25,21,11,1140,30,42,26,0,0,0,0,0,0,94,25,17,11,0,0,0,3,3,0,57,62,25,19,0,0,0,0,0,0,106
Essendon,20603,22,3,0,0,0,0,0,0,0,22,25,4,0,0,0,0,0,0,0,30,20,24,35,0,0,0,0,0,0,81,3,3,17,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,29,26,57,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,9,77,38,65,0,0,0,0,0,0,174,5049,1183,878,0,0,0,17,17,16,7144,4149,1503,1230,0,0,0,20,17,24,6923,1195,1615,4066,0,0,0,49,49,22,6958,43,177,1561,0,0,0,0,0,7,1783,444,315,556,0,0,0,16,16,8,1335,49,22,97,0,0,0,0,0,0,168,31,15,36,0,0,0,4,4,3,84,50,28,49,0,0,0,0,0,0,125
Melbourne City,20604,0,3,7,0,0,0,0,0,0,12,3,7,17,0,0,0,0,0,0,25,5,29,122,0,0,0,0,0,0,156,0,5,23,0,0,0,0,0,0,31,0,9,15,0,0,0,0,0,0,22,0,4,9,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,46,164,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,9,58,200,0,0,0,0,5,0,269,592,1752,5577,0,4,3,11,12,37,7975,435,1808,6988,0,0,0,11,16,44,9286,310,2203,24943,0,0,0,45,45,178,27678,50,305,2122,0,0,0,0,0,17,2497,132,739,4499,0,0,0,14,19,31,5422,10,59,536,0,0,0,0,0,0,612,15,33,723,0,0,0,3,5,21,799,13,61,284,0,0,0,7,7,11,362
Port Phillip,20605,7,8,8,0,0,0,0,0,0,27,6,10,18,0,0,0,0,0,0,32,4,17,107,0,0,0,3,3,0,125,0,12,31,0,0,0,0,0,0,44,0,3,15,0,0,0,0,0,0,17,0,3,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,158,0,0,0,3,3,0,201,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,19,20,61,192,0,0,0,6,6,3,282,1641,3483,3628,0,0,0,52,52,37,8839,1385,3284,5616,3,0,0,78,85,28,10387,552,2352,15078,0,0,0,267,267,62,18304,29,532,1395,0,0,0,3,4,3,1962,189,680,2297,0,0,0,58,58,11,3237,9,36,313,0,0,0,3,3,3,363,16,16,100,0,0,0,0,0,0,129,22,45,141,0,0,0,3,3,0,214
Stonnington - West,20606,3,4,3,0,0,0,0,0,0,7,6,4,9,0,0,0,0,0,0,15,7,20,72,0,0,0,0,0,0,94,0,0,14,0,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,87,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,29,99,0,0,0,0,0,0,145,2227,2029,2245,0,0,0,10,7,23,6529,1280,1469,2693,0,0,0,3,8,17,5463,582,1523,9667,0,0,0,32,30,24,11826,0,69,996,0,0,0,0,0,0,1068,184,446,1365,0,0,0,13,11,15,2023,0,5,95,0,0,0,0,0,0,102,4,17,75,0,0,0,0,0,3,97,16,37,87,0,0,0,3,3,3,144
Yarra,20607,9,10,0,0,0,0,0,0,0,24,6,12,11,0,0,0,0,0,0,30,12,39,50,0,0,0,0,0,3,103,4,9,37,0,0,0,0,0,0,52,4,13,5,0,0,0,0,0,0,24,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,104,0,0,0,0,0,3,190,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,8,40,95,122,0,0,0,0,0,3,260,1964,3898,1297,0,0,0,23,23,25,7206,1455,3783,2805,0,0,0,25,25,32,8105,960,4119,7602,0,0,0,92,99,64,12845,107,403,2848,0,0,0,0,0,6,3368,378,1283,1086,0,0,0,45,45,27,2821,64,38,254,0,0,0,0,0,0,366,33,31,62,0,0,0,4,4,8,145,32,64,71,0,0,0,3,3,3,173
Boroondara,20701,37,3,3,0,0,0,0,0,0,42,21,9,5,0,0,0,0,0,0,35,28,11,40,0,0,0,0,0,0,79,3,0,3,0,0,0,0,0,0,11,3,6,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,22,50,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,96,33,62,0,0,0,0,0,0,193,16074,4430,1987,0,0,0,30,31,40,22561,11905,3141,2155,4,0,0,25,31,37,17269,3240,3257,7262,0,0,0,75,77,60,13898,90,113,252,0,0,0,0,0,3,465,1113,774,1057,0,0,0,28,30,25,2989,41,96,121,0,0,0,0,0,3,266,69,39,74,0,0,0,3,3,3,190,138,72,67,0,0,0,0,0,5,283
Manningham - West,20702,15,0,3,0,0,0,0,0,0,19,17,7,0,0,0,0,0,0,0,24,27,0,5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,6,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,72,9,12,0,0,0,0,0,0,92,11981,2064,569,0,0,0,3,5,12,14634,6899,1830,608,0,0,0,3,3,19,9359,2483,1377,946,0,0,0,3,7,9,4828,35,44,62,0,0,0,0,0,0,131,788,323,159,0,0,0,3,3,6,1276,18,21,34,0,0,0,0,0,0,73,58,22,19,0,0,0,0,0,3,97,76,25,17,0,0,0,0,0,0,121
Whitehorse - West,20703,25,7,0,0,0,0,0,0,0,28,19,4,0,0,0,0,0,0,0,24,28,10,6,0,0,0,0,0,0,45,10,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,20,6,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,93,27,11,0,0,0,0,0,0,131,10063,2614,429,0,0,0,9,6,14,13132,8111,2223,559,3,0,0,6,10,22,10928,2893,2516,2080,0,0,0,7,7,30,7535,215,284,119,0,0,0,0,0,0,624,1203,618,347,0,0,0,5,5,10,2183,42,105,120,0,0,0,0,0,0,265,126,70,82,0,0,0,0,0,3,286,82,39,37,0,0,0,0,0,0,163
Bayside,20801,15,4,0,0,0,0,0,0,0,16,28,8,3,0,0,0,0,0,0,40,9,5,4,0,0,0,0,0,0,22,3,4,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,13,18,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,59,30,27,0,0,0,0,0,0,117,10174,3002,1018,0,0,0,29,32,41,14273,8323,2304,782,0,0,0,54,59,57,11522,1985,1880,1514,0,0,0,73,73,31,5472,146,295,336,0,0,0,0,0,0,778,686,470,242,0,0,0,23,23,15,1436,12,22,87,0,0,0,0,0,0,119,32,19,30,0,0,0,3,3,0,83,73,38,28,0,0,0,0,0,0,143
Darebin - North,20902,37,3,0,0,0,0,0,0,0,40,46,9,3,0,0,0,0,0,0,61,88,35,16,0,0,0,0,0,0,145,67,43,18,0,0,0,0,0,0,127,10,5,0,0,0,0,0,0,3,25,7,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,184,96,30,0,0,0,0,0,3,308,0,0,0,0,0,0,0,0,0,3,27,11,3,0,0,0,0,0,0,34,281,115,42,0,0,0,3,3,3,449,9309,1296,193,0,0,0,15,13,13,10820,6429,2290,508,0,0,0,41,41,23,9284,3184,3510,1667,0,0,0,74,74,34,8470,502,696,293,0,0,0,0,0,0,1493,1180,574,206,0,0,0,44,44,8,2008,22,39,58,0,0,0,0,0,3,128,118,76,33,0,0,0,3,3,0,230,109,48,15,0,0,0,5,5,0,178
Nillumbik - Kinglake,20903,45,0,0,0,0,0,0,0,0,41,76,0,0,0,0,0,0,0,0,81,14,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,142,3,3,0,0,0,0,0,0,154,7657,167,164,0,0,3,3,8,17,8014,10046,203,111,3,0,8,0,8,20,10388,883,182,136,0,0,0,0,0,6,1216,44,49,11,0,0,0,0,0,0,100,473,33,25,0,0,3,3,5,3,542,8,3,16,0,0,0,0,0,0,24,34,3,0,0,0,0,0,0,0,36,50,13,6,0,0,0,0,0,0,68
Whittlesea - Wallan,20904,87,5,0,0,0,0,0,0,0,91,277,25,3,0,0,0,0,0,0,307,192,35,11,0,0,0,0,0,0,243,73,7,4,0,0,0,0,0,0,83,45,6,4,0,0,0,0,0,0,59,4,4,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,325,57,23,0,0,0,0,0,0,400,5,0,0,0,0,0,0,0,0,8,27,0,0,0,0,0,0,0,0,25,711,99,24,0,0,0,0,0,0,834,17491,1436,325,4,0,0,0,5,17,19275,27299,2836,287,0,0,0,6,7,35,30465,7919,2984,1021,0,0,0,3,6,32,11962,400,136,46,0,0,0,0,0,0,578,2041,366,120,0,3,0,5,9,19,2552,72,45,48,0,0,0,0,0,0,170,305,43,50,3,4,0,3,9,0,404,178,41,7,0,0,0,0,0,0,221
Keilor,21001,15,0,0,0,0,0,0,0,0,19,29,3,0,0,0,0,0,0,0,31,28,10,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,20,0,0,0,0,0,0,0,103,8144,1263,42,0,0,0,46,44,10,9502,5152,1451,54,0,0,0,27,32,11,6700,1582,1130,92,0,0,0,37,37,19,2855,53,52,0,0,0,0,0,0,0,109,521,200,21,0,0,0,10,10,9,754,9,10,0,0,0,0,0,0,0,19,36,13,0,0,0,0,0,0,0,48,54,13,4,0,0,0,0,0,0,71
Macedon Ranges,21002,18,0,0,0,0,0,0,0,0,24,48,0,0,0,0,0,0,0,0,51,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,97,5,0,0,0,0,0,0,0,105,3267,127,27,5,10,3,0,18,13,3443,4620,92,12,0,0,0,0,0,15,4740,557,134,22,0,0,0,0,0,3,727,27,19,4,0,0,0,0,0,0,46,308,46,4,0,0,0,0,3,4,364,7,23,6,0,0,0,0,0,0,41,41,3,0,0,3,0,0,7,0,50,47,3,0,0,0,0,0,0,0,54
Kingston,20803,32,13,3,0,0,0,0,0,0,51,69,20,8,0,0,0,0,0,0,91,25,30,24,0,0,0,0,0,0,84,8,3,4,0,0,0,0,0,0,20,5,9,3,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,50,41,37,0,3,0,0,3,0,134,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,155,76,54,0,3,0,0,3,0,286,9739,3357,1309,3,62,0,12,78,34,14516,10695,4184,1815,3,4,0,24,32,44,16769,2337,3032,2758,0,0,0,54,55,26,8221,186,211,272,0,0,0,0,0,3,674,722,643,386,0,6,0,23,22,12,1792,34,27,83,0,0,0,0,0,7,149,49,30,34,8,63,0,4,75,4,196,67,56,34,0,3,0,0,3,5,165
