ogc_fid,objectid_1,playarea_id,iams_id,parent_playground_name,parent_playground_iams_id,division_name,upgrade_year,equipment_replacement_cost,surface_type,surface_location,surface_area,other_surface_type,other_surface_location,other_surface_area,edging_type,fencing_type,access_description,all_access,age_range_0_to_3,age_range_4_to_7,age_range_8_to_12,age_range_13_plus,balance,bridge,bar,climber,cubby,combination_unit,flying_fox,fort,goal,panal,rocker,rotation,sculpture,slide,sound,swing,track_glide,sand_element,exercise_element,vehicle,total_structures,comments,feature_type,operational,area,perimeter,latitude,longitude,feature_type_code,create_date,feature_instance_metadata_id,objectid,natural_element,shape_length,shape_area
54,263,162,PLAR402,BULLOCK CIRCUIT,PLGR317,KAMBAH,1990.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,215.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,269.581198602294,68.1827898997,,,20,,,263,0,68.1784477729949,269.580169583639
55,264,163,PLAR403,KARNEY STREET,PLGR318,KAMBAH,2000.0,32000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,250.0,NONE,UNDERNEATH CRADLE SWING SEAT,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,279.32205919508704,60.378816845799996,,,20,,,264,0,60.3751511695059,279.321955806499
56,268,82,PLAR299,CHARLESTON STREET,PLGR248,MONASH,1990.0,48000.0,TANBARK,NORTH EAST POST AT CURVED SLIDE,260.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, AND SWING.",PLAY AREA,,257.780155811091,65.9240715152,,,20,,,268,0,65.9207704262206,257.780345617387
57,270,83,PLAR300,WILLIAM HUDSON CRESCENT,PLGR249,MONASH,1990.0,32000.0,TANBARK,WEST POST AT CURVED SLIDE,280.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING, AND ROCKERS.",PLAY AREA,,276.912436235086,59.30210408600001,,,20,,,270,0,59.2990164156094,276.912335546249
58,271,84,PLAR301,HALLSTROM CIRCUIT,PLGR250,MONASH,1990.0,12000.0,TANBARK,SOUTH EAST POST OF SWING FRAME,170.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,CONTAINS SWING AND ROCKERS.,PLAY AREA,,170.238576416892,52.347377190900005,,,20,,,271,0,52.3447933006394,170.23887453019898
59,272,85,PLAR302,CLIVE STEELE AVENUE,PLGR251,MONASH,1992.0,32000.0,TANBARK,NORTH EAST POST AT CURVED SLIDE,215.0,NONE,UNDER SOUTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,202.889484286296,58.2638579203,,,20,,,272,0,58.2611878827645,202.889506818683
60,273,140,PLAR368,COGHILL CLOSE,PLGR299,KAMBAH,1985.0,33000.0,TANBARK,EAST SUPPORT POST AT SLIDE,140.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND CAROUSEL.",PLAY AREA,,129.265721127105,48.6355772081,,,20,,,227,0,48.6333583536219,129.266066465469
77,319,118,PLAR341,POINT HUT POND DISTRICT PARK,PLGR278,GORDON,2000.0,15000.0,TANBARK,NE SUPPORT OF RUNG CHAIN CLIMBER,450.0,NONE,1.0M FROM EAST SIDE OF RUNG CHAIN CLIMBER,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,"CONTAINS THE RUNG/CHAIN CLIMBER, SUPERNOVA AND 2 SPIN POLES. JOINED TO PLAR340.",PLAY AREA,,452.20119612992005,85.83514716239999,,,20,,,311,0,85.83102365202821,452.20175511889903
61,275,141,PLAR370,BODDINGTON CRESCENT (SOUTH),PLGR300,KAMBAH,1985.0,57000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,260.0,NONE,UNDERNEATH NORTH SWING FLAT SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,5,"CONTAINS COMBINATION UNIT, SWING, CAROUSEL AND ROCKERS.",PLAY AREA,,263.191556364892,82.87616650000001,,,20,,,229,0,82.8711805196096,263.192268396978
62,276,142,PLAR371,BOUSTEAD CIRCUIT,PLGR301,KAMBAH,1990.0,20000.0,TANBARK,WEST SUPPORT POST AT SLIDE,50.0,NONE,AT END OF SLIDE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,60.3462671416599,29.8117113194,,,20,,,230,0,29.8097992980835,60.3460625416182
63,277,143,PLAR372,PINKERTON CIRCUIT,PLGR302,KAMBAH,1985.0,27000.0,TANBARK,SOUTH SUPPORT POST AT TUNNEL SLIDE,220.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SPINNER AND ROCKER.",PLAY AREA,,226.17763270277402,63.29587285979999,,,20,,,231,0,63.292334597179,226.177681041466
64,278,144,PLAR373,ROUNSEVELL STREET,PLGR303,KAMBAH,1985.0,15000.0,TANBARK,NORTH SUPPORT POST AT SLIDE LADDER,140.0,NONE,UNDERNEATH STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,"CONTAINS SWING, SLIDE AND ROCKER.",PLAY AREA,,162.551192709391,49.996099360500004,,,20,,,232,0,49.9928610534919,162.551363142246
65,279,145,PLAR374,DALE CIRCUIT,PLGR304,KAMBAH,2000.0,50000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,200.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,210.638431593886,59.858101669300005,,,20,,,233,0,59.8547114604486,210.638423252137
66,280,148,PLAR377,KAMBAH DISTRICT PARK,PLGR305,KAMBAH,1990.0,20000.0,TANBARK,NORTHEAST MOST SUPPORT POST,220.0,NONE,UNDERNEATH NORTH SWING,,TIMBER (SLEEPER),NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,HAS THE 2 GIANT SWINGS,PLAY AREA,,107.934305711994,51.43994442899999,,,20,,,234,0,51.437045876358496,107.934104835601
67,281,150,PLAR382,KAMBAH DISTRICT PARK,PLGR305,KAMBAH,,,NONE,,,NONE,,,NONE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAS NO PLAY EQUIPMENT,PLAY AREA,,24.1895930835108,20.5316548539,,,20,,,235,0,20.5305764408472,24.189677189953297
68,282,255,PLAR508,HAMERSLEY PLACE,PLGR409,FISHER,1990.0,40000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,100.0,NONE,1M NORTH OF SCRAMBLE CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,109.861620353199,40.6579038805,,,20,,,342,0,40.655300709772206,109.86120187389099
69,284,230,PLAR478,BUNBURY STREET,PLGR383,STIRLING,1985.0,49000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,500.0,NONE,UNDERNEATH TYRE SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,"CONTAINS COMBINATION UNIT, TRACKGLIDE, PYRAMID SPACENET AND ROCKERS.",PLAY AREA,,421.567994041296,91.8896245352,,,20,,,344,0,91.88395711723791,421.56775412699994
70,285,231,PLAR480,SANTALUM STREET  PEDESTRIAN PARKLAND,PLGR385,RIVETT,1985.0,15000.0,TANBARK,EAST SUPPORT POST OF SWING FRAME,200.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,"CONTAINS SWING, CAROUSEL AND ROCKER.",PLAY AREA,,172.612739403774,46.6849452461,,,20,,,345,0,46.6819738089419,172.61280476378997
99,370,196,PLAR442,KALLARA CLOSE,PLGR352,DUFFY,1985.0,33000.0,TANBARK,WEST SUPPORT POST AT SLIDE,150.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND CAROUSEL.",PLAY AREA,,171.515409108557,53.7455844351,,,20,,,378,0,53.7421489916904,171.516823985222
71,286,232,PLAR481,YATE GARDENS,PLGR386,RIVETT,1990.0,17000.0,TANBARK,SUPPORT POST OF ANGLED TYRE SWING,315.0,NONE,UNDERNEATH TYRE SWING SEAT,,CONCRETE,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,"CONTAINS ANGLED TYRE SWING, SPINNING POLE AND ROCKER.",PLAY AREA,,322.20622021349703,64.0086252357,,,20,,,346,0,64.0043523424801,322.206292951182
72,287,233,PLAR482,BLANCOA PLACE PEDESTRIAN PARKLAND,PLGR387,RIVETT,1999.0,30000.0,TANBARK,SOUTH POST AT SLIDE,220.0,NONE,UNDERNEATH TODDLER SWING SEAT,,TIMBER (SLEEPER),PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,283.157167879086,67.3581916318,,,20,,,347,0,67.3534515716127,283.156171828847
73,288,183,PLAR579,PANDANUS STREET,PLGR468,FISHER,1990.0,35000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,250.0,NONE,UNDERNEATH CRADLE SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING, SPINNING POLE AND ROCKER.",PLAY AREA,,305.385653618625,64.8421936584,,,20,,,348,0,64.8384221449716,305.38577511789396
74,315,115,PLAR337,POINT HUT POND DISTRICT PARK,PLGR278,GORDON,1990.0,41000.0,TANBARK,NORTH SIDE OF CURVED SLIDE,360.0,SAND,END OF CURVED SLIDE,25.0,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,2,0,0,8,"AT NE END.  CONTAIN JUNIOR COMBINATION UNIT, 2 SWING SETS, SEESAW, SAND DIGGERS, SPINNER AND SCULPTURES",PLAY AREA,,503.068882793182,105.40899807870001,,,20,,,307,0,105.40385609410299,503.069195776007
75,316,116,PLAR339,POINT HUT POND DISTRICT PARK,PLGR278,GORDON,1990.0,50000.0,TANBARK,WEST CHINUP BAR SUPPORT POST,300.0,NONE,UNDERNEATH EAST CHINUP BAR,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"CONTAINS THE LONG SLIDE, LADDER CLIMBERS, CLIMBING NET AND OVERHEAD RING BRIDGE.",PLAY AREA,,412.373613322346,85.85643231739999,,,20,,,308,0,85.85216385981991,412.373826637206
76,318,117,PLAR340,POINT HUT POND DISTRICT PARK,PLGR278,GORDON,1990.0,40000.0,TANBARK,NORTHWEST SUPPORT POST OF WEST SWING,600.0,NONE,UNDERNEATH NORTH SWING,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,CONTAINS THE GIANT SWINGS. JOINED TO PLAR341,PLAY AREA,,391.95853793187104,79.33070429819999,,,20,,,310,0,79.32678546239791,391.95851800007995
78,320,119,PLAR343,EVAN PLACE,PLGR279,GORDON,1999.0,20000.0,TANBARK,SOUTH WEST POST AT SOUTH FACING SLIDE,110.0,NONE,AT END OF NORTH FACING SLIDE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,123.737815602029,43.572417086,,,20,,,312,0,43.570168973227304,123.737366787992
79,324,123,PLAR347,MANNEHEIM STREET,PLGR283,KAMBAH,2000.0,48000.0,TANBARK,AT THE BASE OF CORKSCREW CLIMBER,280.0,NONE,UNDERNEATH CENTRE OF MONKEY BARS,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWINGS.,PLAY AREA,,217.717529876422,59.0167103287,,,20,,,316,0,59.0134879543845,217.717048828952
80,325,124,PLAR351,MARCONI CRESCENT,PLGR285,KAMBAH,2002.0,32000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,190.0,NONE,UNDERNEATH CRADLE SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,234.49552940280498,56.786451168,,,20,,,317,0,56.7833196968824,234.49548796637902
81,326,125,PLAR352,LASCELLES CIRCUIT,PLGR286,KAMBAH,1995.0,50000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,270.0,NONE,UNDERNEATH NORTH STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,243.22435668394797,75.0171706579,,,20,,,318,0,75.01276907387509,243.223721632965
82,327,126,PLAR353,HASKETT STREET,PLGR287,KAMBAH,1995.0,20000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,140.0,NONE,1M SOUTH OF SCRAMBLE NET CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,139.670439202346,49.3517357621,,,20,,,319,0,49.3487489374992,139.670306929409
83,328,127,PLAR354,CRAFER PLACE,PLGR288,KAMBAH,1980.0,20000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,115.0,NONE,UNDERNEATH CENTRE OF OVERHEAD RING,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,76.109260221852,31.727547614699997,,,20,,,320,0,31.725707973923697,76.1093612788945
84,329,129,PLAR356,TOOLE PLACE,PLGR290,KAMBAH,1990.0,8000.0,TANBARK,SOUTH EAST SUPPORT POST OF SWING FRAME,80.0,NONE,WEST SIDE OF SWINGS,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWINGS.,PLAY AREA,,90.73187002672091,37.139015469600004,,,20,,,321,0,37.136737026096604,90.7317970655672
85,330,130,PLAR357,TOOLE PLACE,PLGR290,KAMBAH,1990.0,42000.0,TANBARK,SUPPORT POST AT BANISTER RAILS,180.0,NONE,EAST OF BURMESE BRIDGE,,TIMBER (SLEEPER),NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,172.94142913717602,52.2812142833,,,20,,,322,0,52.278109091386604,172.941644490835
86,332,128,PLAR355,HORTON CLOSE,PLGR289,KAMBAH,1985.0,28000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,190.0,NONE,"NORTH SWING, UNDERNEATH CRADLE SWING SEAT",,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,194.647967116376,60.6192703763,,,20,,,324,0,60.6164313724355,194.647636221085
87,333,132,PLAR359,MCKILLOP PLACE,PLGR292,KAMBAH,1998.0,50000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,280.0,NONE,UNDERNEATH STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,255.810251458586,68.71999615600001,,,20,,,325,0,68.7158532766182,255.810881415822
100,371,197,PLAR443,MIRROOL STREET,PLGR353,DUFFY,1985.0,28000.0,TANBARK,NORTH WEST SUPPORT POST AT STAIRS,150.0,NONE,UNDERNEATH WEST SWING CRADLE SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,165.173749133082,54.1851341479,,,20,,,379,0,54.181312246894706,165.173455959777
88,334,133,PLAR360,VANZETTI CRESCENT,PLGR293,KAMBAH,1998.0,50000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,260.0,RUBBER (PRE-FAB MATS),UNDERNEATH CRADLE SWING SEAT,1.0,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,279.063112599511,64.3103991317,,,20,,,326,0,64.3068852041389,279.062612935997
89,335,134,PLAR361,CROUCH PLACE,PLGR294,KAMBAH,1990.0,48000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,240.0,NONE,UNDERNEATH EAST STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,244.337163157008,63.8675554562,,,20,,,327,0,63.863655711133006,244.33691637466703
90,337,135,PLAR362,SUMMERLAND CIRCUIT (SOUTH),PLGR295,KAMBAH,2004.0,28000.0,TANBARK,EAST SUPPORT POST NEAR SLIDE,215.0,NONE,EAST OF TIC TAC TOE PANEL,,ROCK WALL,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWINGS.,PLAY AREA,,224.686788760729,55.3676842832,,,20,,,329,0,55.3647447554554,224.68675797683
91,338,136,PLAR363,SUMMERLAND CIRCUIT (SOUTH),PLGR295,KAMBAH,2004.0,6000.0,TANBARK,AT TRAIN ROCKER,85.0,NONE,SOUTH OF SEE-SAW,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,CONTAINS ROCKERS.,PLAY AREA,,72.2871958975173,32.9488441142,,,20,,,330,0,32.947190909644696,72.2875690463054
92,339,137,PLAR364,SUMMERLAND CIRCUIT (SOUTH),PLGR295,KAMBAH,1990.0,8000.0,TANBARK,,30.0,NONE,,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS DECOMMISSIONED SWINGS.,PLAY AREA,,26.6161018794229,18.4515693902,,,20,,,331,0,18.4505927760742,26.6161354446996
93,341,139,PLAR367,BRIMAGE PLACE,PLGR298,KAMBAH,1985.0,48000.0,TANBARK,EAST SUPPORT POST AT SLIDE,120.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,145.863900794972,51.3513931842,,,20,,,333,0,51.34847983658071,145.863712281111
94,342,247,PLAR500,MACFARLAND CRESCENT,PLGR401,PEARCE,1985.0,8000.0,TANBARK,NORTH EAST SUPPORT POST OF SWING FRAME,80.0,NONE,UNDERNEATH WEST FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,66.557035793628,32.6885504674,,,20,,,334,0,32.6867672393657,66.5565064868585
95,343,248,PLAR501,KEMSLEY PLACE,PLGR402,PEARCE,1995.0,24000.0,TANBARK,SOUTH EAST SUPPORT POST AT SLIDE,75.0,NONE,1M NORTH OF HONEYCOMB CLIMBER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,106.827496651894,40.024624224200004,,,20,,,335,0,40.0226233456074,106.82738905304501
96,357,242,PLAR495,TORRENS PLACE - PEDESTRIAN PARKLAND,PLGR398,TORRENS,1985.0,8000.0,TANBARK,SOUTH WEST SUPPORT POST OF SWING FRAME,80.0,NONE,UNDERNEATH WEST FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,67.0017651100366,33.2221460321,,,20,,,365,0,33.22044694379289,67.00116052845
97,358,243,PLAR496,TORRENS PLACE - PEDESTRIAN PARKLAND,PLGR398,TORRENS,1985.0,20000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,80.0,NONE,UNDERNEATH SOUTH STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,GRAVEL PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,107.169943730676,39.6045651521,,,20,,,366,0,39.602789683210396,107.170288518739
98,361,246,PLAR499,WHITHAM PLACE - PEDESTRIAN PARKLAND,PLGR400,PEARCE,1985.0,20000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,70.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,84.92821120682208,36.4769431116,,,20,,,369,0,36.4751850276981,84.92840980176659
101,372,198,PLAR444,GLENMAGGIE STREET - PEDESTRIAN PARKLAND,PLGR354,DUFFY,1995.0,32000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,180.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,183.504576097452,52.847937722299996,,,20,,,380,0,52.8442845353781,183.504115158967
102,373,199,PLAR445,CARGELLIGO STREET - PEDESTRIAN PARKLAND,PLGR355,DUFFY,2000.0,30000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,190.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,214.57311874576197,57.059728467,,,20,,,381,0,57.0557622615895,214.57357421030702
103,374,201,PLAR447,STAPYLTON STREET,PLGR357,HOLDER,1995.0,22000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,90.0,NONE,1M WEST OF ANGLED HOOP CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,99.2595037313734,37.2919612596,,,20,,,382,0,37.289625031840295,99.25978573916349
104,375,202,PLAR448,STAPYLTON STREET,PLGR357,HOLDER,1995.0,50000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,250.0,NONE,UNDERNEATH STRAP SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS LARGE COMBINATION UNIT, SWING AND SEESAW.",PLAY AREA,,317.167908895596,75.8725753427,,,20,,,383,0,75.8677056953272,317.167512674093
105,376,203,PLAR449,PEARSON STREET,PLGR358,HOLDER,1990.0,28000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,160.0,NONE,UNDERNEATH NORTH FLAT SEAT OF WEST SWINGS,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,175.905231566511,56.1053752561,,,20,,,384,0,56.1019063456965,175.905511289035
