sla_code_2006_,sla_name_2006_,ieo_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
710152240,Kunbarllanjnja (CGC),849,40,1,3,NT ,16,2,18,849,849,882,0
710153309,South Alligator,920,257,2,19,NT ,38,5,42,888,944,645,13
710154809,West Arnhem,851,45,1,4,NT ,19,3,21,842,927,3334,25
710200809,Daly,861,59,1,5,NT ,24,3,27,781,993,1048,0
710302200,Katherine (T),985,784,6,57,NT ,55,7,61,712,1174,8191,2
710400207,Alice Springs (T) - Ross,1044,1060,8,76,NT ,77,9,85,960,1139,7028,3
710304030,Timber Creek (CGC),892,111,1,8,NT ,31,4,35,892,892,228,0
710304409,Victoria,872,66,1,5,NT ,25,3,28,771,948,887,5
710400208,Alice Springs (T) - Stuart,1010,918,7,66,NT ,65,8,72,970,1067,1917,1
710304600,Walangeri Ngumpinku (CGC),810,16,1,2,NT ,5,1,6,731,826,463,39
710305050,Yugul Mangi (CGC),847,37,1,3,NT ,14,2,16,813,943,1642,1
710350300,Alpurrurulam (CGC),851,44,1,4,NT ,18,2,20,851,851,345,0
710351350,Elliott District (CGC),878,77,1,6,NT ,28,4,31,878,878,420,16
710400360,Anmatjere (CGC),847,38,1,3,NT ,15,2,17,727,998,964,55
710400400,Arltarlpilta (CGC),859,56,1,5,NT ,22,3,25,859,859,239,26
710353409,Tableland,903,161,2,12,NT ,35,4,39,875,946,495,17
710354009,Tennant Creek - Bal,880,85,1,7,NT ,29,4,32,880,880,1209,83
805107569,Scullin,1073,1135,9,82,ACT,29,3,28,1048,1096,2794,0
805107659,Spence,1066,1115,8,80,ACT,22,3,22,1051,1085,2595,0
710401909,Hanson,873,67,1,5,NT ,26,3,29,814,1021,803,63
710402320,Ltyentye Purte (CGC),855,50,1,4,NT ,21,3,24,855,855,541,0
710403009,Petermann-Simpson,939,419,4,31,NT ,41,5,46,766,1047,2391,7
710403609,Tanami,826,24,1,2,NT ,9,1,10,769,911,2440,22
710403209,Sandover,825,22,1,2,NT ,8,1,9,766,941,2772,53
805050909,Campbell,1200,1382,10,99,ACT,97,10,94,1128,1229,3116,0
805051449,City,1213,1390,10,100,ACT,100,10,97,1213,1213,722,0
805051889,Dickson,1147,1303,10,94,ACT,70,7,68,1124,1219,1948,0
805052169,Duntroon,1312,1395,10,100,ACT,103,10,100,1312,1312,1684,0
805053609,Hackett,1162,1325,10,95,ACT,78,8,76,1124,1196,2882,0
805055049,Kowen,1033,1018,8,73,ACT,11,2,11,1033,1033,49,0
805055229,Lyneham,1148,1304,10,94,ACT,71,7,69,1120,1175,4320,0
805055769,Majura,1100,1204,9,87,ACT,46,5,45,1046,1143,117,0
805100459,Belconnen Town Centre,1141,1292,10,93,ACT,66,7,64,1058,1196,3057,0
805100549,Belconnen - SSD Bal,1125,1264,10,91,ACT,58,6,56,1125,1125,43,0
805100729,Bruce,1199,1381,10,99,ACT,96,10,93,1153,1232,3387,23
805101179,Charnwood,997,854,7,62,ACT,6,1,6,961,1023,3020,0
805102259,Evatt,1074,1139,9,82,ACT,30,3,29,1031,1128,5496,0
805156939,Phillip,1172,1341,10,97,ACT,83,8,80,1133,1207,1909,0
805102619,Florey,1073,1133,9,82,ACT,28,3,27,1040,1134,5107,0
805103249,Giralang,1082,1165,9,84,ACT,36,4,35,1047,1110,3303,0
805103879,Hawker,1151,1308,10,94,ACT,73,8,71,1067,1194,2827,0
805102709,Flynn,1087,1175,9,85,ACT,39,4,38,1072,1111,3550,0
805102889,Fraser,1105,1218,9,88,ACT,50,5,49,1061,1136,2157,0
805103969,Higgins,1056,1088,8,78,ACT,20,2,20,1046,1068,3024,0
805104779,Kaleen,1082,1164,9,84,ACT,35,4,34,1019,1124,7586,0
805204059,Holder,1136,1281,10,92,ACT,63,7,61,1122,1152,2610,0
805105139,Latham,1068,1121,9,81,ACT,23,3,23,1042,1102,3687,0
805151719,Curtin,1163,1326,10,95,ACT,79,8,76,1080,1219,5132,0
805105409,McKellar,1074,1141,9,82,ACT,31,3,30,1072,1078,2604,0
805156849,Pearce,1151,1309,10,94,ACT,74,8,72,1101,1193,2511,0
805152439,Farrer,1149,1306,10,94,ACT,72,7,70,1096,1185,3362,0
805153069,Garran,1188,1367,10,98,ACT,91,9,88,1134,1237,3176,0
805158109,Torrens,1136,1283,10,92,ACT,64,7,62,1068,1177,2266,0
805201089,Chapman,1178,1353,10,97,ACT,86,9,83,1153,1202,2693,0
805105949,Melba,1103,1214,9,87,ACT,49,5,48,1076,1132,3265,0
805106669,Page,1083,1166,9,84,ACT,37,4,36,1065,1105,2694,0
805154239,Hughes,1168,1335,10,96,ACT,81,8,78,1151,1198,2898,0
805154419,Isaacs,1155,1311,10,94,ACT,75,8,73,1139,1171,2424,0
805155319,Lyons,1109,1225,9,88,ACT,51,5,50,1053,1133,2442,1
805155859,Mawson,1135,1280,10,92,ACT,62,6,60,1096,1197,2862,0
805156489,O'Malley,1156,1317,10,95,ACT,77,8,75,1144,1183,685,0
805202079,Duffy,1124,1261,10,91,ACT,57,6,55,1108,1151,2942,0
805202529,Fisher,1101,1206,9,87,ACT,47,5,46,1056,1151,2977,0
805208739,Weston,1127,1267,10,91,ACT,60,6,58,1053,1200,3176,0
805250819,Calwell,1072,1132,9,82,ACT,27,3,26,1029,1095,5927,0
805251549,Conder,1040,1042,8,75,ACT,13,2,13,1022,1064,5052,0
805253339,Gowrie,1078,1151,9,83,ACT,33,4,32,1036,1104,3225,0
805208829,Weston Creek-Stromlo - SSD Bal,952,537,4,39,ACT,2,1,2,952,952,15,0
805357929,Symonston,904,164,2,12,ACT,1,1,1,901,910,469,0
805358919,Yarralumla,1205,1384,10,100,ACT,98,10,95,1142,1226,2905,0
805352789,Forrest,1210,1388,10,100,ACT,99,10,96,1201,1260,1191,0
805252349,Fadden,1143,1297,10,93,ACT,67,7,65,1124,1168,3214,0
805251359,Chisholm,1025,993,8,72,ACT,8,1,8,975,1069,5379,0
805400239,Amaroo,1116,1238,9,89,ACT,53,6,51,1086,1140,5504,0
805253159,Gilmore,1007,899,7,65,ACT,7,1,7,1001,1016,2905,0
805253289,Gordon,1057,1091,8,79,ACT,21,3,21,1011,1099,7869,0
805254509,Isabella Plains,1028,1002,8,72,ACT,10,1,10,1019,1050,4316,0
805254869,Kambah,1077,1148,9,83,ACT,32,4,31,1007,1135,15579,0
805253379,Greenway,1112,1230,9,89,ACT,52,6,51,1096,1128,1130,0
805256579,Oxley,1056,1087,8,78,ACT,19,2,19,1044,1062,1790,0
805255489,Macarthur,1094,1193,9,86,ACT,44,5,43,1071,1135,1583,0
805256129,Monash,1071,1131,9,82,ACT,26,3,26,1035,1119,5548,0
805357119,Red Hill,1174,1346,10,97,ACT,85,9,82,1040,1223,3144,0
805257289,Richardson,984,776,6,56,ACT,5,1,5,964,1007,3231,0
805258019,Theodore,1047,1073,8,77,ACT,17,2,17,1022,1078,4108,0
805258189,Tuggeranong - SSD Bal,1035,1028,8,74,ACT,12,2,12,1035,1035,66,15
805406249,Ngunnawal,1088,1176,9,85,ACT,40,4,39,1054,1136,8938,0
805258379,Wanniassa,1069,1123,9,81,ACT,24,3,24,991,1150,7931,0
805406719,Palmerston,1099,1199,9,86,ACT,45,5,44,1076,1143,5708,0
810059009,Remainder of ACT,1093,1189,9,86,ACT,42,5,41,1075,1103,269,0
910051009,Jervis Bay Territory,990,817,6,59,OT ,3,8,76,810,1238,371,0
910052009,Territory of Christmas Island,933,343,3,25,OT ,2,6,51,796,1073,1348,0
910053009,Territory of Cocos (Keeling) Islands,920,253,2,19,OT ,1,3,26,804,1140,571,0
805354959,Kingston,1232,1392,10,100,ACT,101,10,98,868,1318,2451,0
805352979,Fyshwick,959,596,5,43,ACT,3,1,3,959,959,54,0
805350369,Barton,1272,1394,10,100,ACT,102,10,99,1263,1284,940,0
805351809,Deakin,1195,1376,10,99,ACT,94,10,91,1147,1248,2607,0
805353429,Griffith,1185,1363,10,98,ACT,90,9,87,1137,1239,3905,0
805353789,Harman,1080,1156,9,83,ACT,34,4,33,1080,1080,96,0
805356219,Narrabundah,1138,1288,10,93,ACT,65,7,63,1075,1215,5526,0
805356309,Oaks Estate,975,709,6,51,ACT,4,1,4,975,975,243,0
805406279,Nicholls,1132,1275,10,92,ACT,61,6,59,1099,1153,6992,0
805357029,Pialligo,1047,1071,8,77,ACT,16,2,16,1047,1047,111,0
805403519,Gungahlin,1146,1301,10,94,ACT,68,7,66,1111,1197,3856,0
805403529,Gungahlin-Hall - SSD Bal,1093,1190,9,86,ACT,43,5,42,1093,1093,17,0
805403689,Hall,1102,1209,9,87,ACT,48,5,47,1102,1102,336,0
