lga_code_2016,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total,lga_name16
62610,977,1735,717,508,1297,438,23,5703,429,868,629,565,1183,455,9,4147,260,466,292,320,850,416,7,2613,145,150,76,75,431,243,3,1123,7570,9875,4159,3305,8928,3228,123,37196,Glenorchy (C)
62810,1321,2478,972,454,776,499,129,6634,601,1392,919,505,816,401,54,4689,290,549,392,271,712,292,11,2505,145,216,116,82,664,223,8,1450,11317,13326,5193,2856,7944,3558,1031,45229,Hobart (C)
63010,371,813,470,371,395,174,3,2598,207,430,374,374,391,208,0,1983,66,140,124,120,263,155,0,877,22,23,17,23,130,38,0,258,2270,3552,1982,1717,2271,1157,44,13001,Huon Valley (M)
63210,135,274,167,169,192,83,18,1033,68,160,129,160,160,88,5,768,19,61,35,35,97,53,5,315,11,12,3,6,42,22,3,106,874,1281,681,746,1025,509,112,5226,Kentish (M)
63410,44,57,44,23,48,27,0,242,26,41,27,23,35,14,0,166,12,17,16,12,31,23,0,104,4,5,3,0,21,8,0,41,261,327,192,112,239,147,9,1274,King Island (M)
63610,849,1763,870,486,582,246,28,4824,437,977,745,585,653,237,14,3640,208,399,291,257,493,205,0,1848,63,115,66,39,336,71,0,698,6164,8585,4286,2838,4371,1512,165,27913,Kingborough (M)
63810,264,452,274,193,266,115,0,1563,143,297,230,278,311,139,0,1392,45,106,91,109,239,137,0,732,19,36,26,24,111,48,0,263,1552,2250,1198,1057,1752,736,15,8570,Latrobe (M) (Tas.)
64010,1353,2445,1187,752,1505,668,48,7953,627,1376,1015,841,1560,749,42,6209,303,554,446,372,1211,524,13,3410,160,187,91,106,844,319,4,1698,10958,14157,6442,4913,11858,4937,452,53711,Launceston (C)
64210,470,828,428,336,497,193,3,2759,212,452,386,385,546,198,3,2174,93,189,140,144,384,184,0,1139,48,57,27,25,236,64,0,454,3024,4008,2090,1768,3295,1265,34,15490,Meander Valley (M)
59310,44,66,41,24,32,5,0,213,25,25,19,28,42,12,0,142,6,4,3,6,9,10,0,40,3,7,4,3,10,4,0,28,214,257,155,151,199,73,3,1050,Wongan-Ballidu (S)
59320,10,15,11,6,18,5,0,73,0,4,9,8,7,3,0,31,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,55,84,51,43,43,21,0,307,Woodanilling (S)
59330,12,23,14,10,9,14,0,89,6,10,21,7,18,12,0,76,4,3,7,4,22,9,0,48,6,0,0,0,10,3,0,17,70,95,59,50,96,65,0,434,Wyalkatchem (S)
59340,335,416,144,82,412,239,37,1655,168,232,110,86,355,208,26,1183,32,27,11,17,102,55,3,246,7,0,0,0,11,8,0,27,1969,1890,691,479,2003,1426,339,8789,Wyndham-East Kimberley (S)
59350,20,19,9,0,42,27,0,116,4,0,8,7,8,8,0,37,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,137,122,38,26,285,156,3,767,Yalgoo (S)
59360,35,46,25,19,107,66,4,308,15,21,10,20,47,16,0,138,12,5,5,4,14,10,0,61,3,3,0,0,6,11,0,18,266,298,124,113,514,391,30,1725,Yilgarn (S)
59370,73,192,88,88,92,73,3,617,53,126,84,114,115,97,0,590,22,36,31,58,67,52,0,265,7,13,7,10,34,18,0,85,447,748,398,447,499,388,24,2945,York (S)
60210,164,319,216,173,249,93,0,1216,81,199,175,198,248,130,0,1038,33,65,43,66,138,84,0,435,10,16,10,9,66,37,0,148,719,1209,759,749,1079,531,19,5060,Break O'Day (M)
60410,279,516,275,204,527,152,3,1965,117,233,204,195,355,169,8,1260,42,60,62,58,179,98,0,500,8,10,7,5,80,26,0,135,2183,3175,1510,1264,3204,1097,13,12444,Brighton (M)
60610,372,662,391,257,500,181,7,2375,164,394,268,283,528,200,3,1845,91,159,174,159,359,149,3,1097,30,50,36,25,224,68,0,429,2862,4006,1997,1708,3483,1210,51,15312,Burnie (C)
60810,513,989,508,394,536,216,4,3155,230,512,435,481,597,246,0,2499,121,205,178,202,452,232,7,1393,48,70,43,27,220,103,0,513,3095,4486,2373,2107,3497,1393,31,16986,Central Coast (M) (Tas.)
61010,51,106,63,45,83,49,0,401,38,77,48,52,82,47,0,354,20,16,17,17,45,22,0,136,4,0,0,3,5,3,0,25,298,437,246,239,412,235,15,1884,Central Highlands (M) (Tas.)
61210,188,314,163,128,208,108,0,1108,59,137,121,118,200,93,3,745,25,63,46,58,117,79,0,394,3,11,7,7,52,30,0,118,1046,1556,833,745,1266,660,42,6153,Circular Head (M)
61410,1305,2566,1246,641,1064,411,25,7259,640,1407,1144,919,1200,357,7,5680,302,630,469,451,929,402,5,3190,150,228,121,84,661,220,3,1468,9309,12851,6128,4085,8265,3088,148,43881,Clarence (C)
61510,210,396,230,149,311,123,3,1423,95,215,190,148,298,155,0,1104,45,69,62,74,187,109,0,549,10,26,19,7,75,15,0,155,1377,1888,1134,884,1907,784,18,7985,Derwent Valley (M)
61610,518,881,511,319,673,236,11,3151,251,531,441,410,753,304,9,2696,153,230,215,185,477,280,3,1540,58,70,53,39,327,125,0,675,3731,4963,2577,2086,4579,1620,118,19675,Devonport (C)
61810,123,279,192,141,237,84,0,1055,95,173,125,140,193,97,0,820,41,78,48,84,132,76,0,456,24,19,14,10,64,33,0,163,870,1243,730,730,1103,526,5,5215,Dorset (M)
70420,191,238,71,42,231,92,15,886,93,140,59,37,260,47,9,652,26,33,19,16,59,19,0,171,3,3,0,0,11,7,0,27,1396,1503,490,229,1439,725,118,5915,Barkly (R)
70540,3,3,3,0,3,0,0,18,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,16,3,35,0,0,127,Belyuen (S)
70620,89,102,44,22,118,51,0,418,48,42,14,11,27,20,0,162,15,7,4,0,27,0,3,51,0,3,0,0,8,0,0,12,823,732,423,193,653,354,25,3204,Central Desert (R)
70700,56,82,37,36,66,87,3,367,41,50,30,21,75,64,4,282,3,10,6,8,20,15,0,61,0,3,0,0,4,0,0,9,226,352,141,124,281,331,73,1526,Coomalie (S)
71000,1885,2939,1099,579,1975,1503,407,10390,852,1442,789,568,1624,1031,251,6563,232,449,272,186,784,418,68,2401,80,77,43,13,266,102,8,586,16303,18131,6179,4189,15555,10558,3259,74178,Darwin (C)
71300,206,130,54,37,131,82,0,637,55,41,23,11,77,37,0,244,8,14,3,4,16,7,0,52,4,0,0,0,0,0,0,6,2058,1366,561,453,1309,818,37,6604,East Arnhem (R)
72330,125,212,106,35,143,139,45,803,72,107,37,14,114,41,14,398,11,20,11,7,34,16,3,102,3,3,3,0,15,0,0,20,903,1303,654,173,763,1713,399,5911,MacDonnell (R)
