lga_name_2016,lga_code_2016,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot
Charles Sturt (C),41060,5,25,0,0,0,0,0,0,0,32,31,222,4,3,7,3,0,3,0,272,274,461,55,53,101,41,35,45,13,1082,11,25,6,0,0,0,0,0,0,45,76,202,12,30,27,10,8,10,3,365,29,40,9,4,6,0,0,3,3,104,784,2450,314,301,384,211,158,217,46,4872,0,3,0,3,3,0,0,0,0,9,180,271,173,125,97,71,54,45,20,1041,341,281,300,187,161,107,88,106,25,1602,813,315,3250,420,377,321,591,633,93,6818,28,19,37,31,23,27,29,53,6,247,83,37,57,70,49,46,55,58,14,456,28,58,34,19,15,11,30,38,3,242,59,64,102,33,21,37,57,71,50,498,2745,4467,4344,1295,1272,888,1108,1292,276,17672,7,33,0,0,3,3,0,0,0,54,25,180,0,6,8,0,0,0,0,227,177,678,17,98,109,44,0,42,10,1183,6,37,0,9,6,0,0,0,0,54
Anangu Pitjantjatjara (AC),40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,15,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,8,4,6,11,8,0,4,3,4,3,45,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,3,3,13,22,41,9,21,0,8,6,16,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Barossa (DC),40310,0,4,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,4,0,30,36,44,3,0,3,0,0,9,0,92,0,3,0,0,0,0,0,0,0,3,11,23,4,3,4,0,0,0,3,59,4,5,0,0,4,0,0,0,0,11,154,295,28,17,17,14,12,37,3,577,0,0,0,0,0,0,0,0,0,0,50,58,34,28,16,7,9,15,3,223,93,54,49,26,20,18,17,33,8,320,290,72,883,63,72,70,174,307,19,1956,11,3,14,13,4,10,14,15,0,82,36,10,16,11,10,4,20,51,3,162,14,7,3,0,0,0,3,10,3,47,31,14,29,5,11,9,25,57,7,178,724,614,1071,168,168,136,275,536,49,3739,0,3,0,0,0,0,0,0,0,9,3,21,0,0,3,0,0,0,0,30,18,88,0,0,11,3,0,5,0,127,0,10,0,0,0,0,0,0,0,12
Barunga West (DC),40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,13,46,6,52,5,0,4,15,11,6,148,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,15,63,33,55,6,0,4,35,20,4,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Berri and Barmera (DC),40520,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,5,18,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,35,93,3,9,3,0,0,20,0,173,0,0,0,0,0,0,0,0,0,0,15,15,0,6,3,0,3,4,0,44,27,21,5,15,4,7,3,3,0,78,97,23,296,30,17,26,70,99,8,671,7,0,3,0,0,3,8,20,0,44,3,3,3,10,6,6,4,13,0,49,7,0,7,0,0,0,0,5,0,22,11,5,11,7,4,0,15,15,5,76,212,195,332,87,40,37,106,177,14,1206,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,25,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
Burnside (C),40700,6,17,0,0,4,0,0,0,0,29,52,437,9,4,8,4,0,3,3,514,311,579,42,22,51,29,14,25,13,1083,14,43,0,3,0,0,0,0,0,54,73,165,5,5,26,7,0,3,3,295,22,18,0,6,8,0,0,0,0,58,719,2037,129,125,182,159,41,79,50,3517,0,3,0,0,0,0,0,0,0,7,108,155,40,26,26,31,12,17,8,426,130,138,69,30,35,40,14,24,5,485,222,61,434,88,56,67,47,91,18,1089,9,4,5,3,3,9,3,8,0,40,22,15,16,14,7,27,3,6,0,114,15,32,8,4,11,9,3,5,5,91,26,29,18,5,8,4,0,10,20,120,1722,3746,782,347,421,387,137,268,119,7923,5,23,0,0,3,0,0,0,0,35,36,269,3,7,16,0,0,0,3,326,165,552,18,49,107,27,0,11,10,926,3,34,0,3,5,0,0,0,0,49
Campbelltown (C) (SA),40910,4,18,0,0,0,0,0,0,0,25,16,155,4,3,4,0,0,0,3,193,119,344,39,36,50,28,22,28,9,681,3,25,0,0,0,0,0,0,0,27,39,114,6,10,16,4,3,8,3,198,6,21,3,3,9,4,0,0,0,46,388,1320,182,154,192,110,86,123,34,2583,0,0,0,0,0,4,0,0,0,8,96,104,67,39,40,30,26,28,9,449,161,149,121,71,86,62,45,48,10,753,308,121,1268,151,136,139,159,245,36,2567,9,12,12,11,12,13,5,13,0,91,33,26,29,23,16,27,17,23,0,200,23,29,22,6,12,4,12,17,3,124,25,17,40,10,12,14,25,26,17,187,1245,2453,1806,522,583,442,410,563,114,8131,3,11,0,0,5,0,0,0,0,17,7,116,3,0,3,0,0,0,0,132,78,397,20,84,73,34,4,29,10,720,6,30,0,0,3,3,0,0,0,44
Cleve (DC),41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,11,4,0,0,0,0,0,0,0,0,15,46,4,60,0,3,3,17,20,3,154,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,81,15,65,0,3,4,18,30,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Coober Pedy (DC),41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,12,3,3,6,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,0,0,0,0,16,3,0,3,0,0,0,3,0,0,17,16,0,34,7,4,3,12,14,3,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,10,37,25,41,26,15,9,17,21,8,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Copper Coast (DC),41560,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,28,97,7,10,6,0,3,3,0,156,0,0,0,0,0,0,0,0,0,0,7,20,5,12,9,0,3,3,0,67,22,9,10,10,7,10,3,0,0,74,94,22,399,39,27,45,88,122,19,862,6,7,3,7,0,0,7,6,0,42,11,0,9,7,0,8,8,22,0,73,0,0,0,0,0,0,0,3,0,15,15,0,19,5,0,6,21,17,13,89,193,190,465,94,54,71,134,180,36,1415,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Elliston (DC),41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,23,0,20,0,0,0,0,8,0,58,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,11,52,8,24,5,5,0,5,23,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Harbour (DC),41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,31,3,40,5,3,3,11,13,3,110,3,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,52,10,40,5,4,3,22,19,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Gawler (T),42030,0,0,0,0,0,0,0,0,0,3,5,32,0,0,0,0,0,0,0,38,15,54,4,3,6,0,0,0,0,82,0,0,0,0,0,0,0,0,0,4,9,33,3,0,4,0,3,0,0,46,3,3,0,0,3,0,0,0,0,7,68,232,19,27,22,11,7,14,4,411,0,0,0,0,0,0,0,0,0,3,33,37,24,21,15,4,9,9,3,159,65,34,49,33,20,23,14,15,6,261,159,60,821,100,78,63,169,175,30,1648,8,0,9,5,8,12,10,27,0,80,11,5,9,17,3,6,17,14,0,90,8,3,10,0,4,0,4,3,0,33,6,7,21,7,0,6,22,21,10,98,391,500,968,220,160,136,252,285,64,2967,0,8,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,17,11,62,0,3,6,3,0,0,3,92,0,3,0,0,0,0,0,0,0,5
Goyder (DC),42110,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,23,9,4,0,3,3,0,3,0,45,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,19,10,4,4,3,0,0,0,0,0,27,78,8,94,12,0,4,37,44,5,280,9,0,0,0,0,0,3,5,0,13,6,0,0,0,0,3,3,6,0,20,3,4,0,0,0,0,3,0,0,10,14,3,8,0,0,0,3,3,3,31,153,41,113,17,7,8,46,66,9,465,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Grant (DC),42250,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,28,58,9,8,8,0,3,3,0,119,0,0,0,0,0,0,0,0,0,0,26,19,3,3,0,0,3,4,0,56,21,13,11,8,4,6,0,0,0,64,131,38,336,18,15,20,86,91,14,743,4,0,0,0,0,0,6,12,0,34,15,7,5,0,0,8,9,14,0,55,4,0,0,0,0,0,0,0,0,10,17,3,8,3,0,6,14,16,4,65,252,165,374,46,35,34,126,144,17,1193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,20,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
Ashburton (S),50250,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,23,74,8,0,5,0,4,7,3,126,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,12,90,303,92,9,31,0,42,32,5,601,3,0,3,0,0,0,0,0,0,9,23,31,66,16,7,0,20,12,0,177,27,58,128,13,9,0,38,39,5,317,102,45,2096,22,41,0,474,298,37,3116,0,7,13,0,0,0,12,19,0,52,12,5,26,0,0,0,35,20,3,102,0,3,4,0,0,0,12,17,0,40,4,0,15,3,4,0,48,22,9,96,296,552,2455,72,93,3,674,469,67,4685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,4,0,5,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0
Flinders Ranges (DC),41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,18,9,56,10,0,4,28,14,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,13,26,33,64,17,3,4,30,24,4,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Holdfast Bay (C),42600,0,7,0,0,0,0,0,0,0,11,15,120,0,0,3,0,3,0,0,151,141,246,12,23,36,8,3,14,6,490,6,3,0,0,6,3,0,0,0,18,42,100,9,8,12,6,3,3,0,176,13,21,0,3,3,3,0,0,0,45,341,961,87,123,132,75,24,44,14,1804,0,0,0,0,0,0,0,0,0,4,117,115,53,49,43,18,11,18,5,419,141,112,95,85,60,44,17,22,9,584,292,99,860,158,108,118,98,155,22,1911,13,9,7,7,6,14,3,16,3,78,35,26,22,20,13,26,4,11,3,164,15,18,7,3,5,0,3,3,3,63,23,27,16,10,16,5,3,9,5,110,1192,1860,1177,504,438,331,175,294,78,6038,4,17,0,3,0,0,0,0,0,29,17,130,0,3,9,0,0,0,3,157,91,277,9,30,41,6,0,6,5,457,3,5,0,0,3,0,0,0,0,19
Kangaroo Island (DC),42750,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,32,3,13,3,0,5,4,0,99,0,0,0,0,0,0,0,0,0,0,11,3,3,3,3,0,3,0,0,30,13,6,8,4,0,6,0,7,0,41,92,7,121,19,9,10,18,59,6,341,6,0,3,0,0,3,0,9,0,23,4,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,11,8,0,3,3,0,3,8,12,0,36,174,69,140,45,22,32,32,95,8,619,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,8,15,0,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
Karoonda East Murray (DC),43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,5,23,0,19,0,0,0,9,11,0,68,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,10,47,8,21,3,0,5,9,17,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingston (DC) (SA),43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,8,4,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,3,0,19,11,0,0,3,0,3,0,0,0,21,43,3,58,0,3,5,9,32,0,160,7,0,0,0,0,0,0,3,0,14,4,0,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,4,0,7,3,0,6,0,0,0,0,7,0,22,94,22,74,3,5,19,16,58,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Light (RegC),43650,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,17,19,16,4,0,3,0,0,0,0,50,0,3,0,0,0,0,0,0,0,3,10,11,3,0,3,3,0,0,0,24,4,7,0,0,0,0,0,0,0,15,67,153,8,10,14,3,3,20,5,286,0,0,0,0,0,0,0,0,0,0,38,31,22,20,10,4,0,3,0,127,59,31,29,22,12,4,11,14,4,189,206,46,620,49,52,45,138,161,18,1329,11,3,9,5,0,3,3,19,0,48,20,3,6,9,3,4,14,16,0,74,4,0,3,3,0,0,8,0,0,22,23,5,21,3,3,4,21,4,4,96,460,329,722,121,97,79,190,247,33,2284,0,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,6,14,24,0,0,3,0,0,0,0,50,0,8,0,0,0,0,0,0,0,3
Lower Eyre Peninsula (DC),43710,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,36,6,8,3,0,0,3,3,91,0,0,0,0,0,0,0,0,0,0,9,14,3,7,0,3,0,0,0,35,16,10,3,0,0,3,4,0,0,43,79,21,192,12,6,17,41,68,4,441,5,3,0,0,0,0,0,3,0,9,11,7,3,0,0,0,4,5,0,41,0,0,3,0,0,0,4,3,0,11,12,3,10,0,0,3,7,5,6,43,170,102,228,29,12,25,66,92,10,747,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Loxton Waikerie (DC),43790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,3,0,7,48,85,7,10,6,0,3,11,0,165,0,0,0,0,0,0,0,0,0,0,32,21,3,6,3,3,0,9,0,79,55,5,11,10,3,3,10,14,3,111,151,20,304,37,20,34,74,118,11,766,11,0,3,3,0,9,3,11,0,40,18,0,12,5,0,3,9,10,0,60,4,3,3,0,0,0,0,8,0,20,19,0,10,0,0,3,13,23,7,70,342,159,358,76,37,53,114,197,22,1362,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,3
Mallala (DC),43920,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,25,29,6,3,6,3,0,7,3,73,0,0,0,0,0,0,0,0,0,0,6,6,9,7,3,3,4,3,0,47,25,11,13,7,3,6,5,4,0,79,93,26,365,15,17,21,110,93,13,764,4,0,4,0,0,0,10,3,0,23,7,0,3,3,3,4,12,14,3,42,0,0,0,0,0,0,4,4,0,12,9,0,10,3,0,3,19,10,4,66,178,87,407,45,35,45,161,144,22,1130,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,13,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3
Mount Barker (DC),44550,3,5,0,0,0,0,0,0,0,8,16,64,0,0,4,0,0,0,0,79,59,97,5,4,12,3,3,3,0,197,3,3,0,0,0,0,0,0,0,10,27,54,7,9,14,3,0,3,3,111,7,21,0,0,3,0,0,0,0,34,221,506,65,58,67,49,13,41,4,1027,0,0,0,0,0,0,0,0,0,3,74,101,57,47,35,21,6,19,11,361,113,93,91,61,49,36,21,22,9,485,358,106,1301,153,96,134,234,244,34,2660,11,0,16,6,5,20,13,33,0,107,20,23,27,26,9,19,28,19,4,166,10,7,14,4,4,3,4,6,3,57,27,13,34,11,8,15,30,25,14,187,948,1098,1611,380,301,298,356,420,78,5495,3,8,0,0,0,0,0,0,0,9,4,65,0,3,0,3,0,0,0,76,40,180,0,5,17,0,0,0,3,250,0,12,0,0,3,0,0,0,0,21
