lga_code_2016,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t,lga_name16
64010,246,1116,11,1382,5929,600,48,7953,50,800,3,855,4622,691,42,6209,12,155,0,169,2738,486,13,3410,7,7,0,15,1390,292,4,1698,9711,3759,413,13888,34746,4632,452,53711,Launceston (C)
64210,80,419,0,504,2080,171,3,2759,28,263,0,296,1689,185,3,2174,0,44,3,45,929,158,0,1139,3,0,0,4,395,54,0,454,2872,1186,118,4175,10137,1146,34,15490,Meander Valley (M)
59310,5,27,0,38,166,7,0,213,0,17,0,17,124,12,0,142,3,0,0,0,26,11,0,40,0,0,0,0,25,3,0,28,223,75,5,302,682,64,3,1050,Wongan-Ballidu (S)
59320,0,6,0,10,61,4,0,73,3,0,0,3,31,0,0,31,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,62,17,4,92,193,22,0,307,Woodanilling (S)
59330,0,3,0,3,66,17,0,89,0,6,0,6,58,15,0,76,0,0,0,0,41,9,0,48,0,0,0,0,15,3,0,17,63,15,0,80,282,67,0,434,Wyalkatchem (S)
59340,36,119,5,151,1242,229,37,1655,5,73,0,77,880,200,26,1183,3,13,0,11,177,52,3,246,0,0,0,0,20,8,0,27,1262,530,78,1866,5201,1387,339,8789,Wyndham-East Kimberley (S)
59350,0,4,0,4,82,20,0,116,0,3,0,3,28,3,0,37,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,3,107,41,13,152,458,151,3,767,Yalgoo (S)
59360,10,18,0,23,213,66,4,308,0,3,0,5,117,14,0,138,0,3,0,3,44,10,0,61,0,0,0,0,14,11,0,18,269,71,6,343,977,374,30,1725,Yilgarn (S)
59370,16,84,0,92,450,66,3,617,3,49,0,51,453,87,0,590,0,9,0,9,204,43,0,265,0,0,0,0,67,14,0,85,429,207,18,652,1913,356,24,2945,York (S)
60210,28,96,0,131,995,87,0,1216,4,48,0,54,866,116,0,1038,0,15,0,18,333,84,0,435,0,0,0,0,110,33,0,148,703,276,27,1001,3548,492,19,5060,Break O'Day (M)
60410,57,320,7,387,1429,146,3,1965,12,143,0,157,958,141,8,1260,0,18,0,19,388,93,0,500,0,0,0,4,115,18,0,135,2806,976,134,3920,7470,1048,13,12444,Brighton (M)
60610,54,332,4,388,1805,178,7,2375,12,166,0,183,1472,185,3,1845,0,30,0,33,910,149,3,1097,3,3,0,9,355,66,0,429,2891,1058,135,4084,10014,1162,51,15312,Burnie (C)
60810,88,467,3,559,2414,179,4,3155,27,262,3,296,1969,236,0,2499,3,36,0,45,1131,218,7,1393,8,3,0,8,405,99,0,513,3026,1317,151,4490,11176,1281,31,16986,Central Coast (M) (Tas.)
61010,5,42,0,49,313,48,0,401,0,27,0,25,273,47,0,354,0,5,0,5,105,19,0,136,0,0,0,0,18,3,0,25,282,114,12,408,1243,219,15,1884,Central Highlands (M) (Tas.)
61210,35,167,0,204,800,98,0,1108,4,68,0,74,585,83,3,745,3,14,0,18,300,77,0,394,6,0,0,5,85,24,0,118,1285,511,54,1844,3652,614,42,6153,Circular Head (M)
61410,249,1318,18,1580,5264,383,25,7259,43,1175,7,1225,4094,348,7,5680,6,211,0,218,2612,353,5,3190,3,10,0,17,1249,200,3,1468,8588,4039,379,13011,27813,2911,148,43881,Clarence (C)
61510,36,214,3,249,1064,111,3,1423,13,97,0,109,866,132,0,1104,0,18,0,19,429,95,0,549,0,0,0,0,140,17,0,155,1473,575,67,2120,5157,688,18,7985,Derwent Valley (M)
61610,74,457,3,533,2396,205,11,3151,14,276,0,289,2111,293,9,2696,0,49,0,51,1249,236,3,1540,0,6,0,6,544,123,0,675,3616,1474,157,5245,12807,1503,118,19675,Devonport (C)
61810,23,147,0,171,790,94,0,1055,8,61,0,65,668,85,0,820,3,15,0,19,374,68,0,456,3,0,0,3,140,29,0,163,858,360,51,1275,3443,491,5,5215,Dorset (M)
70420,16,128,14,162,618,91,15,886,15,79,14,100,483,47,9,652,4,17,3,27,120,19,0,171,0,0,0,5,19,5,0,27,928,723,299,1954,3102,737,118,5915,Barkly (R)
70540,0,6,0,3,12,0,0,18,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,8,53,70,0,0,127,Belyuen (S)
70620,15,90,3,112,264,44,0,418,7,31,5,34,108,21,0,162,3,6,3,14,32,3,3,51,3,0,0,5,5,0,0,12,738,504,172,1409,1442,327,25,3204,Central Desert (R)
70700,4,23,0,28,256,76,3,367,0,9,0,10,204,63,4,282,0,0,0,0,48,13,0,61,0,0,0,0,10,0,0,9,163,73,8,242,893,318,73,1526,Coomalie (S)
71000,436,1088,20,1541,7021,1427,407,10390,90,816,7,917,4404,983,251,6563,21,148,4,165,1773,397,68,2401,0,8,0,12,474,96,8,586,12351,3929,454,16736,43995,10191,3259,74178,Darwin (C)
71300,41,194,42,280,282,74,0,637,7,72,5,77,121,40,0,244,3,8,3,21,26,7,0,52,0,3,0,3,3,0,0,6,1124,1652,583,3359,2481,722,37,6604,East Arnhem (R)
72330,16,141,9,166,440,149,45,803,0,60,3,70,281,34,14,398,0,18,0,18,60,21,3,102,0,0,0,4,19,0,0,20,728,800,257,1783,2044,1689,399,5911,MacDonnell (R)
