LGA_MAIN11,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total,LGA_NAME11
55320,3425,1203,712,3,4,5347,22995,2609,1542,3,14,27163,795,148,95,0,0,1038,707,194,121,0,0,1022,24497,2951,1758,3,14,29223,741,148,113,0,6,1008,28663,4302,2583,6,24,35578,Melville (C)
70200,827,176,386,93,11,1493,3924,814,729,207,13,5687,158,33,45,12,0,248,223,104,123,18,6,474,4305,951,897,237,19,6409,249,69,84,89,5,496,5381,1196,1367,419,35,8398,Alice Springs (T)
55390,36,0,0,5,0,41,24,0,0,4,3,31,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,4,3,37,3,0,0,0,0,3,69,0,0,9,3,81,Menzies (S)
55460,277,34,5,6,0,322,709,14,3,11,0,737,34,3,0,0,3,40,53,9,5,0,0,67,796,26,8,11,3,844,39,7,3,0,0,49,1112,67,16,17,3,1215,Merredin (S)
55530,41,0,0,3,0,44,110,0,3,7,0,120,3,0,0,0,0,3,9,0,0,0,0,9,122,0,3,7,0,132,6,0,0,0,0,6,169,0,3,10,0,182,Mingenew (S)
55880,39,0,0,0,0,39,129,0,0,0,0,129,12,0,0,0,0,12,5,0,0,0,0,5,146,0,0,0,0,146,3,0,0,0,0,3,188,0,0,0,0,188,Mount Marshall (S)
72300,757,27,35,140,3,962,3399,163,42,241,9,3854,221,13,0,15,0,249,244,5,3,31,0,283,3864,181,45,287,9,4386,177,7,11,36,0,231,4798,215,91,463,12,5579,Litchfield (M)
55600,232,12,13,5,0,262,518,5,7,5,0,535,19,0,0,0,0,19,40,3,0,0,0,43,577,8,7,5,0,597,31,3,3,0,0,37,840,23,23,10,0,896,Moora (S)
56520,394,35,74,4,0,507,786,23,34,4,0,847,56,0,3,0,0,59,53,13,3,0,0,69,895,36,40,4,0,975,44,0,11,0,0,55,1333,71,125,8,0,1537,Narrogin (T)
55670,81,3,0,0,0,84,176,3,0,0,0,179,14,0,0,0,0,14,14,0,0,0,0,14,204,3,0,0,0,207,6,0,0,5,0,11,291,6,0,5,0,302,Morawa (S)
56580,438,154,120,0,0,712,5176,383,254,3,0,5816,124,24,16,3,0,167,109,18,30,3,0,160,5409,425,300,9,0,6143,117,26,25,0,0,168,5964,605,445,9,0,7023,Nedlands (C)
56620,197,0,5,0,0,202,91,0,9,0,3,103,15,0,0,0,0,15,10,0,0,4,0,14,116,0,9,4,3,132,10,0,0,0,0,10,323,0,14,4,3,344,Ngaanyatjarraku (S)
57350,121,0,3,3,0,127,237,4,0,0,0,241,28,0,0,0,0,28,11,0,3,0,0,14,276,4,3,0,0,283,11,0,0,0,0,11,408,4,6,3,0,421,Quairading (S)
55740,164,106,222,0,0,492,1701,259,533,3,0,2496,47,14,24,0,0,85,59,19,88,0,0,166,1807,292,645,3,0,2747,57,21,40,0,0,118,2028,419,907,3,0,3357,Mosman Park (T)
55810,86,0,0,0,0,86,84,0,0,3,0,87,8,0,0,0,0,8,10,0,0,0,0,10,102,0,0,3,0,105,3,0,0,0,0,3,191,0,0,3,0,194,Mount Magnet (S)
55950,48,12,0,0,0,60,123,5,0,0,0,128,6,0,0,0,0,6,7,0,0,0,0,7,136,5,0,0,0,141,6,0,0,0,0,6,190,17,0,0,0,207,Mukinbudin (S)
56020,72,0,3,4,0,79,128,0,0,4,0,132,5,0,0,0,0,5,3,0,0,0,0,3,136,0,0,4,0,140,9,0,3,0,0,12,217,0,6,8,0,231,Mullewa (S)
56090,1698,130,44,3,0,1875,9177,164,38,5,3,9387,411,14,4,4,0,433,252,7,0,3,0,262,9840,185,42,12,3,10082,395,17,9,15,0,436,11933,332,95,30,3,12393,Mundaring (S)
56860,20,0,0,0,0,20,51,0,0,0,3,54,3,0,0,0,0,3,9,0,0,0,0,9,63,0,0,0,3,66,3,0,0,0,0,3,86,0,0,0,3,89,Nungarin (S)
73600,516,0,27,41,8,592,204,0,15,36,12,267,9,0,4,3,0,16,92,0,0,6,0,98,305,0,19,45,12,381,72,0,9,19,0,100,893,0,55,105,20,1073,Roper Gulf (S)
56160,14,0,0,0,0,14,19,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,22,0,0,0,0,0,0,33,3,0,0,0,36,Murchison (S)
56230,966,47,26,67,0,1106,3265,68,33,88,4,3458,184,3,4,6,0,197,186,8,3,11,0,208,3635,79,40,105,4,3863,178,12,3,13,0,206,4779,138,69,185,4,5175,Murray (S)
56300,118,4,0,8,0,130,322,3,0,17,0,342,17,0,0,0,0,17,15,0,0,0,0,15,354,3,0,17,0,374,15,0,0,0,0,15,487,7,0,25,0,519,Nannup (S)
57080,13,85,712,4,0,814,133,429,4673,57,17,5309,3,23,171,0,0,197,7,34,615,6,0,662,143,486,5459,63,17,6168,3,25,148,0,0,176,159,596,6319,67,17,7158,Perth (C)
57140,139,4,10,3,0,156,245,0,8,3,0,256,15,0,0,0,0,15,12,0,0,0,0,12,272,0,8,3,0,283,11,0,0,0,0,11,422,4,18,6,0,450,Pingelly (S)
57210,413,40,0,12,0,465,1061,44,5,13,3,1126,68,6,0,0,0,74,75,3,4,0,0,82,1204,53,9,13,3,1282,51,4,0,3,0,58,1668,97,9,28,3,1805,Plantagenet (S)
57280,357,94,50,34,7,542,1916,369,206,132,8,2631,71,15,9,5,0,100,115,38,29,27,6,215,2102,422,244,164,14,2946,108,35,12,74,0,229,2567,551,306,272,21,3717,Port Hedland (T)
56370,82,3,7,3,0,95,192,4,5,0,0,201,10,0,0,0,0,10,10,0,0,0,0,10,212,4,5,0,0,221,7,0,0,0,0,7,301,7,12,3,0,323,Narembeen (S)
56450,38,3,0,0,0,41,209,0,0,0,0,209,13,0,0,0,0,13,13,0,0,0,0,13,235,0,0,0,0,235,9,0,0,0,0,9,282,3,0,0,0,285,Narrogin (S)
57420,117,9,8,9,0,143,452,22,0,14,0,488,19,0,0,3,0,22,32,0,0,0,0,32,503,22,0,17,0,542,16,5,0,9,0,30,636,36,8,35,0,715,Ravensthorpe (S)
57490,4281,754,768,154,5,5962,24152,928,798,155,5,26038,988,72,62,4,0,1126,1467,128,110,13,0,1718,26607,1128,970,172,5,28882,1102,99,91,26,0,1318,31990,1981,1829,352,10,36162,Rockingham (C)
57560,314,112,42,56,5,529,3255,435,160,234,16,4100,94,17,4,6,3,124,186,64,33,26,0,309,3535,516,197,266,19,4533,144,31,28,21,0,224,3993,659,267,343,24,5286,Roebourne (S)
72200,382,78,96,45,5,606,1335,123,85,68,5,1616,75,4,6,7,0,92,160,21,17,10,4,212,1570,148,108,85,9,1920,109,19,52,81,0,261,2061,245,256,211,14,2787,Katherine (T)
56730,887,34,80,27,0,1028,2200,26,47,31,5,2309,143,3,0,0,0,146,149,0,8,0,0,157,2492,29,55,31,5,2612,108,8,16,3,0,135,3487,71,151,61,5,3775,Northam (S)
56790,296,23,10,35,6,370,656,25,11,44,0,736,67,3,0,0,0,70,35,3,5,0,0,43,758,31,16,44,0,849,48,0,0,3,0,51,1102,54,26,82,6,1270,Northampton (S)
56930,24,0,15,0,0,39,342,7,59,0,0,408,11,0,3,0,0,14,5,0,10,0,0,15,358,7,72,0,0,437,7,0,5,0,0,12,389,7,92,0,0,488,Peppermint Grove (S)
57630,9,0,0,0,0,9,20,0,0,0,3,23,3,0,0,0,0,3,3,0,0,3,0,6,26,0,0,3,3,32,0,0,0,3,0,3,35,0,0,6,3,44,Sandstone (S)
57700,714,7,0,3,0,724,4223,7,8,17,3,4258,233,5,0,0,0,238,239,0,5,5,0,249,4695,12,13,22,3,4745,174,0,0,0,0,174,5583,19,13,25,3,5643,Serpentine-Jarrahdale (S)
57770,46,0,16,25,0,87,176,8,17,16,0,217,6,0,3,3,0,12,10,0,4,3,0,17,192,8,24,22,0,246,8,3,3,3,0,17,246,11,43,50,0,350,Shark Bay (S)
57000,43,0,0,4,0,47,128,0,0,0,0,128,11,0,0,0,0,11,4,0,0,0,0,4,143,0,0,0,0,143,4,0,0,0,0,4,190,0,0,4,0,194,Perenjori (S)
58330,306,10,3,13,0,332,1073,8,3,9,3,1096,92,0,0,0,0,92,52,0,0,3,0,55,1217,8,3,12,3,1243,64,0,0,4,0,68,1587,18,6,29,3,1643,Toodyay (S)
72800,802,260,245,14,0,1321,5262,541,574,13,8,6398,147,27,41,0,0,215,385,74,102,3,0,564,5794,642,717,16,8,7177,206,45,49,18,0,318,6802,947,1011,48,8,8816,Palmerston (C)
58400,42,0,6,4,0,52,74,0,0,0,0,74,4,0,0,0,0,4,4,0,0,0,0,4,82,0,0,0,0,82,5,0,0,0,0,5,129,0,6,4,0,139,Trayning (S)
74050,370,0,39,6,0,415,78,0,20,0,0,98,5,0,0,0,0,5,18,0,4,0,0,22,101,0,24,0,0,125,21,0,0,0,0,21,492,0,63,6,0,561,Tiwi Islands (S)
74500,683,0,45,35,0,763,222,0,41,30,4,297,9,0,0,0,0,9,29,0,7,7,0,43,260,0,48,37,4,349,42,0,4,12,0,58,985,0,97,84,4,1170,Victoria-Daly (S)
58470,40,0,0,3,0,43,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,4,23,0,0,4,0,27,3,0,0,0,0,3,66,0,0,7,0,73,Upper Gascoyne (S)
58510,1129,530,757,3,0,2419,5255,1969,1873,9,6,9112,214,79,114,0,0,407,300,159,187,0,0,646,5769,2207,2174,9,6,10165,235,124,144,0,0,503,7133,2861,3075,12,6,13087,Victoria Park (T)
58540,74,0,0,4,0,78,223,6,0,0,0,229,20,0,0,0,0,20,12,0,0,0,0,12,255,6,0,0,0,261,7,0,0,0,0,7,336,6,0,4,0,346,Victoria Plains (S)
58570,1232,323,525,0,0,2080,5344,1789,2139,36,11,9319,166,55,93,0,0,314,288,169,253,3,0,713,5798,2013,2485,39,11,10346,200,67,111,5,0,383,7230,2403,3121,44,11,12809,Vincent (T)
58610,186,32,0,4,0,222,436,3,0,0,0,439,23,0,0,0,0,23,18,3,0,0,0,21,477,6,0,0,0,483,18,5,0,0,0,23,681,43,0,4,0,728,Wagin (S)
58680,34,0,0,0,0,34,115,3,0,3,0,121,7,0,0,0,0,7,0,0,0,0,0,0,122,3,0,3,0,128,3,0,0,0,0,3,159,3,0,3,0,165,Wandering (S)
58760,5482,898,292,150,0,6822,35079,2148,514,103,3,37847,1333,95,27,8,0,1463,1822,207,56,12,0,2097,38234,2450,597,123,3,41407,1450,129,60,8,0,1647,45166,3477,949,281,3,49876,Wanneroo (C)
58820,295,47,7,11,0,360,791,26,3,7,4,831,47,0,0,0,0,47,45,8,0,0,0,53,883,34,3,7,4,931,40,9,0,0,0,49,1218,90,10,18,4,1340,Waroona (S)
58890,81,0,0,3,0,84,218,0,5,4,0,227,16,0,3,0,0,19,11,0,0,0,0,11,245,0,8,4,0,257,6,0,0,3,4,13,332,0,8,10,4,354,West Arthur (S)
59030,29,0,0,0,0,29,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63,5,0,0,0,0,5,97,0,0,0,0,97,Westonia (S)
59100,63,0,3,0,0,66,180,0,3,0,0,183,15,0,0,0,0,15,9,0,0,3,0,12,204,0,3,3,0,210,13,0,0,0,0,13,280,0,6,3,0,289,Wickepin (S)
59170,79,5,3,0,0,87,228,5,0,0,0,233,13,0,0,0,0,13,17,0,0,5,0,22,258,5,0,5,0,268,10,0,0,0,0,10,347,10,3,5,0,365,Williams (S)
59250,39,0,0,5,0,44,30,3,6,3,3,45,0,0,0,0,0,0,11,6,5,0,0,22,41,9,11,3,3,67,3,0,0,0,0,3,83,9,11,8,3,114,Wiluna (S)
59310,90,0,21,4,0,115,349,3,13,10,0,375,20,0,3,0,0,23,19,0,4,0,0,23,388,3,20,10,0,421,27,0,0,0,0,27,505,3,41,14,0,563,Wongan-Ballidu (S)
59320,26,0,0,0,0,26,101,0,0,0,0,101,13,0,0,0,0,13,9,0,0,0,0,9,123,0,0,0,0,123,4,0,0,3,0,7,153,0,0,3,0,156,Woodanilling (S)
59330,55,5,3,3,0,66,126,0,3,0,0,129,5,0,0,0,0,5,11,0,0,0,0,11,142,0,3,0,0,145,6,0,3,0,0,9,203,5,9,3,0,220,Wyalkatchem (S)
59340,486,47,24,90,3,650,904,71,59,227,11,1272,52,3,3,8,0,66,85,18,10,29,0,142,1041,92,72,264,11,1480,84,13,3,35,0,135,1611,152,99,389,14,2265,Wyndham-East Kimberley (S)
59350,13,0,0,3,0,16,26,0,0,0,0,26,4,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,33,6,0,0,0,0,6,52,0,0,3,0,55,Yalgoo (S)
59360,100,14,0,0,4,118,282,16,0,3,0,301,12,3,0,3,3,21,13,0,0,3,0,16,307,19,0,9,3,338,18,4,0,0,0,22,425,37,0,9,7,478,Yilgarn (S)
59370,292,27,8,3,0,330,802,16,5,5,4,832,62,5,0,0,0,67,54,0,0,0,0,54,918,21,5,5,4,953,47,0,0,0,0,47,1257,48,13,8,4,1330,York (S)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,806,43,20,34,0,903,1319,28,5,17,0,1369,133,3,0,0,0,136,82,3,3,4,0,92,1534,34,8,21,0,1597,79,0,3,0,0,82,2419,77,31,55,0,2582,Break O'Day (M)
60410,1194,49,164,0,0,1407,3029,25,169,12,0,3235,188,0,9,0,0,197,275,10,42,0,0,327,3492,35,220,12,0,3759,152,9,16,0,0,177,4838,93,400,12,0,5343,Brighton (M)
70420,580,21,36,63,16,716,453,22,48,34,6,563,35,0,5,3,0,43,46,10,9,12,0,77,534,32,62,49,6,683,81,14,12,24,0,131,1195,67,110,136,22,1530,Barkly (S)
70540,20,0,4,0,0,24,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,26,0,7,0,0,33,Belyuen (S)
70620,391,0,3,18,5,417,118,0,11,7,4,140,9,0,4,0,3,16,62,0,0,0,0,62,189,0,15,7,7,218,30,0,3,0,0,33,610,0,21,25,12,668,Central Desert (S)
70700,121,0,4,14,3,142,191,0,3,14,3,211,8,0,0,3,0,11,16,0,0,3,0,19,215,0,3,20,3,241,16,0,0,3,0,19,352,0,7,37,6,402,Coomalie (S)
71000,1776,691,1273,123,16,3879,9959,2540,4108,288,54,16949,434,121,207,12,5,779,595,288,594,34,6,1517,10988,2949,4909,334,65,19245,497,183,293,144,7,1124,13261,3823,6475,601,88,24248,Darwin (C)
71300,784,0,22,3,0,809,275,0,10,5,4,294,17,0,0,0,0,17,48,0,5,0,0,53,340,0,15,5,4,364,26,0,0,3,0,29,1150,0,37,11,4,1202,East Arnhem (S)
72330,572,0,13,30,3,618,165,0,27,24,8,224,16,0,0,3,0,19,53,0,4,4,0,61,234,0,31,31,8,304,75,0,6,4,0,85,881,0,50,65,11,1007,MacDonnell (S)
74560,25,0,0,11,0,36,91,0,0,7,0,98,13,0,0,0,0,13,7,0,0,0,0,7,111,0,0,7,0,118,10,0,0,0,0,10,146,0,0,18,0,164,Wagait (S)
74660,404,3,27,24,3,461,293,14,72,8,5,392,14,0,6,0,0,20,95,0,14,5,0,114,402,14,92,13,5,526,30,0,9,3,0,42,836,17,128,40,8,1029,West Arnhem (S)
79399,125,44,32,83,3,287,1079,257,231,80,13,1660,40,13,8,4,0,65,55,47,28,10,0,140,1174,317,267,94,13,1865,20,9,12,27,6,74,1319,370,311,204,22,2226,Unincorporated NT
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89399,9499,3166,2542,96,3,15306,76880,13293,11189,109,37,101508,2770,617,443,3,4,3837,3014,1197,1459,12,5,5687,82664,15107,13091,124,46,111032,2102,535,439,8,3,3087,94265,18808,16072,228,52,129425,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99399,106,11,93,4,3,217,250,40,95,3,11,399,15,4,7,0,0,26,14,5,0,0,0,19,279,49,102,3,11,444,11,6,18,0,0,35,396,66,213,7,14,696,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
