LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
12700,4,10,14,6,3,9,0,0,0,0,0,0,0,0,0,1338,1046,2384,69,64,133,81,0,81,23,0,23,8,4,12,19,11,30,78,64,142,1626,1202,2828,0,4,4,0,0,0,0,0,0,8,6,14,0,3,3,0,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,16,7,23,24,25,49,0,0,0,0,0,0,0,0,0,0,0,0,197,180,377,152,259,411,32,26,58,2031,1692,3723,Dungog (A)
12750,4,3,7,43,27,70,3,0,3,0,3,3,8,3,11,4189,3787,7976,333,400,733,240,4,244,66,6,72,81,17,98,50,31,81,263,258,521,5280,4539,9819,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,7,10,0,0,0,3,10,13,41,21,62,44,34,78,0,0,0,4,0,4,0,0,0,4,0,4,360,469,829,612,933,1545,129,127,256,6429,6102,12531,Eurobodalla (A)
12850,2261,2491,4752,433,723,1156,7,4,11,5,6,11,68,34,102,26753,16472,43225,2011,3087,5098,1229,16,1245,147,13,160,154,19,173,190,75,265,475,713,1188,33733,23653,57386,583,670,1253,6,0,6,4,7,11,640,463,1103,143,313,456,30,13,43,1406,1466,2872,0,0,0,0,4,4,28,46,74,24,85,109,9,12,21,61,147,208,186,106,292,1653,1719,3372,200,206,406,0,9,9,8,0,8,208,215,423,544,800,1344,1748,2533,4281,1048,756,1804,38934,29676,68610,Fairfield (C)
12900,0,0,0,16,14,30,0,0,0,0,0,0,3,6,9,1271,1102,2373,107,120,227,86,4,90,24,0,24,13,0,13,23,8,31,128,84,212,1671,1338,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,11,5,16,14,8,22,0,0,0,0,0,0,0,3,3,0,3,3,200,173,373,150,245,395,48,36,84,2083,1803,3886,Forbes (A)
12950,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,485,493,978,46,43,89,58,3,61,10,4,14,7,0,7,16,5,21,72,46,118,703,600,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,179,135,314,63,113,176,16,12,28,971,860,1831,Gilgandra (A)
13010,0,0,0,4,0,4,0,0,0,0,0,0,4,5,9,1010,936,1946,110,93,203,92,4,96,19,0,19,21,4,25,19,11,30,154,131,285,1433,1184,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,12,7,19,0,0,0,0,0,0,6,0,6,6,0,6,207,177,384,133,197,330,26,34,60,1817,1599,3416,Glen Innes Severn (A)
13050,0,0,0,4,7,11,0,0,0,0,0,0,3,0,3,638,530,1168,56,41,97,30,0,30,9,3,12,3,3,6,12,5,17,80,63,143,835,652,1487,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,16,3,19,0,0,0,0,0,0,0,0,0,0,0,0,127,91,218,88,115,203,16,18,34,1082,879,1961,Gloucester (A)
13100,2225,1569,3794,340,463,803,20,5,25,4,6,10,33,44,77,22579,19440,42019,1649,1889,3538,777,11,788,276,22,298,177,56,233,226,99,325,735,746,1481,29041,24350,53391,559,382,941,10,6,16,12,3,15,1018,587,1605,169,210,379,124,21,145,1892,1209,3101,5,0,5,0,0,0,11,6,17,31,55,86,11,9,20,58,70,128,315,133,448,2265,1412,3677,305,193,498,14,9,23,20,9,29,339,211,550,1601,2176,3777,3252,5277,8529,596,531,1127,37094,33957,71051,Gosford (C)
13310,7,4,11,32,12,44,0,0,0,0,3,3,15,27,42,4389,3756,8145,450,470,920,193,7,200,53,6,59,43,7,50,32,13,45,246,238,484,5460,4543,10003,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,3,3,6,3,0,3,9,3,12,45,19,64,57,25,82,0,0,0,0,0,0,5,0,5,5,0,5,228,265,493,593,768,1361,95,78,173,6438,5679,12117,Goulburn Mulwaree (A)
13320,7,0,7,23,22,45,7,0,7,0,0,0,11,5,16,3653,3146,6799,322,362,684,211,8,219,35,7,42,81,29,110,51,18,69,288,317,605,4689,3914,8603,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,6,6,0,0,0,4,6,10,45,26,71,49,36,85,3,6,9,0,0,0,6,0,6,9,6,15,342,373,715,543,866,1409,112,128,240,5744,5323,11067,Great Lakes (A)
13340,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,1457,1235,2692,106,68,174,96,3,99,24,4,28,22,8,30,34,12,46,144,95,239,1893,1431,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,21,14,35,24,14,38,0,0,0,0,0,0,4,0,4,4,0,4,378,293,671,176,266,442,39,41,80,2514,2045,4559,Greater Hume Shire (A)
13380,3,5,8,37,34,71,0,0,0,0,0,0,12,13,25,5641,5121,10762,481,551,1032,293,7,300,95,14,109,54,11,65,62,30,92,319,290,609,6997,6076,13073,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,6,3,9,0,0,0,0,0,0,3,0,3,3,3,6,3,0,3,9,3,12,57,17,74,72,23,95,3,0,3,0,0,0,6,0,6,9,0,9,481,500,981,797,1119,1916,171,151,322,8527,7869,16396,Greater Taree (C)
13450,0,0,0,19,8,27,0,0,0,0,0,0,10,16,26,4210,3492,7702,439,382,821,127,4,131,57,3,60,50,13,63,85,21,106,275,196,471,5272,4135,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,28,17,45,31,17,48,0,3,3,0,0,0,7,0,7,7,3,10,283,240,523,378,612,990,131,110,241,6102,5117,11219,Griffith (C)
13500,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,555,416,971,53,41,94,53,0,53,10,3,13,0,0,0,19,7,26,62,53,115,759,520,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,106,93,199,64,92,156,19,22,41,955,727,1682,Gundagai (A)
13550,0,0,0,10,7,17,0,0,0,0,0,0,10,4,14,1800,1447,3247,215,146,361,125,4,129,32,0,32,13,0,13,30,16,46,158,115,273,2393,1739,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,34,26,8,34,0,0,0,3,0,3,0,0,0,3,0,3,239,234,473,188,296,484,58,42,100,2907,2319,5226,Gunnedah (A)
13650,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,544,461,1005,61,52,113,40,3,43,18,3,21,3,3,6,14,3,17,72,35,107,755,566,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,8,16,8,11,19,0,0,0,0,0,0,5,0,5,5,0,5,154,128,282,63,97,160,26,8,34,1011,810,1821,Guyra (A)
13660,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,527,478,1005,49,27,76,70,3,73,10,6,16,8,0,8,41,19,60,103,74,177,817,610,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,9,4,13,0,0,0,0,0,0,4,0,4,4,0,4,216,160,376,58,110,168,24,17,41,1128,901,2029,Gwydir (A)
13700,0,0,0,0,3,3,0,0,0,0,0,0,5,0,5,449,385,834,50,35,85,45,4,49,0,3,3,3,0,3,12,3,15,58,52,110,622,485,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,3,0,3,3,0,3,104,86,190,43,56,99,22,9,31,799,639,1438,Harden (A)
13800,305,325,630,51,62,113,0,0,0,3,3,6,5,8,13,11493,9455,20948,715,628,1343,906,10,916,144,11,155,147,23,170,82,43,125,527,303,830,14378,10871,25249,43,63,106,0,0,0,3,0,3,179,191,370,34,50,84,18,4,22,277,308,585,0,0,0,0,0,0,17,14,31,8,9,17,3,0,3,28,23,51,154,44,198,459,375,834,59,32,91,0,0,0,11,0,11,70,32,102,587,1006,1593,1102,1847,2949,244,204,448,16840,14335,31175,Hawkesbury (C)
13850,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,403,324,727,45,24,69,27,5,32,11,0,11,9,8,17,12,3,15,60,73,133,576,437,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,8,4,12,0,0,0,0,0,0,0,3,3,0,3,3,47,51,98,54,88,142,25,10,35,710,593,1303,Hay (A)
13950,2705,2384,5089,365,695,1060,7,0,7,4,4,8,63,21,84,14877,9450,24327,1014,1322,2336,591,9,600,129,9,138,124,14,138,140,58,198,447,476,923,20466,14442,34908,570,593,1163,3,0,3,8,9,17,330,250,580,84,165,249,25,9,34,1020,1026,2046,0,0,0,0,0,0,23,25,48,18,51,69,5,12,17,46,88,134,86,55,141,1152,1169,2321,135,147,282,4,6,10,3,3,6,142,156,298,318,537,855,1255,1925,3180,423,314,737,23756,18543,42299,Holroyd (C)
14000,6380,4905,11285,1273,1068,2341,5,3,8,7,12,19,73,34,107,22163,18238,40401,999,1780,2779,564,4,568,347,22,369,240,51,291,240,85,325,1054,1152,2206,33345,27354,60699,771,684,1455,6,13,19,27,8,35,1116,744,1860,257,403,660,142,36,178,2319,1888,4207,0,0,0,5,0,5,75,77,152,23,61,84,4,7,11,107,145,252,239,134,373,2665,2167,4832,254,256,510,10,8,18,26,4,30,290,268,558,1930,2273,4203,2749,4711,7460,425,374,799,41404,37147,78551,Hornsby (A)
14100,7,3,10,300,321,621,109,62,171,3,0,3,18,6,24,1873,1387,3260,70,136,206,26,3,29,41,5,46,46,5,51,26,14,40,59,100,159,2578,2042,4620,27,23,50,8,0,8,3,0,3,3,0,3,3,3,6,0,0,0,44,26,70,19,25,44,0,0,0,17,25,42,6,4,10,3,3,6,45,57,102,44,17,61,133,100,233,10,11,21,8,3,11,0,0,0,18,14,32,179,237,416,177,338,515,31,38,69,3116,2769,5885,Hunters Hill (A)
14150,3733,3857,7590,142,275,417,4,0,4,3,7,10,37,30,67,11047,7549,18596,503,956,1459,362,3,365,103,10,113,88,10,98,94,47,141,388,543,931,16504,13287,29791,375,450,825,3,3,6,18,12,30,311,251,562,75,164,239,38,17,55,820,897,1717,0,0,0,0,0,0,10,6,16,5,32,37,0,0,0,15,38,53,88,38,126,923,973,1896,79,93,172,3,5,8,3,0,3,85,98,183,433,590,1023,1166,1829,2995,283,264,547,19394,17041,36435,Hurstville (C)
14200,0,3,3,15,5,20,0,0,0,0,0,0,12,9,21,2121,1845,3966,206,219,425,140,3,143,50,0,50,19,4,23,48,17,65,155,130,285,2766,2235,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,16,8,24,19,8,27,0,0,0,0,0,0,3,0,3,3,0,3,312,299,611,215,363,578,59,56,115,3374,2961,6335,Inverell (A)
14250,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,186,158,344,15,7,22,15,0,15,3,0,3,3,0,3,8,0,8,40,23,63,270,191,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,90,64,154,32,40,72,9,3,12,410,298,708,Jerilderie (A)
14300,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,727,597,1324,81,58,139,31,0,31,10,0,10,5,0,5,13,8,21,82,29,111,955,695,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,140,90,230,85,141,226,18,17,35,1208,947,2155,Junee (A)
14350,0,0,0,20,32,52,0,3,3,0,0,0,5,4,9,3020,2838,5858,271,301,572,198,4,202,54,8,62,57,7,64,44,17,61,204,209,413,3873,3423,7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,42,18,60,42,21,63,0,0,0,0,0,0,3,0,3,3,0,3,312,334,646,456,701,1157,102,89,191,4788,4568,9356,Kempsey (A)
14400,58,45,103,20,13,33,0,0,0,0,0,0,3,3,6,3311,2705,6016,217,251,468,96,0,96,26,6,32,21,5,26,30,10,40,146,146,292,3928,3184,7112,8,12,20,0,3,3,0,0,0,22,8,30,6,6,12,5,3,8,41,32,73,0,0,0,0,0,0,0,5,5,5,0,5,0,0,0,5,5,10,33,20,53,79,57,136,0,3,3,0,0,0,0,0,0,0,3,3,243,313,556,521,732,1253,78,50,128,4849,4339,9188,Kiama (A)
14450,2676,2705,5381,109,171,280,3,3,6,4,4,8,35,15,50,8123,5475,13598,364,759,1123,200,0,200,95,7,102,61,5,66,73,42,115,383,569,952,12126,9755,21881,388,411,799,5,0,5,3,9,12,201,171,372,52,126,178,22,17,39,671,734,1405,0,0,0,0,0,0,5,9,14,5,18,23,3,0,3,13,27,40,65,36,101,749,797,1546,59,84,143,3,0,3,7,0,7,69,84,153,358,492,850,846,1371,2217,211,213,424,14359,12712,27071,Kogarah (C)
14500,4238,3108,7346,448,316,764,3,3,6,14,3,17,90,23,113,13910,11421,25331,524,1125,1649,156,4,160,203,18,221,273,27,300,159,69,228,562,587,1149,20580,16704,37284,462,403,865,0,4,4,0,0,0,924,595,1519,193,277,470,93,17,110,1672,1296,2968,0,0,0,0,4,4,42,30,72,15,19,34,3,0,3,60,53,113,159,69,228,1891,1418,3309,164,118,282,3,0,3,23,7,30,190,125,315,1809,2183,3992,1768,3149,4917,251,237,488,26489,23816,50305,Ku-ring-gai (A)
14550,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,1029,917,1946,87,84,171,69,3,72,25,0,25,8,4,12,20,11,31,119,113,232,1365,1137,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,24,17,7,24,0,0,0,0,0,0,0,0,0,0,0,0,281,214,495,126,212,338,37,28,65,1826,1598,3424,Kyogle (A)
14600,0,0,0,31,12,43,0,0,0,0,0,0,0,0,0,785,733,1518,107,70,177,51,3,54,8,3,11,10,4,14,49,10,59,119,122,241,1160,957,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,6,3,9,14,3,17,20,6,26,0,0,0,3,0,3,3,0,3,6,0,6,246,173,419,78,127,205,42,38,80,1552,1301,2853,Lachlan (A)
14650,280,251,531,412,503,915,8,4,12,5,0,5,51,25,76,32060,26633,58693,2289,2244,4533,1022,34,1056,479,47,526,332,42,374,197,89,286,698,650,1348,37833,30522,68355,58,36,94,3,0,3,0,0,0,104,94,198,34,38,72,22,5,27,221,173,394,0,6,6,0,0,0,19,28,47,35,60,95,10,13,23,64,107,171,312,144,456,597,424,1021,33,25,58,10,5,15,12,5,17,55,35,90,1089,1701,2790,3833,6263,10096,656,585,1241,44063,39530,83593,Lake Macquarie (C)
14700,461,376,837,1390,1455,2845,113,42,155,7,0,7,40,18,58,4110,3390,7500,188,390,578,48,3,51,139,16,155,210,28,238,40,25,65,395,411,806,7141,6154,13295,167,181,348,13,3,16,0,0,0,74,61,135,12,19,31,7,3,10,273,267,540,10,5,15,0,0,0,43,40,83,14,43,57,10,12,22,77,100,177,75,43,118,425,410,835,36,25,61,10,7,17,9,7,16,55,39,94,448,548,996,504,965,1469,71,75,146,8644,8191,16835,Lane Cove (A)
14750,0,0,0,13,0,13,3,0,3,0,0,0,4,3,7,1711,1392,3103,174,140,314,51,0,51,11,3,14,33,6,39,24,12,36,140,101,241,2164,1657,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,27,19,8,27,0,0,0,0,0,0,0,0,0,0,0,0,143,109,252,170,281,451,53,51,104,2549,2106,4655,Leeton (A)
14800,168,134,302,2445,3198,5643,371,275,646,200,183,383,132,107,239,6249,5879,12128,338,667,1005,103,4,107,358,80,438,636,192,828,100,53,153,735,882,1617,11835,11654,23489,348,413,761,19,32,51,15,8,23,20,23,43,8,15,23,16,5,21,426,496,922,55,74,129,11,14,25,50,59,109,19,48,67,54,57,111,189,252,441,154,133,287,769,881,1650,61,66,127,52,33,85,14,10,24,127,109,236,778,1024,1802,851,1728,2579,129,117,246,14489,15513,30002,Leichhardt (A)
14850,4,4,8,59,52,111,3,3,6,3,0,3,21,17,38,6259,5923,12182,506,665,1171,299,13,312,137,17,154,101,17,118,84,33,117,385,325,710,7861,7069,14930,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,7,10,4,3,7,10,10,20,75,61,136,85,74,159,7,0,7,3,3,6,7,0,7,17,3,20,542,555,1097,758,1276,2034,145,111,256,9408,9088,18496,Lismore (C)
14870,27,21,48,15,21,36,0,0,0,0,0,0,21,25,46,3083,2349,5432,227,211,438,121,4,125,18,4,22,17,5,22,23,11,34,190,157,347,3742,2808,6550,3,5,8,0,0,0,0,0,0,11,5,16,0,4,4,3,0,3,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,17,11,28,34,28,62,0,6,6,0,0,0,0,0,0,0,6,6,140,185,325,408,577,985,71,61,132,4395,3665,8060,Lithgow (C)
14900,2046,2208,4254,454,774,1228,6,0,6,3,3,6,83,25,108,28502,19233,47735,1832,2484,4316,1326,24,1350,221,20,241,229,21,250,293,105,398,843,819,1662,35838,25716,61554,520,588,1108,5,0,5,10,7,17,803,704,1507,128,362,490,26,17,43,1492,1678,3170,0,0,0,0,0,0,25,46,71,21,76,97,11,6,17,57,128,185,221,91,312,1770,1897,3667,206,193,399,4,12,16,5,4,9,215,209,424,665,1188,1853,2104,3341,5445,912,713,1625,41504,33064,74568,Liverpool (C)
14920,3,0,3,6,7,13,0,0,0,0,0,0,3,0,3,938,804,1742,84,42,126,85,0,85,15,0,15,0,3,3,25,16,41,155,91,246,1314,963,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,11,5,16,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,223,177,400,144,163,307,48,29,77,1743,1337,3080,Liverpool Plains (A)
14950,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,370,305,675,20,24,44,38,0,38,3,0,3,0,0,0,28,6,34,60,51,111,522,390,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,3,8,5,6,11,0,0,0,3,0,3,0,0,0,3,0,3,149,90,239,50,84,134,19,13,32,748,583,1331,Lockhart (A)
15050,203,215,418,57,84,141,5,0,5,0,0,0,11,20,31,12290,9581,21871,996,832,1828,352,8,360,149,15,164,89,11,100,72,27,99,267,277,544,14491,11070,25561,19,17,36,0,0,0,0,0,0,53,45,98,19,14,33,20,3,23,111,79,190,0,0,0,0,0,0,3,0,3,6,7,13,3,0,3,12,7,19,182,62,244,305,148,453,21,12,33,0,3,3,4,0,4,25,15,40,329,611,940,1537,2258,3795,248,151,399,16935,14253,31188,Maitland (C)
15150,17,18,35,1304,1266,2570,1157,761,1918,3,3,6,41,27,68,4743,3748,8491,259,411,670,80,5,85,204,26,230,238,88,326,92,34,126,431,558,989,8569,6945,15514,81,71,152,238,225,463,0,0,0,5,3,8,0,5,5,0,3,3,324,307,631,154,170,324,0,0,0,47,54,101,20,31,51,21,8,29,242,263,505,202,77,279,768,647,1415,124,98,222,19,23,42,22,3,25,165,124,289,617,782,1399,659,1188,1847,104,95,199,10882,9781,20663,Manly (A)
15200,4312,4281,8593,1492,2201,3693,7,0,7,16,14,30,99,82,181,8308,6694,15002,496,846,1342,173,3,176,379,113,492,965,434,1399,100,73,173,1062,1251,2313,17409,15992,33401,639,696,1335,12,3,15,11,17,28,151,190,341,52,100,152,97,55,152,962,1061,2023,0,3,3,6,3,9,22,58,80,18,46,64,40,49,89,86,159,245,120,72,192,1168,1292,2460,122,109,231,11,13,24,13,5,18,146,127,273,748,852,1600,1354,2329,3683,279,181,460,21104,20773,41877,Marrickville (A)
15270,4,0,4,19,15,34,0,0,0,0,0,0,8,12,20,3209,2534,5743,378,266,644,186,13,199,47,11,58,38,5,43,46,28,74,206,255,461,4141,3139,7280,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,51,19,70,60,19,79,0,0,0,0,0,0,7,3,10,7,3,10,375,353,728,505,598,1103,91,70,161,5179,4182,9361,Mid-Western Regional (A)
15300,3,0,3,11,10,21,0,0,0,0,0,0,5,4,9,2028,1600,3628,202,164,366,137,6,143,38,6,44,26,4,30,53,20,73,213,164,377,2716,1978,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,46,30,16,46,0,0,0,0,0,0,4,0,4,4,0,4,235,262,497,200,260,460,65,50,115,3250,2566,5816,Moree Plains (A)
15350,31,21,52,1217,1241,2458,364,192,556,3,4,7,56,22,78,3133,2425,5558,146,290,436,28,0,28,128,17,145,114,22,136,56,30,86,320,346,666,5596,4610,10206,100,99,199,48,36,84,0,0,0,8,9,17,3,8,11,3,0,3,162,152,314,131,106,237,0,0,0,22,30,52,17,32,49,14,15,29,184,183,367,72,43,115,418,378,796,64,72,136,23,23,46,10,3,13,97,98,195,473,586,1059,404,694,1098,64,68,132,7052,6434,13486,Mosman (A)
15500,0,3,3,4,3,7,4,0,4,0,0,0,0,3,3,1036,892,1928,80,54,134,30,0,30,16,0,16,27,0,27,13,8,21,70,67,137,1280,1030,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,14,3,17,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,174,137,311,138,208,346,35,35,70,1641,1416,3057,Murray (A)
15550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,269,605,52,25,77,10,0,10,0,0,0,0,0,0,13,0,13,74,27,101,485,321,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,66,57,123,43,61,104,9,11,20,613,450,1063,Murrumbidgee (A)
15650,5,0,5,10,6,16,3,3,6,0,0,0,0,12,12,2966,2025,4991,292,209,501,69,0,69,59,15,74,11,5,16,30,13,43,152,155,307,3597,2443,6040,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,31,14,45,37,14,51,0,0,0,0,0,0,4,0,4,4,0,4,125,160,285,429,455,884,78,60,138,4270,3132,7402,Muswellbrook (A)
