lga_name_2016,lga_code_2016,m_lplfs_eft_dc_0_4,m_lplfs_eft_dc_5_9,m_lplfs_eft_dc_10_12,m_lplfs_eft_dc_13_14,m_lplfs_eft_dc_15_17,m_lplfs_eft_dc_18_20,m_lplfs_eft_dc_21_24,m_lplfs_eft_t,m_lplfs_ept_dc_0_4,m_lplfs_ept_dc_5_9,m_lplfs_ept_dc_10_12,m_lplfs_ept_dc_13_14,m_lplfs_ept_dc_15_17,m_lplfs_ept_dc_18_20,m_lplfs_ept_dc_21_24,m_lplfs_ept_t,m_lplfs_eaw_dc_0_4,m_lplfs_eaw_dc_5_9,m_lplfs_eaw_dc_10_12,m_lplfs_eaw_dc_13_14,m_lplfs_eaw_dc_15_17,m_lplfs_eaw_dc_18_20,m_lplfs_eaw_dc_21_24,m_lplfs_eaw_t,m_lplfs_hns_dc_0_4,m_lplfs_hns_dc_5_9,m_lplfs_hns_dc_10_12,m_lplfs_hns_dc_13_14,m_lplfs_hns_dc_15_17,m_lplfs_hns_dc_18_20,m_lplfs_hns_dc_21_24,m_lplfs_hns_t,m_lplfs_ew_t_dc_0_4,m_lplfs_ew_t_dc_5_9,m_lplfs_ew_t_dc_10_12,m_lplfs_ew_t_dc_13_14,m_lplfs_ew_t_dc_15_17,m_lplfs_ew_t_dc_18_20,m_lplfs_ew_t_dc_21_24,m_lplfs_ew_t_t,m_lplfs_ulftw_dc_0_4,m_lplfs_ulftw_dc_5_9,m_lplfs_ulftw_dc_10_12,m_lplfs_ulftw_dc_13_14,m_lplfs_ulftw_dc_15_17,m_lplfs_ulftw_dc_18_20,m_lplfs_ulftw_dc_21_24,m_lplfs_ulftw_t,m_lplfs_ulptw_dc_0_4,m_lplfs_ulptw_dc_5_9,m_lplfs_ulptw_dc_10_12,m_lplfs_ulptw_dc_13_14,m_lplfs_ulptw_dc_15_17,m_lplfs_ulptw_dc_18_20,m_lplfs_ulptw_dc_21_24,m_lplfs_ulptw_t,m_lplfs_u_t_dc_0_4,m_lplfs_u_t_dc_5_9,m_lplfs_u_t_dc_10_12,m_lplfs_u_t_dc_13_14,m_lplfs_u_t_dc_15_17,m_lplfs_u_t_dc_18_20,m_lplfs_u_t_dc_21_24,m_lplfs_u_t_t,m_lplfs_t_lf_dc_0_4,m_lplfs_t_lf_dc_5_9,m_lplfs_t_lf_dc_10_12,m_lplfs_t_lf_dc_13_14,m_lplfs_t_lf_dc_15_17,m_lplfs_t_lf_dc_18_20,m_lplfs_t_lf_dc_21_24,m_lplfs_t_lf_t,m_lplfs_nlf_dc_0_4,m_lplfs_nlf_dc_5_9,m_lplfs_nlf_dc_10_12,m_lplfs_nlf_dc_13_14,m_lplfs_nlf_dc_15_17,m_lplfs_nlf_dc_18_20,m_lplfs_nlf_dc_21_24,m_lplfs_nlf_t,m_lplfs_lfsns_dc_0_4,m_lplfs_lfsns_dc_5_9,m_lplfs_lfsns_dc_10_12,m_lplfs_lfsns_dc_13_14,m_lplfs_lfsns_dc_15_17,m_lplfs_lfsns_dc_18_20,m_lplfs_lfsns_dc_21_24,m_lplfs_lfsns_t,m_lplfs_t_dc_0_4,m_lplfs_t_dc_5_9,m_lplfs_t_dc_10_12,m_lplfs_t_dc_13_14,m_lplfs_t_dc_15_17,m_lplfs_t_dc_18_20,m_lplfs_t_dc_21_24,m_lplfs_t_t,f_lplfs_eft_dc_0_4,f_lplfs_eft_dc_5_9,f_lplfs_eft_dc_10_12,f_lplfs_eft_dc_13_14,f_lplfs_eft_dc_15_17,f_lplfs_eft_dc_18_20,f_lplfs_eft_dc_21_24,f_lplfs_eft_t,f_lplfs_ept_dc_0_4,f_lplfs_ept_dc_5_9,f_lplfs_ept_dc_10_12,f_lplfs_ept_dc_13_14,f_lplfs_ept_dc_15_17,f_lplfs_ept_dc_18_20,f_lplfs_ept_dc_21_24,f_lplfs_ept_t,f_lplfs_eaw_dc_0_4,f_lplfs_eaw_dc_5_9,f_lplfs_eaw_dc_10_12,f_lplfs_eaw_dc_13_14,f_lplfs_eaw_dc_15_17,f_lplfs_eaw_dc_18_20,f_lplfs_eaw_dc_21_24,f_lplfs_eaw_t,f_lplfs_hns_dc_0_4,f_lplfs_hns_dc_5_9,f_lplfs_hns_dc_10_12,f_lplfs_hns_dc_13_14,f_lplfs_hns_dc_15_17,f_lplfs_hns_dc_18_20,f_lplfs_hns_dc_21_24,f_lplfs_hns_t,f_lplfs_ew_t_dc_0_4,f_lplfs_ew_t_dc_5_9,f_lplfs_ew_t_dc_10_12,f_lplfs_ew_t_dc_13_14,f_lplfs_ew_t_dc_15_17,f_lplfs_ew_t_dc_18_20,f_lplfs_ew_t_dc_21_24,f_lplfs_ew_t_t,f_lplfs_ulftw_dc_0_4,f_lplfs_ulftw_dc_5_9,f_lplfs_ulftw_dc_10_12,f_lplfs_ulftw_dc_13_14,f_lplfs_ulftw_dc_15_17,f_lplfs_ulftw_dc_18_20,f_lplfs_ulftw_dc_21_24,f_lplfs_ulftw_t,f_lplfs_ulptw_dc_0_4,f_lplfs_ulptw_dc_5_9,f_lplfs_ulptw_dc_10_12,f_lplfs_ulptw_dc_13_14,f_lplfs_ulptw_dc_15_17,f_lplfs_ulptw_dc_18_20,f_lplfs_ulptw_dc_21_24,f_lplfs_ulptw_t,f_lplfs_u_t_dc_0_4,f_lplfs_u_t_dc_5_9,f_lplfs_u_t_dc_10_12,f_lplfs_u_t_dc_13_14,f_lplfs_u_t_dc_15_17,f_lplfs_u_t_dc_18_20,f_lplfs_u_t_dc_21_24,f_lplfs_u_t_t,f_lplfs_t_lf_dc_0_4,f_lplfs_t_lf_dc_5_9,f_lplfs_t_lf_dc_10_12,f_lplfs_t_lf_dc_13_14,f_lplfs_t_lf_dc_15_17,f_lplfs_t_lf_dc_18_20,f_lplfs_t_lf_dc_21_24,f_lplfs_t_lf_t,f_lplfs_nlf_dc_0_4,f_lplfs_nlf_dc_5_9,f_lplfs_nlf_dc_10_12,f_lplfs_nlf_dc_13_14,f_lplfs_nlf_dc_15_17,f_lplfs_nlf_dc_18_20,f_lplfs_nlf_dc_21_24,f_lplfs_nlf_t,f_lplfs_lfsns_dc_0_4,f_lplfs_lfsns_dc_5_9,f_lplfs_lfsns_dc_10_12,f_lplfs_lfsns_dc_13_14,f_lplfs_lfsns_dc_15_17,f_lplfs_lfsns_dc_18_20,f_lplfs_lfsns_dc_21_24,f_lplfs_lfsns_t,f_lplfs_t_dc_0_4,f_lplfs_t_dc_5_9,f_lplfs_t_dc_10_12,f_lplfs_t_dc_13_14,f_lplfs_t_dc_15_17,f_lplfs_t_dc_18_20,f_lplfs_t_dc_21_24,f_lplfs_t_t,t_lplfs_eft_dc_0_4,t_lplfs_eft_dc_5_9,t_lplfs_eft_dc_10_12,t_lplfs_eft_dc_13_14,t_lplfs_eft_dc_15_17,t_lplfs_eft_dc_18_20,t_lplfs_eft_dc_21_24,t_lplfs_eft_t
Ngaanyatjarraku (S),56620,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,18,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,4,6,0,0,0,0,0,7,8,8,4,0,3,0,0,23,16,20,9,3,4,0,0,46,5,3,3,5,0,0,0,18,22,27,21,12,4,0,0,88,0,0,4,0,0,0,0,6
Mingenew (S),55530,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,3
Mundaring (S),56090,14,20,27,24,29,9,0,122,3,6,3,0,8,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,26,36,20,32,14,7,154,0,3,3,0,5,3,0,18,0,0,0,0,0,0,0,3,0,6,3,0,4,3,0,19,18,28,38,26,42,13,7,175,6,11,4,5,10,0,0,37,0,0,0,0,0,0,0,0,24,42,43,31,50,17,10,211,16,44,49,38,93,28,13,270,48,116,77,41,52,19,11,366,5,3,3,7,11,0,0,36,3,0,0,0,0,0,0,3,71,163,128,94,149,54,22,681,0,12,14,3,3,3,0,35,7,7,6,4,8,0,0,31,7,16,23,9,9,3,0,71,82,176,150,99,159,54,21,746,120,111,49,35,38,12,0,357,0,0,0,0,0,0,0,0,196,289,195,132,194,65,24,1098,30,55,75,57,114,41,11,394
Northam (S),56730,5,7,3,3,10,0,0,29,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,6,12,0,0,34,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,6,17,8,6,12,0,0,44,4,3,3,3,5,0,0,20,0,0,0,0,0,0,0,0,10,19,15,12,14,0,0,67,12,17,29,18,28,0,0,99,6,30,28,13,19,3,0,99,8,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,26,51,55,32,43,3,0,209,3,9,3,4,3,0,0,20,7,5,0,0,5,0,0,23,5,18,5,9,6,0,0,41,35,69,66,39,46,3,0,252,88,67,40,25,17,0,0,247,0,4,0,0,0,0,0,4,125,137,104,71,66,3,0,498,17,23,32,22,30,0,0,124
Northampton (S),56790,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,12,0,4,7,4,0,0,0,16,0,8,5,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,12,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,12,4,0,0,48,6,8,3,0,4,0,0,23,0,0,0,0,0,0,0,0,9,25,14,12,9,0,0,70,0,4,5,4,0,0,0,22
Waratah/Wynyard (M),65410,4,10,9,5,11,3,0,35,3,4,3,0,3,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,10,11,13,15,3,0,61,3,0,0,0,5,0,0,5,0,4,0,0,0,0,0,3,3,3,0,0,5,0,0,7,8,16,11,13,20,3,0,66,4,9,7,4,3,0,0,22,0,0,0,0,0,0,0,0,16,23,20,15,17,3,0,91,8,14,14,14,20,0,3,72,33,56,30,30,27,10,0,186,3,3,0,0,3,0,0,12,3,0,0,0,0,0,0,4,50,72,45,45,51,11,3,269,4,12,4,0,10,0,0,31,3,3,9,8,7,0,0,27,13,13,9,8,12,0,0,59,55,87,61,58,62,11,3,333,86,80,28,23,32,3,3,246,0,0,0,0,0,0,0,3,141,166,85,80,89,16,3,578,13,18,21,23,30,4,3,107
Moora (S),55600,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13,0,3,3,0,0,0,0,10,8,8,8,0,4,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,6,3,5,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,7,7,6,3,5,0,0,34,16,17,7,0,0,0,0,40,0,0,0,0,0,0,0,0,26,23,17,3,5,0,0,69,0,3,4,0,0,0,0,12
Subiaco (C),57980,0,3,11,12,10,8,6,55,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,11,12,17,9,6,59,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,10,11,16,14,6,67,0,3,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,12,14,18,16,12,10,79,10,18,28,28,37,25,8,149,14,28,31,15,20,14,9,130,3,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,23,47,55,44,60,38,20,286,0,4,6,7,0,0,0,16,0,13,3,0,0,0,0,22,3,19,10,8,3,0,0,34,29,62,64,47,60,38,16,322,22,20,18,14,13,11,3,91,0,0,0,0,0,0,0,0,44,89,86,60,77,45,19,416,14,24,34,39,49,32,11,198
Swan (C),58050,39,73,61,80,88,42,12,394,3,17,21,15,19,4,0,84,0,5,3,3,0,0,0,9,3,0,0,0,0,0,0,7,50,96,78,100,104,52,17,495,10,9,7,9,15,3,3,52,0,3,4,3,3,0,0,10,10,14,13,7,15,3,3,63,61,112,90,108,126,58,17,557,18,36,22,20,20,6,0,117,6,4,5,0,0,0,0,11,79,153,114,124,143,62,16,693,155,298,256,215,328,130,56,1437,217,464,335,228,302,89,46,1678,30,15,24,13,8,3,3,97,11,13,4,4,5,5,3,45,413,788,613,454,654,236,102,3261,45,60,38,23,39,18,4,226,48,98,69,37,36,9,0,290,93,161,103,58,74,22,6,519,501,944,721,514,730,257,109,3779,787,704,337,197,198,58,35,2311,22,25,11,5,3,0,0,73,1311,1675,1074,713,928,320,145,6163,196,372,318,294,416,175,69,1830
Morawa (S),55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,4,5,0,0,0,14,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,11,3,0,0,20,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,7,6,10,3,0,0,33,0,0,4,5,0,0,0,10
Mount Magnet (S),55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,10,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,13,0,0,0,0,0,0,0,3
Nungarin (S),56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,0,0,0,12,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0
Mount Marshall (S),55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Tammin (S),58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0
Three Springs (S),58260,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,0,12,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,8,5,8,0,3,0,0,26,0,7,3,0,0,0,0,13
Mosman Park (T),55740,0,9,7,6,13,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,13,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,13,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,4,10,10,0,0,37,4,7,13,7,19,9,0,62,8,18,11,8,19,10,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,24,17,37,21,7,153,0,0,0,0,0,0,0,7,0,3,4,0,3,0,0,10,0,6,6,0,4,0,0,13,16,32,29,23,43,24,7,169,10,7,4,12,13,0,3,50,0,0,0,0,0,0,0,0,22,43,34,32,54,23,17,226,3,15,22,12,32,9,3,93
Nannup (S),56300,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,4,5,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,5,4,6,3,3,0,0,22,8,12,3,0,0,0,0,21,0,0,0,0,0,0,0,0,12,17,8,3,3,0,0,38,0,3,0,3,0,0,0,10
Perth (C),57080,4,0,0,3,3,5,0,17,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,4,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,5,3,3,4,0,25,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,4,3,8,5,5,9,0,38,10,5,9,3,12,12,10,57,10,12,3,9,0,3,6,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,20,14,14,13,19,12,111,0,0,0,0,3,3,0,5,0,3,5,0,0,0,0,9,0,3,5,0,0,3,0,18,21,21,19,15,11,19,11,128,11,9,8,3,19,8,3,65,0,0,0,0,0,0,0,0,37,35,22,23,27,27,19,187,11,5,10,5,9,15,10,70
Pingelly (S),57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,6,0,0,3,3,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,16,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,6,3,3,0,0,21,4,18,6,3,0,0,0,36,0,0,0,0,0,0,0,0,8,22,14,9,3,0,0,55,0,0,4,3,3,0,0,6
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Murray (S),56230,4,8,7,9,13,3,0,47,3,8,0,3,5,3,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,12,12,11,16,6,0,72,0,0,4,3,0,0,0,11,0,0,3,0,0,0,0,3,0,0,7,4,0,0,0,14,14,16,16,12,19,6,0,86,5,13,3,5,3,3,0,34,0,0,0,0,0,0,0,0,15,23,18,20,22,11,0,113,8,15,14,19,24,11,0,94,18,56,29,22,37,6,0,172,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,82,48,37,64,15,3,277,3,12,4,6,6,0,0,40,4,28,11,0,3,0,0,44,5,36,13,13,12,0,0,83,35,116,57,50,73,17,3,360,121,94,41,30,29,0,0,317,0,0,0,0,0,0,0,0,158,215,99,78,99,21,3,674,15,29,22,20,36,13,0,140
Narembeen (S),56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,0,13,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,7,3,3,0,0,21,0,0,0,3,0,0,0,3
Nedlands (C),56580,3,6,5,8,17,8,3,48,0,6,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,11,5,7,19,8,7,67,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,9,12,7,19,8,7,73,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,6,16,13,14,24,8,7,78,6,19,23,24,46,23,15,158,10,27,25,17,27,18,13,135,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,18,47,53,40,78,42,26,306,3,0,0,0,3,3,0,10,3,0,3,3,7,4,3,21,3,0,4,3,10,9,7,29,25,46,53,44,84,48,33,338,14,25,21,20,27,11,13,129,0,0,0,0,0,0,0,0,39,73,76,59,108,66,45,469,7,25,28,31,63,34,20,204
Plantagenet (S),57210,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,4,4,0,0,10,4,3,4,0,4,3,0,20,0,0,0,0,0,0,0,0,10,5,4,9,6,3,0,32,0,9,4,3,5,3,0,28,3,7,11,10,8,3,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,17,11,16,15,5,0,76,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,5,3,0,0,3,3,0,0,8,12,24,11,14,15,5,0,89,30,32,13,10,9,0,0,90,0,0,0,0,0,0,0,0,42,54,28,24,25,5,0,179,4,8,6,3,11,3,0,31
Narrogin (S),56460,0,3,0,5,3,0,0,15,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,7,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,3,0,0,17,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,3,4,13,5,6,3,0,0,33,4,11,10,8,6,0,0,36,11,32,6,6,16,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,14,17,21,0,0,108,0,3,0,0,0,0,0,3,0,4,3,0,0,0,0,7,0,7,3,0,0,0,0,6,10,48,22,17,19,0,0,118,48,34,21,13,9,0,0,120,0,0,0,0,0,0,0,3,63,83,39,30,32,0,0,238,6,17,9,11,11,0,0,50
