yr,land_area_ha,protected_areas_indig_protected_area_num,protected_areas_national_parks_num,protected_areas_nature_reserves_num,protected_areas_all_oth_protected_areas_num,protected_areas_tot_num,protected_areas_indig_protected_area_ha,protected_areas_national_parks_ha,protected_areas_nature_reserves_ha,protected_areas_all_oth_protected_areas_ha,protected_areas_tot_ha,protected_areas_indig_protected_area_pr100,protected_areas_national_parks_pr100,protected_areas_nature_reserves_pr100,protected_areas_all_oth_protected_areas_pr100,protected_areas_tot_pr100,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,lga_code18,lga_name18,ogc_fid
2014,,,,,,,,,,,,,,,,,3216.0,,1756.0,,21110,Boroondara (C),1368
2018,3053724.8,,,,,,,,,,,,,,,,,,,,30760,Blackall-Tambo (R),1369
2017,,,,,,,,,,,,,,,,,206.0,15.1,29.0,3.6,30760,Blackall-Tambo (R),1370
2016,,,1.0,,1.0,2.0,,21685.0,,94277.0,115963.0,,0.7,,3.1,3.8,179.0,15.5,28.0,,30760,Blackall-Tambo (R),1371
2015,,,,,,,,,,,,,,,,,155.0,14.0,28.0,,30760,Blackall-Tambo (R),1372
2014,,,,,,,,,,,,,,,,,136.0,,28.0,,30760,Blackall-Tambo (R),1373
2018,305393.6,,,,,,,,,,,,,,,,,,,,56300,Nannup (S),1374
2017,,,,,,,,,,,,,,,,,206.0,12.6,130.0,6.6,56300,Nannup (S),1375
2018,26832934.0,,,,,,,,,,,,,,,,,,,,72330,MacDonnell (R),1414
2016,,,5.0,2.0,113.0,120.0,,18917.0,1281.0,48505.0,68703.0,,3.7,0.3,9.5,13.4,748.0,11.0,198.0,6.5,64610,Northern Midlands (M),1561
2015,,,,,,,,,,,,,,,,,674.0,13.7,186.0,5.7,64610,Northern Midlands (M),1562
2014,,,,,,,,,,,,,,,,,593.0,,176.0,,64610,Northern Midlands (M),1563
2018,958353.9,,,,,,,,,,,,,,,,,,,,65610,West Coast (M),1564
2017,,,,,,,,,,,,,,,,,161.0,1.3,8.0,,65610,West Coast (M),1565
2016,,,5.0,1.0,36.0,42.0,,493468.0,139.0,322008.0,815615.0,,51.5,,33.6,85.1,159.0,11.2,8.0,,65610,West Coast (M),1566
2015,,,,,,,,,,,,,,,,,143.0,16.3,8.0,,65610,West Coast (M),1567
2014,,,,,,,,,,,,,,,,,123.0,,8.0,,65610,West Coast (M),1568
2018,373533.5,,,,,,,,,,,,,,,,,,,,22250,Gannawarra (S),1569
2017,,,,,,,,,,,,,,,,,49.0,19.5,129.0,,72330,MacDonnell (R),1415
2017,,,,,,,,,,,,,,,,,1322.0,12.7,437.0,5.6,22250,Gannawarra (S),1570
2016,,,2.0,,66.0,68.0,,7741.0,,20068.0,27809.0,,2.1,,5.4,7.4,1173.0,13.9,414.0,5.6,22250,Gannawarra (S),1571
2015,,,,,,,,,,,,,,,,,1030.0,11.6,392.0,8.3,22250,Gannawarra (S),1572
2014,,,,,,,,,,,,,,,,,923.0,,362.0,,22250,Gannawarra (S),1573
2018,1459990.0,,,,,,,,,,,,,,,,,,,,10950,Bogan (A),1574
2017,,,,,,,,,,,,,,,,,291.0,9.8,76.0,7.0,10950,Bogan (A),1575
2016,,,,1.0,,1.0,,,4778.0,,4778.0,,,0.3,,0.3,265.0,12.3,71.0,2.9,10950,Bogan (A),1576
2015,,,,,,,,,,,,,,,,,236.0,15.7,69.0,6.2,10950,Bogan (A),1577
2014,,,,,,,,,,,,,,,,,204.0,,65.0,,10950,Bogan (A),1578
2018,268934.1,,,,,,,,,,,,,,,,,,,,18350,Wingecarribee (A),1579
2016,,6.0,1.0,,18.0,25.0,5362263.0,133302.0,,584362.0,6079927.0,20.0,0.5,,2.2,22.7,41.0,24.2,129.0,0.8,72330,MacDonnell (R),1416
2017,,,,,,,,,,,,,,,,,3543.0,14.5,1186.0,2.1,18350,Wingecarribee (A),1580
2016,,,7.0,4.0,5.0,16.0,,22010.0,1953.0,49503.0,73466.0,,8.2,0.7,18.4,27.3,3093.0,10.7,1162.0,2.2,18350,Wingecarribee (A),1581
2015,,,,,,,,,,,,,,,,,2793.0,14.0,1137.0,2.9,18350,Wingecarribee (A),1582
2014,,,,,,,,,,,,,,,,,2450.0,,1105.0,,18350,Wingecarribee (A),1583
2018,14742.1,,,,,,,,,,,,,,,,,,,,16900,Shellharbour (C),1584
2017,,,,,,,,,,,,,,,,,3816.0,9.8,1728.0,2.0,16900,Shellharbour (C),1585
2016,,,3.0,,,3.0,,986.0,,,986.0,,6.7,,,6.7,3476.0,6.0,1694.0,1.8,16900,Shellharbour (C),1586
2015,,,,,,,,,,,,,,,,,3280.0,8.4,1664.0,3.4,16900,Shellharbour (C),1587
2014,,,,,,,,,,,,,,,,,3025.0,,1610.0,,16900,Shellharbour (C),1588
2015,,,,,,,,,,,,,,,,,33.0,13.8,128.0,,72330,MacDonnell (R),1417
2018,28421.6,,,,,,,,,,,,,,,,,,,,16150,Orange (C),1589
2017,,,,,,,,,,,,,,,,,2378.0,10.8,876.0,2.5,16150,Orange (C),1590
2016,,,,,,,,,,,,,,,,,2147.0,8.0,855.0,5.3,16150,Orange (C),1591
2015,,,,,,,,,,,,,,,,,1988.0,14.2,812.0,3.7,16150,Orange (C),1592
2014,,,,,,,,,,,,,,,,,1741.0,,783.0,,16150,Orange (C),1593
2018,426504.2,,,,,,,,,,,,,,,,,,,,53640,Gnowangerup (S),1594
2017,,,,,,,,,,,,,,,,,114.0,7.5,135.0,1.5,53640,Gnowangerup (S),1595
2016,,,3.0,11.0,4.0,18.0,,38581.0,3434.0,1044.0,43059.0,,9.1,0.8,0.2,10.1,106.0,23.3,133.0,1.5,53640,Gnowangerup (S),1596
2015,,,,,,,,,,,,,,,,,86.0,21.1,131.0,6.5,53640,Gnowangerup (S),1597
2014,,,,,,,,,,,,,,,,,71.0,,123.0,,53640,Gnowangerup (S),1598
2014,,,,,,,,,,,,,,,,,29.0,,128.0,,72330,MacDonnell (R),1418
2018,39150.9,,,,,,,,,,,,,,,,,,,,15050,Maitland (C),1419
2017,,,,,,,,,,,,,,,,,5371.0,18.6,2883.0,3.0,15050,Maitland (C),1420
2016,,,,,,,,,,,,,,,,,4527.0,12.1,2798.0,3.2,15050,Maitland (C),1421
2015,,,,,,,,,,,,,,,,,4040.0,12.8,2711.0,3.4,15050,Maitland (C),1422
2014,,,,,,,,,,,,,,,,,3582.0,,2622.0,,15050,Maitland (C),1423
2018,329633.1,,,,,,,,,,,,,,,,,,,,26170,South Gippsland (S),1424
2017,,,,,,,,,,,,,,,,,3638.0,12.5,1910.0,5.2,26170,South Gippsland (S),1425
2016,,,3.0,,46.0,49.0,,51709.0,,1359.0,53069.0,,15.7,,0.4,16.1,3234.0,8.7,1815.0,4.9,26170,South Gippsland (S),1426
2015,,,,,,,,,,,,,,,,,2975.0,10.1,1730.0,5.6,26170,South Gippsland (S),1427
2014,,,,,,,,,,,,,,,,,2702.0,,1639.0,,26170,South Gippsland (S),1428
2018,7372375.0,,,,,,,,,,,,,,,,,,,,31750,Bulloo (S),1429
2018,77291.5,,,,,,,,,,,,,,,,,,,,41560,Copper Coast (DC),1599
2017,,,,,,,,,,,,,,,,,3065.0,6.7,393.0,0.8,41560,Copper Coast (DC),1600
2016,,,,,,,,,,,,,,,,,2872.0,6.3,390.0,2.1,41560,Copper Coast (DC),1601
2015,,,,,,,,,,,,,,,,,2703.0,5.6,382.0,6.1,41560,Copper Coast (DC),1602
2014,,,,,,,,,,,,,,,,,2560.0,,360.0,,41560,Copper Coast (DC),1603
2017,,,,,,,,,,,,,,,,,41.0,10.8,125.0,,31750,Bulloo (S),1430
2014,,,,,,,,,,,,,,,,,66.0,,50.0,,50910,Brookton (S),1643
2018,1018459.4,,,,,,,,,,,,,,,,,,,,55880,Mount Marshall (S),1644
2017,,,,,,,,,,,,,,,,,38.0,35.7,51.0,2.0,55880,Mount Marshall (S),1645
2016,,,,17.0,,17.0,,,301446.0,,301446.0,,,29.6,,29.6,28.0,16.7,50.0,4.2,55880,Mount Marshall (S),1646
2015,,,,,,,,,,,,,,,,,24.0,33.3,48.0,4.3,55880,Mount Marshall (S),1647
2014,,,,,,,,,,,,,,,,,18.0,,46.0,,55880,Mount Marshall (S),1648
2018,25631.6,,,,,,,,,,,,,,,,,,,,99399,Unincorp. Other Territories,1649
2017,,,,,,,,,,,,,,,,,650.0,0.8,228.0,8.6,99399,Unincorp. Other Territories,1650
2016,,,5.0,,2.0,7.0,,14745.0,,73.0,14818.0,,57.5,,0.3,57.8,645.0,1.7,210.0,11.1,99399,Unincorp. Other Territories,1651
2015,,,,,,,,,,,,,,,,,634.0,1.4,189.0,9.2,99399,Unincorp. Other Territories,1652
2014,,,,,,,,,,,,,,,,,625.0,,173.0,,99399,Unincorp. Other Territories,1653
2018,859720.8,,,,,,,,,,,,,,,,,,,,14200,Inverell (A),1654
2017,,,,,,,,,,,,,,,,,1571.0,16.5,610.0,1.5,14200,Inverell (A),1655
2016,,1.0,9.0,5.0,2.0,17.0,2643.0,51183.0,13358.0,1757.0,68942.0,0.3,6.0,1.6,0.2,8.0,1349.0,14.4,601.0,1.0,14200,Inverell (A),1656
2015,,,,,,,,,,,,,,,,,1179.0,21.9,595.0,5.5,14200,Inverell (A),1657
2014,,,,,,,,,,,,,,,,,967.0,,564.0,,14200,Inverell (A),1658
2016,,,2.0,,2.0,4.0,,320711.0,,246756.0,567468.0,,4.4,,3.4,7.7,37.0,19.4,125.0,,31750,Bulloo (S),1431
2017,,,,,,,,,,,,,,,,,4344.0,18.3,2235.0,2.3,17310,Tamworth Regional (A),1675
2016,,,7.0,6.0,5.0,18.0,,15410.0,7759.0,3462.0,26631.0,,1.6,0.8,0.4,2.7,3671.0,12.2,2184.0,2.5,17310,Tamworth Regional (A),1676
2015,,,,,,,,,,,,,,,,,3271.0,15.2,2131.0,2.6,17310,Tamworth Regional (A),1677
2014,,,,,,,,,,,,,,,,,2840.0,,2078.0,,17310,Tamworth Regional (A),1678
2018,191543.3,,,,,,,,,,,,,,,,,,,,54410,Kellerberrin (S),1679
2017,,,,,,,,,,,,,,,,,132.0,7.3,73.0,4.3,54410,Kellerberrin (S),1680
2016,,,,13.0,2.0,15.0,,,3016.0,271.0,3287.0,,,1.6,0.1,1.7,123.0,19.4,70.0,9.4,54410,Kellerberrin (S),1681
2015,,,,,,,,,,,,,,,,,103.0,17.0,64.0,6.7,54410,Kellerberrin (S),1682
2014,,,,,,,,,,,,,,,,,88.0,,60.0,,54410,Kellerberrin (S),1683
2018,6254.0,,,,,,,,,,,,,,,,,,,,20660,Banyule (C),1684
2017,,,,,,,,,,,,,,,,,4904.0,10.0,2219.0,9.7,20660,Banyule (C),1685
2016,,,,,,,,,,,,,,,,,4457.0,9.3,2023.0,11.3,20660,Banyule (C),1686
2015,,,,,,,,,,,,,,,,,4078.0,13.8,1818.0,10.7,20660,Banyule (C),1687
2014,,,,,,,,,,,,,,,,,3584.0,,1642.0,,20660,Banyule (C),1688
2018,168931.3,,,,,,,,,,,,,,,,,,,,32080,Cairns (R),1689
2017,,,,,,,,,,,,,,,,,13390.0,14.2,5970.0,3.4,32080,Cairns (R),1690
2016,,1.0,14.0,,13.0,28.0,5944.0,78952.0,,3513.0,88409.0,3.5,46.7,,2.1,52.3,11727.0,9.8,5774.0,4.3,32080,Cairns (R),1691
2015,,,,,,,,,,,,,,,,,10677.0,11.2,5535.0,4.1,32080,Cairns (R),1692
2014,,,,,,,,,,,,,,,,,9605.0,,5319.0,,32080,Cairns (R),1693
2018,1510.4,,,,,,,,,,,,,,,,,,,,45290,Norwood Payneham St Peters (C),1694
2017,,,,,,,,,,,,,,,,,3463.0,9.6,421.0,3.7,45290,Norwood Payneham St Peters (C),1695
2015,,,,,,,,,,,,,,,,,31.0,14.8,125.0,,31750,Bulloo (S),1432
2016,,,,,,,,,,,,,,,,,3159.0,5.9,406.0,2.3,45290,Norwood Payneham St Peters (C),1696
2015,,,,,,,,,,,,,,,,,2983.0,6.6,397.0,3.4,45290,Norwood Payneham St Peters (C),1697
2014,,,,,,,,,,,,,,,,,2798.0,,384.0,,45290,Norwood Payneham St Peters (C),1698
2018,329378.2,,,,,,,,,,,,,,,,,,,,55460,Merredin (S),1699
2017,,,,,,,,,,,,,,,,,362.0,11.0,293.0,3.5,55460,Merredin (S),1700
2016,,,1.0,21.0,2.0,24.0,,258.0,7263.0,561.0,8082.0,,0.1,2.2,0.2,2.5,326.0,27.8,283.0,1.4,55460,Merredin (S),1701
2015,,,,,,,,,,,,,,,,,255.0,10.9,279.0,4.1,55460,Merredin (S),1702
2014,,,,,,,,,,,,,,,,,230.0,,268.0,,55460,Merredin (S),1703
2018,1048.6,,,,,,,,,,,,,,,,,,,,15950,North Sydney (A),1704
2017,,,,,,,,,,,,,,,,,599.0,12.4,233.0,3.1,15950,North Sydney (A),1705
2016,,,,,,,,,,,,,,,,,533.0,12.0,226.0,3.2,15950,North Sydney (A),1706
2015,,,,,,,,,,,,,,,,,476.0,12.5,219.0,1.9,15950,North Sydney (A),1707
2014,,,,,,,,,,,,,,,,,423.0,,215.0,,15950,North Sydney (A),1708
2014,,,,,,,,,,,,,,,,,27.0,,125.0,,31750,Bulloo (S),1433
2016,,,4.0,,57.0,61.0,,6606.0,,8696.0,15302.0,,1.5,,1.9,3.4,3859.0,10.3,1500.0,6.5,21370,Campaspe (S),1434
2015,,,,,,,,,,,,,,,,,3499.0,12.7,1409.0,6.1,21370,Campaspe (S),1435
2014,,,,,,,,,,,,,,,,,3105.0,,1328.0,,21370,Campaspe (S),1436
2018,451885.8,,,,,,,,,,,,,,,,,,,,21370,Campaspe (S),1437
2017,,,,,,,,,,,,,,,,,4267.0,10.6,1576.0,5.1,21370,Campaspe (S),1438
2017,,,,,,,,,,,,,,,,,835.0,11.9,335.0,4.0,20260,Ararat (RC),1735
2016,,,4.0,,57.0,61.0,,37157.0,,4675.0,41832.0,,8.8,,1.1,9.9,746.0,10.2,322.0,6.6,20260,Ararat (RC),1736
2015,,,,,,,,,,,,,,,,,677.0,9.0,302.0,3.4,20260,Ararat (RC),1737
2014,,,,,,,,,,,,,,,,,621.0,,292.0,,20260,Ararat (RC),1738
2018,569710.8,,,,,,,,,,,,,,,,,,,,43220,Kimba (DC),1439
2015,,,,,,,,,,,,,,,,,953.0,9.9,306.0,10.1,32810,Douglas (S),1782
2014,,,,,,,,,,,,,,,,,867.0,,278.0,,32810,Douglas (S),1783
2018,185984.9,,,,,,,,,,,,,,,,,,,,52730,Denmark (S),1784
2017,,,,,,,,,,,,,,,,,640.0,10.9,658.0,2.2,52730,Denmark (S),1785
2016,,,6.0,11.0,18.0,35.0,,99711.0,7148.0,1277.0,108137.0,,53.6,3.8,0.7,58.1,577.0,10.5,644.0,3.9,52730,Denmark (S),1786
2015,,,,,,,,,,,,,,,,,522.0,15.7,620.0,4.2,52730,Denmark (S),1787
2014,,,,,,,,,,,,,,,,,451.0,,595.0,,52730,Denmark (S),1788
2017,,,,,,,,,,,,,,,,,162.0,6.6,40.0,,43220,Kimba (DC),1440
2015,,,,,,,,,,,,,,,,,93485.0,9.0,31441.0,5.0,31000,Brisbane (C),1817
2014,,,,,,,,,,,,,,,,,85755.0,,29934.0,,31000,Brisbane (C),1818
2018,404637.4,,,,,,,,,,,,,,,,,,,,24900,Moira (S),1819
2017,,,,,,,,,,,,,,,,,3905.0,10.3,1399.0,7.0,24900,Moira (S),1820
2016,,,4.0,,54.0,58.0,,33581.0,,4949.0,38530.0,,8.3,,1.2,9.5,3541.0,10.4,1307.0,8.6,24900,Moira (S),1821
2015,,,,,,,,,,,,,,,,,3206.0,9.6,1204.0,7.4,24900,Moira (S),1822
2014,,,,,,,,,,,,,,,,,2926.0,,1121.0,,24900,Moira (S),1823
2018,542034.4,,,,,,,,,,,,,,,,,,,,41010,Ceduna (DC),1824
2017,,,,,,,,,,,,,,,,,482.0,5.7,251.0,0.4,41010,Ceduna (DC),1825
2016,,,,,33.0,33.0,,,,103897.0,103897.0,,,,19.2,19.2,456.0,8.1,250.0,1.6,41010,Ceduna (DC),1826
2015,,,,,,,,,,,,,,,,,422.0,7.7,246.0,7.4,41010,Ceduna (DC),1827
2014,,,,,,,,,,,,,,,,,392.0,,229.0,,41010,Ceduna (DC),1828
2018,290314.6,,,,,,,,,,,,,,,,,,,,72300,Litchfield (M),1829
2017,,,,,,,,,,,,,,,,,1063.0,30.4,1458.0,3.1,72300,Litchfield (M),1830
2016,,,,,10.0,10.0,,,,16035.0,16035.0,,,,5.5,5.5,815.0,28.5,1414.0,4.8,72300,Litchfield (M),1831
2016,,,,,41.0,41.0,,,,143312.0,143312.0,,,,25.2,25.2,152.0,2.0,40.0,2.6,43220,Kimba (DC),1441
2015,,,,,,,,,,,,,,,,,634.0,21.2,1349.0,4.7,72300,Litchfield (M),1832
2014,,,,,,,,,,,,,,,,,523.0,,1288.0,,72300,Litchfield (M),1833
2018,11047.6,,,,,,,,,,,,,,,,,,,,46970,Roxby Downs (M),1834
2017,,,,,,,,,,,,,,,,,206.0,14.4,130.0,,46970,Roxby Downs (M),1835
2016,,,,,,,,,,,,,,,,,180.0,21.6,130.0,,46970,Roxby Downs (M),1836
2015,,,,,,,,,,,,,,,,,149.0,4.2,39.0,,43220,Kimba (DC),1442
2015,,,,,,,,,,,,,,,,,148.0,45.1,130.0,,46970,Roxby Downs (M),1837
2014,,,,,,,,,,,,,,,,,102.0,,130.0,,46970,Roxby Downs (M),1838
2014,,,,,,,,,,,,,,,,,143.0,,39.0,,43220,Kimba (DC),1443
2018,358416.4,,,,,,,,,,,,,,,,,,,,14550,Kyogle (A),1444
2017,,,,,,,,,,,,,,,,,1254.0,14.5,792.0,5.6,14550,Kyogle (A),1445
2016,,,7.0,1.0,3.0,11.0,,42536.0,13.0,30734.0,73283.0,,11.9,,8.6,20.5,1095.0,12.2,750.0,4.6,14550,Kyogle (A),1446
2015,,,,,,,,,,,,,,,,,976.0,10.8,717.0,4.5,14550,Kyogle (A),1447
2014,,,,,,,,,,,,,,,,,881.0,,686.0,,14550,Kyogle (A),1448
2018,5347.1,,,,,,,,,,,,,,,,,,,,21890,Darebin (C),1449
2017,,,,,,,,,,,,,,,,,5621.0,7.5,3537.0,7.9,21890,Darebin (C),1450
2016,,,,,3.0,3.0,,,,72.0,72.0,,,,1.4,1.4,5228.0,9.3,3277.0,10.7,21890,Darebin (C),1451
2015,,,,,,,,,,,,,,,,,4785.0,9.1,2960.0,11.2,21890,Darebin (C),1452
2014,,,,,,,,,,,,,,,,,4387.0,,2661.0,,21890,Darebin (C),1453
2018,1400.1,,,,,,,,,,,,,,,,,,,,17100,Strathfield (A),1454
2017,,,,,,,,,,,,,,,,,685.0,8.7,152.0,2.0,17100,Strathfield (A),1455
2016,,,,,,,,,,,,,,,,,630.0,7.5,149.0,3.5,17100,Strathfield (A),1456
2015,,,,,,,,,,,,,,,,,586.0,8.9,144.0,2.9,17100,Strathfield (A),1457
2014,,,,,,,,,,,,,,,,,538.0,,140.0,,17100,Strathfield (A),1458
2018,572987.6,,,,,,,,,,,,,,,,,,,,25810,Northern Grampians (S),1459
2017,,,,,,,,,,,,,,,,,1077.0,10.7,392.0,3.4,25810,Northern Grampians (S),1460
2016,,,4.0,,141.0,145.0,,83938.0,,18041.0,101980.0,,14.7,,3.2,17.8,973.0,9.8,379.0,4.4,25810,Northern Grampians (S),1461
2015,,,,,,,,,,,,,,,,,886.0,11.0,363.0,1.4,25810,Northern Grampians (S),1462
2014,,,,,,,,,,,,,,,,,368.0,,268.0,,53150,East Fremantle (T),1488
2018,86986.6,,,,,,,,,,,,,,,,,,,,35740,Noosa (S),1489
2017,,,,,,,,,,,,,,,,,8302.0,12.1,3072.0,4.5,35740,Noosa (S),1490
2016,,,8.0,,35.0,43.0,,20654.0,,2457.0,23111.0,,23.7,,2.8,26.6,7409.0,9.3,2940.0,4.4,35740,Noosa (S),1491
2015,,,,,,,,,,,,,,,,,6779.0,10.7,2817.0,5.6,35740,Noosa (S),1492
2014,,,,,,,,,,,,,,,,,6126.0,,2668.0,,35740,Noosa (S),1493
2018,12959.8,,,,,,,,,,,,,,,,,,,,22170,Frankston (C),1494
2017,,,,,,,,,,,,,,,,,8096.0,9.4,3522.0,8.7,22170,Frankston (C),1495
2016,,,,,6.0,6.0,,,,454.0,454.0,,,,3.5,3.5,7401.0,8.8,3239.0,8.3,22170,Frankston (C),1496
2015,,,,,,,,,,,,,,,,,6802.0,11.7,2992.0,9.8,22170,Frankston (C),1497
2014,,,,,,,,,,,,,,,,,6091.0,,2724.0,,22170,Frankston (C),1498
2018,25766.4,,,,,,,,,,,,,,,,,,,,14400,Kiama (A),1499
2017,,,,,,,,,,,,,,,,,1545.0,10.8,1496.0,1.9,14400,Kiama (A),1500
2016,,,3.0,1.0,,4.0,,4313.0,1113.0,,5426.0,,16.7,4.3,,21.1,1395.0,6.4,1468.0,1.9,14400,Kiama (A),1501
2015,,,,,,,,,,,,,,,,,1311.0,7.5,1441.0,1.1,14400,Kiama (A),1502
2014,,,,,,,,,,,,,,,,,1219.0,,1426.0,,14400,Kiama (A),1503
2018,855765.4,,,,,,,,,,,,,,,,,,,,10800,Bland (A),1504
2017,,,,,,,,,,,,,,,,,577.0,13.4,72.0,2.9,10800,Bland (A),1505
2016,,,1.0,4.0,,5.0,,1172.0,2597.0,,3769.0,,0.1,0.3,,0.4,509.0,20.0,70.0,,10800,Bland (A),1506
2015,,,,,,,,,,,,,,,,,424.0,28.5,70.0,2.9,10800,Bland (A),1507
2014,,,,,,,,,,,,,,,,,330.0,,68.0,,10800,Bland (A),1508
2018,201692.7,,,,,,,,,,,,,,,,,,,,57350,Quairading (S),1509
2017,,,,,,,,,,,,,,,,,146.0,5.0,123.0,5.1,57350,Quairading (S),1510
2016,,,,20.0,9.0,29.0,,,2632.0,861.0,3494.0,,,1.3,0.4,1.7,139.0,16.8,117.0,6.4,57350,Quairading (S),1511
2015,,,,,,,,,,,,,,,,,119.0,12.3,110.0,7.8,57350,Quairading (S),1512
2014,,,,,,,,,,,,,,,,,106.0,,102.0,,57350,Quairading (S),1513
2018,174828.4,,,,,,,,,,,,,,,,,,,,24130,Macedon Ranges (S),1514
2017,,,,,,,,,,,,,,,,,4155.0,13.7,2919.0,9.2,24130,Macedon Ranges (S),1515
2016,,,1.0,,35.0,36.0,,3541.0,,1112.0,4653.0,,2.0,,0.6,2.7,3654.0,13.5,2673.0,7.2,24130,Macedon Ranges (S),1516
2015,,,,,,,,,,,,,,,,,3220.0,14.3,2493.0,10.8,24130,Macedon Ranges (S),1517
2014,,,,,,,,,,,,,,,,,2816.0,,2251.0,,24130,Macedon Ranges (S),1518
2018,302014.2,,,,,,,,,,,,,,,,,,,,45540,Peterborough (DC),1519
2017,,,,,,,,,,,,,,,,,314.0,4.7,63.0,1.6,45540,Peterborough (DC),1520
2016,,,,,,,,,,,,,,,,,300.0,11.1,62.0,6.9,45540,Peterborough (DC),1521
2015,,,,,,,,,,,,,,,,,270.0,8.9,58.0,11.5,45540,Peterborough (DC),1522
2014,,,,,,,,,,,,,,,,,248.0,,52.0,,45540,Peterborough (DC),1523
2018,434.7,,,,,,,,,,,,,,,,,,,,55740,Mosman Park (T),1524
2017,,,,,,,,,,,,,,,,,499.0,18.0,269.0,7.2,55740,Mosman Park (T),1525
2018,1358219.6,,,,,,,,,,,,,,,,,,,,52380,Cue (S),1839
2016,,,,,,,,,,,,,,,,,423.0,16.5,251.0,5.0,55740,Mosman Park (T),1526
2017,,,,,,,,,,,,,,,,,18.0,,16.0,,52380,Cue (S),1840
2015,,,,,,,,,,,,,,,,,363.0,11.3,239.0,4.4,55740,Mosman Park (T),1527
2016,,,1.0,,,1.0,,51516.0,,,51516.0,,3.8,,,3.8,18.0,12.5,16.0,6.7,52380,Cue (S),1841
2014,,,,,,,,,,,,,,,,,326.0,,229.0,,55740,Mosman Park (T),1528
2018,6428.0,,,,,,,,,,,,,,,,,,,,26980,Whitehorse (C),1529
2017,,,,,,,,,,,,,,,,,6339.0,8.2,3210.0,10.8,26980,Whitehorse (C),1530
2016,,,,,,,,,,,,,,,,,5860.0,6.7,2898.0,15.6,26980,Whitehorse (C),1531
2015,,,,,,,,,,,,,,,,,5491.0,10.3,2508.0,14.2,26980,Whitehorse (C),1532
2014,,,,,,,,,,,,,,,,,4978.0,,2196.0,,26980,Whitehorse (C),1533
2018,2169067.5,,,,,,,,,,,,,,,,,,,,10300,Balranald (A),1534
2017,,,,,,,,,,,,,,,,,183.0,10.2,31.0,,10300,Balranald (A),1535
2016,,,5.0,,5.0,10.0,,63574.0,,31549.0,95122.0,,2.9,,1.5,4.4,166.0,102.4,31.0,3.3,10300,Balranald (A),1536
2015,,,,,,,,,,,,,,,,,82.0,39.0,30.0,3.4,10300,Balranald (A),1537
2014,,,,,,,,,,,,,,,,,59.0,,29.0,,10300,Balranald (A),1538
2018,865.0,,,,,,,,,,,,,,,,,,,,15350,Mosman (A),1539
2017,,,,,,,,,,,,,,,,,426.0,11.8,136.0,0.7,15350,Mosman (A),1540
2016,,,1.0,,,1.0,,91.0,,,91.0,,10.6,,,10.6,381.0,12.1,135.0,1.5,15350,Mosman (A),1541
2015,,,,,,,,,,,,,,,,,340.0,16.8,133.0,3.9,15350,Mosman (A),1542
2014,,,,,,,,,,,,,,,,,291.0,,128.0,,15350,Mosman (A),1543
2018,622285.9,,,,,,,,,,,,,,,,,,,,47490,Streaky Bay (DC),1544
2017,,,,,,,,,,,,,,,,,434.0,8.0,104.0,2.0,47490,Streaky Bay (DC),1545
2016,,,,,45.0,45.0,,,,79273.0,79273.0,,,,12.7,12.7,402.0,9.2,102.0,2.0,47490,Streaky Bay (DC),1546
2015,,,,,,,,,,,,,,,,,368.0,6.7,100.0,5.3,47490,Streaky Bay (DC),1547
2014,,,,,,,,,,,,,,,,,345.0,,95.0,,47490,Streaky Bay (DC),1548
2018,116718.8,,,,,,,,,,,,,,,,,,,,14750,Leeton (A),1549
2017,,,,,,,,,,,,,,,,,743.0,11.9,125.0,,14750,Leeton (A),1550
2016,,,1.0,,1.0,2.0,,8125.0,,175.0,8300.0,,7.0,,0.2,7.1,664.0,13.9,125.0,2.5,14750,Leeton (A),1551
2015,,,,,,,,,,,,,,,,,583.0,35.6,122.0,4.3,14750,Leeton (A),1552
2014,,,,,,,,,,,,,,,,,430.0,,117.0,,14750,Leeton (A),1553
2018,52753.7,,,,,,,,,,,,,,,,,,,,24650,Melton (C),1554
2017,,,,,,,,,,,,,,,,,8766.0,9.4,11553.0,13.8,24650,Melton (C),1555
2016,,,1.0,,10.0,11.0,,646.0,,328.0,974.0,,1.2,,0.6,1.9,8013.0,9.9,10150.0,14.1,24650,Melton (C),1556
2015,,,,,,,,,,,,,,,,,7290.0,14.7,8897.0,14.5,24650,Melton (C),1557
2014,,,,,,,,,,,,,,,,,6358.0,,7770.0,,24650,Melton (C),1558
2018,513525.0,,,,,,,,,,,,,,,,,,,,64610,Northern Midlands (M),1559
2017,,,,,,,,,,,,,,,,,833.0,11.4,205.0,3.5,64610,Northern Midlands (M),1560
2018,562458.2,,,,,,,,,,,,,,,,,,,,54480,Kent (S),1604
2017,,,,,,,,,,,,,,,,,27.0,12.5,53.0,6.0,54480,Kent (S),1605
2016,,,1.0,25.0,4.0,30.0,,1302.0,114040.0,910.0,116252.0,,0.2,20.3,0.2,20.7,24.0,9.1,50.0,13.6,54480,Kent (S),1606
2015,,,,,,,,,,,,,,,,,22.0,15.8,44.0,4.8,54480,Kent (S),1607
2014,,,,,,,,,,,,,,,,,19.0,,42.0,,54480,Kent (S),1608
