lga_name_2016,lga_code_2016,d_21_24_fpt_mpet,d_21_24_fpt_mpulftw,d_21_24_fpt_mpulptw,d_21_24_fpt_mput,d_21_24_fpt_mptlf,d_21_24_fpt_mpnlf,d_21_24_fpt_mplfsns,d_21_24_fpt_t,tdcf_fpeft_mpeft,tdcf_fpeft_mpept,tdcf_fpeft_mpeaw,tdcf_fpeft_mpehns,tdcf_fpeft_mpet,tdcf_fpeft_mpulftw,tdcf_fpeft_mpulptw,tdcf_fpeft_mput,tdcf_fpeft_mptlf,tdcf_fpeft_mpnlf,tdcf_fpeft_mplfsns,tdcf_fpeft_t,tdcf_fpept_mpeft,tdcf_fpept_mpept,tdcf_fpept_mpeaw,tdcf_fpept_mpehns,tdcf_fpept_mpet,tdcf_fpept_mpulftw,tdcf_fpept_mpulptw,tdcf_fpept_mput,tdcf_fpept_mptlf,tdcf_fpept_mpnlf,tdcf_fpept_mplfsns,tdcf_fpept_t,tdcf_fpeaw_mpeft,tdcf_fpeaw_mpept,tdcf_fpeaw_mpeaw,tdcf_fpeaw_mpehns,tdcf_fpeaw_mpet,tdcf_fpeaw_mpulftw,tdcf_fpeaw_mpulptw,tdcf_fpeaw_mput,tdcf_fpeaw_mptlf,tdcf_fpeaw_mpnlf,tdcf_fpeaw_mplfsns,tdcf_fpeaw_t,tdcf_fphns_mpeft,tdcf_fphns_mpept,tdcf_fphns_mpeaw,tdcf_fphns_mpehns,tdcf_fphns_mpet,tdcf_fphns_mpulftw,tdcf_fphns_mpulptw,tdcf_fphns_mput,tdcf_fphns_mptlf,tdcf_fphns_mpnlf,tdcf_fphns_mplfsns,tdcf_fphns_t,tdcf_fpet_mpeft,tdcf_fpet_mpept,tdcf_fpet_mpeaw,tdcf_fpet_mpehns,tdcf_fpet_mpet,tdcf_fpet_mpulftw,tdcf_fpet_mpulptw,tdcf_fpet_mput,tdcf_fpet_mptlf,tdcf_fpet_mpnlf,tdcf_fpet_mplfsns,tdcf_fpet_t,tdcf_fpulftw_mpeft,tdcf_fpulftw_mpept,tdcf_fpulftw_mpeaw,tdcf_fpulftw_mpehns,tdcf_fpulftw_mpet,tdcf_fpulftw_mpulftw,tdcf_fpulftw_mpulptw,tdcf_fpulftw_mput,tdcf_fpulftw_mptlf,tdcf_fpulftw_mpnlf,tdcf_fpulftw_mplfsns,tdcf_fpulftw_t,tdcf_fpulptw_mpeft,tdcf_fpulptw_mpept,tdcf_fpulptw_mpeaw,tdcf_fpulptw_mpehns,tdcf_fpulptw_mpet,tdcf_fpulptw_mpulftw,tdcf_fpulptw_mpulptw,tdcf_fpulptw_mput,tdcf_fpulptw_mptlf,tdcf_fpulptw_mpnlf,tdcf_fpulptw_mplfsns,tdcf_fpulptw_t,tdcf_fput_mpeft,tdcf_fput_mpept,tdcf_fput_mpeaw,tdcf_fput_mpehns,tdcf_fput_mpet,tdcf_fput_mpulftw,tdcf_fput_mpulptw,tdcf_fput_mput,tdcf_fput_mptlf,tdcf_fput_mpnlf,tdcf_fput_mplfsns,tdcf_fput_t,tdcf_fptlf_mpeft,tdcf_fptlf_mpept,tdcf_fptlf_mpeaw,tdcf_fptlf_mpehns,tdcf_fptlf_mpet,tdcf_fptlf_mpulftw,tdcf_fptlf_mpulptw,tdcf_fptlf_mput,tdcf_fptlf_mptlf,tdcf_fptlf_mpnlf,tdcf_fptlf_mplfsns,tdcf_fptlf_t,tdcf_fpnlf_mpeft,tdcf_fpnlf_mpept,tdcf_fpnlf_mpeaw,tdcf_fpnlf_mpehns,tdcf_fpnlf_mpet,tdcf_fpnlf_mpulftw,tdcf_fpnlf_mpulptw,tdcf_fpnlf_mput,tdcf_fpnlf_mptlf,tdcf_fpnlf_mpnlf,tdcf_fpnlf_mplfsns,tdcf_fpnlf_t,tdcf_fplfsns_mpeft,tdcf_fplfsns_mpept,tdcf_fplfsns_mpeaw,tdcf_fplfsns_mpehns,tdcf_fplfsns_mpet,tdcf_fplfsns_mpulftw,tdcf_fplfsns_mpulptw,tdcf_fplfsns_mput,tdcf_fplfsns_mptlf,tdcf_fplfsns_mpnlf,tdcf_fplfsns_mplfsns,tdcf_fplfsns_t,tdcf_fpt_mpeft,tdcf_fpt_mpept,tdcf_fpt_mpeaw,tdcf_fpt_mpehns,tdcf_fpt_mpet,tdcf_fpt_mpulftw,tdcf_fpt_mpulptw,tdcf_fpt_mput,tdcf_fpt_mptlf,tdcf_fpt_mpnlf,tdcf_fpt_mplfsns,tdcf_fpt_t
Northampton (S),56790,0,0,0,0,0,0,0,0,64,8,0,0,66,0,0,0,74,3,0,76,133,19,6,3,158,4,0,4,163,5,0,168,14,0,8,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,208,24,17,4,251,5,0,5,262,11,0,270,5,0,0,0,5,0,0,4,9,0,0,9,0,0,3,0,3,0,0,0,3,0,0,3,5,0,3,0,3,0,0,4,8,0,0,10,216,24,15,4,258,9,0,9,264,9,0,277,79,14,8,0,99,11,0,11,104,28,0,130,0,0,0,0,0,0,0,0,0,0,0,0,291,41,18,4,355,13,0,15,370,33,0,411
Tasman (M),65210,0,0,0,0,0,0,0,0,16,3,3,0,27,0,0,0,27,4,0,30,50,11,3,0,70,0,3,4,74,8,0,83,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,15,11,0,99,0,3,4,104,11,0,116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,9,0,0,0,9,0,0,9,75,18,11,0,104,0,3,4,108,11,0,124,47,10,0,0,55,9,0,9,59,44,0,103,5,0,4,0,8,0,0,0,8,0,0,13,122,25,10,0,168,5,3,11,178,57,0,233
Waratah/Wynyard (M),65410,8,0,0,0,8,0,0,8,278,42,3,7,336,3,0,7,342,32,0,367,621,64,11,4,698,18,5,25,724,28,0,752,37,14,4,4,58,0,0,0,58,3,0,57,9,0,0,3,12,0,0,0,12,0,0,12,949,121,25,15,1107,23,6,33,1133,59,0,1198,0,6,0,0,14,12,0,12,24,4,0,23,19,0,0,0,23,0,0,0,28,11,0,34,24,6,0,0,33,9,0,9,50,9,0,57,974,129,25,19,1141,39,6,45,1185,70,0,1257,334,69,17,15,433,33,4,39,464,136,4,607,4,0,0,0,4,0,0,0,4,0,0,4,1307,197,37,31,1577,69,6,78,1652,207,5,1863
Narrogin (S),56460,0,0,0,0,0,0,0,0,124,21,3,0,148,4,0,4,149,3,0,156,247,26,7,0,281,0,0,0,281,10,0,290,18,4,9,0,31,0,0,0,31,0,0,33,4,4,0,0,5,0,0,0,5,0,0,5,393,52,20,0,467,4,0,4,468,18,0,485,4,0,0,0,4,8,0,8,7,0,0,10,5,0,0,0,5,0,0,0,5,3,0,12,13,0,0,0,13,8,0,8,14,5,0,20,406,52,20,0,476,9,0,9,480,17,0,503,138,14,7,3,161,20,0,16,175,41,0,218,3,3,0,0,3,0,0,0,3,0,8,16,551,66,26,3,642,25,0,28,669,58,8,738
Nedlands (C),56580,211,5,0,5,214,27,0,238,922,112,6,8,1047,42,7,49,1097,58,0,1159,1769,168,3,7,1955,35,8,48,2000,69,4,2068,96,13,14,0,128,0,0,0,129,0,0,130,12,3,0,21,36,0,0,0,36,0,0,36,2797,298,28,35,3160,85,15,95,3259,128,7,3391,27,0,0,0,27,3,0,3,36,0,0,36,88,12,0,0,98,3,0,3,100,3,0,109,121,10,0,0,133,11,0,11,141,3,0,143,2915,316,28,35,3292,92,15,103,3393,128,7,3528,1027,77,18,12,1134,21,5,29,1158,69,3,1228,3,0,0,7,14,0,0,0,14,3,6,21,3947,389,46,52,4434,112,21,129,4562,203,12,4778
Peppermint Grove (S),56930,17,0,0,0,15,0,0,16,50,10,0,0,63,0,0,0,60,0,0,60,95,8,0,0,102,0,0,0,102,4,0,102,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,149,20,0,0,169,0,0,0,169,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,8,0,0,8,155,20,0,0,173,0,3,3,178,4,0,178,112,10,9,0,124,3,0,3,129,20,0,144,0,0,0,0,0,0,0,0,0,0,0,0,268,30,9,0,302,3,3,5,307,18,0,329
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perenjori (S),57000,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,10,24,3,0,0,28,0,0,0,28,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,41,3,0,0,43,0,0,0,43,0,0,42,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,50,3,0,0,51,0,0,0,51,0,0,48,26,0,0,0,26,0,0,0,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,69,6,0,0,80,0,0,0,80,0,0,79
Perth (C),57080,29,3,0,3,26,0,0,31,118,20,5,0,144,12,0,12,156,34,0,194,108,29,10,0,145,4,4,7,158,17,0,166,28,5,3,0,40,0,0,0,42,0,0,44,0,0,0,0,4,0,0,0,3,0,0,3,264,55,18,0,338,24,3,28,362,51,0,411,30,3,0,0,32,3,0,3,35,0,0,35,21,0,0,0,22,6,0,7,35,0,0,34,45,7,3,0,56,13,0,9,65,0,0,66,308,62,20,0,389,32,5,38,428,51,0,477,262,47,16,6,322,21,5,25,349,31,0,383,0,0,0,0,0,0,0,0,0,0,0,0,573,104,31,7,716,53,8,61,777,86,0,861
West Tamar (M),65810,35,0,0,0,35,7,0,44,640,105,12,9,760,11,5,16,776,62,0,837,1326,202,20,16,1560,27,11,30,1595,55,0,1653,126,11,11,0,146,0,0,0,146,6,0,159,13,8,3,19,40,0,0,0,40,3,0,41,2103,319,46,42,2512,39,10,48,2564,123,5,2690,15,0,0,0,15,0,0,0,12,15,0,22,47,0,0,0,54,0,0,0,53,9,0,63,62,0,0,0,65,0,0,0,68,26,0,85,2160,317,46,42,2572,37,10,55,2630,151,5,2777,661,94,27,23,803,23,3,27,832,145,0,976,3,0,3,0,9,0,0,0,9,0,7,16,2826,419,81,63,3386,67,17,85,3467,298,11,3772
Toodyay (S),58330,4,0,0,0,3,0,0,3,85,6,4,0,102,0,0,0,102,12,0,110,121,22,3,0,147,9,0,9,159,3,0,163,6,0,8,0,12,0,0,0,12,0,0,15,0,0,0,5,6,0,0,0,6,0,0,6,212,31,15,5,270,9,0,9,276,12,0,289,3,0,0,0,4,0,0,0,5,3,0,10,5,4,0,0,8,3,0,3,12,0,0,12,8,3,0,0,18,5,0,5,16,3,0,23,220,35,15,5,282,12,0,12,291,16,0,309,119,14,8,0,144,0,0,0,143,17,0,161,0,0,0,0,0,0,0,0,0,0,0,0,345,52,26,5,425,10,0,11,441,31,0,472
Alice Springs (T),70200,6,0,0,0,6,0,0,6,1348,120,22,10,1497,19,3,23,1522,58,5,1581,875,109,23,9,1015,0,0,3,1017,16,0,1028,131,8,4,5,151,0,5,5,154,0,0,160,21,0,0,19,43,0,0,0,43,3,4,44,2374,238,54,40,2701,20,6,29,2733,81,5,2817,3,0,0,0,3,4,0,4,5,0,0,9,22,3,0,0,29,0,7,7,29,3,0,33,29,3,0,0,33,4,7,11,39,7,0,40,2406,241,54,40,2734,19,11,34,2768,82,5,2857,574,51,16,10,651,16,8,19,668,173,0,845,4,0,0,0,4,0,0,0,4,0,32,34,2975,297,66,44,3385,37,21,56,3440,264,35,3739
No usual address (ACT),89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayning (S),58400,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,3,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,19,3,0,4,3,9,9,0,9,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,3,25,9,0,9,28,0,0,33
No usual address (Tas.),69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanneroo (C),58760,703,41,4,46,747,97,0,852,6713,885,134,60,7790,263,38,307,8100,443,19,8559,12043,1579,208,144,13977,371,40,412,14386,367,11,14764,957,125,174,8,1266,24,4,28,1292,27,6,1332,113,35,14,170,333,9,0,9,348,11,5,361,19824,2620,533,387,23364,675,86,759,24123,850,42,25017,412,68,9,9,499,95,16,111,616,57,0,667,821,121,20,20,984,105,14,121,1101,56,0,1164,1235,195,33,23,1483,199,36,231,1718,118,0,1833,21062,2812,559,413,24847,875,118,992,25840,971,41,26854,7635,1125,311,266,9338,596,104,699,10035,1445,26,11505,49,3,5,39,97,3,0,3,103,9,104,217,28750,3942,876,714,34282,1474,220,1698,35978,2426,167,38572
Waroona (S),58820,4,0,0,0,4,0,0,4,80,9,0,0,81,8,3,11,95,3,0,93,177,20,0,0,200,5,0,5,205,3,0,209,19,0,3,0,22,0,0,0,22,0,0,22,11,0,0,5,13,0,0,0,13,0,0,13,286,28,5,8,321,15,3,15,337,6,0,343,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,15,3,0,3,22,0,0,22,19,0,0,0,19,3,0,3,22,0,0,26,304,28,5,8,335,17,3,24,360,8,0,367,138,13,3,5,149,21,0,21,175,20,0,193,0,0,0,0,0,0,0,0,0,0,3,3,435,34,4,12,488,35,3,44,532,28,3,557
West Arthur (S),58890,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,21,68,0,0,0,69,0,0,0,69,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,88,0,0,0,88,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,88,0,0,0,88,0,3,97,16,6,0,0,23,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,3,3,106,4,0,0,114,0,0,0,118,0,8,124
Migratory - Offshore - Shipping (ACT),89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Gascoyne (S),58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,4,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,4,10,0,0,10,0,0,0,0,4,0,0,0,4,32,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,0,4,13,32,0,42
Victoria Park (T),58510,74,3,3,3,77,14,0,93,691,93,7,0,792,44,3,43,835,58,0,897,1297,178,14,9,1494,43,12,54,1550,39,0,1593,142,30,23,0,198,6,0,6,203,3,0,208,11,0,0,0,14,0,0,0,16,0,0,13,2135,301,45,12,2496,95,13,103,2603,105,3,2710,29,9,0,3,40,18,0,19,58,0,0,55,58,14,0,0,76,14,0,13,87,3,0,92,90,22,0,3,111,26,3,30,142,4,0,146,2229,315,48,17,2608,120,13,139,2748,111,3,2859,859,140,16,16,1039,67,8,68,1110,125,0,1241,7,4,0,3,11,0,0,0,11,0,4,13,3099,466,68,39,3662,189,20,211,3868,236,12,4118
Migratory - Offshore - Shipping (Tas.),69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorp. Other Territories,99399,0,0,0,0,0,0,0,3,205,20,3,0,230,0,0,0,230,7,0,240,160,15,0,3,182,0,0,0,182,12,0,192,18,4,7,0,31,0,0,0,31,0,0,31,3,0,0,7,11,0,0,0,11,0,0,12,387,40,8,8,450,0,0,0,450,20,0,473,4,0,0,0,3,0,0,0,3,3,0,10,4,0,0,0,4,0,0,0,4,0,0,3,5,0,0,0,7,0,0,0,7,3,0,12,395,45,8,8,462,0,0,0,462,24,0,486,112,15,7,4,144,0,3,3,149,16,0,162,0,0,0,0,0,0,0,0,0,5,4,13,511,66,20,17,602,0,3,3,609,44,4,659
Victoria Plains (S),58540,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,0,23,6,0,29,52,0,3,0,51,0,0,0,51,0,0,51,3,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,79,0,0,0,83,0,0,0,83,6,0,91,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,5,3,3,0,0,5,0,0,0,5,0,0,5,81,3,0,0,89,0,0,0,89,6,0,94,51,7,0,0,52,0,0,0,52,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,133,8,0,0,143,0,0,0,142,4,0,150
No usual address (OT),99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (OT),99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyalkatchem (S),59330,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,6,19,3,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,25,0,0,0,25,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,5,30,3,0,0,29,0,0,0,33,3,0,33,16,3,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,51,0,0,0,50,3,0,53
Vincent (C),58570,82,0,0,0,77,21,0,102,741,119,14,7,880,44,10,51,934,58,0,995,1709,178,20,10,1919,38,0,41,1963,37,0,2003,187,15,22,0,224,3,0,3,230,3,0,230,23,0,0,3,27,4,4,6,32,0,0,34,2665,321,55,17,3058,92,10,105,3160,100,4,3267,26,3,0,0,32,10,0,10,38,3,0,41,61,3,3,0,64,10,0,12,83,5,0,82,83,6,3,0,93,19,0,17,114,11,0,125,2750,325,61,20,3154,109,14,123,3273,112,4,3386,772,72,19,9,870,21,0,21,894,117,0,1011,3,0,0,3,7,0,0,0,7,0,5,14,3517,403,78,41,4032,134,14,147,4180,228,6,4416
Wagin (S),58610,0,0,0,0,0,0,0,0,61,3,0,0,64,0,0,0,64,0,0,64,104,13,0,0,120,3,0,3,125,3,0,125,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,173,16,0,0,191,3,0,3,190,4,0,200,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,173,16,0,0,191,5,0,5,192,4,0,201,36,3,0,0,35,0,0,0,39,22,0,60,0,0,0,0,0,0,0,0,0,0,0,0,203,20,0,0,225,8,0,8,233,23,0,254
Wandering (S),58680,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,25,3,0,0,27,0,0,0,27,0,0,27,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,3,4,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,4,0,42,0,0,0,42,0,0,42,22,0,3,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,56,4,4,0,69,0,0,0,69,0,0,69
Westonia (S),59030,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,19,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,27,0,0,0,27,0,0,27,3,0,0,0,3,5,0,5,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,32,5,0,5,40,0,0,41
Wagait (S),74560,0,0,0,0,0,0,0,0,18,12,3,0,26,0,0,0,26,0,0,30,5,0,0,0,10,0,0,0,10,5,0,12,3,3,5,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,13,8,0,44,0,0,0,44,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,8,0,44,0,0,0,44,3,0,51,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,17,8,0,51,0,0,0,51,3,0,60
Palmerston (C),72800,31,4,0,4,39,0,0,39,2399,120,37,25,2583,50,10,56,2637,70,0,2707,1474,105,40,16,1633,7,3,10,1642,27,0,1670,224,9,39,0,273,4,0,4,282,3,0,282,28,0,0,46,70,0,0,0,72,0,3,75,4117,242,120,86,4562,62,16,70,4631,109,3,4741,83,3,0,0,86,8,0,8,95,3,0,101,100,13,3,3,118,9,0,9,130,4,0,129,184,10,4,3,201,20,0,20,226,7,0,229,4302,252,122,90,4768,81,16,94,4859,112,3,4974,1403,118,54,49,1622,31,0,31,1654,161,3,1824,10,0,0,5,19,0,0,0,19,6,18,42,5719,371,171,143,6404,109,16,125,6533,283,21,6837
Roper Gulf (R),73600,0,0,0,0,0,3,0,4,92,16,0,0,111,10,4,15,128,55,0,178,46,27,0,0,72,10,10,19,93,47,3,144,4,0,6,0,14,3,0,3,14,0,0,14,0,5,0,21,30,5,5,7,38,20,0,58,141,48,6,26,222,29,21,43,265,119,3,393,10,0,0,0,10,18,3,24,32,3,0,32,5,8,0,0,17,12,10,20,36,7,0,47,17,8,0,0,24,33,14,46,66,14,0,83,156,54,6,26,242,60,34,89,332,130,3,467,90,89,3,20,201,60,25,82,285,483,7,775,0,8,4,9,16,0,0,0,13,7,31,53,251,149,11,45,463,119,55,172,636,627,41,1297
Tiwi Islands (R),74050,0,0,0,0,0,0,0,0,28,12,0,0,40,3,0,3,43,10,0,50,17,9,0,0,28,0,0,0,34,21,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,44,21,0,3,71,4,0,4,80,29,0,107,0,8,0,0,8,7,0,7,17,5,0,18,0,0,0,0,6,14,5,17,19,3,0,24,0,8,0,0,5,23,5,22,32,9,0,40,48,30,0,3,80,25,5,28,110,37,0,150,37,28,0,3,70,29,11,44,111,202,0,314,6,3,0,0,11,0,0,0,11,0,0,13,90,59,0,10,161,54,18,72,229,246,0,476
Victoria Daly (R),74550,0,0,0,0,0,0,0,3,49,4,0,0,55,0,0,0,55,16,0,67,36,22,0,3,63,5,8,15,74,21,0,96,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,8,0,0,8,91,24,4,3,121,8,8,14,141,39,0,179,0,0,0,0,0,8,6,13,13,3,0,22,10,0,3,0,11,0,12,12,25,0,0,25,10,0,3,0,11,8,19,32,42,3,0,47,99,24,6,3,129,19,29,48,181,45,0,223,50,24,8,0,85,15,4,27,114,151,3,267,0,0,0,0,0,0,0,0,0,0,8,8,149,50,9,7,219,39,36,75,291,195,9,496
