lga_name_2016,lga_code_2016,sme_usl_ad_1_yr_ago_as_2016_m,sme_usl_ad_1_yr_ago_as_2016_f,sme_usl_ad_1_yr_ago_as_2016_p,dif_usl_ad_1_yr_ago_sme_sa2_m,dif_usl_ad_1_yr_ago_sme_sa2_f,dif_usl_ad_1_yr_ago_sme_sa2_p,dif_us_ad_1_ago_dif_sa2_nsw_m,dif_us_ad_1_ago_dif_sa2_nsw_f,dif_us_ad_1_ago_dif_sa2_nsw_p,dif_us_ad_1_ago_dif_sa2_vic_m,dif_us_ad_1_ago_dif_sa2_vic_f,dif_us_ad_1_ago_dif_sa2_vic_p,dif_us_ad_1_ago_dif_sa2_qld_m,dif_us_ad_1_ago_dif_sa2_qld_f,dif_us_ad_1_ago_dif_sa2_qld_p,dif_us_ad_1_ago_dif_sa2_sa_m,dif_us_ad_1_ago_dif_sa2_sa_f,dif_us_ad_1_ago_dif_sa2_sa_p,dif_us_ad_1_ago_dif_sa2_wa_m,dif_us_ad_1_ago_dif_sa2_wa_f,dif_us_ad_1_ago_dif_sa2_wa_p,dif_us_ad_1_ago_dif_sa2_tas_m,dif_us_ad_1_ago_dif_sa2_tas_f,dif_us_ad_1_ago_dif_sa2_tas_p,dif_us_ad_1_ago_dif_sa2_nt_m,dif_us_ad_1_ago_dif_sa2_nt_f,dif_us_ad_1_ago_dif_sa2_nt_p,dif_us_ad_1_ago_dif_sa2_act_m,dif_us_ad_1_ago_dif_sa2_act_f,dif_us_ad_1_ago_dif_sa2_act_p,dif_us_ad_1_ago_dif_sa2_ot_m,dif_us_ad_1_ago_dif_sa2_ot_f,dif_us_ad_1_ago_dif_sa2_ot_p,dif_us_ad_1_ago_dif_sa2_tot_m,dif_us_ad_1_ago_dif_sa2_tot_f,dif_us_ad_1_ago_dif_sa2_tot_p,difnt_usl_add_1_yr_ago_os_m,difnt_usl_add_1_yr_ago_os_f,difnt_usl_add_1_yr_ago_os_p,difnt_usl_add_1_yr_ago_ns_m,difnt_usl_add_1_yr_ago_ns_f,difnt_usl_add_1_yr_ago_ns_p,difnt_usl_add_1_yr_ago_tot_m,difnt_usl_add_1_yr_ago_tot_f,difnt_usl_add_1_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p
Devonport (C),61610,8980,10088,19066,378,498,873,59,46,106,58,51,108,75,77,144,14,25,41,27,29,55,869,938,1805,3,7,9,0,3,4,0,0,0,1103,1170,2270,49,53,99,30,22,52,1556,1742,3294,1017,1086,2103,11555,12915,24465
Dorset (M),61810,2626,2615,5241,207,200,404,11,17,30,18,10,29,25,25,55,3,9,13,7,4,7,87,86,172,6,3,11,0,0,0,0,0,0,153,159,313,8,11,18,3,9,12,373,378,746,295,270,561,3290,3266,6557
Flinders (M) (Tas.),62010,395,347,736,8,15,25,3,0,3,6,3,9,8,8,9,0,0,0,3,5,3,16,15,31,0,0,0,0,0,0,0,0,0,32,28,59,0,0,0,0,0,0,40,42,90,51,20,69,483,412,895
George Town (M),62210,2660,2614,5272,138,170,312,14,22,34,8,14,25,26,30,62,0,0,0,8,10,18,109,126,236,3,0,0,0,5,5,0,0,0,170,210,385,12,19,28,5,7,13,326,408,736,352,337,682,3333,3353,6689
Glamorgan/Spring Bay (M),62410,1763,1669,3429,86,87,180,17,17,31,10,12,29,5,3,10,7,3,14,8,11,19,94,92,188,0,3,3,0,0,0,0,0,0,149,146,298,4,14,21,0,3,9,248,253,506,220,217,436,2226,2145,4372
Glenorchy (C),62610,17195,18344,35540,366,433,795,68,72,147,85,67,158,86,93,181,29,21,47,43,51,97,1940,2154,4091,3,6,10,4,9,13,0,0,0,2259,2476,4739,200,206,403,56,31,86,2880,3141,6025,2009,2129,4141,22084,23618,45697
Hobart (C),62810,17722,18823,36545,688,654,1338,170,214,377,308,344,646,194,171,363,54,56,113,86,97,176,2280,2336,4616,26,25,46,35,36,68,0,0,3,3153,3270,6419,659,794,1452,58,57,112,4550,4765,9320,2065,2084,4144,24338,25673,50008
Huon Valley (M),63010,6441,6389,12825,317,324,637,83,79,160,31,31,65,71,71,142,22,25,53,54,67,123,299,355,655,6,5,10,6,3,14,0,0,0,573,649,1218,40,46,87,10,8,20,935,1027,1961,624,628,1246,8004,8042,16038
Kentish (M),63210,2568,2436,5002,83,83,170,19,14,36,22,15,37,22,24,52,4,3,11,6,6,17,93,110,210,3,7,5,0,0,0,0,0,0,172,190,359,14,11,29,8,6,15,283,287,570,259,259,510,3107,2977,6082
King Island (M),63410,627,591,1215,51,43,95,5,3,8,9,12,21,14,13,20,4,0,4,0,3,3,20,13,31,0,0,0,0,0,0,3,3,4,51,48,97,6,3,5,4,0,4,115,86,204,53,84,145,790,765,1558
Kingborough (M),63610,13825,14761,28581,483,551,1037,98,108,215,94,99,196,108,116,218,23,20,37,38,45,87,1108,1253,2364,13,21,39,15,12,22,0,0,0,1500,1679,3180,105,117,224,45,29,68,2135,2376,4507,1169,1176,2349,17128,18310,35436
Upper Gascoyne (S),58470,102,89,188,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,19,14,35,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37,0,0,0,4,6,13,32,23,50,22,7,30,156,116,272
Victoria Park (T),58510,11477,11724,23202,537,562,1097,45,46,96,46,39,80,49,41,89,12,13,28,2379,2227,4599,0,4,3,16,17,34,0,3,6,0,0,0,2543,2394,4938,648,704,1353,61,49,114,3794,3706,7501,1935,1896,3825,17199,17325,34525
Migratory - Offshore - Shipping (Tas.),69799,32,16,47,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,10,7,13,3,0,3,0,0,0,11,7,22,4,0,9,49,21,68
Alice Springs (T),70200,8075,8289,16367,320,368,687,82,106,190,121,135,256,139,147,287,123,131,255,51,68,116,10,14,16,985,1078,2064,13,20,34,0,0,0,1532,1702,3233,254,297,549,97,104,202,2199,2470,4673,1658,1678,3342,11939,12439,24379
Latrobe (M) (Tas.),63810,4103,4250,8351,192,223,418,28,21,49,26,24,50,29,25,59,3,9,10,21,27,45,333,363,700,4,7,7,0,0,0,0,0,0,444,474,916,16,19,40,13,12,29,666,729,1394,444,415,858,5209,5397,10604
Victoria Plains (S),58540,379,336,719,8,5,19,0,0,0,0,0,0,0,0,0,0,0,0,24,23,51,0,0,0,0,0,0,0,0,0,0,0,0,25,23,52,6,11,19,0,0,0,44,40,83,69,36,102,494,412,906
Launceston (C),64010,23633,25278,48906,625,749,1372,160,160,316,181,192,371,152,167,321,44,41,83,100,78,173,2870,3195,6061,21,22,49,16,8,20,0,0,0,3540,3858,7396,436,339,781,62,61,119,4659,5008,9665,2893,3046,5938,31183,33326,64510
Meander Valley (M),64210,7618,7905,15518,275,327,602,40,40,82,33,31,63,56,60,119,16,6,29,21,11,30,492,570,1063,8,3,13,0,0,3,0,0,0,665,729,1395,29,35,66,12,12,23,974,1103,2081,727,759,1485,9323,9760,19084
Northern Midlands (M),64610,5022,5073,10100,162,182,341,18,19,39,19,32,52,41,55,90,8,13,20,30,16,48,389,418,807,7,3,10,4,4,7,0,0,0,511,562,1073,10,18,29,16,14,27,695,772,1465,579,559,1138,6292,6410,12697
Sorell (M),64810,5583,5656,11237,237,249,487,39,40,77,47,39,88,38,43,81,9,8,15,17,20,33,446,476,916,9,9,15,0,0,0,0,0,0,605,626,1230,25,26,49,14,27,39,877,933,1806,588,602,1188,7041,7184,14226
Vincent (C),58570,11358,11476,22832,588,571,1165,68,58,123,73,72,143,45,32,83,26,14,42,2104,2185,4294,4,3,6,13,17,27,6,3,10,0,0,0,2343,2385,4732,517,583,1099,57,56,109,3500,3596,7096,1751,1612,3365,16611,16680,33293
Wagin (S),58610,701,704,1403,50,51,96,0,0,0,3,4,3,0,0,0,0,3,5,41,60,102,0,0,4,0,0,0,0,0,0,0,0,0,50,66,114,0,0,3,3,3,9,103,119,218,103,108,214,903,934,1835
Wandering (S),58680,182,169,349,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,9,13,27,0,0,0,0,0,0,0,0,0,0,0,0,9,13,27,0,3,3,0,0,0,18,23,39,25,20,48,228,210,437
Wanneroo (C),58760,70266,71857,142123,2807,2984,5794,158,188,345,129,146,273,167,162,323,52,56,113,9484,9960,19450,12,22,33,29,37,66,7,17,28,3,0,7,10042,10588,20627,1222,1368,2591,175,155,328,14246,15097,29338,7027,6860,13889,91534,93811,185349
Waroona (S),58820,1551,1542,3087,68,69,133,4,3,10,3,3,3,6,9,9,0,0,0,181,164,342,0,0,0,0,4,4,0,0,0,0,0,0,193,175,371,4,7,8,0,3,3,264,262,520,242,255,499,2052,2057,4106
West Arthur (S),58890,329,306,633,22,34,57,0,0,0,0,0,0,0,3,3,0,0,3,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,20,18,43,3,0,3,0,0,0,44,53,98,34,30,59,407,389,797
East Arnhem (R),71300,3965,4052,8020,81,89,172,5,12,20,9,6,13,19,19,32,9,3,11,8,5,8,3,0,3,57,51,112,0,0,3,0,0,0,96,100,194,17,6,17,75,81,162,270,269,540,165,169,331,4403,4496,8893
Westonia (S),59030,113,83,196,5,0,5,0,0,0,0,0,0,0,3,3,0,0,0,32,12,44,0,0,0,0,0,0,0,0,0,0,0,0,36,20,52,3,3,3,0,0,0,37,23,62,28,19,51,178,121,307
Palmerston (C),72800,10751,10507,21259,411,406,820,190,199,391,193,194,383,456,448,907,110,105,210,201,206,406,23,18,41,2259,2251,4507,17,18,31,0,0,0,3444,3438,6875,206,252,458,83,52,133,4139,4143,8284,1805,1753,3559,16699,16407,33105
Wickepin (S),59100,294,283,576,19,12,30,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,21,21,37,4,0,3,0,0,3,37,35,75,33,27,59,368,340,707
Wagait (S),74560,185,179,368,5,6,12,3,0,3,3,3,8,0,4,3,3,3,3,0,0,0,0,0,0,11,18,32,0,0,0,0,0,0,19,26,46,0,0,3,0,0,0,28,31,59,14,9,27,231,222,449
Williams (S),59170,395,361,753,23,27,43,0,0,0,0,0,0,3,3,3,0,0,0,40,25,69,0,0,0,0,3,3,0,0,0,0,0,0,41,33,73,0,0,3,0,0,0,64,56,123,44,36,85,506,458,961
Wiluna (S),59250,320,162,483,11,9,23,3,0,3,3,0,3,0,0,0,0,0,0,56,27,86,0,0,0,0,0,4,0,0,0,0,0,0,64,28,95,3,0,4,4,5,11,86,49,130,102,27,132,510,237,742
Migratory - Offshore - Shipping (NT),79799,45,10,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,10,4,19,61,14,70
Unincorporated ACT,89399,144451,150035,294482,2801,2880,5682,4627,4945,9576,1232,1255,2485,1256,1321,2577,396,424,821,515,476,998,127,146,267,228,200,434,16763,17116,33878,17,15,34,25161,25901,51060,4557,4844,9397,381,326,713,32909,33952,66855,15403,14982,30386,192763,198963,391730
No usual address (ACT),89499,60,41,98,31,14,47,20,28,43,3,3,6,10,8,18,3,3,7,0,5,6,0,0,0,0,0,0,61,61,122,0,0,0,103,110,211,21,23,45,8,5,14,165,153,319,86,35,125,312,226,538
Migratory - Offshore - Shipping (ACT),89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorp. Other Territories,99399,1597,1575,3171,60,64,125,55,45,101,13,8,22,41,24,63,7,9,15,49,43,89,0,0,0,10,9,12,19,17,36,3,3,5,198,145,345,33,36,70,9,3,13,294,258,550,523,236,756,2422,2061,4477
No usual address (OT),99499,13,8,21,0,0,0,0,0,0,0,4,10,3,0,8,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,4,4,0,3,3,5,22,28,0,3,9,24,28,50
Migratory - Offshore - Shipping (OT),99799,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6
Katherine (T),72200,2962,2715,5673,320,315,633,159,138,296,49,43,89,146,124,273,40,44,84,32,41,68,4,5,10,152,151,304,11,6,17,0,0,0,587,555,1139,41,45,85,16,3,19,957,917,1880,1073,943,2011,4991,4576,9563
Litchfield (M),72300,8629,6959,15588,178,177,359,159,55,216,152,57,210,312,135,453,66,36,105,166,88,254,14,9,24,748,647,1396,21,4,22,0,0,0,1629,1040,2668,62,69,125,36,21,57,1898,1305,3201,3531,1295,4821,14059,9558,23619
Wongan-Ballidu (S),59310,577,502,1080,55,52,105,0,0,0,0,0,0,0,0,0,0,0,0,37,21,62,0,4,4,0,0,0,0,0,0,0,0,0,37,27,64,4,0,3,0,0,0,92,82,174,38,29,64,700,615,1314
Woodanilling (S),59320,185,149,332,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,20,28,0,0,0,0,0,0,0,0,0,0,0,0,9,20,28,0,0,0,0,0,0,11,20,36,17,16,32,212,188,404
Wyalkatchem (S),59330,198,182,385,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,0,0,0,0,3,3,21,27,49,41,32,78,270,238,505
Wyndham-East Kimberley (S),59340,2337,2348,4687,311,369,680,30,29,63,27,22,47,44,43,86,7,8,16,165,187,358,3,5,4,23,31,52,0,3,6,0,0,0,301,326,633,51,39,83,24,23,46,689,758,1451,444,455,898,3471,3561,7032
Yilgarn (S),59360,495,340,831,40,28,67,3,0,3,0,0,0,0,0,0,0,0,0,57,33,91,0,0,0,0,0,0,0,0,0,0,0,0,58,35,96,5,7,8,3,0,3,110,63,174,128,64,189,729,465,1196
York (S),59370,1391,1364,2754,85,81,162,0,0,0,3,0,7,0,11,11,4,3,12,102,104,207,0,0,0,0,0,3,0,0,0,0,0,0,114,122,236,0,4,3,3,4,4,204,205,408,208,207,416,1798,1775,3579
No usual address (WA),59499,814,434,1248,245,154,396,99,104,201,67,62,132,142,130,274,45,37,78,808,594,1395,15,15,22,32,17,52,4,7,13,0,0,0,1209,962,2166,189,195,387,44,36,84,1691,1346,3036,1020,617,1636,3518,2398,5915
Migratory - Offshore - Shipping (WA),59799,259,11,272,0,0,0,3,0,3,3,0,3,4,0,6,0,0,0,45,7,53,0,0,0,0,0,0,0,0,0,0,0,0,62,8,69,11,0,15,0,0,0,73,12,84,71,8,80,408,26,434
Break O'Day (M),60210,2408,2342,4750,160,155,316,27,29,55,16,14,32,18,30,48,7,8,15,17,12,28,105,120,222,3,0,4,0,0,0,0,0,0,200,210,407,8,11,14,3,7,13,362,381,747,297,261,562,3074,2984,6058
Brighton (M),60410,6328,6536,12865,210,255,462,17,21,42,21,16,34,30,43,76,10,3,9,14,20,30,590,648,1240,4,0,7,3,3,3,0,0,0,687,762,1445,9,14,23,30,26,55,925,1057,1980,669,746,1413,7931,8336,16263
Burnie (C),60610,7132,7675,14800,190,234,425,38,43,78,34,41,73,38,47,87,20,16,37,17,19,35,706,832,1539,3,0,5,0,4,3,0,0,0,866,999,1860,28,27,56,23,29,52,1108,1290,2394,738,770,1507,8974,9729,18705
Central Coast (M) (Tas.),60810,8304,8817,17123,286,286,569,30,29,61,32,40,66,62,70,139,5,3,14,27,41,63,696,741,1439,3,4,8,0,0,3,0,0,0,859,929,1794,19,25,47,24,17,34,1188,1259,2446,802,803,1602,10297,10878,21173
Central Highlands (M) (Tas.),61010,952,815,1763,22,24,43,8,3,11,3,3,6,5,11,14,5,3,14,4,3,5,41,40,85,0,3,5,0,0,0,0,0,0,66,67,133,0,0,0,0,0,6,93,90,185,100,84,184,1136,994,2129
Circular Head (M),61210,3106,2974,6085,240,238,480,22,31,45,13,21,32,25,18,40,11,6,15,15,15,35,192,200,391,3,3,3,0,0,0,0,0,0,273,290,562,22,13,30,6,7,16,540,547,1089,346,310,658,4000,3832,7828
Barkly (R),70420,2527,2507,5026,102,112,214,19,26,49,27,19,44,68,51,121,20,16,42,15,15,33,0,0,0,142,108,251,4,4,6,0,0,0,290,253,544,24,40,67,41,43,83,466,446,914,386,242,628,3375,3194,6570
Belyuen (S),70540,82,74,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,0,7,92,70,168
Central Desert (R),70620,1469,1592,3056,24,13,35,5,4,8,3,9,13,5,15,20,10,7,20,16,6,22,0,0,0,75,63,134,0,0,0,0,0,0,111,109,223,5,7,5,31,38,71,175,162,333,113,112,229,1754,1865,3625
Coomalie (S),70700,419,376,795,40,42,82,9,3,14,3,4,7,7,12,17,5,3,12,4,3,6,0,0,0,26,36,64,0,0,0,0,0,0,60,64,127,11,4,16,3,3,3,104,117,222,158,125,287,685,619,1305
Darwin (C),71000,25611,24279,49891,917,853,1776,439,434,874,427,441,871,734,706,1444,268,273,545,432,407,843,30,27,58,4259,4226,8484,63,65,132,3,3,3,6662,6589,13255,1178,1273,2451,150,127,277,8904,8849,17751,5348,4677,10030,39872,37803,77674
MacDonnell (R),72330,1860,2085,3946,30,43,77,15,19,29,10,17,27,29,27,50,21,15,34,14,14,20,0,0,3,104,84,182,0,3,3,0,0,0,182,173,351,14,21,30,44,40,77,264,272,537,980,505,1488,3114,2857,5972
