lga_name_2016,lga_code_2016,d_10_12_fpnlf_mpet,d_10_12_fpnlf_mpulftw,d_10_12_fpnlf_mpulptw,d_10_12_fpnlf_mput,d_10_12_fpnlf_mptlf,d_10_12_fpnlf_mpnlf,d_10_12_fpnlf_mplfsns,d_10_12_fpnlf_t,d_10_12_fplfsns_mpeft,d_10_12_fplfsns_mpept,d_10_12_fplfsns_mpeaw,d_10_12_fplfsns_mpehns,d_10_12_fplfsns_mpet,d_10_12_fplfsns_mpulftw,d_10_12_fplfsns_mpulptw,d_10_12_fplfsns_mput,d_10_12_fplfsns_mptlf,d_10_12_fplfsns_mpnlf,d_10_12_fplfsns_mplfsns,d_10_12_fplfsns_t,d_10_12_fpt_mpeft,d_10_12_fpt_mpept,d_10_12_fpt_mpeaw,d_10_12_fpt_mpehns,d_10_12_fpt_mpet,d_10_12_fpt_mpulftw,d_10_12_fpt_mpulptw,d_10_12_fpt_mput,d_10_12_fpt_mptlf,d_10_12_fpt_mpnlf,d_10_12_fpt_mplfsns,d_10_12_fpt_t,d_13_14_fpeft_mpeft,d_13_14_fpeft_mpept,d_13_14_fpeft_mpeaw,d_13_14_fpeft_mpehns,d_13_14_fpeft_mpet,d_13_14_fpeft_mpulftw,d_13_14_fpeft_mpulptw,d_13_14_fpeft_mput,d_13_14_fpeft_mptlf,d_13_14_fpeft_mpnlf,d_13_14_fpeft_mplfsns,d_13_14_fpeft_t,d_13_14_fpept_mpeft,d_13_14_fpept_mpept,d_13_14_fpept_mpeaw,d_13_14_fpept_mpehns,d_13_14_fpept_mpet,d_13_14_fpept_mpulftw,d_13_14_fpept_mpulptw,d_13_14_fpept_mput,d_13_14_fpept_mptlf,d_13_14_fpept_mpnlf,d_13_14_fpept_mplfsns,d_13_14_fpept_t,d_13_14_fpeaw_mpeft,d_13_14_fpeaw_mpept,d_13_14_fpeaw_mpeaw,d_13_14_fpeaw_mpehns,d_13_14_fpeaw_mpet,d_13_14_fpeaw_mpulftw,d_13_14_fpeaw_mpulptw,d_13_14_fpeaw_mput,d_13_14_fpeaw_mptlf,d_13_14_fpeaw_mpnlf,d_13_14_fpeaw_mplfsns,d_13_14_fpeaw_t,d_13_14_fphns_mpeft,d_13_14_fphns_mpept,d_13_14_fphns_mpeaw,d_13_14_fphns_mpehns,d_13_14_fphns_mpet,d_13_14_fphns_mpulftw,d_13_14_fphns_mpulptw,d_13_14_fphns_mput,d_13_14_fphns_mptlf,d_13_14_fphns_mpnlf,d_13_14_fphns_mplfsns,d_13_14_fphns_t,d_13_14_fpet_mpeft,d_13_14_fpet_mpept,d_13_14_fpet_mpeaw,d_13_14_fpet_mpehns,d_13_14_fpet_mpet,d_13_14_fpet_mpulftw,d_13_14_fpet_mpulptw,d_13_14_fpet_mput,d_13_14_fpet_mptlf,d_13_14_fpet_mpnlf,d_13_14_fpet_mplfsns,d_13_14_fpet_t,d_13_14_fpulftw_mpeft,d_13_14_fpulftw_mpept,d_13_14_fpulftw_mpeaw,d_13_14_fpulftw_mpehns,d_13_14_fpulftw_mpet,d_13_14_fpulftw_mpulftw,d_13_14_fpulftw_mpulptw,d_13_14_fpulftw_mput,d_13_14_fpulftw_mptlf,d_13_14_fpulftw_mpnlf,d_13_14_fpulftw_mplfsns,d_13_14_fpulftw_t,d_13_14_fpulptw_mpeft,d_13_14_fpulptw_mpept,d_13_14_fpulptw_mpeaw,d_13_14_fpulptw_mpehns,d_13_14_fpulptw_mpet,d_13_14_fpulptw_mpulftw,d_13_14_fpulptw_mpulptw,d_13_14_fpulptw_mput,d_13_14_fpulptw_mptlf,d_13_14_fpulptw_mpnlf,d_13_14_fpulptw_mplfsns,d_13_14_fpulptw_t,d_13_14_fput_mpeft,d_13_14_fput_mpept,d_13_14_fput_mpeaw,d_13_14_fput_mpehns,d_13_14_fput_mpet,d_13_14_fput_mpulftw,d_13_14_fput_mpulptw,d_13_14_fput_mput,d_13_14_fput_mptlf,d_13_14_fput_mpnlf,d_13_14_fput_mplfsns,d_13_14_fput_t,d_13_14_fptlf_mpeft,d_13_14_fptlf_mpept,d_13_14_fptlf_mpeaw,d_13_14_fptlf_mpehns,d_13_14_fptlf_mpet,d_13_14_fptlf_mpulftw,d_13_14_fptlf_mpulptw,d_13_14_fptlf_mput,d_13_14_fptlf_mptlf,d_13_14_fptlf_mpnlf,d_13_14_fptlf_mplfsns,d_13_14_fp_t,d_13_14_fpnlf_mpeft,d_13_14_fpnlf_mpept,d_13_14_fpnlf_mpeaw,d_13_14_fpnlf_mpehns,d_13_14_fpnlf_mpet,d_13_14_fpnlf_mpulftw,d_13_14_fpnlf_mpulptw,d_13_14_fpnlf_mput,d_13_14_fpnlf_mptlf,d_13_14_fpnlf_mpnlf,d_13_14_fpnlf_mplfsns,d_13_14_fpnlf_t,d_13_14_fplfsns_mpeft,d_13_14_fplfsns_mpept,d_13_14_fplfsns_mpeaw,d_13_14_fplfsns_mpehns,d_13_14_fplfsns_mpet,d_13_14_fplfsns_mpulftw,d_13_14_fplfsns_mpulptw,d_13_14_fplfsns_mput,d_13_14_fplfsns_mptlf,d_13_14_fplfsns_mpnlf,d_13_14_fplfsns_mplfsns,d_13_14_fplfsns_t,d_13_14_fpt_mpeft,d_13_14_fpt_mpept,d_13_14_fpt_mpeaw,d_13_14_fpt_mpehns,d_13_14_fpt_mpet,d_13_14_fpt_mpulftw,d_13_14_fpt_mpulptw,d_13_14_fpt_mput,d_13_14_fpt_mptlf,d_13_14_fpt_mpnlf,d_13_14_fpt_mplfsns,d_13_14_fpt_t,d_15_17_fpeft_mpeft,d_15_17_fpeft_mpept,d_15_17_fpeft_mpeaw,d_15_17_fpeft_mpehns,d_15_17_fpeft_mpet,d_15_17_fpeft_mpulftw,d_15_17_fpeft_mpulptw,d_15_17_fpeft_mput,d_15_17_fpeft_mptlf,d_15_17_fpeft_mpnlf,d_15_17_fpeft_mplfsns,d_15_17_fpeft_t,d_15_17_fpept_mpeft,d_15_17_fpept_mpept,d_15_17_fpept_mpeaw,d_15_17_fpept_mpehns,d_15_17_fpept_mpet,d_15_17_fpept_mpulftw,d_15_17_fpept_mpulptw,d_15_17_fpept_mput,d_15_17_fpept_mptlf,d_15_17_fpept_mpnlf,d_15_17_fpept_mplfsns,d_15_17_fpept_t
Hume (C),23270,1579,85,39,128,1705,861,23,2585,13,3,0,7,24,0,0,0,24,0,28,57,3647,765,54,139,4599,188,59,248,4854,1099,62,6013,749,81,9,8,847,22,0,24,872,85,0,952,818,144,16,12,985,18,8,27,1016,62,4,1079,20,3,4,0,27,0,0,0,29,4,0,33,18,4,0,22,39,0,0,0,39,11,3,54,1596,234,29,47,1897,47,9,56,1953,156,12,2118,39,11,0,0,47,11,0,11,60,14,0,70,49,22,0,3,68,10,8,18,87,14,0,101,82,29,0,3,121,20,8,23,143,29,0,175,1679,263,27,46,2019,65,18,80,2095,189,9,2290,630,218,4,40,889,57,25,81,969,517,8,1491,5,0,0,3,11,0,0,0,11,0,20,33,2313,478,34,88,2915,120,43,163,3078,702,34,3816,1084,124,12,11,1230,46,11,59,1286,129,0,1415,1161,218,25,20,1417,25,3,34,1448,98,4,1557
Indigo (S),23350,47,4,0,4,51,18,0,68,0,0,0,0,3,0,0,0,3,0,0,3,332,52,8,4,397,5,0,5,404,36,4,445,99,11,0,0,112,0,0,0,112,6,0,120,114,19,4,0,136,0,0,0,136,12,0,147,4,0,3,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,218,27,7,4,261,0,0,0,259,14,0,272,0,0,0,0,0,4,0,4,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,4,0,4,3,0,0,3,224,27,7,4,259,4,0,4,261,14,0,279,23,7,3,3,28,3,0,3,32,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,245,30,6,9,289,5,0,5,294,18,0,316,109,15,3,3,131,0,0,0,131,4,0,134,115,18,4,0,138,0,0,0,141,11,0,153
Kingston (C) (Vic.),23430,543,12,10,18,562,75,0,638,0,0,0,6,5,0,0,0,4,0,3,9,3154,325,39,51,3568,64,20,83,3653,167,7,3822,738,76,4,3,822,10,3,14,836,32,0,871,904,90,9,8,1012,14,0,17,1029,40,3,1071,23,3,3,0,27,0,0,0,26,3,0,33,7,0,0,10,16,0,0,0,16,0,0,13,1666,169,18,20,1873,26,6,32,1906,81,6,1989,17,0,0,0,14,3,0,3,19,4,0,25,26,3,0,0,33,5,0,3,40,0,0,41,40,7,0,0,50,6,0,6,56,5,0,62,1708,175,18,20,1922,39,8,41,1965,84,6,2047,273,34,6,0,314,0,6,7,319,52,0,375,0,3,0,0,6,0,0,0,5,0,3,10,1979,214,21,23,2236,42,14,57,2289,136,6,2433,966,110,12,6,1089,25,3,33,1124,45,0,1164,1090,134,15,19,1249,11,0,11,1256,41,3,1302
Knox (C),23670,788,16,3,16,804,111,0,912,3,0,0,5,12,0,0,0,12,0,3,15,3233,364,57,63,3727,67,16,85,3810,219,5,4032,668,76,5,6,760,8,3,17,771,34,0,811,1062,100,15,3,1178,22,4,27,1209,37,0,1250,19,0,4,0,24,0,0,0,24,0,0,24,7,0,0,9,24,0,0,0,24,0,0,26,1760,181,24,24,1985,33,10,44,2026,79,3,2110,15,7,0,0,19,5,0,5,24,3,0,28,32,9,0,0,43,0,0,3,46,0,0,44,48,13,0,0,58,6,0,8,70,9,0,73,1806,195,22,28,2045,37,13,48,2094,83,3,2180,405,56,5,9,477,17,3,22,499,66,0,565,0,0,0,4,5,0,0,0,5,0,6,16,2214,250,28,36,2531,58,10,71,2600,154,9,2762,1072,104,9,12,1201,43,15,51,1255,69,0,1320,1417,159,18,4,1595,45,3,51,1647,61,0,1706
Latrobe (C) (Vic.),23810,272,19,5,23,300,69,0,368,3,0,0,3,3,0,0,0,3,0,9,8,1200,131,24,36,1388,69,12,79,1468,139,10,1617,221,21,0,4,242,10,3,11,260,14,0,269,397,34,20,3,455,9,3,14,466,29,0,495,10,0,0,0,10,4,0,4,14,0,0,20,0,0,0,0,4,0,0,0,4,0,0,4,629,54,22,9,716,27,3,27,742,48,0,792,8,6,0,0,17,3,0,3,19,3,0,21,19,5,0,0,23,0,3,3,24,3,0,25,25,11,0,0,39,3,3,8,45,4,0,50,655,63,18,9,749,32,5,36,787,47,0,836,125,13,4,5,144,10,3,19,159,38,0,199,0,0,0,0,0,0,0,0,0,0,3,4,777,77,27,18,899,46,9,54,947,89,3,1042,313,27,3,3,348,9,3,14,357,23,0,381,533,50,14,7,613,11,3,10,619,38,0,659
Loddon (S),23940,26,0,3,3,30,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,153,14,3,0,168,0,3,3,174,20,0,191,31,0,0,0,33,0,0,0,33,0,0,33,45,7,0,0,51,0,0,0,51,6,0,51,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,3,3,0,0,0,3,0,0,3,84,5,0,3,92,0,0,0,91,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,0,3,92,0,0,0,95,6,0,95,9,0,0,0,10,3,0,3,11,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,3,106,3,0,3,107,12,0,117,36,0,0,0,38,0,0,0,39,7,0,44,62,5,0,0,65,0,3,3,65,0,0,71
Macedon Ranges (S),24130,263,0,0,0,264,16,4,285,0,0,0,0,0,0,0,0,0,0,5,11,1314,148,27,23,1507,14,8,17,1526,45,11,1581,230,32,4,0,264,4,0,7,271,7,0,274,327,44,5,7,374,3,0,3,381,15,0,401,8,3,0,0,12,0,0,0,12,0,0,15,3,0,0,6,13,0,0,0,13,0,0,13,567,72,14,11,666,8,0,13,677,23,0,699,7,0,0,0,7,0,0,0,7,0,0,7,20,0,0,0,25,0,0,0,25,0,0,25,28,0,0,0,30,0,0,0,32,0,0,32,592,76,10,15,690,11,0,8,707,23,0,733,119,12,7,3,143,0,0,0,147,15,0,160,3,0,0,0,3,0,0,0,3,0,10,14,718,91,17,14,839,12,0,14,855,39,10,901,315,33,11,0,356,8,0,11,366,8,3,378,479,63,7,6,556,13,0,10,569,22,0,597
Manningham (C),24210,641,21,7,25,660,81,0,745,4,0,0,8,10,0,0,0,10,0,3,12,2530,318,20,49,2912,74,13,91,2999,192,3,3194,491,57,0,0,546,20,3,20,565,32,0,605,743,116,3,10,872,12,3,15,882,30,0,917,16,0,5,0,22,0,0,0,22,5,0,26,7,3,0,5,19,0,0,0,19,3,0,21,1253,176,9,15,1455,26,5,35,1491,69,3,1566,12,0,0,0,15,5,0,8,19,6,0,24,29,3,0,0,32,5,0,5,40,0,0,44,45,5,0,0,47,12,0,11,60,5,0,63,1294,180,9,15,1506,38,5,44,1553,74,3,1628,297,43,0,3,349,8,0,9,361,52,0,408,3,0,0,0,3,0,0,0,3,0,4,9,1597,223,16,26,1855,48,9,55,1912,127,9,2048,752,90,10,0,845,45,3,49,894,46,0,945,1034,160,8,14,1218,17,6,19,1244,61,0,1299
Mansfield (S),24250,26,3,0,3,28,3,0,32,0,0,0,0,0,0,0,0,0,0,3,3,141,24,5,3,175,8,0,10,178,10,7,196,25,4,0,0,33,0,0,0,33,3,0,31,32,10,0,0,46,0,0,0,44,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,63,11,0,0,76,0,0,0,79,6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,79,0,0,0,84,6,0,85,7,3,0,0,12,0,0,0,14,3,0,18,0,0,0,0,3,0,0,0,3,0,3,5,78,13,0,3,94,3,0,3,98,8,3,106,46,9,0,0,51,0,0,0,51,3,0,51,42,13,0,0,56,3,0,3,58,9,3,70
Maribyrnong (C),24330,216,24,4,30,242,53,3,295,3,0,0,0,4,0,0,0,4,0,3,9,1030,161,13,17,1226,51,12,65,1291,111,7,1408,211,36,3,0,253,20,5,23,274,21,0,297,224,29,6,4,255,6,3,6,262,13,0,275,9,0,0,0,7,0,0,0,7,0,0,7,3,0,0,3,4,0,0,0,4,0,0,9,444,67,11,10,522,22,5,28,548,42,0,592,3,0,0,0,5,0,0,0,9,0,0,9,11,3,0,3,19,0,3,5,21,0,0,26,13,6,0,3,24,7,3,5,31,0,0,32,453,68,11,13,547,26,6,34,582,37,0,621,89,29,0,3,119,4,5,9,129,37,0,166,0,0,0,0,3,0,0,0,3,0,0,0,544,100,10,18,663,36,10,47,713,75,3,787,301,50,6,4,360,19,0,17,378,26,0,411,250,54,4,3,310,13,0,14,327,21,0,345
Maroondah (C),24410,488,14,3,19,505,75,0,574,3,0,0,4,7,0,0,0,7,0,0,11,2401,230,36,44,2708,58,7,63,2771,133,3,2911,440,44,6,3,497,14,4,19,511,30,0,536,790,72,9,8,878,8,7,11,887,10,0,897,11,0,3,0,15,0,0,0,15,0,0,20,11,3,0,8,20,0,0,0,20,0,0,20,1251,117,18,13,1407,17,9,30,1431,41,0,1470,11,4,0,0,17,5,0,7,17,0,0,19,20,3,0,0,23,0,0,4,30,0,0,30,26,12,0,0,40,6,0,7,46,0,0,49,1276,126,18,13,1447,25,9,40,1482,39,0,1523,219,34,3,4,262,11,0,17,270,48,0,323,3,0,0,0,8,0,0,0,5,0,0,9,1497,166,26,23,1709,37,14,49,1760,92,0,1854,618,65,14,9,707,14,7,24,731,31,0,761,1042,94,19,15,1173,11,3,15,1188,37,0,1225
Melbourne (C),24600,149,13,9,13,166,44,0,215,0,0,0,0,0,0,0,0,0,0,3,3,475,83,8,11,572,30,9,38,619,79,8,701,113,14,0,0,126,3,0,8,136,7,0,144,97,20,0,0,120,0,0,3,121,4,0,125,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,211,36,4,3,254,4,3,7,264,11,0,277,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,8,0,0,5,7,3,0,0,8,0,0,0,14,0,0,11,223,39,4,3,269,7,3,9,279,12,0,290,49,20,0,0,76,3,6,9,81,24,0,110,0,0,0,0,0,0,0,0,0,3,3,3,270,60,7,9,339,9,9,15,359,41,4,407,181,26,3,0,210,7,3,6,217,23,0,237,122,25,0,0,149,0,0,0,153,4,0,155
Melton (C),24650,985,54,3,59,1045,231,5,1276,3,0,0,4,11,0,0,0,11,3,14,28,3370,442,68,80,3952,134,25,160,4111,365,26,4504,699,62,11,10,787,15,8,19,803,31,0,833,753,96,5,13,870,18,3,24,890,32,0,920,24,3,11,0,38,0,0,0,35,0,0,35,5,3,0,20,31,0,0,0,35,3,0,38,1483,167,23,43,1716,34,12,48,1763,64,3,1831,26,3,0,3,29,11,0,14,47,0,0,48,46,4,0,7,59,4,4,13,66,3,0,71,74,8,0,5,87,16,11,22,115,4,0,118,1557,177,22,49,1811,47,19,71,1878,70,3,1945,432,83,12,17,539,31,5,35,571,148,4,727,4,0,0,0,9,0,0,0,9,0,3,12,1991,263,39,62,2354,80,28,101,2463,211,13,2683,955,78,9,11,1048,29,6,39,1081,66,0,1153,945,123,15,14,1096,18,5,20,1120,58,0,1175
Mildura (RC),24780,196,21,8,28,226,78,3,303,0,0,0,0,6,0,0,0,3,0,3,14,1002,89,18,15,1132,43,11,54,1189,129,8,1325,230,25,3,0,261,5,0,5,269,7,0,273,261,19,3,4,291,5,0,5,298,20,0,318,5,0,0,0,7,0,0,0,7,0,0,9,0,0,0,4,3,0,0,0,3,0,0,6,496,49,8,5,561,16,0,16,575,30,3,603,10,3,0,0,12,4,0,4,16,0,0,13,8,0,0,0,10,3,0,5,15,0,0,15,14,3,0,0,18,6,0,6,31,0,0,32,513,55,8,5,585,22,0,23,605,32,3,634,93,17,0,6,112,6,3,9,123,44,3,170,4,0,0,0,4,0,0,0,4,0,0,3,606,69,10,11,694,27,6,30,729,75,7,806,343,38,7,0,389,8,0,8,396,26,0,423,387,34,9,6,437,14,0,12,447,30,0,477
Mitchell (S),24850,245,9,0,9,255,23,0,277,0,0,0,0,0,0,0,0,0,0,3,3,915,100,26,18,1051,22,4,21,1071,52,4,1130,169,14,5,3,191,5,0,5,193,17,0,207,244,32,0,3,279,0,0,3,278,7,0,289,16,3,3,0,16,0,0,0,21,0,0,20,7,0,0,3,5,0,0,0,5,0,0,5,428,47,7,10,491,7,3,10,503,25,0,524,5,0,0,0,5,0,0,0,8,4,0,12,18,0,0,0,18,0,0,0,18,0,0,16,21,0,0,0,25,0,0,0,24,6,0,33,452,45,7,10,521,6,3,12,529,28,0,555,119,19,0,5,142,11,0,11,152,23,0,179,0,0,0,0,0,0,0,0,0,0,0,0,574,70,9,14,663,17,3,19,684,55,0,736,255,34,12,0,302,9,0,9,311,14,0,324,327,39,9,5,381,3,0,5,384,10,0,393
Moira (S),24900,88,0,0,0,91,17,0,111,0,0,0,0,0,0,0,0,0,0,0,0,609,43,9,21,680,12,3,15,698,35,0,738,138,9,0,0,148,0,0,0,151,3,0,158,175,15,7,6,198,4,0,4,200,7,0,205,14,0,0,0,16,0,0,0,13,0,0,13,0,0,0,8,8,0,0,0,8,0,0,8,329,21,5,13,370,3,0,3,374,12,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,327,27,5,13,369,3,0,3,372,12,0,383,45,6,3,4,54,3,0,3,57,19,0,82,0,0,0,0,0,0,0,0,0,0,0,0,372,30,10,13,427,10,0,9,434,35,4,467,213,17,0,0,233,3,0,0,238,3,3,241,204,25,8,3,238,0,0,0,235,10,0,249
Monash (C),24970,791,33,5,40,839,116,0,955,3,0,0,3,7,0,0,0,7,3,3,16,3536,483,50,53,4124,132,34,169,4289,248,6,4546,806,80,4,9,909,27,3,31,934,41,0,982,940,132,12,10,1089,28,10,37,1127,23,0,1147,13,0,3,0,20,0,0,0,18,3,0,20,12,0,0,8,20,0,0,0,20,0,0,20,1772,216,18,25,2037,52,18,69,2102,69,0,2169,27,7,0,0,34,10,0,12,46,3,0,48,57,15,0,0,76,0,3,12,83,9,0,87,79,25,0,0,108,12,9,21,122,11,0,136,1854,241,19,25,2140,61,20,85,2225,78,0,2305,381,44,3,7,434,17,3,22,455,83,3,540,5,0,0,3,4,0,0,0,4,0,3,11,2245,284,26,31,2585,77,29,103,2689,163,6,2855,1165,127,12,15,1316,40,6,47,1367,95,0,1461,1157,204,16,14,1381,35,6,45,1427,48,0,1479
Strathfield (A),17100,224,8,3,8,231,46,0,275,0,0,0,3,3,0,0,0,3,0,0,7,663,106,7,20,794,23,9,32,825,68,3,899,167,19,0,0,181,5,0,7,190,11,0,194,142,33,0,3,180,0,3,3,185,3,0,187,3,0,0,0,3,0,0,0,3,0,0,5,3,0,0,3,4,0,0,0,4,0,0,4,309,52,3,6,370,6,3,13,376,16,0,391,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,14,3,3,3,18,0,0,21,13,0,0,0,20,3,3,3,25,0,0,25,326,52,3,6,389,11,8,16,397,19,0,414,82,23,8,5,118,0,4,0,120,26,0,147,0,0,0,0,0,0,0,0,0,0,4,5,410,75,9,10,502,8,6,15,522,47,4,569,265,21,3,3,294,6,0,8,302,23,0,327,222,37,4,0,262,11,3,16,279,9,0,280
Sutherland Shire (A),17150,898,10,5,9,905,71,0,978,9,0,0,0,12,0,0,0,14,0,10,19,5640,410,68,96,6221,70,16,78,6299,176,8,6486,1284,98,19,10,1404,18,4,23,1425,36,0,1464,1720,129,22,13,1889,9,3,12,1902,40,0,1940,36,9,10,0,47,0,0,0,47,0,0,48,3,0,0,12,19,0,0,0,20,0,0,20,3040,234,42,38,3360,27,11,34,3395,79,0,3471,18,3,0,0,24,0,0,3,29,4,0,29,50,3,3,0,59,3,0,3,63,3,0,62,70,10,3,0,82,5,4,4,89,9,0,91,3114,243,44,38,3444,33,12,40,3486,83,0,3569,445,35,10,11,501,7,4,7,510,44,0,558,3,0,0,0,3,0,0,0,3,0,8,9,3563,281,56,54,3944,35,14,47,3993,131,7,4129,1741,140,25,16,1920,29,6,38,1954,80,3,2039,2081,187,30,21,2322,20,5,25,2349,60,4,2411
Sydney (C),17200,150,3,4,9,159,41,0,196,4,0,0,0,4,0,0,0,4,0,4,3,786,125,13,17,944,26,5,28,976,96,4,1078,227,25,3,3,263,9,0,12,269,16,0,282,145,24,3,0,178,0,0,3,181,13,0,194,5,0,0,0,8,0,0,0,8,0,0,8,7,0,0,3,12,0,0,0,12,0,3,15,390,51,7,4,459,13,0,15,472,26,3,498,8,0,0,3,12,0,0,0,12,0,0,12,14,0,0,0,17,0,0,3,19,0,0,19,18,3,0,3,28,4,0,3,29,0,0,29,410,57,7,6,485,11,3,16,500,26,3,528,77,15,3,0,95,3,0,4,96,16,0,117,0,0,0,0,0,0,0,0,0,0,0,0,490,68,9,6,574,16,6,18,594,47,0,639,311,35,4,5,355,10,3,12,372,27,3,401,173,29,3,0,205,3,0,3,208,20,0,233
Tamworth Regional (A),17310,177,11,0,11,182,59,0,239,0,0,0,0,3,0,0,0,3,0,0,5,1195,117,20,28,1365,31,3,37,1398,112,3,1518,312,31,0,3,343,3,0,3,351,9,0,359,273,38,5,5,326,3,3,8,332,7,0,344,4,0,5,0,13,0,0,0,13,0,0,14,5,0,0,4,13,0,0,0,13,3,0,15,598,68,10,10,695,8,3,14,705,23,0,722,7,3,0,0,10,0,0,0,13,3,0,13,16,3,0,0,14,0,0,0,14,0,0,14,21,3,0,0,28,3,0,3,27,3,0,27,623,76,10,14,719,8,3,14,733,24,0,757,95,14,0,0,114,3,0,3,112,29,0,147,3,0,0,0,3,0,0,0,3,0,0,4,713,88,12,11,831,13,3,14,848,54,0,904,426,30,11,4,470,0,0,0,472,14,0,483,325,51,4,6,390,0,0,4,390,17,0,411
Temora (A),17350,22,0,0,0,22,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,133,13,0,7,153,0,0,0,157,9,0,169,34,4,0,0,36,0,0,0,36,3,0,39,45,0,0,0,49,0,0,0,49,4,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,4,90,0,0,0,90,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5,0,4,91,0,0,0,91,6,0,94,10,4,0,0,12,0,0,0,16,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,95,8,0,3,105,0,0,0,107,8,0,118,28,4,0,3,37,0,0,0,37,0,0,37,55,5,0,0,66,0,0,0,66,8,0,67
Tenterfield (A),17400,19,0,0,0,17,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,89,22,0,8,123,0,0,0,119,24,0,140,32,0,0,0,35,0,0,0,35,3,0,39,28,3,0,0,31,0,0,0,34,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,0,0,71,0,0,0,68,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,0,0,72,0,0,0,71,4,0,73,8,3,0,0,9,0,0,0,14,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,0,84,3,0,3,82,10,0,95,37,0,0,0,43,0,0,0,45,6,0,49,22,6,0,0,31,0,0,0,35,7,0,38
Glen Eira (C),22310,613,16,0,16,628,72,0,702,9,0,0,9,14,0,0,0,14,0,3,19,3348,332,28,52,3754,80,13,97,3848,163,11,4017,626,65,5,4,696,27,3,27,724,39,0,769,949,106,5,16,1069,15,3,16,1090,26,3,1116,13,10,3,0,18,0,0,0,18,0,0,18,15,3,0,12,25,5,0,5,29,0,0,31,1601,176,12,32,1816,42,7,45,1864,66,6,1933,16,0,0,0,21,4,0,4,25,0,0,25,42,4,0,0,47,0,0,0,47,0,0,47,58,7,0,0,65,4,0,4,69,0,0,69,1657,182,12,30,1880,46,9,54,1934,66,6,2003,297,37,0,3,343,4,0,4,349,31,0,377,0,0,0,0,5,0,0,0,5,0,10,9,1955,222,16,33,2227,46,9,57,2280,95,12,2389,917,96,8,5,1025,23,3,23,1045,48,0,1095,1188,129,9,5,1333,23,7,30,1361,46,0,1407
Glenelg (S),22410,68,0,3,3,72,20,0,92,0,0,0,0,0,0,0,0,0,0,0,3,321,36,14,7,375,12,3,14,392,43,0,434,89,3,3,0,97,0,0,0,97,0,0,97,126,9,0,3,139,0,3,4,145,10,0,150,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,3,0,0,3,217,14,4,8,240,3,3,5,246,8,0,256,6,0,0,0,6,3,0,3,6,3,0,5,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,9,3,0,11,227,14,4,8,251,3,3,4,253,15,0,266,39,10,0,0,49,0,3,3,50,19,0,73,0,0,0,0,0,0,0,0,0,0,0,0,267,23,3,10,301,8,7,11,310,36,0,342,125,4,3,0,133,0,0,0,133,7,0,140,149,18,6,3,175,3,0,3,180,6,0,187
