lga_name_2016,lga_code_2016,sme_usl_ad_5_yr_ago_as_2016_m,sme_usl_ad_5_yr_ago_as_2016_f,sme_usl_ad_5_yr_ago_as_2016_p,dif_usl_ad_5_yr_ago_sme_sa2_m,dif_usl_ad_5_yr_ago_sme_sa2_f,dif_usl_ad_5_yr_ago_sme_sa2_p,dif_us_ad_5_ago_dif_sa2_nsw_m,dif_us_ad_5_ago_dif_sa2_nsw_f,dif_us_ad_5_ago_dif_sa2_nsw_p,dif_us_ad_5_ago_dif_sa2_vic_m,dif_us_ad_5_ago_dif_sa2_vic_f,dif_us_ad_5_ago_dif_sa2_vic_p,dif_us_ad_5_ago_dif_sa2_qld_m,dif_us_ad_5_ago_dif_sa2_qld_f,dif_us_ad_5_ago_dif_sa2_qld_p,dif_us_ad_5_ago_dif_sa2_sa_m,dif_us_ad_5_ago_dif_sa2_sa_f,dif_us_ad_5_ago_dif_sa2_sa_p,dif_us_ad_5_ago_dif_sa2_wa_m,dif_us_ad_5_ago_dif_sa2_wa_f,dif_us_ad_5_ago_dif_sa2_wa_p,dif_us_ad_5_ago_dif_sa2_tas_m,dif_us_ad_5_ago_dif_sa2_tas_f,dif_us_ad_5_ago_dif_sa2_tas_p,dif_us_ad_5_ago_dif_sa2_nt_m,dif_us_ad_5_ago_dif_sa2_nt_f,dif_us_ad_5_ago_dif_sa2_nt_p,dif_us_ad_5_ago_dif_sa2_act_m,dif_us_ad_5_ago_dif_sa2_act_f,dif_us_ad_5_ago_dif_sa2_act_p,dif_us_ad_5_ago_dif_sa2_ot_m,dif_us_ad_5_ago_dif_sa2_ot_f,dif_us_ad_5_ago_dif_sa2_ot_p,dif_us_ad_5_ago_dif_sa2_tot_m,dif_us_ad_5_ago_dif_sa2_tot_f,dif_us_ad_5_ago_dif_sa2_tot_p,difnt_usl_add_5_yr_ago_os_m,difnt_usl_add_5_yr_ago_os_f,difnt_usl_add_5_yr_ago_os_p,difnt_usl_add_5_yr_ago_ns_m,difnt_usl_add_5_yr_ago_ns_f,difnt_usl_add_5_yr_ago_ns_p,difnt_usl_add_5_yr_ago_tot_m,difnt_usl_add_5_yr_ago_tot_f,difnt_usl_add_5_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p
Port Hedland (T),57280,1689,1392,3083,1004,945,1947,250,209,462,163,134,300,400,340,739,99,73,176,1619,1380,3003,50,34,82,44,44,89,3,4,7,3,0,3,2633,2222,4856,458,470,932,77,81,157,4168,3725,7896,1159,954,2115,7018,6073,13093
Toodyay (S),58330,1274,1245,2518,119,134,249,7,3,14,6,4,6,0,5,8,8,0,8,456,434,891,0,0,3,10,8,12,3,0,3,0,0,0,494,459,954,18,30,50,9,13,17,639,636,1279,230,218,447,2142,2098,4238
Yalgoo (S),59350,56,35,94,3,5,7,0,0,0,0,0,3,4,6,12,3,0,3,71,32,100,3,0,3,4,0,4,0,0,0,0,0,0,86,37,126,8,0,13,3,0,3,105,43,156,49,32,79,212,112,322
Trayning (S),58400,102,78,177,26,20,43,0,0,0,0,0,0,0,0,0,0,0,0,24,27,49,0,0,0,0,0,0,0,0,0,0,0,0,29,24,52,0,0,3,0,0,0,52,47,100,30,25,63,187,149,335
No usual address (Tas.),69499,89,45,133,37,17,46,12,18,38,11,12,20,22,23,48,3,5,6,24,14,38,133,134,264,0,0,3,4,0,4,0,0,0,208,210,418,30,27,57,7,3,15,284,258,541,127,74,200,499,376,870
Clarence (C),61410,14869,16001,30869,1371,1487,2864,276,283,560,266,298,561,313,361,674,61,74,138,130,136,271,5177,5864,11041,59,49,101,24,34,62,0,0,0,6311,7095,13410,387,432,820,110,113,220,8184,9124,17315,1875,1567,3445,24929,26693,51627
Derwent Valley (M),61510,3048,2910,5959,367,407,775,47,43,91,46,48,95,80,80,155,13,10,26,44,43,86,655,722,1373,8,3,8,4,6,9,0,0,3,888,960,1845,23,24,45,25,23,46,1302,1414,2717,387,414,803,4737,4732,9470
Devonport (C),61610,6462,7018,13482,964,1177,2136,115,135,246,139,173,313,170,194,362,35,45,83,84,96,182,1958,2292,4248,14,11,29,12,14,21,0,0,0,2533,2955,5487,130,151,287,61,54,117,3690,4341,8027,837,948,1786,10984,12303,23292
Dorset (M),61810,2020,1987,4014,402,434,839,32,41,68,39,41,85,67,83,153,10,18,31,33,37,67,200,198,399,5,7,12,4,3,4,0,0,0,400,414,813,27,26,53,16,13,25,848,886,1740,285,274,554,3153,3148,6306
Flinders (M) (Tas.),62010,287,243,534,40,37,85,12,3,20,14,18,27,16,10,23,0,0,0,3,3,9,42,41,84,7,0,6,0,0,0,0,0,0,84,80,166,3,3,7,0,0,0,135,128,257,40,22,60,459,394,852
George Town (M),62210,1934,1869,3802,363,392,759,54,51,109,45,37,86,74,74,148,10,15,26,34,29,59,290,322,607,3,9,11,0,3,6,0,0,0,511,544,1051,17,31,51,11,10,24,900,982,1881,358,357,714,3196,3208,6402
Glamorgan/Spring Bay (M),62410,1269,1183,2448,187,194,383,43,35,83,41,33,73,31,33,68,12,7,18,27,24,55,281,277,553,10,12,19,3,0,0,0,0,0,445,427,873,34,35,68,4,7,9,671,666,1337,218,236,454,2159,2086,4240
Glenorchy (C),62610,11959,12751,24708,871,994,1862,168,165,334,205,207,411,222,241,467,47,52,95,108,120,229,4894,5312,10205,24,27,57,13,18,34,3,0,3,5682,6149,11828,651,711,1366,129,119,249,7341,7971,15312,1630,1776,3401,20925,22498,43420
Hobart (C),62810,11257,12246,23498,1208,1218,2425,506,534,1041,628,734,1361,410,430,839,128,113,238,216,205,424,5120,5218,10342,62,50,111,87,78,167,3,0,8,7145,7379,14529,1986,2164,4153,170,171,343,10512,10939,21453,1635,1583,3221,23400,24764,48172
Huon Valley (M),63010,4558,4397,8953,726,735,1463,221,229,444,130,131,264,234,261,500,72,71,142,171,189,359,736,829,1570,32,37,64,24,17,36,3,0,3,1620,1765,3391,138,139,270,40,25,57,2519,2666,5184,590,606,1192,7673,7661,15331
Kentish (M),63210,1893,1759,3661,229,211,442,48,47,93,66,69,134,74,82,155,20,17,43,38,44,82,308,348,658,12,9,26,3,0,3,0,0,0,573,621,1188,31,41,71,15,15,28,845,880,1731,239,234,469,2979,2874,5853
King Island (M),63410,448,419,869,100,100,201,25,23,40,32,42,75,24,24,43,3,0,4,10,6,16,25,20,49,0,0,0,0,0,3,0,0,0,126,109,238,15,13,34,0,3,6,250,226,477,71,84,154,766,729,1500
Kingborough (M),63610,9495,10116,19606,1232,1307,2538,251,294,548,239,288,534,271,329,596,51,68,116,143,131,277,3135,3423,6558,54,52,99,40,57,97,0,0,0,4180,4636,8824,367,427,795,95,83,178,5881,6458,12337,882,852,1731,16249,17423,33677
Upper Gascoyne (S),58470,72,66,136,3,0,3,3,0,3,0,0,3,5,0,7,3,0,3,25,23,45,0,0,0,0,0,0,0,0,0,0,0,0,40,22,63,6,4,6,9,3,8,53,31,85,22,7,28,145,111,250
Victoria Park (T),58510,6316,6473,12783,772,762,1534,161,156,321,191,169,358,183,145,325,57,54,116,4257,4266,8519,20,30,47,30,28,64,19,22,43,0,0,3,4928,4873,9797,2522,2498,5021,179,138,319,8399,8277,16672,1731,1764,3492,16443,16512,32952
Migratory - Offshore - Shipping (Tas.),69799,21,13,37,0,0,0,3,0,3,5,0,4,0,3,4,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,16,10,24,7,0,7,0,0,0,25,8,29,3,0,5,49,21,68
Alice Springs (T),70200,4626,4764,9382,602,595,1198,247,299,546,355,362,718,343,365,701,348,351,693,147,152,299,35,53,86,1910,2063,3974,45,40,82,0,0,0,3418,3683,7100,972,1071,2041,136,144,277,5128,5489,10617,1447,1496,2942,11196,11743,22939
Latrobe (M) (Tas.),63810,2894,2923,5815,454,465,917,61,61,121,77,67,139,83,85,172,21,23,44,60,56,119,888,1051,1938,5,12,16,9,6,9,0,0,0,1204,1354,2561,43,61,106,24,15,40,1729,1895,3622,359,366,729,4977,5189,10167
Victoria Plains (S),58540,278,230,509,30,32,68,0,0,0,8,0,6,0,4,6,0,0,3,59,70,128,0,0,0,3,0,4,0,0,0,0,0,0,66,78,146,20,20,38,0,0,3,122,134,256,67,29,95,468,389,851
Launceston (C),64010,15963,17024,32981,1405,1536,2939,375,356,729,459,422,884,429,424,853,122,98,221,223,245,472,6730,7634,14369,45,54,102,21,24,50,0,0,0,8415,9261,17673,1289,1215,2505,161,134,296,11270,12150,23422,2454,2646,5100,29680,31817,61503
Meander Valley (M),64210,5628,5703,11330,670,769,1430,114,129,235,94,102,195,135,181,316,34,45,77,73,74,147,1370,1556,2928,19,7,26,11,8,19,0,0,0,1847,2103,3945,88,99,187,34,31,69,2640,2996,5639,635,672,1312,8899,9377,18274
Northern Midlands (M),64610,3667,3679,7343,414,465,880,69,74,140,59,74,132,100,106,212,17,24,38,70,65,132,944,1024,1965,10,5,10,12,10,15,0,0,0,1276,1378,2657,46,50,94,30,29,58,1766,1926,3687,551,526,1073,5978,6128,12109
Sorell (M),64810,3917,3871,7787,570,646,1218,96,104,200,99,97,202,99,113,218,15,25,38,42,43,83,1213,1299,2516,19,16,30,4,8,10,0,0,0,1592,1705,3301,61,62,125,32,33,62,2249,2446,4699,489,528,1018,6662,6842,13507
Vincent (C),58570,6591,6920,13508,808,754,1568,228,209,433,235,241,480,164,148,314,60,44,102,4198,4141,8341,13,12,28,26,31,55,22,28,57,0,0,0,4953,4859,9808,1840,1935,3773,178,152,332,7782,7709,15488,1476,1368,2844,15850,15988,31844
Wagin (S),58610,516,508,1021,97,115,210,0,0,0,6,4,5,3,4,6,0,3,5,123,148,273,0,0,3,0,0,0,0,0,0,0,0,0,136,157,293,6,5,18,4,7,5,246,280,527,105,108,212,865,895,1758
Wandering (S),58680,121,114,240,20,14,39,0,0,0,0,0,0,0,0,0,0,0,0,46,48,90,0,0,0,0,0,0,0,0,0,0,0,0,47,48,89,0,4,4,0,0,3,71,63,133,22,21,44,213,202,417
Wanneroo (C),58760,41224,41783,83011,5173,5438,10603,659,662,1323,482,516,1001,571,598,1170,234,229,461,23701,25026,48729,95,110,207,142,134,273,60,65,121,3,3,6,25950,27346,53295,6842,7341,14189,521,448,963,38482,40565,79053,5630,5535,11168,85342,87886,173226
Waroona (S),58820,1074,992,2060,164,174,343,3,4,7,11,12,21,11,12,27,0,3,7,437,456,886,0,3,3,3,5,12,0,0,0,0,0,0,464,498,962,22,32,49,12,7,20,664,716,1377,235,251,485,1967,1957,3927
West Arthur (S),58890,255,225,481,39,49,84,3,7,6,3,3,4,0,0,0,7,0,3,44,47,86,0,0,0,0,0,0,0,0,0,0,0,0,50,56,105,3,5,14,0,0,0,96,104,205,32,31,67,390,360,751
East Arnhem (R),71300,3550,3638,7190,123,128,250,17,22,37,23,36,57,23,25,53,6,4,11,5,5,11,5,7,10,85,85,170,0,5,5,0,0,0,170,184,348,22,13,37,70,83,156,386,413,797,134,119,257,4073,4178,8243
Westonia (S),59030,83,58,143,3,0,6,0,0,0,0,0,0,3,3,3,0,0,0,45,28,71,0,4,4,0,0,0,0,0,0,0,0,0,52,33,78,9,7,12,0,0,3,60,38,98,29,15,46,170,115,288
Palmerston (C),72800,5126,4930,10049,503,522,1028,579,563,1141,502,470,979,1080,995,2074,353,344,700,515,503,1015,91,69,161,3913,4016,7931,36,34,69,0,0,0,7064,7002,14070,795,958,1752,217,148,360,8583,8628,17213,1542,1495,3042,15252,15050,30306
Wickepin (S),59100,227,215,441,29,24,56,0,4,4,0,3,3,0,0,3,0,0,0,53,39,96,0,0,3,0,0,0,0,0,0,0,0,0,56,49,104,0,6,5,0,0,0,90,78,164,36,26,61,352,316,672
Wagait (S),74560,116,112,232,10,9,21,4,8,12,0,3,3,3,7,11,8,3,10,5,8,10,0,3,8,40,46,82,0,0,0,0,0,0,65,78,141,3,10,12,3,0,6,83,95,176,19,8,31,217,218,439
Williams (S),59170,287,264,543,50,53,102,0,0,0,4,3,8,0,0,3,0,0,0,70,66,130,0,0,0,0,0,3,0,0,0,0,0,0,78,68,150,8,12,23,0,3,5,138,134,274,43,33,77,467,430,894
Wiluna (S),59250,194,108,304,28,20,46,0,0,0,3,0,3,4,0,4,0,0,0,99,54,152,3,0,3,3,0,4,0,0,3,0,0,0,121,51,176,32,10,40,8,3,9,180,85,270,112,30,136,490,222,706
Migratory - Offshore - Shipping (NT),79799,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,8,0,0,0,4,4,8,14,3,19,61,14,70
Unincorporated ACT,89399,88330,93519,181846,4839,4874,9712,13370,14123,27491,3328,3362,6688,3563,3525,7086,1113,1111,2228,1070,1064,2136,383,418,803,628,644,1266,38288,38576,76862,27,30,58,61771,62850,124620,14077,15185,29261,1165,980,2137,81850,83884,165732,11364,11130,22492,181533,188539,370069
No usual address (ACT),89499,35,29,64,14,10,25,33,30,64,7,10,18,6,11,22,3,0,4,6,3,4,0,0,0,4,3,6,71,51,125,0,0,0,134,116,243,29,27,61,7,4,8,180,155,336,90,38,130,306,223,528
Migratory - Offshore - Shipping (ACT),89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorp. Other Territories,99399,1211,1194,2402,130,154,281,100,72,176,25,16,38,69,43,108,13,12,22,100,85,185,7,3,8,8,3,19,22,27,50,4,0,5,348,259,611,84,105,186,10,15,27,572,537,1109,515,231,750,2295,1970,4261
No usual address (OT),99499,6,4,14,0,0,0,0,3,3,0,3,5,4,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,14,21,0,9,11,0,0,0,8,21,29,3,7,5,21,32,52
Migratory - Offshore - Shipping (OT),99799,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6
Katherine (T),72200,1621,1525,3149,550,556,1109,275,234,506,129,120,246,325,252,574,98,95,187,76,66,137,21,10,32,297,289,588,28,16,39,0,0,0,1244,1079,2322,136,167,304,45,29,71,1973,1834,3805,1032,933,1970,4629,4293,8921
Litchfield (M),72300,5519,4551,10074,306,297,603,414,182,600,364,184,550,746,342,1084,161,130,295,390,241,635,28,33,56,1794,1604,3397,22,13,39,0,0,0,3921,2732,6655,229,168,398,79,64,146,4538,3256,7797,3476,1214,4688,13529,9031,22558
Wongan-Ballidu (S),59310,402,352,758,82,81,164,0,0,3,0,5,3,0,0,0,0,0,0,115,96,205,0,0,3,3,0,3,0,0,0,0,0,0,122,100,223,14,13,32,0,0,0,221,201,420,40,30,67,662,576,1239
Woodanilling (S),59320,135,114,247,7,10,20,0,0,3,0,0,0,0,0,0,0,0,0,25,33,64,0,0,0,0,0,0,0,0,0,0,0,0,31,35,68,4,3,4,0,0,0,42,49,97,18,16,32,198,176,376
Wyalkatchem (S),59330,149,119,270,28,25,49,0,0,4,0,0,0,0,3,5,0,0,0,42,39,80,0,0,0,0,0,0,0,0,0,0,0,0,42,47,90,0,4,4,0,7,8,70,79,153,35,35,69,256,231,490
Wyndham-East Kimberley (S),59340,1314,1331,2643,537,617,1153,66,58,126,70,66,129,125,114,237,26,17,49,398,417,812,15,17,30,57,61,123,0,4,4,0,0,0,758,749,1510,130,140,268,39,35,74,1466,1544,3010,449,429,882,3228,3306,6530
Yilgarn (S),59360,358,235,595,57,47,96,9,3,11,0,4,10,11,3,15,0,0,0,119,72,191,0,0,0,0,4,6,0,0,0,0,0,0,141,87,229,21,10,30,0,0,0,213,142,355,123,69,188,703,443,1148
York (S),59370,984,936,1914,148,186,338,6,6,6,9,8,15,4,8,10,5,9,15,323,333,660,3,0,3,3,3,6,0,0,0,0,0,0,350,367,714,20,18,33,7,11,18,530,573,1100,197,197,395,1715,1704,3416
No usual address (WA),59499,493,234,725,99,64,166,138,128,265,99,102,201,209,192,399,50,55,102,915,594,1516,25,20,48,31,24,60,10,10,15,3,0,3,1484,1123,2609,309,278,593,45,32,77,1945,1495,3440,1023,611,1631,3452,2339,5795
Migratory - Offshore - Shipping (WA),59799,143,9,147,4,0,4,5,0,12,0,0,3,13,0,11,4,3,5,99,6,100,3,0,3,0,0,0,0,0,0,0,0,0,129,12,140,56,3,63,0,0,0,187,18,206,73,8,80,408,26,434
Break O'Day (M),60210,1781,1702,3484,333,350,684,80,79,157,45,35,78,62,69,132,16,17,31,47,46,95,273,273,540,11,12,21,4,0,5,0,0,0,533,535,1061,16,39,51,13,22,36,894,936,1836,286,251,528,2965,2883,5846
Brighton (M),60410,4507,4527,9038,554,675,1227,34,55,86,55,58,112,66,75,143,12,13,27,29,38,66,1373,1595,2972,7,8,12,0,3,5,0,0,0,1576,1850,3424,41,40,80,74,64,130,2237,2631,4869,623,667,1287,7369,7821,15191
Burnie (C),60610,5087,5308,10396,466,595,1058,77,94,169,85,111,192,100,112,208,33,36,71,57,69,127,1804,2018,3827,19,19,36,3,0,5,0,0,0,2180,2456,4630,112,129,238,68,94,161,2819,3264,6092,631,657,1290,8537,9234,17771
Central Coast (M) (Tas.),60810,6151,6411,12564,738,788,1529,116,140,256,95,87,180,178,186,359,23,22,43,100,108,207,1611,1851,3455,7,16,22,8,4,15,0,0,0,2142,2403,4550,77,89,163,55,28,84,3013,3311,6323,679,714,1398,9846,10437,20278
Central Highlands (M) (Tas.),61010,716,603,1315,88,70,163,10,9,24,10,13,23,25,31,53,8,6,15,10,6,21,123,117,234,3,3,5,0,0,3,0,0,0,190,183,374,7,5,17,4,0,4,289,262,556,99,76,175,1102,946,2045
Circular Head (M),61210,2224,2074,4296,516,529,1046,32,43,75,33,35,73,66,57,120,5,5,16,32,39,71,478,468,944,10,7,16,3,0,3,3,0,3,656,662,1321,46,52,98,21,18,39,1238,1257,2496,323,317,640,3787,3644,7431
Barkly (R),70420,1847,1859,3707,206,198,400,62,56,123,47,47,95,121,105,226,39,30,63,28,28,53,3,10,13,228,219,447,7,5,11,0,0,0,533,495,1030,76,82,159,51,59,112,867,839,1700,389,247,635,3105,2944,6044
Belyuen (S),70540,79,56,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,10,12,0,0,0,0,3,6,3,6,18,7,0,7,92,63,156
Central Desert (R),70620,1216,1354,2572,35,37,76,22,21,45,14,19,37,26,24,52,19,10,31,19,20,39,3,0,8,113,94,204,0,0,0,0,0,0,223,188,407,14,18,23,25,18,45,292,264,548,113,114,231,1614,1736,3348
Coomalie (S),70700,313,235,549,54,61,115,17,14,30,9,12,19,16,28,48,8,5,17,7,14,25,0,0,0,54,59,116,0,0,0,0,0,0,116,133,248,18,24,36,4,3,5,190,217,404,157,128,288,659,580,1243
Darwin (C),71000,14065,13568,27627,1071,1021,2095,1374,1191,2567,1252,1229,2477,1867,1628,3495,773,705,1478,1048,911,1957,145,131,278,6658,6468,13117,221,172,400,7,0,12,13340,12437,25782,4197,4277,8471,412,319,738,19028,18060,37080,4663,4080,8742,37749,35705,73454
MacDonnell (R),72330,1501,1727,3231,49,60,108,39,52,87,32,37,69,35,39,76,52,44,87,19,25,42,6,3,7,143,146,288,0,3,3,0,0,0,322,338,659,31,34,63,46,47,91,444,483,930,960,494,1461,2913,2709,5616
